Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2012, тыс. рублей;Май, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
808;-8;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;586 312,00;614 152,00;-27 840,00;-4,53
809;15;Ростфинанс;481;Ростовская обл.;576 121,00;527 726,00;48 395,00;9,17
810;6;Нафтабанк;715;Дагестан;576 088,00;554 532,00;21 556,00;3,89
811;12;Далетбанк;3049;Москва и обл.;573 777,00;530 084,00;43 693,00;8,24
812;-13;Агроинкомбанк;1946;Астраханская обл.;567 047,00;617 550,00;-50 503,00;-8,18
813;25;Сунжа;2023;Ингушетия;562 941,00;486 008,00;76 933,00;15,83
814;0;Ресурс-Траст;3122;Москва и обл.;561 607,00;561 696,00;-89,00;-0,02
815;-8;Ипозембанк;3026;Самарская обл.;556 286,00;597 120,00;-40 834,00;-6,84
816;-10;РУБанк;2813;Ростовская обл.;553 260,00;597 135,00;-43 875,00;-7,35
817;-9;Капиталбанк;2547;Ростовская обл.;551 305,00;595 213,00;-43 908,00;-7,38
818;-8;Геобанк;2027;Москва и обл.;548 076,00;588 585,00;-40 509,00;-6,88
819;0;Международный Строительный Банк;3484;Москва и обл.;538 502,00;543 924,00;-5 422,00;-1,00
820;8;Строительно-Коммерческий Банк;3050;Архангельская обл.;537 032,00;517 917,00;19 115,00;3,69
821;20;Банк РСИ;3415;Москва и обл.;531 738,00;483 386,00;48 352,00;10,00
822;-2;Конгресс-Банк;2330;Москва и обл.;527 693,00;537 569,00;-9 876,00;-1,84
823;10;Майский;1673;Кабардино-Балкария;526 911,00;501 969,00;24 942,00;4,97
824;13;Внешфинбанк;3173;Дагестан;525 634,00;496 886,00;28 748,00;5,79
825;-7;Старый Кремль;2657;Москва и обл.;523 005,00;545 106,00;-22 101,00;-4,05
826;-25;Ауэрбанк;3105;Москва и обл.;522 884,00;613 251,00;-90 367,00;-14,74
827;47;Максимум;466;Ростовская обл.;519 375,00;379 417,00;139 958,00;36,89
828;25;Заубер Банк;1614;Карачаево-Черкесия;512 358,00;446 008,00;66 350,00;14,88
829;0;Европейский Экспресс;3449;Москва и обл.;512 167,00;517 261,00;-5 094,00;-0,98
830;-3;Эко-Инвест;3116;Москва и обл.;510 480,00;522 230,00;-11 750,00;-2,25
831;12;Банк Развития Бизнеса;1910;Кемеровская обл.;501 149,00;476 730,00;24 419,00;5,12
832;2;Надежность;2425;Курганская обл.;493 857,00;501 454,00;-7 597,00;-1,51
833;17;ЮМК Банк;3495;Краснодарский край;492 461,00;452 661,00;39 800,00;8,79
834;-12;Северная Клиринговая Палата;3317;Архангельская обл.;484 366,00;532 941,00;-48 575,00;-9,11
835;5;Стар Альянс;3433;Москва и обл.;482 023,00;483 781,00;-1 758,00;-0,36
836;-6;Алданзолотобанк;854;Саха (Якутия);474 564,00;516 883,00;-42 319,00;-8,19
837;14;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;466 729,00;452 414,00;14 315,00;3,16
838;-7;Тальменка-Банк;826;Алтайский край;466 119,00;516 459,00;-50 340,00;-9,75
839;5;Имбанк;2098;Дагестан;465 967,00;471 490,00;-5 523,00;-1,17
840;30;Промсвязьинвест;2761;Дагестан;463 667,00;399 594,00;64 073,00;16,03
841;25;К2 Банк;2851;Дагестан;460 128,00;408 261,00;51 867,00;12,70
842;15;Евросиб Банк;594;Псковская обл.;457 994,00;435 931,00;22 063,00;5,06
843;2;Российская Финансовая Корпорация;3099;Москва и обл.;452 113,00;458 007,00;-5 894,00;-1,29
844;-31;Далта-Банк;142;Приморский край;450 847,00;568 117,00;-117 270,00;-20,64
845;9;Каспий;639;Дагестан;450 291,00;443 846,00;6 445,00;1,45
846;23;Новый Коммерческий Банк;347;Дагестан;449 809,00;400 971,00;48 838,00;12,18
847;-21;Дружба;990;Тюменская обл.;444 571,00;522 957,00;-78 386,00;-14,99
848;10;Принтбанк;546;Москва и обл.;444 537,00;434 871,00;9 666,00;2,22
849;0;ИР-Кредит;1724;Москва и обл.;440 843,00;453 028,00;-12 185,00;-2,69
850;-11;Москва;1661;Москва и обл.;440 813,00;484 835,00;-44 022,00;-9,08
851;20;АлтайБизнес-Банк;2388;Алтайский край;439 662,00;390 105,00;49 557,00;12,70
852;-5;Региональный Корпоративный Банк;1134;Ивановская обл.;437 592,00;454 507,00;-16 915,00;-3,72
853;2;Кредпромбанк;1165;Ярославская обл.;435 344,00;436 548,00;-1 204,00;-0,28
854;-33;Русский Финансовый Альянс;2035;Москва и обл.;430 029,00;537 017,00;-106 988,00;-19,92
855;-40;Платежи и Расчеты;3324;Самарская обл.;429 816,00;555 195,00;-125 379,00;-22,58
856;-4;Европейский Стандарт;3200;Кабардино-Балкария;426 191,00;446 645,00;-20 454,00;-4,58
857;-1;Гефест;1046;Тверская обл.;425 414,00;436 522,00;-11 108,00;-2,54
858;3;Кредо Финанс;793;Дагестан;422 331,00;418 801,00;3 530,00;0,84
859;1;НКБ;2942;Калмыкия;420 050,00;428 266,00;-8 216,00;-1,92
860;5;Рингкомбанк;1909;Ингушетия;417 930,00;408 812,00;9 118,00;2,23
861;-75;Трансинвестбанк;3238;Москва и обл.;415 841,00;678 400,00;-262 559,00;-38,70
862;17;Холдинвестбанк;2837;Москва и обл.;414 532,00;355 664,00;58 868,00;16,55
863;4;Энтузиастбанк;3048;Москва и обл.;410 694,00;406 148,00;4 546,00;1,12
864;-16;Басманный;2158;Москва и обл.;403 780,00;453 402,00;-49 622,00;-10,94
865;-1;Индустриальный Сберегательный Банк;3175;Москва и обл.;401 560,00;411 397,00;-9 837,00;-2,39
866;16;Южный Региональный Банк;3015;Ростовская обл.;383 215,00;352 869,00;30 346,00;8,60
868;5;АББ;2937;Москва и обл.;364 216,00;382 931,00;-18 715,00;-4,89
869;20;Мигом;3323;Москва и обл.;362 814,00;328 259,00;34 555,00;10,53
870;8;МВС Банк;2407;Дагестан;360 127,00;362 418,00;-2 291,00;-0,63
871;16;Народный Инвестиционный Банк;2876;Самарская обл.;357 229,00;343 017,00;14 212,00;4,14
872;0;Лидер;3304;Москва и обл.;355 787,00;388 384,00;-32 597,00;-8,39
873;11;АвтоКредитБанк;1973;Татарстан;349 700,00;350 856,00;-1 156,00;-0,33
874;7;ТЭСТ;3440;Москва и обл.;348 503,00;353 219,00;-4 716,00;-1,34
875;1;Таганрогбанк;3136;Ростовская обл.;342 672,00;373 538,00;-30 866,00;-8,26
876;12;ПрестижКредитБанк;2922;Дагестан;342 317,00;329 693,00;12 624,00;3,83
877;3;Информпрогресс;2166;Москва и обл.;341 495,00;355 537,00;-14 042,00;-3,95
878;16;Эно;1988;Дагестан;332 378,00;301 855,00;30 523,00;10,11
879;6;КБЦ;914;Тверская обл.;329 223,00;346 588,00;-17 365,00;-5,01
880;-18;Логос;3233;Москва и обл.;326 870,00;418 235,00;-91 365,00;-21,85
881;-39;Линк-Банк;2699;Москва и обл.;317 249,00;478 032,00;-160 783,00;-33,63
882;28;ГРиС-Банк;1928;Ставропольский край;314 207,00;261 905,00;52 302,00;19,97
883;12;Народный Банк Тувы;1309;Тыва;311 119,00;299 701,00;11 418,00;3,81
884;6;Невастройинвест;1926;Санкт-Петербург и обл.;310 554,00;326 588,00;-16 034,00;-4,91
885;12;Альтернатива;3452;Москва и обл.;308 272,00;297 599,00;10 673,00;3,59
886;23;Рента-Банк;3095;Москва и обл.;297 053,00;268 878,00;28 175,00;10,48
887;6;Алжан;2491;Дагестан;293 295,00;304 315,00;-11 020,00;-3,62
888;15;1Банк;2896;Северная Осетия — Алания;291 356,00;288 286,00;3 070,00;1,06
889;10;Регнум;3373;Москва и обл.;291 343,00;296 513,00;-5 170,00;-1,74
890;10;Дербент-Кредит;2090;Дагестан;290 202,00;292 949,00;-2 747,00;-0,94
891;1;Соверен Банк;3206;Татарстан;289 186,00;316 312,00;-27 126,00;-8,58
892;9;Терра;3476;Москва и обл.;289 124,00;291 992,00;-2 868,00;-0,98
893;14;Еврокапитал-Альянс;2672;Дагестан;288 454,00;274 641,00;13 813,00;5,03
894;-8;Межрегиональный Банк Реконструкции;2620;Москва и обл.;286 900,00;345 389,00;-58 489,00;-16,93
895;1;Онлайн Банк;2462;Москва и обл.;286 629,00;299 582,00;-12 953,00;-4,32
896;-21;ЭнергоБизнес;3485;Москва и обл.;285 367,00;377 073,00;-91 706,00;-24,32
897;-38;Сетевая Расчетная Палата;3332;Татарстан;285 194,00;430 647,00;-145 453,00;-33,78
898;-7;Трастовый Банк;2780;Дагестан;284 230,00;317 122,00;-32 892,00;-10,37
899;5;Континент Финанс;149;Калужская обл.;283 501,00;285 250,00;-1 749,00;-0,61
900;5;Кошелев-Банк;3300;Нижегородская обл.;282 522,00;282 724,00;-202,00;-0,07
901;-3;Континенталь;3184;Ставропольский край;281 348,00;296 627,00;-15 279,00;-5,15
902;0;Дорис Банк;1679;Москва и обл.;281 031,00;290 257,00;-9 226,00;-3,18
903;3;Городской Расчетный Центр;3346;Курганская обл.;278 452,00;278 414,00;38,00;0,01
904;-21;РИТЦ Банк;2677;Москва и обл.;265 862,00;350 859,00;-84 997,00;-24,23
905;20;Евроинвест;3383;Москва и обл.;259 041,00;188 182,00;70 859,00;37,65
906;5;Фреско Банк;1415;Ярославская обл.;252 673,00;261 573,00;-8 900,00;-3,40
907;1;Бизнесбанк;2862;Дагестан;249 131,00;272 028,00;-22 897,00;-8,42
908;7;Воронеж;654;Воронежская обл.;243 454,00;235 560,00;7 894,00;3,35
909;3;Тайдон;2085;Кемеровская обл.;237 382,00;240 282,00;-2 900,00;-1,21
910;-33;Джаст Банк;3503;Москва и обл.;234 922,00;362 834,00;-127 912,00;-35,25
911;5;Межрегиональный центр микрокредитования;3489;Воронежская обл.;234 788,00;235 371,00;-583,00;-0,25
912;14;КредитАльянс;3472;Вологодская обл.;234 408,00;186 557,00;47 851,00;25,65
913;1;Лэнд Кредит;1478;Москва и обл.;233 716,00;236 674,00;-2 958,00;-1,25
914;4;Рунэтбанк;2829;Москва и обл.;232 480,00;224 560,00;7 920,00;3,53
915;4;Инстройбанк;2743;Москва и обл.;232 413,00;223 303,00;9 110,00;4,08
916;1;Первый Депозитный Банк;1244;Тверская обл.;232 358,00;232 128,00;230,00;0,10
917;-4;Майма;1037;Республика Алтай;229 731,00;236 919,00;-7 188,00;-3,03
918;2;Русское Финансовое Общество;3427;Москва и обл.;227 593,00;210 977,00;16 616,00;7,88
919;3;Еврокапитал-Альянс;3459;Ярославская обл.;207 979,00;203 134,00;4 845,00;2,39
920;3;Банк Фридом Финанс;1143;Сахалинская обл.;203 676,00;201 487,00;2 189,00;1,09
921;3;Столичная расчетная палата;3419;Вологодская обл.;187 674,00;191 464,00;-3 790,00;-1,98
922;-1;Дальний Восток;3318;Тульская обл.;183 208,00;207 034,00;-23 826,00;-11,51
923;4;Умут;2435;Дагестан;161 279,00;181 922,00;-20 643,00;-11,35
924;5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;137 312,00;159 018,00;-21 706,00;-13,65
925;13;Платежный Клиринговый Дом;3343;Москва и обл.;136 482,00;100 451,00;36 031,00;35,87
926;4;Финансовые Услуги;3496;Москва и обл.;135 325,00;150 310,00;-14 985,00;-9,97
927;4;Интеррасчет;1618;Карачаево-Черкесия;129 813,00;141 920,00;-12 107,00;-8,53
928;0;Фидбэк;3502;Воронежская обл.;129 444,00;161 198,00;-31 754,00;-19,70
929;3;Паритет;1860;Москва и обл.;124 667,00;139 682,00;-15 015,00;-10,75
930;5;Расчетный Банковский Центр;3487;Москва и обл.;115 717,00;115 480,00;237,00;0,21
931;5;Зеленокумская;1239;Ставропольский край;110 753,00;110 456,00;297,00;0,27
932;5;Вест;2605;Москва и обл.;103 464,00;100 996,00;2 468,00;2,44
933;6;Финчер;3486;Москва и обл.;101 088,00;98 237,00;2 851,00;2,90
934;-1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;94 860,00;136 494,00;-41 634,00;-30,50
935;-1;Уральская Расчетная Палата;3326;Москва и обл.;93 593,00;125 699,00;-32 106,00;-25,54
936;6;Объединенная Расчетная Палата;3451;Москва и обл.;72 060,00;55 443,00;16 617,00;29,97
937;4;Единая Расчетная Палата;384;Москва и обл.;65 471,00;60 551,00;4 920,00;8,13
938;2;РИБ;2749;Москва и обл.;57 189,00;70 273,00;-13 084,00;-18,62
939;4;Транзит;2688;Дагестан;50 827,00;31 814,00;19 013,00;59,76
940;9;Национальная Расчетная Компания;3386;Москва и обл.;47 052,00;14 751,00;32 301,00;218,97
941;3;Сулак;749;Дагестан;43 007,00;27 330,00;15 677,00;57,36
942;8;Инновационный Расчетный Центр;3447;Москва и обл.;36 010,00;14 613,00;21 397,00;146,42
943;2;Первый Земельный Расчетный Центр;3381;Курская обл.;25 184,00;23 891,00;1 293,00;5,41
944;2;Тор Кредит;3497;Москва и обл.;23 808,00;23 704,00;104,00;0,44
945;2;Депозитный Кредитный Дом;3474;Москва и обл.;18 942,00;18 884,00;58,00;0,31
946;2;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;18 054,00;15 358,00;2 696,00;17,55
947;4;Сибирский Расчетный Центр;3308;Новосибирская обл.;12 274,00;12 050,00;224,00;1,86
948;;Ассигнация;865;Ставропольский край;6 829,00;-;-;
949;5;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 125,00;4 027,00;98,00;2,43
950;3;Межрегиональный Клиринговый Центр;3424;Москва и обл.;4 101,00;5 812,00;-1 711,00;-29,44
951;5;Международная Уральская Расчетная Палата;3322;Москва и обл.;4 053,00;2 700,00;1 353,00;50,11
952;3;АРБ-Инкасс;3353;Москва и обл.;2 882,00;2 833,00;49,00;1,73
953;4;Финансово-Расчетный Центр;3319;Астраханская обл.;2 047,00;2 244,00;-197,00;-8,78
