Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2017, тыс. рублей;Декабрь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-4;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 104 554,00;7 665 842,00;-561 288,00;-7,32
260;-31;Углеметбанк;2997;Челябинская обл.;6 997 015,00;9 202 815,00;-2 205 800,00;-23,97
261;6;Банк Раунд;2506;Москва и обл.;6 916 989,00;6 869 494,00;47 495,00;0,69
262;4;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 896 557,00;6 939 609,00;-43 052,00;-0,62
263;-15;Ю Би Эс Банк;3463;Москва и обл.;6 797 701,00;8 024 075,00;-1 226 374,00;-15,28
264;4;Хакасский Муниципальный Банк;1049;Хакасия;6 792 393,00;6 847 568,00;-55 175,00;-0,81
265;5;Банк БКФ;2684;Москва и обл.;6 777 136,00;6 783 661,00;-6 525,00;-0,10
266;5;Русь;704;Оренбургская обл.;6 739 372,00;6 718 665,00;20 707,00;0,31
267;9;Уралкапиталбанк;2519;Башкортостан;6 666 674,00;6 609 327,00;57 347,00;0,87
268;31;Енисейский Объединенный Банк;2645;Красноярский край;6 613 847,00;5 672 495,00;941 352,00;16,60
269;21;Конфидэнс Банк;970;Костромская обл.;6 613 791,00;6 096 306,00;517 485,00;8,49
270;38;Платина;2347;Москва и обл.;6 611 611,00;5 068 467,00;1 543 144,00;30,45
271;-11;Славянский Кредит;2960;Москва и обл.;6 560 587,00;7 268 762,00;-708 175,00;-9,74
272;16;Альба Альянс;2593;Москва и обл.;6 542 860,00;6 131 087,00;411 773,00;6,72
273;7;Газтрансбанк;665;Адыгея;6 538 736,00;6 479 460,00;59 276,00;0,91
274;4;Северный Народный Банк;2721;Коми;6 488 657,00;6 510 450,00;-21 793,00;-0,33
275;2;Коммерческий Индо Банк;3446;Москва и обл.;6 423 734,00;6 601 022,00;-177 288,00;-2,69
276;15;Кубаньторгбанк;478;Краснодарский край;6 410 386,00;6 083 184,00;327 202,00;5,38
277;16;Руснарбанк;3403;Москва и обл.;6 366 351,00;5 928 027,00;438 324,00;7,39
278;-6;Чайнасельхозбанк;3529;Москва и обл.;6 361 593,00;6 687 058,00;-325 465,00;-4,87
279;-6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 322 891,00;6 669 685,00;-346 794,00;-5,20
280;-45;Гута-Банк;256;Москва и обл.;6 296 089,00;8 782 976,00;-2 486 887,00;-28,31
281;-24;ГПБ-Ипотека;2403;Москва и обл.;6 225 541,00;7 465 862,00;-1 240 321,00;-16,61
282;14;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 219 757,00;5 812 700,00;407 057,00;7,00
283;6;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 182 470,00;6 122 088,00;60 382,00;0,99
284;3;ФорБанк;2063;Москва и обл.;6 121 383,00;6 190 675,00;-69 292,00;-1,12
285;9;Нейва;1293;Свердловская обл.;6 060 847,00;5 867 301,00;193 546,00;3,30
286;-4;Автоградбанк;1455;Татарстан;6 046 051,00;6 441 921,00;-395 870,00;-6,15
287;14;Банк ПСА Финанс Рус;3481;Москва и обл.;5 976 346,00;5 503 122,00;473 224,00;8,60
288;4;Новобанк;1352;Новгородская обл.;5 943 566,00;6 009 325,00;-65 759,00;-1,09
289;15;Сибсоцбанк;2015;Алтайский край;5 882 949,00;5 357 292,00;525 657,00;9,81
290;-51;РЕСО Кредит;3450;Москва и обл.;5 822 170,00;8 551 794,00;-2 729 624,00;-31,92
291;-8;Севастопольский Морской Банк;3528;Севастополь;5 816 316,00;6 371 166,00;-554 850,00;-8,71
292;6;Владпромбанк;870;Владимирская обл.;5 766 956,00;5 684 033,00;82 923,00;1,46
293;-19;Зираат Банк;2559;Москва и обл.;5 635 764,00;6 646 503,00;-1 010 739,00;-15,21
294;-10;Риабанк;3434;Москва и обл.;5 629 352,00;6 326 421,00;-697 069,00;-11,02
295;7;Уссури;596;Хабаровский край;5 591 310,00;5 468 946,00;122 364,00;2,24
296;7;Нэклис-Банк;1671;Москва и обл.;5 563 888,00;5 433 797,00;130 091,00;2,39
297;3;Камский Коммерческий Банк;438;Татарстан;5 508 521,00;5 672 002,00;-163 481,00;-2,88
298;-1;Эс-Би-Ай Банк;3185;Москва и обл.;5 467 518,00;5 722 942,00;-255 424,00;-4,46
299;14;Агророс;2860;Саратовская обл.;5 375 462,00;4 939 672,00;435 790,00;8,82
300;5;Банк Торгового Финансирования;1982;Москва и обл.;5 364 083,00;5 328 512,00;35 571,00;0,67
301;17;Зенит Сочи;232;Краснодарский край;5 351 748,00;4 804 971,00;546 777,00;11,38
302;-52;Итуруп;2390;Сахалинская обл.;5 348 282,00;7 991 226,00;-2 642 944,00;-33,07
303;23;Объединенный Резервный Банк;937;Москва и обл.;5 261 340,00;4 534 736,00;726 604,00;16,02
304;50;Рапида;3371;Москва и обл.;5 161 802,00;3 803 850,00;1 357 952,00;35,70
305;1;Земский Банк;2900;Самарская обл.;5 161 409,00;5 232 931,00;-71 522,00;-1,37
306;-11;Гаранти Банк — Москва;3275;Москва и обл.;5 068 056,00;5 813 966,00;-745 910,00;-12,83
307;25;ЮMoney;3510;Россия;5 001 942,00;4 430 859,00;571 083,00;12,89
308;6;Банк Кремлевский;2905;Москва и обл.;4 986 996,00;4 928 004,00;58 992,00;1,20
309;0;Ростфинанс;481;Ростовская обл.;4 958 866,00;5 028 725,00;-69 859,00;-1,39
310;34;Юнистрим;3467;Москва и обл.;4 921 034,00;4 015 120,00;905 914,00;22,56
311;1;Витабанк;356;Санкт-Петербург и обл.;4 906 946,00;4 940 637,00;-33 691,00;-0,68
312;11;Кузнецкий;609;Пензенская обл.;4 905 242,00;4 616 576,00;288 666,00;6,25
313;-3;Вологжанин;1896;Вологодская обл.;4 867 966,00;5 024 750,00;-156 784,00;-3,12
314;5;Венец;524;Ульяновская обл.;4 852 364,00;4 773 663,00;78 701,00;1,65
315;-8;Синко-Банк;2838;Москва и обл.;4 818 817,00;5 128 033,00;-309 216,00;-6,03
316;19;Москва-Сити;3247;Москва и обл.;4 770 301,00;4 347 012,00;423 289,00;9,74
317;22;Долинск;857;Сахалинская обл.;4 715 919,00;4 180 637,00;535 282,00;12,80
318;7;Бест Эффортс Банк;435;Москва и обл.;4 713 797,00;4 536 005,00;177 792,00;3,92
319;8;Бинбанк Столица;3052;Москва и обл.;4 669 386,00;4 523 062,00;146 324,00;3,24
320;23;Камчаткомагропромбанк;545;Камчатская обл.;4 619 055,00;4 076 225,00;542 830,00;13,32
321;16;Евразийский Банк;969;Москва и обл.;4 554 952,00;4 273 072,00;281 880,00;6,60
322;9;Горбанк;2982;Санкт-Петербург и обл.;4 533 794,00;4 455 593,00;78 201,00;1,76
323;-2;Банкхаус Эрбе;1717;Москва и обл.;4 455 171,00;4 698 423,00;-243 252,00;-5,18
324;-7;Межрегиональный промышленно-строительный банк;752;Мордовия;4 438 931,00;4 838 523,00;-399 592,00;-8,26
325;11;Роял Кредит Банк;783;Хабаровский край;4 407 528,00;4 310 253,00;97 275,00;2,26
326;2;Финансово-Промышленный Капитал;3295;Москва и обл.;4 386 916,00;4 501 484,00;-114 568,00;-2,55
327;-16;Русский Национальный Банк;469;Ростовская обл.;4 386 194,00;4 954 645,00;-568 451,00;-11,47
328;-13;Московский Коммерческий Банк;3172;Москва и обл.;4 386 074,00;4 878 952,00;-492 878,00;-10,10
329;-7;ПИР Банк;2655;Москва и обл.;4 374 646,00;4 617 060,00;-242 414,00;-5,25
330;4;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 362 657,00;4 354 818,00;7 839,00;0,18
331;2;Стройлесбанк;2995;Тюменская обл.;4 327 630,00;4 365 015,00;-37 385,00;-0,86
332;13;Банк Инноваций и Развития;2647;Москва и обл.;4 316 812,00;4 009 306,00;307 506,00;7,67
333;25;Крыловский;456;Краснодарский край;4 266 696,00;3 637 941,00;628 755,00;17,28
334;4;Донкомбанк;492;Ростовская обл.;4 263 771,00;4 272 188,00;-8 417,00;-0,20
335;-15;Радиотехбанк;1166;Нижегородская обл.;4 182 456,00;4 735 590,00;-553 134,00;-11,68
336;-7;Руссобанк;2313;Москва и обл.;4 171 260,00;4 481 965,00;-310 705,00;-6,93
337;-13;Экси-Банк;2530;Санкт-Петербург и обл.;4 134 456,00;4 578 602,00;-444 146,00;-9,70
338;12;Аксонбанк;680;Костромская обл.;4 114 546,00;3 934 490,00;180 056,00;4,58
339;7;ВостСибтранскомбанк;2731;Иркутская обл.;4 111 583,00;3 998 454,00;113 129,00;2,83
340;2;МФБанк;3163;Москва и обл.;4 018 892,00;4 081 302,00;-62 410,00;-1,53
341;-1;Мастер-Капитал;3011;Москва и обл.;3 977 965,00;4 111 520,00;-133 555,00;-3,25
342;11;Иваново;1763;Ивановская обл.;3 965 618,00;3 804 120,00;161 498,00;4,25
343;-2;Хованский;2145;Москва и обл.;3 960 981,00;4 095 922,00;-134 941,00;-3,29
344;8;Мегаполис;3265;Чувашия;3 952 908,00;3 833 788,00;119 120,00;3,11
345;11;Кузнецкий Мост;2254;Москва и обл.;3 938 780,00;3 707 632,00;231 148,00;6,23
346;24;Невский Банк;1068;Санкт-Петербург и обл.;3 895 063,00;3 266 330,00;628 733,00;19,25
347;8;Международный Коммерческий Банк;2524;Москва и обл.;3 871 626,00;3 795 101,00;76 525,00;2,02
348;3;Айви Банк;2055;Москва и обл.;3 871 170,00;3 926 853,00;-55 683,00;-1,42
349;-1;УМ-Банк;1441;Свердловская обл.;3 760 950,00;3 945 053,00;-184 103,00;-4,67
350;7;Уралпромбанк;2964;Челябинская обл.;3 717 560,00;3 686 128,00;31 432,00;0,85
351;103;Народный Доверительный Банк;2374;Москва и обл.;3 678 466,00;1 818 021,00;1 860 445,00;102,33
352;20;Первый Инвестиционный Банк;604;Москва и обл.;3 640 351,00;3 163 736,00;476 615,00;15,06
353;6;Ермак;1809;Ханты-Мансийский АО — Югра;3 606 559,00;3 628 786,00;-22 227,00;-0,61
354;-24;Крокус-Банк;2682;Москва и обл.;3 552 418,00;4 472 140,00;-919 722,00;-20,57
355;7;Банк Экономический Союз;2798;Москва и обл.;3 514 674,00;3 528 155,00;-13 481,00;-0,38
356;-7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 486 030,00;3 935 583,00;-449 553,00;-11,42
357;11;Алтайкапиталбанк;2659;Алтайский край;3 436 926,00;3 293 954,00;142 972,00;4,34
358;2;НОКССбанк;3202;Волгоградская обл.;3 434 862,00;3 568 453,00;-133 591,00;-3,74
359;4;Банк Заречье;817;Татарстан;3 393 268,00;3 513 711,00;-120 443,00;-3,43
360;17;Унифондбанк;3416;Москва и обл.;3 373 320,00;3 040 041,00;333 279,00;10,96
361;5;Братский АНКБ;1144;Иркутская обл.;3 352 756,00;3 321 603,00;31 153,00;0,94
362;7;Живаго Банк;2065;Рязанская обл.;3 343 338,00;3 270 659,00;72 679,00;2,22
363;8;Сибэс;208;Омская обл.;3 327 587,00;3 233 354,00;94 233,00;2,91
364;3;Донхлеббанк;2285;Ростовская обл.;3 281 524,00;3 302 725,00;-21 201,00;-0,64
365;15;Еврокапитал-Альянс;2672;Ярославская обл.;3 184 226,00;3 034 547,00;149 679,00;4,93
366;-19;Банк Реалист;2646;Москва и обл.;3 168 367,00;3 967 493,00;-799 126,00;-20,14
367;11;ИТ Банк;2609;Омская обл.;3 151 724,00;3 039 430,00;112 294,00;3,69
368;-4;Бланк Банк;2368;Москва и обл.;3 147 720,00;3 500 035,00;-352 315,00;-10,07
369;12;Евроальянс;1781;Ивановская обл.;3 098 613,00;3 027 917,00;70 696,00;2,33
370;9;ЮМК Банк;3495;Краснодарский край;3 068 670,00;3 038 128,00;30 542,00;1,01
371;3;Центрально-Европейский Банк;2670;Москва и обл.;3 017 789,00;3 109 118,00;-91 329,00;-2,94
372;13;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 922 302,00;2 899 876,00;22 426,00;0,77
373;22;ИСБ;3010;Москва и обл.;2 922 119,00;2 742 264,00;179 855,00;6,56
374;16;Оргбанк;3312;Москва и обл.;2 915 987,00;2 841 541,00;74 446,00;2,62
375;;Межбанковский Кредитный Союз;3242;Москва и обл.;2 899 230,00;-;-;
376;13;РБА;3413;Москва и обл.;2 875 279,00;2 863 275,00;12 004,00;0,42
377;-12;Татагропромбанк;728;Татарстан;2 870 015,00;3 349 655,00;-479 640,00;-14,32
378;13;Владбизнесбанк;903;Владимирская обл.;2 867 223,00;2 841 322,00;25 901,00;0,91
379;-18;РАМ Банк;3480;Москва и обл.;2 836 478,00;3 528 914,00;-692 436,00;-19,62
380;-4;РТС-Банк;3401;Самарская обл.;2 835 436,00;3 073 367,00;-237 931,00;-7,74
381;1;Банк Премьер Кредит;1663;Москва и обл.;2 826 945,00;3 001 254,00;-174 309,00;-5,81
382;12;Новый Символ;370;Москва и обл.;2 805 094,00;2 750 349,00;54 745,00;1,99
383;1;Костромаселькомбанк;1115;Костромская обл.;2 803 126,00;2 926 999,00;-123 873,00;-4,23
384;16;Взаимодействие;1704;Новосибирская обл.;2 800 695,00;2 614 441,00;186 254,00;7,12
385;8;Йошкар-Ола;2802;Марий Эл;2 785 896,00;2 767 992,00;17 904,00;0,65
386;11;Аспект;608;Москва и обл.;2 762 253,00;2 722 171,00;40 082,00;1,47
387;-1;Озон Банк;3516;Москва и обл.;2 707 529,00;2 893 139,00;-185 610,00;-6,42
388;11;Экономикс-Банк;2136;Москва и обл.;2 675 134,00;2 626 365,00;48 769,00;1,86
389;-1;Кредпромбанк;1165;Ярославская обл.;2 673 158,00;2 877 613,00;-204 455,00;-7,11
390;-3;БСТ-Банк;2883;Кемеровская обл.;2 648 999,00;2 882 508,00;-233 509,00;-8,10
391;5;Апабанк;2404;Москва и обл.;2 631 803,00;2 739 217,00;-107 414,00;-3,92
392;11;Канский;860;Красноярский край;2 615 100,00;2 590 670,00;24 430,00;0,94
393;14;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 599 415,00;2 466 506,00;132 909,00;5,39
394;-11;Новый Московский Банк;2932;Москва и обл.;2 587 770,00;2 927 032,00;-339 262,00;-11,59
395;18;Заубер Банк;1614;Санкт-Петербург и обл.;2 576 125,00;2 401 173,00;174 952,00;7,29
396;6;Первый Клиентский Банк;3436;Москва и обл.;2 574 816,00;2 592 830,00;-18 014,00;-0,69
397;4;Международный Строительный Банк;3484;Москва и обл.;2 565 186,00;2 608 567,00;-43 381,00;-1,66
398;8;Внешфинбанк;3173;Краснодарский край;2 523 597,00;2 486 467,00;37 130,00;1,49
399;6;Росбизнесбанк;1405;Москва и обл.;2 521 896,00;2 530 764,00;-8 868,00;-0,35
400;-8;Новация;840;Адыгея;2 501 698,00;2 789 150,00;-287 452,00;-10,31
401;29;Народный Банк;2249;Карачаево-Черкесия;2 475 057,00;2 120 793,00;354 264,00;16,70
402;12;Элита;1399;Калужская обл.;2 452 510,00;2 354 309,00;98 201,00;4,17
403;19;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 439 116,00;2 248 795,00;190 321,00;8,46
404;0;ИРС;272;Москва и обл.;2 430 397,00;2 539 052,00;-108 655,00;-4,28
405;-7;Кредит Экспресс;3186;Ростовская обл.;2 420 025,00;2 683 108,00;-263 083,00;-9,81
406;5;Газнефтьбанк;3223;Саратовская обл.;2 412 630,00;2 412 469,00;161,00;0,01
407;9;Далена Банк;1948;Москва и обл.;2 392 140,00;2 318 241,00;73 899,00;3,19
408;12;К2 Банк;2851;Карачаево-Черкесия;2 386 110,00;2 251 942,00;134 168,00;5,96
409;3;Кросна-Банк;2607;Москва и обл.;2 366 326,00;2 411 079,00;-44 753,00;-1,86
410;-1;Тальменка-Банк;826;Алтайский край;2 311 898,00;2 440 174,00;-128 276,00;-5,26
411;6;Новое Время;3492;Москва и обл.;2 301 535,00;2 316 460,00;-14 925,00;-0,64
412;13;Земкомбанк;574;Ростовская обл.;2 295 384,00;2 199 118,00;96 266,00;4,38
413;11;Вкабанк;1027;Астраханская обл.;2 278 797,00;2 240 148,00;38 649,00;1,73
414;7;Викинг;2;Санкт-Петербург и обл.;2 275 577,00;2 249 328,00;26 249,00;1,17
415;4;Резерв;2364;Челябинская обл.;2 272 944,00;2 304 393,00;-31 449,00;-1,36
416;12;Система;2846;Москва и обл.;2 224 232,00;2 157 661,00;66 571,00;3,09
417;6;Спиритбанк;2053;Тульская обл.;2 212 808,00;2 248 002,00;-35 194,00;-1,57
418;-8;Банк Пермь;875;Пермская обл.;2 210 798,00;2 413 903,00;-203 105,00;-8,41
419;7;Промсельхозбанк;538;Москва и обл.;2 142 081,00;2 188 786,00;-46 705,00;-2,13
420;19;Кетовский Коммерческий Банк;842;Курганская обл.;2 135 318,00;1 991 205,00;144 113,00;7,24
421;12;Столичный Кредит;2853;Москва и обл.;2 117 068,00;2 076 546,00;40 522,00;1,95
422;7;Капитал;575;Москва и обл.;2 107 570,00;2 123 758,00;-16 188,00;-0,76
423;4;Яринтербанк;2564;Ярославская обл.;2 102 984,00;2 178 388,00;-75 404,00;-3,46
424;29;Америкэн Экспресс Банк;3460;Москва и обл.;2 085 676,00;1 848 966,00;236 710,00;12,80
425;13;Кемсоцинбанк;96;Кемеровская обл.;2 067 894,00;1 998 867,00;69 027,00;3,45
426;30;Руна-Банк;3207;Москва и обл.;2 065 827,00;1 782 413,00;283 414,00;15,90
427;-54;Сельмашбанк;106;Ростовская обл.;2 050 734,00;3 144 863,00;-1 094 129,00;-34,79
428;15;Социум-Банк;2881;Москва и обл.;2 045 166,00;1 924 441,00;120 725,00;6,27
429;2;Златкомбанк;568;Москва и обл.;2 020 778,00;2 093 216,00;-72 438,00;-3,46
430;11;Московский Вексельный Банк;2697;Москва и обл.;2 006 452,00;1 966 464,00;39 988,00;2,03
431;16;Приобье;537;Ханты-Мансийский АО — Югра;1 990 003,00;1 885 144,00;104 859,00;5,56
432;8;Современные Стандарты Бизнеса;3397;Москва и обл.;1 984 010,00;1 973 208,00;10 802,00;0,55
433;11;Банк Глобус;2438;Москва и обл.;1 981 446,00;1 920 399,00;61 047,00;3,18
434;3;Россита-Банк;3257;Москва и обл.;1 978 913,00;2 001 920,00;-23 007,00;-1,15
435;10;ПэйПал Ру;3517;Москва и обл.;1 966 378,00;1 914 629,00;51 749,00;2,70
436;-2;Преодоление;2649;Москва и обл.;1 946 398,00;2 066 140,00;-119 742,00;-5,80
437;9;КОР;2148;Волгоградская обл.;1 915 086,00;1 892 324,00;22 762,00;1,20
438;-3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 905 577,00;2 056 572,00;-150 995,00;-7,34
439;11;Проинвестбанк;784;Пермская обл.;1 899 754,00;1 866 951,00;32 803,00;1,76
440;2;Старооскольский Агропромбанк;1050;Белгородская обл.;1 895 136,00;1 952 766,00;-57 630,00;-2,95
441;8;Майкопбанк;1136;Адыгея;1 876 178,00;1 879 799,00;-3 621,00;-0,19
442;19;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 849 451,00;1 738 775,00;110 676,00;6,37
443;-28;Межрегиональный Почтовый Банк;3171;Москва и обл.;1 814 393,00;2 352 589,00;-538 196,00;-22,88
444;14;Бум-Банк;1137;Кабардино-Балкария;1 808 009,00;1 767 648,00;40 361,00;2,28
445;12;Дом-Банк;3209;Москва и обл.;1 807 607,00;1 782 257,00;25 350,00;1,42
446;18;Спутник;1071;Самарская обл.;1 795 031,00;1 702 352,00;92 679,00;5,44
447;22;Холмск;503;Сахалинская обл.;1 785 550,00;1 641 056,00;144 494,00;8,80
448;-16;Булгар Банк;1917;Ярославская обл.;1 776 699,00;2 082 832,00;-306 133,00;-14,70
449;3;Крона-Банк;2499;Иркутская обл.;1 775 739,00;1 853 438,00;-77 699,00;-4,19
450;10;Великие Луки Банк;598;Псковская обл.;1 772 160,00;1 749 668,00;22 492,00;1,29
451;0;Вятич;2796;Рязанская обл.;1 762 953,00;1 861 077,00;-98 124,00;-5,27
452;23;Саратов;330;Саратовская обл.;1 734 922,00;1 551 456,00;183 466,00;11,83
453;13;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 732 709,00;1 684 321,00;48 388,00;2,87
454;11;Алтынбанк;2070;Татарстан;1 731 097,00;1 690 307,00;40 790,00;2,41
455;23;Новый Кредитный Союз;3139;Москва и обл.;1 699 580,00;1 510 263,00;189 317,00;12,54
456;12;Акцент;696;Оренбургская обл.;1 685 665,00;1 647 234,00;38 431,00;2,33
457;6;Лайтбанк;3177;Москва и обл.;1 681 070,00;1 714 972,00;-33 902,00;-1,98
458;-3;Примтеркомбанк;21;Приморский край;1 645 093,00;1 783 152,00;-138 059,00;-7,74
459;11;Икано Банк;3519;Центр;1 639 702,00;1 640 506,00;-804,00;-0,05
460;11;Арзамас;1281;Нижегородская обл.;1 626 910,00;1 633 616,00;-6 706,00;-0,41
461;15;Кузбассхимбанк;2868;Кемеровская обл.;1 600 655,00;1 524 589,00;76 066,00;4,99
462;5;Тагилбанк;1635;Свердловская обл.;1 599 256,00;1 676 570,00;-77 314,00;-4,61
463;26;Сервис Резерв;2034;Москва и обл.;1 582 753,00;1 284 578,00;298 175,00;23,21
464;8;Уралфинанс;1370;Свердловская обл.;1 576 041,00;1 595 623,00;-19 582,00;-1,23
465;-6;РФИ Банк;3351;Москва и обл.;1 540 223,00;1 763 010,00;-222 787,00;-12,64
466;7;Прайм Финанс;2758;Санкт-Петербург и обл.;1 538 177,00;1 590 565,00;-52 388,00;-3,29
467;13;Калуга;1151;Калужская обл.;1 530 764,00;1 456 696,00;74 068,00;5,08
468;19;Финтрастбанк;3104;Москва и обл.;1 515 824,00;1 339 283,00;176 541,00;13,18
469;-7;ИК Банк;1732;Татарстан;1 512 825,00;1 738 349,00;-225 524,00;-12,97
470;7;Ноосфера;2650;Республика Алтай;1 498 907,00;1 522 492,00;-23 585,00;-1,55
471;8;Первый Дортрансбанк;3271;Кировская обл.;1 482 947,00;1 504 223,00;-21 276,00;-1,41
472;11;Синергия;2884;Саратовская обл.;1 482 103,00;1 377 247,00;104 856,00;7,61
473;-37;Профессионал Банк;3296;Москва и обл.;1 481 068,00;2 040 413,00;-559 345,00;-27,41
474;8;Нальчик;695;Кабардино-Балкария;1 463 565,00;1 421 613,00;41 952,00;2,95
475;25;Республиканский Кредитный Альянс;3017;Москва и обл.;1 456 284,00;1 156 803,00;299 481,00;25,89
476;5;Вэлтон Банк;1105;Белгородская обл.;1 450 812,00;1 447 026,00;3 786,00;0,26
477;7;Риал-Кредит;3393;Москва и обл.;1 384 671,00;1 368 155,00;16 516,00;1,21
478;10;Саммит Банк;85;Приморский край;1 382 540,00;1 309 995,00;72 545,00;5,54
479;17;Кредитинвест;1197;Дагестан;1 335 562,00;1 205 628,00;129 934,00;10,78
480;19;Новый Век;3417;Москва и обл.;1 297 384,00;1 170 157,00;127 227,00;10,87
481;23;Сталь Банк;2248;Москва и обл.;1 283 656,00;1 125 807,00;157 849,00;14,02
482;21;Агора;3231;Москва и обл.;1 264 672,00;1 136 735,00;127 937,00;11,25
483;11;Почтобанк;1788;Пермская обл.;1 257 129,00;1 226 446,00;30 683,00;2,50
484;7;Тендер-Банк;2252;Москва и обл.;1 247 121,00;1 281 724,00;-34 603,00;-2,70
485;22;Тексбанк;2756;Карачаево-Черкесия;1 243 988,00;1 104 999,00;138 989,00;12,58
486;7;Банк РМП;2574;Москва и обл.;1 239 279,00;1 232 649,00;6 630,00;0,54
487;14;Новый Промышленный Банк;930;Москва и обл.;1 234 467,00;1 156 103,00;78 364,00;6,78
488;4;Химик;1114;Нижегородская обл.;1 232 129,00;1 238 713,00;-6 584,00;-0,53
489;-3;Соколовский;2830;Москва и обл.;1 209 443,00;1 351 375,00;-141 932,00;-10,50
490;0;Инкаробанк;2696;Москва и обл.;1 196 265,00;1 282 245,00;-85 980,00;-6,71
491;28;АвтоКредитБанк;1973;Татарстан;1 179 809,00;1 049 815,00;129 994,00;12,38
492;21;Жилкредит;1736;Москва и обл.;1 176 497,00;1 085 658,00;90 839,00;8,37
493;36;Элекснет;3314;Москва и обл.;1 168 813,00;949 354,00;219 459,00;23,12
494;-9;Первоуральскбанк;965;Свердловская обл.;1 162 348,00;1 362 259,00;-199 911,00;-14,67
495;17;ЕАТП Банк;1765;Астраханская обл.;1 144 663,00;1 088 104,00;56 559,00;5,20
496;1;ГринКомБанк;1184;Иркутская обл.;1 141 948,00;1 199 421,00;-57 473,00;-4,79
497;5;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 140 867,00;1 155 674,00;-14 807,00;-1,28
498;-50;Мурманский Расчетный Центр;3341;Мурманская обл.;1 135 577,00;1 884 668,00;-749 091,00;-39,75
499;7;Москва;1661;Москва и обл.;1 133 595,00;1 110 206,00;23 389,00;2,11
500;11;Финарс Банк;2938;Москва и обл.;1 116 635,00;1 099 359,00;17 276,00;1,57
501;8;Дон-Тексбанк;1818;Ростовская обл.;1 110 294,00;1 104 695,00;5 599,00;0,51
502;-7;Вакобанк;1291;Псковская обл.;1 090 587,00;1 219 476,00;-128 889,00;-10,57
503;24;Михайловский ПЖСБ;2961;Волгоградская обл.;1 068 884,00;955 646,00;113 238,00;11,85
504;6;Невастройинвест;1926;Санкт-Петербург и обл.;1 062 642,00;1 103 568,00;-40 926,00;-3,71
505;12;Космос;2245;Москва и обл.;1 061 957,00;1 064 293,00;-2 336,00;-0,22
506;-1;Курган;2568;Курганская обл.;1 048 244,00;1 115 663,00;-67 419,00;-6,04
507;15;Регионфинансбанк;3357;Москва и обл.;1 039 759,00;1 018 970,00;20 789,00;2,04
508;20;Спецстройбанк;236;Москва и обл.;1 026 377,00;952 056,00;74 321,00;7,81
509;-11;Максима;3379;Москва и обл.;1 019 370,00;1 196 754,00;-177 384,00;-14,82
510;13;Байкалкредобанк;2990;Иркутская обл.;1 004 627,00;1 005 924,00;-1 297,00;-0,13
511;4;Металлург;2877;Москва и обл.;999 046,00;1 070 108,00;-71 062,00;-6,64
512;50;Народный Банк Тувы;1309;Тыва;998 783,00;570 114,00;428 669,00;75,19
513;26;Эльбин;2267;Дагестан;952 221,00;868 727,00;83 494,00;9,61
514;7;Онего;2484;Карелия;950 427,00;1 024 086,00;-73 659,00;-7,19
515;15;Народный Инвестиционный Банк;2876;Самарская обл.;937 640,00;944 886,00;-7 246,00;-0,77
516;-8;МТИ Банк;1052;Москва и обл.;935 553,00;1 104 747,00;-169 194,00;-15,32
517;17;Майский;1673;Кабардино-Балкария;925 458,00;912 221,00;13 237,00;1,45
518;25;Международный Расчетный Банк;3028;Москва и обл.;924 499,00;815 401,00;109 098,00;13,38
519;12;Классик Эконом Банк;3298;Северная Осетия — Алания;920 849,00;935 483,00;-14 634,00;-1,56
520;17;Южный Региональный Банк;3015;Ростовская обл.;917 429,00;881 426,00;36 003,00;4,08
521;14;Прохладный;874;Кабардино-Балкария;914 350,00;910 788,00;3 562,00;0,39
522;25;Анелик РУ;3443;Москва и обл.;909 381,00;764 383,00;144 998,00;18,97
523;10;Центрально-Азиатский;3037;Хакасия;904 452,00;923 721,00;-19 269,00;-2,09
524;-6;Новокиб;1747;Кемеровская обл.;889 406,00;1 053 199,00;-163 793,00;-15,55
525;-1;Банк Фридом Финанс;1143;Москва и обл.;882 554,00;992 190,00;-109 636,00;-11,05
526;-1;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;870 084,00;969 489,00;-99 405,00;-10,25
527;9;Си Ди Би Банк;3339;Краснодарский край;862 968,00;903 285,00;-40 317,00;-4,46
528;13;Сириус;3506;Омская обл.;858 264,00;857 260,00;1 004,00;0,12
