Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2019, тыс. рублей;Ноябрь, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;33;Бест Эффортс Банк;435;Москва и обл.;3 988 361,00;2 965 931,00;1 022 430,00;34,47
262;1;Алтайкапиталбанк;2659;Алтайский край;3 956 394,00;3 956 364,00;30,00;0,00
263;1;ПэйПал Ру;3517;Москва и обл.;3 931 145,00;3 931 145,00;0,00;0
264;2;Славянский Кредит;2960;Москва и обл.;3 875 454,00;3 860 013,00;15 441,00;0,40
265;3;Банк Реалист;2646;Москва и обл.;3 832 767,00;3 686 193,00;146 574,00;3,98
266;3;Современные Стандарты Бизнеса;3397;Москва и обл.;3 672 528,00;3 657 010,00;15 518,00;0,42
267;6;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 666 623,00;3 562 857,00;103 766,00;2,91
268;8;Объединенный Резервный Банк;937;Москва и обл.;3 638 913,00;3 496 929,00;141 984,00;4,06
269;5;Уралпромбанк;2964;Челябинская обл.;3 598 734,00;3 562 461,00;36 273,00;1,02
270;0;Владбизнесбанк;903;Владимирская обл.;3 583 672,00;3 641 367,00;-57 695,00;-1,58
271;10;Коммерческий Индо Банк;3446;Москва и обл.;3 520 932,00;3 384 420,00;136 512,00;4,03
272;-1;Оргбанк;3312;Москва и обл.;3 455 486,00;3 632 427,00;-176 941,00;-4,87
273;13;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 437 465,00;3 125 992,00;311 473,00;9,96
274;1;Уралфинанс;1370;Свердловская обл.;3 357 608,00;3 534 306,00;-176 698,00;-5,00
275;2;Первый Клиентский Банк;3436;Москва и обл.;3 353 251,00;3 469 926,00;-116 675,00;-3,36
276;7;Первоуральскбанк;965;Свердловская обл.;3 310 629,00;3 297 555,00;13 074,00;0,40
277;2;Элита;1399;Калужская обл.;3 302 592,00;3 464 563,00;-161 971,00;-4,68
278;7;Далена Банк;1948;Москва и обл.;3 274 414,00;3 133 772,00;140 642,00;4,49
279;13;Банк Заречье;817;Татарстан;3 155 351,00;2 988 291,00;167 060,00;5,59
280;9;Живаго Банк;2065;Рязанская обл.;3 141 702,00;3 053 059,00;88 643,00;2,90
281;18;Народный Банк;2249;Москва и обл.;3 121 435,00;2 817 154,00;304 281,00;10,80
282;5;Банк ПСА Финанс Рус;3481;Москва и обл.;3 117 776,00;3 111 798,00;5 978,00;0,19
283;1;Синко-Банк;2838;Москва и обл.;3 088 145,00;3 276 090,00;-187 945,00;-5,74
284;4;Евразийский Банк;969;Москва и обл.;3 080 238,00;3 079 825,00;413,00;0,01
285;10;Профессионал Банк;3296;Москва и обл.;3 071 636,00;2 951 975,00;119 661,00;4,05
286;4;Кетовский Коммерческий Банк;842;Курганская обл.;3 039 980,00;3 051 518,00;-11 538,00;-0,38
287;23;Ермак;1809;Ханты-Мансийский АО — Югра;3 037 994,00;2 569 205,00;468 789,00;18,25
288;3;БСТ-Банк;2883;Кемеровская обл.;3 023 000,00;3 014 047,00;8 953,00;0,30
289;4;Внешфинбанк;3173;Краснодарский край;3 006 647,00;2 984 526,00;22 121,00;0,74
290;11;Америкэн Экспресс Банк;3460;Москва и обл.;2 995 875,00;2 804 361,00;191 514,00;6,83
291;6;Новый Век;3417;Москва и обл.;2 960 321,00;2 859 304,00;101 017,00;3,53
292;-12;Унифондбанк;3416;Москва и обл.;2 938 070,00;3 458 781,00;-520 711,00;-15,05
293;3;Тендер-Банк;2252;Москва и обл.;2 918 621,00;2 921 932,00;-3 311,00;-0,11
294;11;Система;2846;Москва и обл.;2 793 244,00;2 716 158,00;77 086,00;2,84
295;5;Озон Банк;3516;Москва и обл.;2 785 140,00;2 813 743,00;-28 603,00;-1,02
296;7;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 764 953,00;2 750 735,00;14 218,00;0,52
297;1;Яринтербанк;2564;Ярославская обл.;2 717 009,00;2 828 030,00;-111 021,00;-3,93
298;8;Газнефтьбанк;3223;Саратовская обл.;2 685 708,00;2 688 781,00;-3 073,00;-0,11
299;9;Евроальянс;1781;Ивановская обл.;2 677 496,00;2 674 742,00;2 754,00;0,10
300;2;ИТ Банк;2609;Омская обл.;2 663 695,00;2 752 192,00;-88 497,00;-3,22
301;6;Экси-Банк;2530;Санкт-Петербург и обл.;2 663 414,00;2 683 042,00;-19 628,00;-0,73
302;10;Социум-Банк;2881;Москва и обл.;2 631 488,00;2 455 230,00;176 258,00;7,18
303;1;Международный Коммерческий Банк;2524;Москва и обл.;2 579 273,00;2 739 432,00;-160 159,00;-5,85
304;5;Юнистрим;3467;Москва и обл.;2 561 664,00;2 647 153,00;-85 489,00;-3,23
305;32;Новый Московский Банк;2932;Москва и обл.;2 503 791,00;1 790 193,00;713 598,00;39,86
306;14;Банк Глобус;2438;Москва и обл.;2 452 624,00;2 241 390,00;211 234,00;9,42
307;4;Йошкар-Ола;2802;Марий Эл;2 446 902,00;2 475 110,00;-28 208,00;-1,14
308;5;РБА;3413;Москва и обл.;2 410 628,00;2 385 981,00;24 647,00;1,03
309;38;Расчетные Решения;3524;Москва и обл.;2 397 001,00;1 607 455,00;789 546,00;49,12
310;4;Витабанк;356;Санкт-Петербург и обл.;2 348 509,00;2 300 816,00;47 693,00;2,07
311;4;Первый Дортрансбанк;3271;Кировская обл.;2 344 277,00;2 281 573,00;62 704,00;2,75
312;13;Невский Банк;1068;Санкт-Петербург и обл.;2 311 417,00;2 195 145,00;116 272,00;5,30
313;-31;ФинТех;3499;Москва и обл.;2 304 035,00;3 379 581,00;-1 075 546,00;-31,82
314;4;Костромаселькомбанк;1115;Костромская обл.;2 286 877,00;2 244 929,00;41 948,00;1,87
315;4;Мобильная карта;3522;Санкт-Петербург и обл.;2 243 069,00;2 243 069,00;0,00;0
316;5;Великие Луки Банк;598;Псковская обл.;2 224 416,00;2 218 277,00;6 139,00;0,28
317;13;Первый Инвестиционный Банк;604;Москва и обл.;2 212 430,00;2 101 342,00;111 088,00;5,29
318;5;Приобье;537;Ханты-Мансийский АО — Югра;2 208 955,00;2 216 227,00;-7 272,00;-0,33
319;3;Вкабанк;1027;Астраханская обл.;2 198 400,00;2 217 517,00;-19 117,00;-0,86
320;4;Россита-Банк;3257;Москва и обл.;2 189 097,00;2 207 623,00;-18 526,00;-0,84
321;-4;Банк Пермь;875;Пермская обл.;2 186 792,00;2 265 409,00;-78 617,00;-3,47
322;10;Арзамас;1281;Нижегородская обл.;2 159 015,00;2 013 674,00;145 341,00;7,22
323;5;Капитал;575;Москва и обл.;2 146 397,00;2 152 935,00;-6 538,00;-0,30
324;25;Народный Доверительный Банк;2374;Москва и обл.;2 137 192,00;1 591 572,00;545 620,00;34,28
325;8;Викинг;2;Санкт-Петербург и обл.;2 110 463,00;2 011 685,00;98 778,00;4,91
326;3;Саратов;330;Саратовская обл.;2 061 089,00;2 120 220,00;-59 131,00;-2,79
327;-11;Кросна-Банк;2607;Москва и обл.;2 026 835,00;2 266 476,00;-239 641,00;-10,57
328;-1;ИК Банк;1732;Татарстан;1 998 542,00;2 154 603,00;-156 061,00;-7,24
329;45;РФИ Банк;3351;Москва и обл.;1 843 101,00;1 293 647,00;549 454,00;42,47
330;6;Майкопбанк;1136;Адыгея;1 836 092,00;1 814 007,00;22 085,00;1,22
331;-5;МТИ Банк;1052;Москва и обл.;1 830 593,00;2 189 221,00;-358 628,00;-16,38
332;16;Банк РМП;2574;Москва и обл.;1 800 309,00;1 594 858,00;205 451,00;12,88
333;1;Земкомбанк;574;Ростовская обл.;1 781 033,00;1 837 059,00;-56 026,00;-3,05
334;5;Калуга;1151;Калужская обл.;1 778 950,00;1 722 355,00;56 595,00;3,29
335;0;Сельмашбанк;106;Ростовская обл.;1 735 676,00;1 820 152,00;-84 476,00;-4,64
336;6;АвтоКредитБанк;1973;Татарстан;1 707 093,00;1 705 367,00;1 726,00;0,10
337;18;Тексбанк;2756;Карачаево-Черкесия;1 691 805,00;1 526 071,00;165 734,00;10,86
338;3;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 681 910,00;1 719 965,00;-38 055,00;-2,21
339;5;Алтынбанк;2070;Татарстан;1 673 593,00;1 631 455,00;42 138,00;2,58
340;0;Дом-Банк;3209;Москва и обл.;1 661 547,00;1 722 242,00;-60 695,00;-3,52
341;4;Промсельхозбанк;538;Москва и обл.;1 637 205,00;1 626 108,00;11 097,00;0,68
342;1;Кузбассхимбанк;2868;Кемеровская обл.;1 621 017,00;1 650 628,00;-29 611,00;-1,79
343;9;Спутник;1071;Самарская обл.;1 608 986,00;1 563 287,00;45 699,00;2,92
344;18;Мурманский Расчетный Центр;3341;Мурманская обл.;1 568 414,00;1 423 322,00;145 092,00;10,19
345;16;Ноосфера;2650;Республика Алтай;1 555 790,00;1 444 797,00;110 993,00;7,68
346;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 534 933,00;1 565 377,00;-30 444,00;-1,94
347;32;Элекснет;3314;Москва и обл.;1 523 577,00;1 148 351,00;375 226,00;32,68
348;2;Проинвестбанк;784;Пермская обл.;1 518 380,00;1 577 125,00;-58 745,00;-3,72
349;22;Яндекс Банк;3027;Москва и обл.;1 510 180,00;1 338 191,00;171 989,00;12,85
350;9;Новокиб;1747;Кемеровская обл.;1 486 352,00;1 474 210,00;12 142,00;0,82
351;6;ИРС;272;Москва и обл.;1 484 592,00;1 506 803,00;-22 211,00;-1,47
352;6;Крона-Банк;2499;Иркутская обл.;1 451 604,00;1 474 569,00;-22 965,00;-1,56
353;24;Р-Инкас;3536;Москва и обл.;1 444 333,00;1 224 504,00;219 829,00;17,95
354;6;Межбанковский Кредитный Союз;3242;Москва и обл.;1 425 627,00;1 456 703,00;-31 076,00;-2,13
355;18;Кузнецкий Мост;2254;Москва и обл.;1 423 720,00;1 321 342,00;102 378,00;7,75
356;-10;Росбизнесбанк;1405;Москва и обл.;1 420 246,00;1 624 874,00;-204 628,00;-12,59
357;7;Вакобанк;1291;Псковская обл.;1 418 551,00;1 419 361,00;-810,00;-0,06
358;-2;Сервис Резерв;2034;Москва и обл.;1 415 913,00;1 514 025,00;-98 112,00;-6,48
359;11;Почтобанк;1788;Пермская обл.;1 402 633,00;1 344 903,00;57 730,00;4,29
360;3;Прохладный;874;Кабардино-Балкария;1 386 937,00;1 421 427,00;-34 490,00;-2,43
361;8;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 382 678,00;1 351 234,00;31 444,00;2,33
362;4;Курган;2568;Курганская обл.;1 369 210,00;1 373 876,00;-4 666,00;-0,34
363;2;Примтеркомбанк;21;Приморский край;1 364 316,00;1 408 298,00;-43 982,00;-3,12
364;11;Руна-Банк;3207;Москва и обл.;1 341 299,00;1 267 367,00;73 932,00;5,83
365;40;Онего;2484;Карелия;1 332 186,00;716 598,00;615 588,00;85,90
366;2;Республиканский Кредитный Альянс;3017;Москва и обл.;1 328 630,00;1 368 397,00;-39 767,00;-2,91
367;-13;Столичный Кредит;2853;Москва и обл.;1 302 452,00;1 540 042,00;-237 590,00;-15,43
368;8;Майский;1673;Кабардино-Балкария;1 264 767,00;1 229 488,00;35 279,00;2,87
369;-2;Русский Банк Сбережений;779;Ставропольский край;1 252 238,00;1 372 300,00;-120 062,00;-8,75
370;2;Нальчик;695;Кабардино-Балкария;1 246 087,00;1 337 273,00;-91 186,00;-6,82
371;-18;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 238 491,00;1 550 647,00;-312 156,00;-20,13
372;6;Апабанк;2404;Москва и обл.;1 211 929,00;1 169 706,00;42 223,00;3,61
373;13;Невастройинвест;1926;Санкт-Петербург и обл.;1 157 745,00;1 096 473,00;61 272,00;5,59
374;10;Саммит Банк;85;Приморский край;1 138 127,00;1 109 015,00;29 112,00;2,63
375;8;Спецстройбанк;236;Москва и обл.;1 134 326,00;1 116 858,00;17 468,00;1,56
376;5;Дон-Тексбанк;1818;Ростовская обл.;1 128 164,00;1 128 050,00;114,00;0,01
377;5;Байкалкредобанк;2990;Иркутская обл.;1 109 051,00;1 127 692,00;-18 641,00;-1,65
378;10;ЕАТП Банк;1765;Астраханская обл.;1 074 712,00;1 071 191,00;3 521,00;0,33
379;1;Агора;3231;Москва и обл.;1 062 367,00;1 131 098,00;-68 731,00;-6,08
380;5;Спиритбанк;2053;Тульская обл.;1 046 663,00;1 107 641,00;-60 978,00;-5,51
381;40;Деньги.Мэйл.Ру;3511;Москва и обл.;1 032 698,00;521 454,00;511 244,00;98,04
382;17;Химик;1114;Нижегородская обл.;1 019 414,00;815 146,00;204 268,00;25,06
383;12;Финчер;3486;Москва и обл.;995 652,00;944 693,00;50 959,00;5,39
384;5;Синергия;2884;Саратовская обл.;989 031,00;1 041 964,00;-52 933,00;-5,08
385;7;Соколовский;2830;Москва и обл.;983 239,00;968 680,00;14 559,00;1,50
386;8;Народный Инвестиционный Банк;2876;Самарская обл.;957 414,00;951 671,00;5 743,00;0,60
387;6;Банк РСИ;3415;Москва и обл.;950 955,00;957 105,00;-6 150,00;-0,64
388;2;Максима;3379;Москва и обл.;915 927,00;996 383,00;-80 456,00;-8,07
389;8;Классик Эконом Банк;3298;Северная Осетия — Алания;899 619,00;916 205,00;-16 586,00;-1,81
390;6;Балаково-Банк;444;Саратовская обл.;893 082,00;919 486,00;-26 404,00;-2,87
391;0;Национальный Банк Сбережений;1949;Ивановская обл.;880 056,00;972 639,00;-92 583,00;-9,52
392;8;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;835 381,00;790 501,00;44 880,00;5,68
393;5;Электронный платежный сервис;3509;Москва и обл.;829 375,00;829 375,00;0,00;0
394;37;Единая Расчетная Палата;384;Москва и обл.;815 796,00;398 452,00;417 344,00;104,74
395;9;Космос;2245;Москва и обл.;775 591,00;742 995,00;32 596,00;4,39
396;6;Объединенный Банк Республики;1016;Чувашия;749 565,00;775 330,00;-25 765,00;-3,32
397;9;Металлург;2877;Москва и обл.;744 967,00;715 732,00;29 235,00;4,08
398;3;Единая касса;3512;Москва и обл.;742 225,00;789 447,00;-47 222,00;-5,98
399;4;Прокоммерцбанк;2996;Москва и обл.;715 161,00;767 217,00;-52 056,00;-6,79
400;9;РусьРегионБанк;685;Москва и обл.;708 892,00;677 322,00;31 570,00;4,66
401;9;Ресурс-Траст;3122;Москва и обл.;654 472,00;643 900,00;10 572,00;1,64
402;10;Геобанк;2027;Москва и обл.;642 818,00;622 018,00;20 800,00;3,34
403;8;Славянбанк;804;Новгородская обл.;642 799,00;637 812,00;4 987,00;0,78
404;11;Банк 131;3538;Татарстан;631 493,00;605 062,00;26 431,00;4,37
405;3;Рента-Банк;3095;Москва и обл.;630 873,00;690 583,00;-59 710,00;-8,65
406;1;Вайлдберриз Банк;841;Москва и обл.;611 951,00;707 144,00;-95 193,00;-13,46
407;7;Гефест;1046;Тверская обл.;610 036,00;611 303,00;-1 267,00;-0,21
408;8;РИБ;2749;Москва и обл.;604 630,00;562 378,00;42 252,00;7,51
409;4;Вятич;2796;Рязанская обл.;576 280,00;620 505,00;-44 225,00;-7,13
410;12;Таганрогбанк;3136;Ростовская обл.;564 245,00;516 335,00;47 910,00;9,28
411;6;Эко-Инвест;3116;Москва и обл.;549 935,00;550 779,00;-844,00;-0,15
412;6;Центрально-Азиатский;3037;Хакасия;518 488,00;545 896,00;-27 408,00;-5,02
413;7;Дружба;990;Тюменская обл.;511 683,00;538 094,00;-26 411,00;-4,91
414;10;МВС Банк;2407;Дагестан;508 014,00;498 483,00;9 531,00;1,91
415;10;Моби.Деньги;3523;Москва и обл.;484 077,00;484 077,00;0,00;0
416;7;Монета.ру;3508;Марий Эл;477 731,00;504 394,00;-26 663,00;-5,29
417;2;Холмск;503;Сахалинская обл.;440 649,00;544 709,00;-104 060,00;-19,10
418;9;Народный Банк Тувы;1309;Тыва;434 851,00;439 836,00;-4 985,00;-1,13
419;7;Сетевая Расчетная Палата;3332;Татарстан;425 906,00;460 957,00;-35 051,00;-7,60
420;8;Банк Берейт;3505;Санкт-Петербург и обл.;425 011,00;427 578,00;-2 567,00;-0,60
421;8;Континенталь;3184;Ставропольский край;416 268,00;427 577,00;-11 309,00;-2,64
422;11;Северстройбанк;3507;Вологодская обл.;374 688,00;370 300,00;4 388,00;1,18
423;7;Лэнд Кредит;1478;Москва и обл.;373 903,00;404 146,00;-30 243,00;-7,48
424;8;Тайдон;2085;Кемеровская обл.;371 811,00;371 510,00;301,00;0,08
425;9;Альтернатива;3452;Москва и обл.;355 908,00;339 581,00;16 327,00;4,81
426;9;Объединенная Расчетная Система;3342;Москва и обл.;294 164,00;301 657,00;-7 493,00;-2,48
427;9;Промсвязьинвест;2761;Дагестан;285 619,00;290 506,00;-4 887,00;-1,68
428;9;ПэйЮ;3518;Москва и обл.;283 065,00;283 065,00;0,00;0
429;9;Платежный Стандарт;3530;Новосибирская обл.;266 015,00;266 015,00;0,00;0
430;10;Русское Финансовое Общество;3427;Москва и обл.;248 194,00;242 900,00;5 294,00;2,18
431;8;Платежи и Расчеты;3324;Самарская обл.;235 977,00;258 987,00;-23 010,00;-8,88
432;13;Красноярский Краевой Расчетный Центр;3483;Красноярский край;226 599,00;177 972,00;48 627,00;27,32
433;8;Нарат;1902;Татарстан;214 845,00;215 176,00;-331,00;-0,15
434;9;Элексир;3533;Москва и обл.;200 859,00;198 159,00;2 700,00;1,36
435;9;Перспектива;3532;Омская обл.;186 333,00;186 333,00;0,00;0
436;6;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;182 651,00;199 293,00;-16 642,00;-8,35
437;10;Дальний Восток;3318;Приморский край;131 639,00;126 091,00;5 548,00;4,40
438;10;Элплат;3535;Удмуртия;107 901,00;107 901,00;0,00;0
439;10;Премиум;3514;Москва и обл.;104 363,00;104 363,00;0,00;0
440;10;Инэко;3520;Ивановская обл.;91 380,00;91 380,00;0,00;0
