Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2013, тыс. рублей;Июль, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
802;-11;Эко-Инвест;3116;Москва и обл.;632 763,00;695 504,00;-62 741,00;-9,02
803;16;Гефест;1046;Тверская обл.;628 806,00;560 836,00;67 970,00;12,12
804;5;Кутузовский;3190;Москва и обл.;617 069,00;614 996,00;2 073,00;0,34
805;16;Джаст Банк;3503;Москва и обл.;613 577,00;551 650,00;61 927,00;11,23
806;9;Еврокапитал-Альянс;3459;Ярославская обл.;613 371,00;588 900,00;24 471,00;4,16
807;3;Лада-Кредит;2668;Самарская обл.;603 300,00;614 244,00;-10 944,00;-1,78
808;12;Внешфинбанк;3173;Краснодарский край;597 499,00;551 688,00;45 811,00;8,30
809;18;Банк ВВБ;1093;Ярославская обл.;597 234,00;539 034,00;58 200,00;10,80
810;24;Лидер;3304;Москва и обл.;596 325,00;511 204,00;85 121,00;16,65
811;3;Русский Финансовый Альянс;2035;Москва и обл.;588 676,00;592 595,00;-3 919,00;-0,66
812;-16;Стар Альянс;3433;Москва и обл.;588 269,00;668 927,00;-80 658,00;-12,06
813;3;Дружба;990;Тюменская обл.;586 063,00;588 269,00;-2 206,00;-0,37
814;16;Ауэрбанк;3105;Москва и обл.;574 942,00;517 072,00;57 870,00;11,19
815;-13;Одинбанк;3197;Москва и обл.;573 957,00;635 018,00;-61 061,00;-9,62
816;17;1Банк;2896;Северная Осетия — Алания;573 921,00;511 860,00;62 061,00;12,12
817;-83;Новокиб;1747;Кемеровская обл.;569 041,00;985 985,00;-416 944,00;-42,29
818;-12;Холдинвестбанк;2837;Москва и обл.;568 818,00;624 195,00;-55 377,00;-8,87
819;33;Невастройинвест;1926;Санкт-Петербург и обл.;565 593,00;442 464,00;123 129,00;27,83
820;24;Ростфинанс;481;Ростовская обл.;555 832,00;477 819,00;78 013,00;16,33
821;1;Центрально-Европейский Банк;2670;Москва и обл.;552 583,00;550 583,00;2 000,00;0,36
822;-5;Банк РСИ;3415;Москва и обл.;538 178,00;584 120,00;-45 942,00;-7,87
823;19;Надежность;2425;Курганская обл.;532 055,00;493 784,00;38 271,00;7,75
824;0;Европейский Стандарт;3200;Кабардино-Балкария;530 780,00;543 823,00;-13 043,00;-2,40
825;7;Алданзолотобанк;854;Саха (Якутия);528 259,00;514 829,00;13 430,00;2,61
826;0;Объединенный Национальный Банк;2074;Москва и обл.;528 044,00;540 640,00;-12 596,00;-2,33
827;-2;Народный Инвестиционный Банк;2876;Самарская обл.;523 460,00;542 005,00;-18 545,00;-3,42
828;-5;Старый Кремль;2657;Москва и обл.;521 112,00;548 874,00;-27 762,00;-5,06
829;-1;Северная Клиринговая Палата;3317;Архангельская обл.;513 768,00;527 988,00;-14 220,00;-2,69
830;5;Дагестан;543;Дагестан;505 936,00;508 251,00;-2 315,00;-0,46
831;-13;Олма-Банк;3250;Москва и обл.;502 358,00;566 411,00;-64 053,00;-11,31
832;25;ГРиС-Банк;1928;Ставропольский край;495 505,00;428 983,00;66 522,00;15,51
833;4;Имбанк;2098;Дагестан;492 111,00;506 673,00;-14 562,00;-2,87
834;37;Первый Депозитный Банк;1244;Москва и обл.;491 221,00;366 073,00;125 148,00;34,19
835;-27;Рингкомбанк;1909;Ингушетия;487 729,00;623 254,00;-135 525,00;-21,74
836;5;НКБ;2942;Калмыкия;484 961,00;494 519,00;-9 558,00;-1,93
837;27;АвтоКредитБанк;1973;Татарстан;480 229,00;409 368,00;70 861,00;17,31
838;-9;Промсвязьинвест;2761;Дагестан;477 449,00;523 489,00;-46 040,00;-8,79
839;4;Мигом;3323;Москва и обл.;477 344,00;484 157,00;-6 813,00;-1,41
840;13;МВС Банк;2407;Дагестан;468 924,00;438 717,00;30 207,00;6,89
841;5;Рента-Банк;3095;Москва и обл.;460 448,00;467 596,00;-7 148,00;-1,53
842;-2;АлтайБизнес-Банк;2388;Алтайский край;457 739,00;500 677,00;-42 938,00;-8,58
843;33;Вестинтербанк;3398;Москва и обл.;455 213,00;342 397,00;112 816,00;32,95
844;21;Межрегиональный Банк Реконструкции;2620;Москва и обл.;452 535,00;405 279,00;47 256,00;11,66
845;4;Банк Премьер Кредит;1663;Москва и обл.;451 737,00;456 609,00;-4 872,00;-1,07
846;2;Энтузиастбанк;3048;Москва и обл.;451 485,00;458 020,00;-6 535,00;-1,43
847;0;Принтбанк;546;Москва и обл.;450 308,00;466 653,00;-16 345,00;-3,50
848;3;Соверен Банк;3206;Москва и обл.;442 135,00;446 014,00;-3 879,00;-0,87
849;12;Евросиб Банк;594;Псковская обл.;439 232,00;419 365,00;19 867,00;4,74
850;0;Сунжа;2023;Ингушетия;437 311,00;455 020,00;-17 709,00;-3,89
851;-15;Далта-Банк;142;Приморский край;433 835,00;506 887,00;-73 052,00;-14,41
852;6;ИР-Кредит;1724;Москва и обл.;433 486,00;427 266,00;6 220,00;1,46
853;-8;Бизнесбанк;2862;Дагестан;431 149,00;469 375,00;-38 226,00;-8,14
854;1;Новый Коммерческий Банк;347;Дагестан;415 906,00;434 956,00;-19 050,00;-4,38
855;14;Алжан;2491;Дагестан;413 156,00;378 263,00;34 893,00;9,22
856;3;Максимум;466;Ростовская обл.;411 929,00;424 538,00;-12 609,00;-2,97
857;-26;Еврокапитал-Альянс;2672;Дагестан;408 698,00;514 882,00;-106 184,00;-20,62
858;-4;Народный Банк Тувы;1309;Тыва;406 289,00;435 703,00;-29 414,00;-6,75
859;4;Далетбанк;3049;Москва и обл.;405 156,00;409 471,00;-4 315,00;-1,05
860;6;Южный Региональный Банк;3015;Ростовская обл.;404 054,00;402 531,00;1 523,00;0,38
861;1;Кредо Финанс;793;Дагестан;401 461,00;414 910,00;-13 449,00;-3,24
862;5;Таганрогбанк;3136;Ростовская обл.;387 975,00;386 620,00;1 355,00;0,35
863;5;РИТЦ Банк;2677;Москва и обл.;383 477,00;383 097,00;380,00;0,10
864;-26;АББ;2937;Москва и обл.;377 484,00;506 537,00;-129 053,00;-25,48
865;10;Каспий;639;Дагестан;372 413,00;342 546,00;29 867,00;8,72
866;-6;ПрестижКредитБанк;2922;Дагестан;362 927,00;420 111,00;-57 184,00;-13,61
867;5;Альтернатива;3452;Москва и обл.;360 893,00;361 960,00;-1 067,00;-0,29
868;2;Логос;3233;Москва и обл.;348 076,00;374 783,00;-26 707,00;-7,13
869;4;Конгресс-Банк;2330;Москва и обл.;343 880,00;349 581,00;-5 701,00;-1,63
870;8;Континенталь;3184;Ставропольский край;337 284,00;327 547,00;9 737,00;2,97
871;20;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;330 474,00;278 747,00;51 727,00;18,56
872;2;Эно;1988;Дагестан;319 831,00;347 545,00;-27 714,00;-7,97
873;21;ТЭСТ;3440;Москва и обл.;319 173,00;264 501,00;54 672,00;20,67
874;5;ФинТех;3499;Москва и обл.;317 526,00;324 226,00;-6 700,00;-2,07
875;5;Российская Финансовая Корпорация;3099;Москва и обл.;317 209,00;322 051,00;-4 842,00;-1,50
876;6;Дорис Банк;1679;Москва и обл.;314 175,00;309 920,00;4 255,00;1,37
878;3;Басманный;2158;Москва и обл.;302 717,00;319 687,00;-16 970,00;-5,31
879;11;Терра;3476;Москва и обл.;298 790,00;287 485,00;11 305,00;3,93
880;3;Сетевая Расчетная Палата;3332;Татарстан;298 235,00;307 599,00;-9 364,00;-3,04
881;11;Банк Берейт;3505;Санкт-Петербург и обл.;294 853,00;278 582,00;16 271,00;5,84
882;7;Финчер;3486;Москва и обл.;292 522,00;295 740,00;-3 218,00;-1,09
883;5;КБЦ;914;Тверская обл.;287 064,00;296 343,00;-9 279,00;-3,13
884;2;Информпрогресс;2166;Москва и обл.;286 883,00;299 757,00;-12 874,00;-4,29
885;2;Онлайн Банк;2462;Москва и обл.;281 022,00;298 211,00;-17 189,00;-5,76
886;7;Континент Финанс;149;Калужская обл.;275 648,00;270 244,00;5 404,00;2,00
887;8;Регнум;3373;Москва и обл.;275 476,00;258 452,00;17 024,00;6,59
888;16;Банк Фридом Финанс;1143;Сахалинская обл.;270 675,00;209 406,00;61 269,00;29,26
889;10;Лэнд Кредит;1478;Москва и обл.;265 652,00;243 560,00;22 092,00;9,07
890;-13;Межотраслевая Банковская Корпорация;3471;Москва и обл.;265 123,00;340 818,00;-75 695,00;-22,21
891;7;К2 Банк;2851;Дагестан;257 458,00;252 643,00;4 815,00;1,91
892;9;Инстройбанк;2743;Москва и обл.;252 441,00;238 466,00;13 975,00;5,86
893;-8;Фреско Банк;1415;Москва и обл.;252 265,00;304 717,00;-52 452,00;-17,21
894;3;Майма;1037;Республика Алтай;243 765,00;253 686,00;-9 921,00;-3,91
895;5;Тайдон;2085;Кемеровская обл.;238 943,00;241 533,00;-2 590,00;-1,07
896;11;Русское Финансовое Общество;3427;Москва и обл.;212 345,00;196 922,00;15 423,00;7,83
897;13;Евроинвест;3383;Москва и обл.;211 523,00;160 884,00;50 639,00;31,48
898;5;Рунэтбанк;2829;Москва и обл.;207 213,00;216 970,00;-9 757,00;-4,50
899;6;Международная Уральская Расчетная Палата;3322;Москва и обл.;204 171,00;208 750,00;-4 579,00;-2,19
900;6;Дальний Восток;3318;Тульская обл.;193 142,00;198 326,00;-5 184,00;-2,61
901;7;Северстройбанк;3507;Вологодская обл.;181 745,00;184 321,00;-2 576,00;-1,40
902;0;Платежи и Расчеты;3324;Самарская обл.;181 513,00;229 555,00;-48 042,00;-20,93
903;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;154 130,00;182 703,00;-28 573,00;-15,64
904;7;Расчетный Банковский Центр;3487;Москва и обл.;145 722,00;158 637,00;-12 915,00;-8,14
905;8;Уральская Расчетная Палата;3326;Москва и обл.;142 457,00;111 357,00;31 100,00;27,93
906;17;Национальная Расчетная Компания;3386;Москва и обл.;140 901,00;75 333,00;65 568,00;87,04
907;;Монета.ру;3508;Марий Эл;131 782,00;-;-;
908;7;РИБ;2749;Москва и обл.;131 135,00;105 941,00;25 194,00;23,78
909;15;Платежный Клиринговый Дом;3343;Москва и обл.;127 593,00;64 876,00;62 717,00;96,67
910;6;Фидбэк;3502;Москва и обл.;126 744,00;105 680,00;21 064,00;19,93
911;1;Зеленокумская;1239;Ставропольский край;114 857,00;115 102,00;-245,00;-0,21
912;5;КредитАльянс;3472;Вологодская обл.;106 629,00;104 913,00;1 716,00;1,64
913;12;Инновационный Расчетный Центр;3447;Москва и обл.;104 206,00;62 441,00;41 765,00;66,89
914;-18;ЭнергоБизнес;3485;Москва и обл.;100 667,00;258 210,00;-157 543,00;-61,01
915;7;Умут;2435;Дагестан;98 175,00;76 274,00;21 901,00;28,71
916;-2;Финансовые Услуги;3496;Москва и обл.;94 493,00;106 665,00;-12 172,00;-11,41
917;1;Интеррасчет;1618;Карачаево-Черкесия;86 734,00;94 464,00;-7 730,00;-8,18
918;8;Единая Расчетная Палата;384;Москва и обл.;83 381,00;58 254,00;25 127,00;43,13
919;1;Деньги.Мэйл.Ру;3511;Москва и обл.;82 417,00;82 417,00;0,00;0
920;1;Вест;2605;Москва и обл.;82 357,00;81 324,00;1 033,00;1,27
921;11;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;48 087,00;23 275,00;24 812,00;106,60
922;6;Первый Земельный Расчетный Центр;3381;Курская обл.;43 920,00;38 011,00;5 909,00;15,55
923;4;Межрегиональный центр микрокредитования;3489;Воронежская обл.;42 872,00;43 047,00;-175,00;-0,41
924;5;Транзит;2688;Дагестан;29 663,00;33 933,00;-4 270,00;-12,58
925;6;Тор Кредит;3497;Москва и обл.;24 192,00;24 139,00;53,00;0,22
926;4;Сибирский Расчетный Центр;3308;Новосибирская обл.;22 353,00;30 673,00;-8 320,00;-27,12
927;7;Депозитный Кредитный Дом;3474;Москва и обл.;19 147,00;19 240,00;-93,00;-0,48
928;5;Финансово-Расчетный Центр;3319;Астраханская обл.;6 451,00;22 422,00;-15 971,00;-71,23
929;6;Ассигнация;865;Ставропольский край;5 650,00;7 211,00;-1 561,00;-21,65
930;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 150,00;4 141,00;9,00;0,22
931;6;АРБ-Инкасс;3353;Москва и обл.;2 630,00;2 623,00;7,00;0,27
