Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2014, тыс. рублей;Декабрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-1;Гарант-Инвест;2576;Москва и обл.;11 022 288,00;11 342 653,00;-320 365,00;-2,82
260;11;Дил-Банк;3384;Москва и обл.;10 979 394,00;10 325 202,00;654 192,00;6,34
261;3;Эс-Би-Ай Банк;3185;Москва и обл.;10 975 007,00;10 844 948,00;130 059,00;1,20
262;14;Компания Розничного Кредитования;3385;Москва и обл.;10 968 249,00;10 147 385,00;820 864,00;8,09
263;-8;Унифин;2654;Москва и обл.;10 925 717,00;11 641 164,00;-715 447,00;-6,15
264;6;Солид Банк;1329;Камчатская обл.;10 821 564,00;10 371 273,00;450 291,00;4,34
265;8;СЭБ Банк;3235;Санкт-Петербург и обл.;10 788 300,00;10 269 705,00;518 595,00;5,05
266;8;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;10 662 479,00;10 178 361,00;484 118,00;4,76
267;13;Нефтяной Альянс;2859;Москва и обл.;10 609 306,00;9 943 279,00;666 027,00;6,70
268;-9;Прио-Внешторгбанк;212;Рязанская обл.;10 559 252,00;11 302 579,00;-743 327,00;-6,58
269;-15;Энергомашбанк;52;Санкт-Петербург и обл.;10 512 025,00;11 671 396,00;-1 159 371,00;-9,93
270;18;Миллениум Банк;3423;Москва и обл.;10 323 393,00;9 494 891,00;828 502,00;8,73
271;1;Темпбанк;55;Москва и обл.;10 306 809,00;10 305 166,00;1 643,00;0,02
272;5;Банк Жилищного Финансирования;3138;Москва и обл.;10 258 244,00;10 134 824,00;123 420,00;1,22
273;2;Международный Банк Развития;2704;Москва и обл.;10 171 471,00;10 168 226,00;3 245,00;0,03
274;-7;Стратегия;2801;Москва и обл.;10 153 582,00;10 465 209,00;-311 627,00;-2,98
275;-7;ЕвроситиБанк;1869;Москва и обл.;9 932 141,00;10 445 278,00;-513 137,00;-4,91
276;5;Руснарбанк;3403;Москва и обл.;9 737 387,00;9 863 813,00;-126 426,00;-1,28
277;-12;Адмиралтейский;3054;Москва и обл.;9 717 518,00;10 693 694,00;-976 176,00;-9,13
278;-9;Международный Акционерный Банк;1987;Москва и обл.;9 679 195,00;10 379 267,00;-700 072,00;-6,74
279;6;Русьуниверсалбанк;3293;Москва и обл.;9 540 050,00;9 631 529,00;-91 479,00;-0,95
280;-1;ОПМ-Банк;2734;Москва и обл.;9 521 650,00;10 000 565,00;-478 915,00;-4,79
281;3;Углеметбанк;2997;Челябинская обл.;9 322 430,00;9 633 341,00;-310 911,00;-3,23
282;10;НИКО-Банк;702;Оренбургская обл.;9 257 244,00;8 932 302,00;324 942,00;3,64
283;15;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 158 262,00;8 705 017,00;453 245,00;5,21
284;-2;Татсоцбанк;480;Татарстан;9 142 556,00;9 719 995,00;-577 439,00;-5,94
285;15;Мир Бизнес Банк;3396;Москва и обл.;9 089 307,00;8 654 163,00;435 144,00;5,03
286;7;Промсбербанк;1043;Москва и обл.;9 073 271,00;8 853 192,00;220 079,00;2,49
287;9;Промтрансбанк;2638;Башкортостан;9 012 420,00;8 767 131,00;245 289,00;2,80
288;6;КС Банк;1752;Мордовия;9 001 115,00;8 838 752,00;162 363,00;1,84
289;-6;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 961 795,00;9 649 414,00;-687 619,00;-7,13
290;9;Евромет;2902;Москва и обл.;8 773 681,00;8 664 849,00;108 832,00;1,26
291;-1;Роспромбанк;3204;Москва и обл.;8 726 313,00;9 107 620,00;-381 307,00;-4,19
292;85;Нефтепромбанк;2156;Москва и обл.;8 702 267,00;5 755 216,00;2 947 051,00;51,21
293;-6;Кредит-Москва;5;Москва и обл.;8 657 658,00;9 520 812,00;-863 154,00;-9,07
294;8;Бенифит-Банк;3229;Москва и обл.;8 486 249,00;8 380 914,00;105 335,00;1,26
295;-55;Европейский;1616;Калининградская обл.;8 475 681,00;12 735 327,00;-4 259 646,00;-33,45
296;25;Тройка-Д Банк;3431;Москва и обл.;8 462 054,00;7 454 761,00;1 007 293,00;13,51
297;-66;Банк Расчетов и Сбережений;2617;Москва и обл.;8 440 143,00;13 774 839,00;-5 334 696,00;-38,73
298;-3;Белгородсоцбанк;760;Белгородская обл.;8 368 107,00;8 787 329,00;-419 222,00;-4,77
299;5;Экспресс-Кредит;210;Москва и обл.;8 236 075,00;8 288 304,00;-52 229,00;-0,63
300;3;Агросоюз;1459;Москва и обл.;8 213 788,00;8 328 944,00;-115 156,00;-1,38
301;14;Снежинский;1376;Челябинская обл.;8 174 859,00;7 708 022,00;466 837,00;6,06
302;6;ПИР Банк;2655;Москва и обл.;8 101 901,00;8 017 513,00;84 388,00;1,05
303;10;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 089 267,00;7 743 313,00;345 954,00;4,47
304;16;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;8 038 649,00;7 471 739,00;566 910,00;7,59
305;32;Джей энд Ти Банк;3061;Москва и обл.;8 006 557,00;7 009 718,00;996 839,00;14,22
306;34;Платина;2347;Москва и обл.;7 998 740,00;6 920 554,00;1 078 186,00;15,58
307;3;Славия;2664;Москва и обл.;7 984 761,00;7 993 827,00;-9 066,00;-0,11
308;40;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 971 571,00;6 697 953,00;1 273 618,00;19,02
309;-2;Финам Банк;2799;Москва и обл.;7 949 376,00;8 055 276,00;-105 900,00;-1,31
310;34;Навигатор;2469;Москва и обл.;7 941 212,00;6 821 057,00;1 120 155,00;16,42
311;-25;Генбанк;2490;Москва и обл.;7 906 303,00;9 541 513,00;-1 635 210,00;-17,14
312;-3;Рускобанк;138;Санкт-Петербург и обл.;7 883 023,00;8 006 540,00;-123 517,00;-1,54
313;1;МАК-Банк;1088;Москва и обл.;7 878 988,00;7 736 932,00;142 056,00;1,84
314;75;Вега-Банк;3270;Москва и обл.;7 865 860,00;5 446 004,00;2 419 856,00;44,43
315;-10;Волга-Кредит;1153;Самарская обл.;7 851 313,00;8 245 210,00;-393 897,00;-4,78
316;16;Северо-Восточный Альянс;2768;Москва и обл.;7 840 859,00;7 115 907,00;724 952,00;10,19
317;22;Славянский Кредит;2960;Москва и обл.;7 782 929,00;6 925 022,00;857 907,00;12,39
318;-1;Развитие;2729;Карачаево-Черкесия;7 703 236,00;7 638 600,00;64 636,00;0,85
319;8;Датабанк;646;Удмуртия;7 683 092,00;7 229 079,00;454 013,00;6,28
320;-9;Ишбанк;2867;Москва и обл.;7 662 544,00;7 965 696,00;-303 152,00;-3,81
321;-9;Уралкапиталбанк;2519;Башкортостан;7 580 367,00;7 806 536,00;-226 169,00;-2,90
322;11;Ставропольпромстройбанк;1288;Ставропольский край;7 535 271,00;7 108 305,00;426 966,00;6,01
323;-1;Софрино;2972;Москва и обл.;7 517 572,00;7 382 253,00;135 319,00;1,83
324;7;Томскпромстройбанк;1720;Томская обл.;7 490 011,00;7 130 012,00;359 999,00;5,05
325;3;ФДБ;3071;Москва и обл.;7 339 164,00;7 210 022,00;129 142,00;1,79
326;-1;Ренессанс;1939;Москва и обл.;7 339 047,00;7 241 190,00;97 857,00;1,35
327;-1;Московский Нефтехимический Банк;1411;Москва и обл.;7 230 812,00;7 233 504,00;-2 692,00;-0,04
328;7;Банк БКФ;2684;Москва и обл.;7 215 405,00;7 018 014,00;197 391,00;2,81
329;0;Альба Альянс;2593;Москва и обл.;7 170 110,00;7 183 820,00;-13 710,00;-0,19
330;32;Голдман Сакс Банк;3490;Москва и обл.;7 165 924,00;6 252 316,00;913 608,00;14,61
331;22;Ассоциация;732;Нижегородская обл.;7 138 094,00;6 597 344,00;540 750,00;8,20
332;18;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 124 693,00;6 662 334,00;462 359,00;6,94
333;-17;АФ Банк;991;Башкортостан;7 092 790,00;7 674 021,00;-581 231,00;-7,57
334;20;2Т Банк;625;Москва и обл.;7 057 785,00;6 587 786,00;469 999,00;7,13
335;10;Русский Торговый Банк;2842;Москва и обл.;7 053 646,00;6 790 029,00;263 617,00;3,88
336;6;Юг-Инвестбанк;2772;Краснодарский край;7 025 902,00;6 884 114,00;141 788,00;2,06
337;6;Еврокоммерц;1777;Москва и обл.;6 980 276,00;6 867 187,00;113 089,00;1,65
338;18;Банк Инноваций и Развития;2647;Москва и обл.;6 975 299,00;6 526 009,00;449 290,00;6,88
339;10;Новопокровский;467;Краснодарский край;6 945 403,00;6 672 736,00;272 667,00;4,09
340;84;Руссобанк;2313;Москва и обл.;6 841 936,00;4 661 294,00;2 180 642,00;46,78
341;10;Вокбанк;312;Нижегородская обл.;6 835 276,00;6 646 031,00;189 245,00;2,85
342;36;Таатта;1249;Саха (Якутия);6 827 963,00;5 727 655,00;1 100 308,00;19,21
343;4;Русь;704;Оренбургская обл.;6 806 822,00;6 711 276,00;95 546,00;1,42
344;-10;Трансстройбанк;2807;Москва и обл.;6 753 524,00;7 063 299,00;-309 775,00;-4,39
345;-26;Бинбанк Мурманск;1276;Мурманская обл.;6 726 947,00;7 594 503,00;-867 556,00;-11,42
346;-22;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 701 901,00;7 325 652,00;-623 751,00;-8,51
347;-29;Финансовый Стандарт;1053;Москва и обл.;6 681 791,00;7 594 743,00;-912 952,00;-12,02
348;-18;РАМ Банк;3480;Москва и обл.;6 676 843,00;7 137 375,00;-460 532,00;-6,45
349;14;Инвестиционный Союз;637;Москва и обл.;6 645 454,00;6 250 044,00;395 410,00;6,33
350;5;Новый Московский Банк;2932;Москва и обл.;6 642 590,00;6 526 165,00;116 425,00;1,78
351;15;Анкор Банк;889;Татарстан;6 487 260,00;6 057 795,00;429 465,00;7,09
352;-16;Чайна Констракшн;3515;Москва и обл.;6 408 000,00;7 015 153,00;-607 153,00;-8,65
353;8;Банк Казани;708;Татарстан;6 355 414,00;6 355 776,00;-362,00;-0,01
354;-13;УМ-Банк;1441;Свердловская обл.;6 301 009,00;6 919 593,00;-618 584,00;-8,94
355;-64;Кузнецкий Мост;2254;Москва и обл.;6 300 780,00;8 935 889,00;-2 635 109,00;-29,49
356;-4;Банк БФТ;2273;Москва и обл.;6 266 000,00;6 620 442,00;-354 442,00;-5,35
357;10;Замоскворецкий;1640;Москва и обл.;6 258 323,00;6 016 481,00;241 842,00;4,02
358;50;Северный Кредит;2398;Вологодская обл.;6 256 725,00;5 012 982,00;1 243 743,00;24,81
359;0;Кроссинвестбанк;2849;Москва и обл.;6 198 702,00;6 394 677,00;-195 975,00;-3,06
360;10;Ури Банк;3479;Москва и обл.;6 190 145,00;5 921 853,00;268 292,00;4,53
361;-1;Бинбанк Тверь;777;Тверская обл.;6 111 659,00;6 380 242,00;-268 583,00;-4,21
362;11;Кранбанк;2271;Ивановская обл.;6 079 664,00;5 807 911,00;271 753,00;4,68
363;40;Зенит Сочи;232;Краснодарский край;6 058 887,00;5 171 158,00;887 729,00;17,17
364;11;Актив Банк;2529;Мордовия;6 028 670,00;5 776 845,00;251 825,00;4,36
365;26;Азия-Инвест Банк;3303;Москва и обл.;6 020 464,00;5 428 200,00;592 264,00;10,91
366;-43;Спецсетьстройбанк;3062;Москва и обл.;5 982 069,00;7 346 527,00;-1 364 458,00;-18,57
367;7;Банк на Красных Воротах;2472;Москва и обл.;5 957 504,00;5 781 081,00;176 423,00;3,05
368;-4;Эл Банк;1025;Самарская обл.;5 935 821,00;6 166 111,00;-230 290,00;-3,73
369;-12;Автоградбанк;1455;Татарстан;5 911 870,00;6 446 808,00;-534 938,00;-8,30
370;6;Северный Народный Банк;2721;Коми;5 873 305,00;5 765 142,00;108 163,00;1,88
371;13;Век;2299;Москва и обл.;5 871 673,00;5 610 824,00;260 849,00;4,65
372;59;Донкомбанк;492;Ростовская обл.;5 866 666,00;4 486 519,00;1 380 147,00;30,76
373;-2;Региональный Банк Развития;2782;Башкортостан;5 862 970,00;5 870 800,00;-7 830,00;-0,13
374;25;Невский Банк;1068;Санкт-Петербург и обл.;5 826 057,00;5 247 569,00;578 488,00;11,02
375;-17;Экономикс-Банк;2136;Москва и обл.;5 782 526,00;6 441 787,00;-659 261,00;-10,23
376;18;Международный Коммерческий Банк;2524;Москва и обл.;5 761 523,00;5 341 395,00;420 128,00;7,87
377;-5;Камский Коммерческий Банк;438;Татарстан;5 757 203,00;5 816 202,00;-58 999,00;-1,01
378;-10;Нэклис-Банк;1671;Москва и обл.;5 740 771,00;5 961 911,00;-221 140,00;-3,71
379;2;Дагэнергобанк;3286;Дагестан;5 713 308,00;5 642 813,00;70 495,00;1,25
380;8;Чувашкредитпромбанк;1280;Чувашия;5 706 108,00;5 494 318,00;211 790,00;3,85
381;-16;Национальный Залоговый Банк;2944;Москва и обл.;5 648 423,00;6 150 576,00;-502 153,00;-8,16
382;-2;Проминвестбанк;2433;Москва и обл.;5 566 511,00;5 692 343,00;-125 832,00;-2,21
383;10;Стройлесбанк;2995;Тюменская обл.;5 553 187,00;5 350 713,00;202 474,00;3,78
384;-1;Промэнергобанк;2728;Вологодская обл.;5 542 675,00;5 615 528,00;-72 853,00;-1,30
385;7;Эргобанк;2856;Москва и обл.;5 526 121,00;5 367 728,00;158 393,00;2,95
386;12;Сибсоцбанк;2015;Алтайский край;5 512 868,00;5 251 736,00;261 132,00;4,97
387;-5;РН Банк;170;Москва и обл.;5 483 844,00;5 626 974,00;-143 130,00;-2,54
388;26;РЕСО Кредит;3450;Москва и обл.;5 482 216,00;4 877 017,00;605 199,00;12,41
389;-100;Ю Би Эс Банк;3463;Москва и обл.;5 480 804,00;9 180 619,00;-3 699 815,00;-40,30
390;-21;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 480 226,00;5 949 034,00;-468 808,00;-7,88
391;-53;Эксперт Банк;2949;Омская обл.;5 475 772,00;6 939 467,00;-1 463 695,00;-21,09
392;-2;Сибнефтебанк;385;Тюменская обл.;5 445 919,00;5 435 155,00;10 764,00;0,20
393;19;Межрегиональный Почтовый Банк;3171;Москва и обл.;5 391 690,00;4 943 787,00;447 903,00;9,06
394;-88;Банк Торгового Финансирования;1982;Москва и обл.;5 389 531,00;8 060 522,00;-2 670 991,00;-33,14
395;26;Бинбанк Столица;3052;Москва и обл.;5 330 572,00;4 698 341,00;632 231,00;13,46
396;1;Банк ИТБ;3128;Москва и обл.;5 320 270,00;5 258 845,00;61 425,00;1,17
397;18;Инбанк;1829;Москва и обл.;5 296 277,00;4 822 531,00;473 746,00;9,82
398;27;Москва-Сити;3247;Москва и обл.;5 279 637,00;4 630 270,00;649 367,00;14,02
399;19;Мосуралбанк;2468;Москва и обл.;5 264 918,00;4 740 484,00;524 434,00;11,06
400;9;ВостСибтранскомбанк;2731;Иркутская обл.;5 205 919,00;5 009 537,00;196 382,00;3,92
401;-5;Зернобанк;2337;Алтайский край;5 195 110,00;5 292 642,00;-97 532,00;-1,84
402;8;Горбанк;2982;Санкт-Петербург и обл.;5 078 387,00;4 991 110,00;87 277,00;1,75
403;10;Объединенный Кредитный Банк;1118;Владимирская обл.;5 069 164,00;4 901 455,00;167 709,00;3,42
404;3;Банк Развития Технологий;3441;Москва и обл.;5 033 187,00;5 018 423,00;14 764,00;0,29
405;11;Хакасский Муниципальный Банк;1049;Хакасия;5 017 413,00;4 781 996,00;235 417,00;4,92
406;0;Церих;3278;Орловская обл.;4 992 027,00;5 056 274,00;-64 247,00;-1,27
407;-2;Банкхаус Эрбе;1717;Москва и обл.;4 989 911,00;5 056 938,00;-67 027,00;-1,33
408;20;Банк Кремлевский;2905;Москва и обл.;4 971 670,00;4 564 309,00;407 361,00;8,92
409;32;Русский Трастовый Банк;1139;Москва и обл.;4 965 428,00;4 157 583,00;807 845,00;19,43
410;-6;Юникорбанк;2586;Москва и обл.;4 964 978,00;5 132 312,00;-167 334,00;-3,26
411;8;Тюменьагропромбанк;917;Тюменская обл.;4 951 704,00;4 734 916,00;216 788,00;4,58
412;8;Межтрастбанк;2493;Москва и обл.;4 942 826,00;4 710 156,00;232 670,00;4,94
413;61;Финанс Бизнес Банк;520;Краснодарский край;4 927 508,00;3 463 501,00;1 464 007,00;42,27
414;-68;Торгово-Строительный Банк;1250;Москва и обл.;4 909 707,00;6 789 087,00;-1 879 380,00;-27,68
415;-36;Мой Банк. Ипотека;2436;Башкортостан;4 894 923,00;5 708 421,00;-813 498,00;-14,25
416;-21;Реалист Банк;1067;Иркутская обл.;4 894 825,00;5 298 942,00;-404 117,00;-7,63
417;-31;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 836 555,00;5 533 639,00;-697 084,00;-12,60
418;62;Крыловский;456;Краснодарский край;4 819 039,00;3 397 484,00;1 421 555,00;41,84
419;14;Межрегиональный промышленно-строительный банк;752;Мордовия;4 782 512,00;4 428 257,00;354 255,00;8,00
420;-20;Риабанк;3434;Москва и обл.;4 759 650,00;5 240 005,00;-480 355,00;-9,17
421;19;Енисейский Объединенный Банк;2645;Красноярский край;4 704 161,00;4 173 379,00;530 782,00;12,72
422;-20;Экси-Банк;2530;Санкт-Петербург и обл.;4 702 602,00;5 210 137,00;-507 535,00;-9,74
423;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 642 652,00;4 607 416,00;35 236,00;0,76
424;38;Банк Экономический Союз;2798;Москва и обл.;4 631 030,00;3 627 453,00;1 003 577,00;27,67
425;12;Профит Банк;3234;Москва и обл.;4 627 635,00;4 279 430,00;348 205,00;8,14
426;-3;Нейва;1293;Свердловская обл.;4 598 240,00;4 667 139,00;-68 899,00;-1,48
427;-42;Бланк Банк;2368;Москва и обл.;4 593 569,00;5 570 273,00;-976 704,00;-17,53
428;-6;Оргбанк;3312;Москва и обл.;4 564 156,00;4 671 951,00;-107 795,00;-2,31
429;14;Синко-Банк;2838;Москва и обл.;4 506 102,00;4 100 313,00;405 789,00;9,90
430;9;Союзный;3236;Москва и обл.;4 493 091,00;4 230 966,00;262 125,00;6,20
431;-4;Газстройбанк;2919;Москва и обл.;4 491 160,00;4 602 418,00;-111 258,00;-2,42
432;15;Промрегионбанк;2123;Томская обл.;4 458 398,00;4 029 150,00;429 248,00;10,65
433;-1;Кузнецкий;609;Пензенская обл.;4 425 172,00;4 459 068,00;-33 896,00;-0,76
434;-23;Ермак;1809;Тюменская обл.;4 419 899,00;4 965 536,00;-545 637,00;-10,99
435;-5;Лесбанк;1598;Москва и обл.;4 315 301,00;4 488 632,00;-173 331,00;-3,86
436;-2;Верхневолжский;1084;Ярославская обл.;4 204 234,00;4 418 740,00;-214 506,00;-4,85
437;5;ИТ Банк;2609;Омская обл.;4 197 833,00;4 105 437,00;92 396,00;2,25
438;-37;Бинбанк Смоленск;1957;Смоленская обл.;4 130 416,00;5 220 451,00;-1 090 035,00;-20,88
439;10;Мастер-Капитал;3011;Москва и обл.;4 079 662,00;3 907 685,00;171 977,00;4,40
440;20;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 057 468,00;3 659 090,00;398 378,00;10,89
441;4;Роял Кредит Банк;783;Хабаровский край;4 046 668,00;4 096 137,00;-49 469,00;-1,21
442;9;Конфидэнс Банк;970;Костромская обл.;4 039 684,00;3 858 614,00;181 070,00;4,69
443;1;Новобанк;1352;Новгородская обл.;4 036 344,00;4 096 782,00;-60 438,00;-1,48
444;34;Итуруп;2390;Сахалинская обл.;3 994 599,00;3 411 441,00;583 158,00;17,09
445;18;Московский Коммерческий Банк;3172;Москва и обл.;3 972 829,00;3 623 845,00;348 984,00;9,63
446;10;Идея Банк;430;Краснодарский край;3 969 758,00;3 753 790,00;215 968,00;5,75
447;-1;Земский Банк;2900;Самарская обл.;3 942 331,00;4 095 097,00;-152 766,00;-3,73
448;13;Интеркредит;3047;Москва и обл.;3 927 671,00;3 647 997,00;279 674,00;7,67
449;28;Долинск;857;Сахалинская обл.;3 889 077,00;3 447 437,00;441 640,00;12,81
450;16;Еврокредит;2957;Москва и обл.;3 884 238,00;3 551 486,00;332 752,00;9,37
451;36;МС Банк Рус;2789;Москва и обл.;3 836 763,00;3 325 230,00;511 533,00;15,38
452;1;Милбанк;3256;Москва и обл.;3 826 901,00;3 805 851,00;21 050,00;0,55
453;44;Бинбанк Сургут;1701;Тюменская обл.;3 803 309,00;3 128 602,00;674 707,00;21,57
454;-19;Банк Заречье;817;Татарстан;3 796 827,00;4 412 874,00;-616 047,00;-13,96
455;13;Ваш Личный Банк;1222;Иркутская обл.;3 763 922,00;3 534 789,00;229 133,00;6,48
456;14;Евроальянс;1781;Ивановская обл.;3 736 236,00;3 519 171,00;217 065,00;6,17
457;-3;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 689 658,00;3 784 163,00;-94 505,00;-2,50
458;-8;Банк Раунд;2506;Москва и обл.;3 683 183,00;3 880 090,00;-196 907,00;-5,07
459;14;Финансово-Промышленный Капитал;3295;Москва и обл.;3 675 747,00;3 471 087,00;204 660,00;5,90
460;-2;Камчаткомагропромбанк;545;Камчатская обл.;3 667 083,00;3 715 523,00;-48 440,00;-1,30
461;-6;Алтайкапиталбанк;2659;Алтайский край;3 658 947,00;3 765 819,00;-106 872,00;-2,84
462;2;РБА;3413;Москва и обл.;3 654 630,00;3 589 809,00;64 821,00;1,81
463;135;Новое Время;3492;Москва и обл.;3 643 875,00;1 969 788,00;1 674 087,00;84,99
464;-5;Профессионал Банк;3296;Москва и обл.;3 632 655,00;3 672 761,00;-40 106,00;-1,09
465;6;Промсельхозбанк;538;Москва и обл.;3 628 351,00;3 485 733,00;142 618,00;4,09
466;-14;Элита;1399;Калужская обл.;3 622 895,00;3 832 898,00;-210 003,00;-5,48
467;-10;Витабанк;356;Санкт-Петербург и обл.;3 608 434,00;3 717 574,00;-109 140,00;-2,94
468;11;Аксонбанк;680;Костромская обл.;3 592 468,00;3 409 972,00;182 496,00;5,35
469;-2;Коммерческий Индо Банк;3446;Москва и обл.;3 584 326,00;3 539 751,00;44 575,00;1,26
470;15;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 562 280,00;3 334 019,00;228 261,00;6,85
471;13;Лайтбанк;3177;Москва и обл.;3 508 844,00;3 362 840,00;146 004,00;4,34
472;3;Леноблбанк;1003;Санкт-Петербург и обл.;3 489 347,00;3 460 459,00;28 888,00;0,83
473;-4;Живаго Банк;2065;Рязанская обл.;3 476 240,00;3 521 799,00;-45 559,00;-1,29
474;14;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 424 069,00;3 303 472,00;120 597,00;3,65
475;-46;Универсальный Кредит;2903;Москва и обл.;3 420 919,00;4 494 573,00;-1 073 654,00;-23,89
476;7;Океан Банк;1697;Москва и обл.;3 415 240,00;3 390 401,00;24 839,00;0,73
477;12;Уссури;596;Хабаровский край;3 407 950,00;3 289 791,00;118 159,00;3,59
478;-13;Форус Банк;3457;Нижегородская обл.;3 406 197,00;3 583 004,00;-176 807,00;-4,93
479;-62;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 393 181,00;4 747 572,00;-1 354 391,00;-28,53
480;19;НБК-Банк;3283;Москва и обл.;3 376 932,00;2 988 795,00;388 137,00;12,99
481;-33;Мираф-Банк;2244;Омская обл.;3 345 526,00;3 995 914,00;-650 388,00;-16,28
482;12;Донинвест;1617;Ростовская обл.;3 334 678,00;3 166 761,00;167 917,00;5,30
483;10;Смартбанк;3408;Москва и обл.;3 304 981,00;3 199 577,00;105 404,00;3,29
484;29;Преодоление;2649;Москва и обл.;3 290 990,00;2 819 366,00;471 624,00;16,73
485;-13;Интерактивный Банк;3378;Москва и обл.;3 289 140,00;3 484 761,00;-195 621,00;-5,61
486;-4;Торговый Городской Банк;3180;Тверская обл.;3 223 967,00;3 392 096,00;-168 129,00;-4,96
487;5;Венец;524;Ульяновская обл.;3 182 748,00;3 237 401,00;-54 653,00;-1,69
488;-7;Профессионал Банк;2471;Москва и обл.;3 176 915,00;3 397 238,00;-220 323,00;-6,49
489;1;РТС-Банк;3401;Самарская обл.;3 176 637,00;3 280 451,00;-103 814,00;-3,16
490;26;Народный Доверительный Банк;2374;Москва и обл.;3 162 452,00;2 750 171,00;412 281,00;14,99
491;18;Приоритет;3135;Самарская обл.;3 159 444,00;2 890 446,00;268 998,00;9,31
492;4;Владпромбанк;870;Владимирская обл.;3 151 613,00;3 132 673,00;18 940,00;0,60
493;9;Енисей;474;Красноярский край;3 114 872,00;2 962 620,00;152 252,00;5,14
494;130;Рапида;3371;Москва и обл.;3 075 590,00;1 714 407,00;1 361 183,00;79,40
495;0;ЕвроАксис Банк;3273;Москва и обл.;3 073 850,00;3 135 613,00;-61 763,00;-1,97
496;10;Костромаселькомбанк;1115;Костромская обл.;3 060 568,00;2 923 772,00;136 796,00;4,68
497;8;Агророс;2860;Саратовская обл.;2 986 569,00;2 929 045,00;57 524,00;1,96
498;-12;Уралпромбанк;2964;Челябинская обл.;2 986 413,00;3 329 941,00;-343 528,00;-10,32
499;20;Росбизнесбанк;1405;Москва и обл.;2 971 475,00;2 700 654,00;270 821,00;10,03
500;4;НОКССбанк;3202;Волгоградская обл.;2 956 831,00;2 948 927,00;7 904,00;0,27
501;-1;Коммерческий Банк Развития;3364;Москва и обл.;2 944 572,00;2 982 909,00;-38 337,00;-1,29
502;55;Зираат Банк;2559;Москва и обл.;2 937 616,00;2 367 237,00;570 379,00;24,09
503;7;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 921 629,00;2 885 840,00;35 789,00;1,24
504;26;Мегаполис;3265;Чувашия;2 905 939,00;2 594 276,00;311 663,00;12,01
505;-7;Вологжанин;1896;Вологодская обл.;2 902 978,00;3 036 563,00;-133 585,00;-4,40
506;-5;Гринфилдбанк;2711;Москва и обл.;2 854 529,00;2 969 342,00;-114 813,00;-3,87
507;37;Капитал;575;Москва и обл.;2 842 771,00;2 456 452,00;386 319,00;15,73
508;75;Инкаробанк;2696;Москва и обл.;2 837 089,00;2 126 185,00;710 904,00;33,44
509;44;Витязь;2890;Москва и обл.;2 834 764,00;2 409 609,00;425 155,00;17,64
510;-2;Гагаринский;606;Москва и обл.;2 833 334,00;2 904 476,00;-71 142,00;-2,45
511;45;Апабанк;2404;Москва и обл.;2 828 510,00;2 379 610,00;448 900,00;18,86
512;-36;Сберинвестбанк;1743;Свердловская обл.;2 813 030,00;3 451 679,00;-638 649,00;-18,50
513;32;Первый Инвестиционный Банк;604;Москва и обл.;2 801 744,00;2 453 334,00;348 410,00;14,20
514;1;Диг-Банк;2423;Северная Осетия — Алания;2 784 196,00;2 801 972,00;-17 776,00;-0,63
515;-12;Унифондбанк;3416;Москва и обл.;2 762 509,00;2 959 384,00;-196 875,00;-6,65
516;63;Воронеж;654;Воронежская обл.;2 758 420,00;2 175 164,00;583 256,00;26,81
517;8;ИСБ;3010;Москва и обл.;2 756 051,00;2 611 921,00;144 130,00;5,52
518;36;Крокус-Банк;2682;Москва и обл.;2 706 132,00;2 386 583,00;319 549,00;13,39
519;5;Айви Банк;2055;Москва и обл.;2 677 350,00;2 617 263,00;60 087,00;2,30
520;27;Кошелев-Банк;3300;Самарская обл.;2 635 711,00;2 450 465,00;185 246,00;7,56
521;12;Проинвестбанк;784;Пермская обл.;2 633 902,00;2 556 269,00;77 633,00;3,04
522;27;Иваново;1763;Ивановская обл.;2 623 529,00;2 446 950,00;176 579,00;7,22
523;3;Братский АНКБ;1144;Иркутская обл.;2 622 271,00;2 610 117,00;12 154,00;0,47
524;-86;Система;2846;Москва и обл.;2 621 172,00;4 269 214,00;-1 648 042,00;-38,60
525;75;Эльбин;2267;Дагестан;2 617 728,00;1 940 476,00;677 252,00;34,90
