Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2013, тыс. рублей;Ноябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
801;24;Олма-Банк;3250;Москва и обл.;604 387,00;523 258,00;81 129,00;15,50
802;-19;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;596 582,00;704 398,00;-107 816,00;-15,31
803;3;Народный Земельно-Промышленный Банк;2873;Алтайский край;589 183,00;605 677,00;-16 494,00;-2,72
804;-42;Ауэрбанк;3105;Москва и обл.;587 726,00;827 930,00;-240 204,00;-29,01
805;14;Стар Альянс;3433;Москва и обл.;587 130,00;542 174,00;44 956,00;8,29
806;-3;Внешфинбанк;3173;Краснодарский край;576 146,00;613 670,00;-37 524,00;-6,11
807;19;Рента-Банк;3095;Москва и обл.;568 529,00;519 590,00;48 939,00;9,42
808;-1;Аскания Траст;286;Москва и обл.;567 256,00;596 944,00;-29 688,00;-4,97
809;13;Старый Кремль;2657;Москва и обл.;567 090,00;538 370,00;28 720,00;5,33
810;4;Лада-Кредит;2668;Москва и обл.;566 756,00;570 890,00;-4 134,00;-0,72
811;6;Арксбанк;1868;Воронежская обл.;566 591,00;558 872,00;7 719,00;1,38
812;21;Мигом;3323;Москва и обл.;564 373,00;486 032,00;78 341,00;16,12
813;5;Банк РСИ;3415;Москва и обл.;564 358,00;551 733,00;12 625,00;2,29
814;-1;Холдинвестбанк;2837;Москва и обл.;562 143,00;571 376,00;-9 233,00;-1,62
815;13;Имбанк;2098;Дагестан;558 912,00;514 751,00;44 161,00;8,58
816;0;Новокиб;1747;Кемеровская обл.;553 287,00;559 479,00;-6 192,00;-1,11
817;30;Межрегиональный Банк Реконструкции;2620;Москва и обл.;550 918,00;411 640,00;139 278,00;33,83
818;-3;Лидер;3304;Москва и обл.;547 486,00;559 502,00;-12 016,00;-2,15
819;16;Центрально-Европейский Банк;2670;Москва и обл.;539 544,00;475 867,00;63 677,00;13,38
820;-12;ГРиС-Банк;1928;Ставропольский край;523 952,00;588 469,00;-64 517,00;-10,96
821;-1;ФинТех;3499;Москва и обл.;521 755,00;540 980,00;-19 225,00;-3,55
822;5;Кутузовский;3190;Москва и обл.;519 834,00;514 798,00;5 036,00;0,98
823;30;ПрестижКредитБанк;2922;Дагестан;506 388,00;390 105,00;116 283,00;29,81
824;12;АвтоКредитБанк;1973;Татарстан;503 538,00;475 300,00;28 238,00;5,94
825;4;Европейский Стандарт;3200;Кабардино-Балкария;494 084,00;505 451,00;-11 367,00;-2,25
826;22;Народный Банк Тувы;1309;Тыва;488 509,00;407 418,00;81 091,00;19,90
827;-18;Дружба;990;Тюменская обл.;482 139,00;588 266,00;-106 127,00;-18,04
828;2;Северная Клиринговая Палата;3317;Архангельская обл.;481 687,00;498 996,00;-17 309,00;-3,47
829;-35;Объединенный Национальный Банк;2074;Нижегородская обл.;477 430,00;656 539,00;-179 109,00;-27,28
830;-19;АББ;2937;Москва и обл.;472 605,00;580 585,00;-107 980,00;-18,60
831;14;Далта-Банк;142;Приморский край;470 775,00;423 437,00;47 338,00;11,18
832;6;НКБ;2942;Калмыкия;467 447,00;465 207,00;2 240,00;0,48
833;6;Новый Коммерческий Банк;347;Дагестан;466 826,00;463 284,00;3 542,00;0,76
834;10;АлтайБизнес-Банк;2388;Алтайский край;464 556,00;429 028,00;35 528,00;8,28
835;-3;Надежность;2425;Курганская обл.;463 574,00;488 756,00;-25 182,00;-5,15
836;1;Энтузиастбанк;3048;Москва и обл.;461 007,00;474 154,00;-13 147,00;-2,77
837;5;Соверен Банк;3206;Москва и обл.;455 880,00;444 922,00;10 958,00;2,46
838;14;Таганрогбанк;3136;Ростовская обл.;448 748,00;390 962,00;57 786,00;14,78
839;32;Банк Берейт;3505;Санкт-Петербург и обл.;445 074,00;303 793,00;141 281,00;46,51
840;3;ИР-Кредит;1724;Москва и обл.;442 129,00;437 419,00;4 710,00;1,08
841;-17;Южный Региональный Банк;3015;Ростовская обл.;430 843,00;526 525,00;-95 682,00;-18,17
842;-2;МВС Банк;2407;Дагестан;429 155,00;460 505,00;-31 350,00;-6,81
843;7;Еврокапитал-Альянс;2672;Дагестан;424 608,00;400 858,00;23 750,00;5,92
844;11;Максимум;466;Ростовская обл.;417 218,00;385 577,00;31 641,00;8,21
845;34;Финчер;3486;Москва и обл.;412 988,00;243 871,00;169 117,00;69,35
846;5;РИТЦ Банк;2677;Москва и обл.;411 436,00;395 895,00;15 541,00;3,93
847;10;Алжан;2491;Дагестан;403 727,00;371 800,00;31 927,00;8,59
848;-2;Далетбанк;3049;Москва и обл.;402 242,00;416 942,00;-14 700,00;-3,53
849;5;Информпрогресс;2166;Москва и обл.;401 555,00;389 052,00;12 503,00;3,21
850;9;Логос;3233;Москва и обл.;396 538,00;354 964,00;41 574,00;11,71
851;-17;Вестинтербанк;3398;Москва и обл.;387 127,00;477 690,00;-90 563,00;-18,96
852;6;Альтернатива;3452;Москва и обл.;370 352,00;366 074,00;4 278,00;1,17
853;15;Платежи и Расчеты;3324;Самарская обл.;366 563,00;319 070,00;47 493,00;14,88
854;11;Эно;1988;Дагестан;352 668,00;323 140,00;29 528,00;9,14
855;-6;Континенталь;3184;Ставропольский край;351 630,00;403 893,00;-52 263,00;-12,94
856;-25;Дагестан;543;Дагестан;351 100,00;489 402,00;-138 302,00;-28,26
857;-1;Кредо Финанс;793;Дагестан;350 824,00;371 843,00;-21 019,00;-5,65
858;5;Сунжа;2023;Ингушетия;346 662,00;341 351,00;5 311,00;1,56
859;2;Конгресс-Банк;2330;Москва и обл.;339 290,00;345 845,00;-6 555,00;-1,90
860;2;Российская Финансовая Корпорация;3099;Москва и обл.;334 872,00;344 384,00;-9 512,00;-2,76
861;9;Онлайн Банк;2462;Москва и обл.;321 793,00;304 663,00;17 130,00;5,62
862;4;Дорис Банк;1679;Москва и обл.;318 825,00;321 632,00;-2 807,00;-0,87
864;8;Терра;3476;Москва и обл.;297 295,00;299 290,00;-1 995,00;-0,67
865;8;Сетевая Расчетная Палата;3332;Татарстан;296 419,00;298 388,00;-1 969,00;-0,66
866;9;Банк Фридом Финанс;1143;Сахалинская обл.;288 980,00;277 994,00;10 986,00;3,95
867;-3;Лэнд Кредит;1478;Москва и обл.;286 466,00;333 823,00;-47 357,00;-14,19
868;8;Регнум;3373;Москва и обл.;284 317,00;271 689,00;12 628,00;4,65
869;5;Каспий;639;Дагестан;277 811,00;296 990,00;-19 179,00;-6,46
870;16;Расчетный Банковский Центр;3487;Москва и обл.;277 650,00;180 422,00;97 228,00;53,89
871;6;Континент Финанс;149;Калужская обл.;274 586,00;267 455,00;7 131,00;2,67
872;-5;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;270 280,00;320 813,00;-50 533,00;-15,75
873;-32;ТЭСТ;3440;Москва и обл.;240 106,00;452 136,00;-212 030,00;-46,90
874;4;Тайдон;2085;Кемеровская обл.;238 704,00;245 208,00;-6 504,00;-2,65
875;7;Рунэтбанк;2829;Москва и обл.;221 998,00;206 377,00;15 621,00;7,57
876;5;Майма;1037;Республика Алтай;211 610,00;220 650,00;-9 040,00;-4,10
877;7;К2 Банк;2851;Дагестан;202 794,00;202 193,00;601,00;0,30
878;5;Северстройбанк;3507;Вологодская обл.;195 846,00;204 283,00;-8 437,00;-4,13
879;12;Евроинвест;3383;Москва и обл.;193 676,00;135 093,00;58 583,00;43,36
880;8;Красноярский Краевой Расчетный Центр;3483;Красноярский край;180 721,00;165 437,00;15 284,00;9,24
881;12;КредитАльянс;3472;Вологодская обл.;166 859,00;133 775,00;33 084,00;24,73
882;17;Платежный Клиринговый Дом;3343;Москва и обл.;145 160,00;94 377,00;50 783,00;53,81
883;7;Фидбэк;3502;Москва и обл.;143 837,00;136 493,00;7 344,00;5,38
884;8;Дальний Восток;3318;Тульская обл.;133 147,00;133 857,00;-710,00;-0,53
885;0;Русское Финансовое Общество;3427;Москва и обл.;118 189,00;180 634,00;-62 445,00;-34,57
886;10;Монета.ру;3508;Марий Эл;117 968,00;110 387,00;7 581,00;6,87
887;7;Зеленокумская;1239;Ставропольский край;117 619,00;116 933,00;686,00;0,59
888;10;Финансовые Услуги;3496;Москва и обл.;115 297,00;96 078,00;19 219,00;20,00
889;6;РИБ;2749;Москва и обл.;112 849,00;114 769,00;-1 920,00;-1,67
890;10;Интеррасчет;1618;Карачаево-Черкесия;96 225,00;93 736,00;2 489,00;2,66
891;-11;Уральская Расчетная Палата;3326;Москва и обл.;86 651,00;236 511,00;-149 860,00;-63,36
892;5;Умут;2435;Дагестан;85 977,00;102 293,00;-16 316,00;-15,95
893;8;Деньги.Мэйл.Ру;3511;Москва и обл.;82 417,00;82 417,00;0,00;0
894;8;Вест;2605;Москва и обл.;72 740,00;78 201,00;-5 461,00;-6,98
895;8;ЭнергоБизнес;3485;Москва и обл.;66 445,00;56 151,00;10 294,00;18,33
896;8;Единая Расчетная Палата;384;Москва и обл.;49 326,00;53 127,00;-3 801,00;-7,15
897;13;Сибирский Расчетный Центр;3308;Новосибирская обл.;47 405,00;40 371,00;7 034,00;17,42
898;9;Межрегиональный центр микрокредитования;3489;Воронежская обл.;42 624,00;42 635,00;-11,00;-0,03
899;10;Инновационный Расчетный Центр;3447;Москва и обл.;40 300,00;41 170,00;-870,00;-2,11
900;5;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;38 723,00;48 563,00;-9 840,00;-20,26
901;7;Первый Земельный Расчетный Центр;3381;Курская обл.;37 478,00;42 579,00;-5 101,00;-11,98
902;-15;Международная Уральская Расчетная Палата;3322;Москва и обл.;34 301,00;173 047,00;-138 746,00;-80,18
903;8;Транзит;2688;Дагестан;31 078,00;27 590,00;3 488,00;12,64
904;-15;Национальная Расчетная Компания;3386;Москва и обл.;27 085,00;148 701,00;-121 616,00;-81,79
905;8;Финансово-Расчетный Центр;3319;Астраханская обл.;25 239,00;14 088,00;11 151,00;79,15
906;6;Тор Кредит;3497;Москва и обл.;24 315,00;24 255,00;60,00;0,25
907;-1;Ассигнация;865;Ставропольский край;10 165,00;44 491,00;-34 326,00;-77,15
908;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 284,00;4 280,00;4,00;0,09
909;6;АРБ-Инкасс;3353;Москва и обл.;2 581,00;2 603,00;-22,00;-0,85
