Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2014, тыс. рублей;Июль, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-3;Екатеринбург;3161;Свердловская обл.;10 473 141,00;10 833 348,00;-360 207,00;-3,32
261;5;Международный Акционерный Банк;1987;Москва и обл.;10 373 841,00;10 061 515,00;312 326,00;3,10
262;-9;СИАБ;3245;Санкт-Петербург и обл.;10 340 357,00;10 989 159,00;-648 802,00;-5,90
263;-8;Экопромбанк;2011;Пермская обл.;10 339 268,00;10 913 227,00;-573 959,00;-5,26
264;-5;Хованский;2145;Москва и обл.;10 256 183,00;10 781 421,00;-525 238,00;-4,87
265;0;Энергомашбанк;52;Санкт-Петербург и обл.;10 249 974,00;10 113 023,00;136 951,00;1,35
266;4;Нефтяной Альянс;2859;Москва и обл.;10 056 561,00;9 828 111,00;228 450,00;2,32
267;-39;Эс-Би-Ай Банк;3185;Москва и обл.;10 050 924,00;13 195 032,00;-3 144 108,00;-23,83
268;0;Темпбанк;55;Москва и обл.;9 946 008,00;9 959 066,00;-13 058,00;-0,13
269;6;Банк Расчетов и Сбережений;2617;Москва и обл.;9 835 427,00;9 520 714,00;314 713,00;3,31
270;4;НИКО-Банк;702;Оренбургская обл.;9 785 344,00;9 575 087,00;210 257,00;2,20
271;-50;Кубаньторгбанк;478;Краснодарский край;9 707 582,00;14 067 143,00;-4 359 561,00;-30,99
272;1;Татсоцбанк;480;Татарстан;9 661 797,00;9 717 171,00;-55 374,00;-0,57
273;3;Мир Бизнес Банк;3396;Москва и обл.;9 628 441,00;9 205 609,00;422 832,00;4,59
274;5;2Т Банк;625;Москва и обл.;9 252 964,00;8 910 154,00;342 810,00;3,85
275;6;Европейский;1616;Калининградская обл.;9 203 234,00;8 663 066,00;540 168,00;6,24
276;1;КС Банк;1752;Мордовия;9 111 299,00;9 170 463,00;-59 164,00;-0,65
277;1;Промсбербанк;1043;Москва и обл.;9 062 846,00;8 922 396,00;140 450,00;1,57
278;4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 713 726,00;8 645 534,00;68 192,00;0,79
279;4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 588 010,00;8 644 364,00;-56 354,00;-0,65
280;5;Ставропольпромстройбанк;1288;Ставропольский край;8 577 866,00;8 414 884,00;162 982,00;1,94
281;5;Бенифит-Банк;3229;Москва и обл.;8 534 878,00;8 370 619,00;164 259,00;1,96
282;5;Евромет;2902;Москва и обл.;8 470 639,00;8 364 973,00;105 666,00;1,26
283;-3;Банк Жилищного Финансирования;3138;Москва и обл.;8 462 131,00;8 834 203,00;-372 072,00;-4,21
284;9;Углеметбанк;2997;Челябинская обл.;8 423 194,00;8 140 659,00;282 535,00;3,47
285;-1;Нефтепромбанк;2156;Москва и обл.;8 413 973,00;8 583 462,00;-169 489,00;-1,97
286;-38;Руснарбанк;3403;Москва и обл.;8 225 954,00;11 245 363,00;-3 019 409,00;-26,85
287;4;Волга-Кредит;1153;Самарская обл.;8 207 884,00;8 183 033,00;24 851,00;0,30
288;1;РусЮгбанк;2093;Волгоградская обл.;8 187 767,00;8 323 564,00;-135 797,00;-1,63
289;3;Белгородсоцбанк;760;Белгородская обл.;8 072 609,00;8 162 467,00;-89 858,00;-1,10
290;12;Промтрансбанк;2638;Башкортостан;7 970 640,00;7 793 853,00;176 787,00;2,27
291;3;Новопокровский;467;Краснодарский край;7 943 994,00;8 044 442,00;-100 448,00;-1,25
292;5;Московский Нефтехимический Банк;1411;Москва и обл.;7 897 605,00;7 941 385,00;-43 780,00;-0,55
293;2;РЕСО Кредит;3450;Москва и обл.;7 858 736,00;8 041 197,00;-182 461,00;-2,27
294;6;Рускобанк;138;Санкт-Петербург и обл.;7 853 862,00;7 850 227,00;3 635,00;0,05
295;-7;Джей энд Ти Банк;3061;Москва и обл.;7 845 113,00;8 345 076,00;-499 963,00;-5,99
296;7;Снежинский;1376;Челябинская обл.;7 818 472,00;7 760 745,00;57 727,00;0,74
297;10;Инбанк;1829;Москва и обл.;7 812 408,00;7 664 540,00;147 868,00;1,93
298;6;Уралкапиталбанк;2519;Башкортостан;7 761 166,00;7 743 517,00;17 649,00;0,23
299;6;Агросоюз;1459;Москва и обл.;7 750 040,00;7 683 925,00;66 115,00;0,86
300;-4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 736 508,00;7 997 919,00;-261 411,00;-3,27
301;0;Экспресс-Кредит;210;Москва и обл.;7 730 582,00;7 813 873,00;-83 291,00;-1,07
302;-3;Роспромбанк;3204;Москва и обл.;7 706 196,00;7 896 421,00;-190 225,00;-2,41
303;9;Банк БКФ;2684;Москва и обл.;7 615 075,00;7 497 901,00;117 174,00;1,56
304;-14;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;7 608 912,00;8 201 708,00;-592 796,00;-7,23
305;3;Славия;2664;Москва и обл.;7 608 612,00;7 595 427,00;13 185,00;0,17
306;10;Еврокоммерц;1777;Москва и обл.;7 607 200,00;7 305 798,00;301 402,00;4,13
307;4;Финам Банк;2799;Москва и обл.;7 561 365,00;7 503 350,00;58 015,00;0,77
308;-10;Адмиралтейский;3054;Москва и обл.;7 524 661,00;7 941 089,00;-416 428,00;-5,24
309;0;Миллениум Банк;3423;Москва и обл.;7 442 474,00;7 590 591,00;-148 117,00;-1,95
310;5;Северо-Восточный Альянс;2768;Москва и обл.;7 434 176,00;7 320 872,00;113 304,00;1,55
311;-1;Датабанк;646;Удмуртия;7 432 652,00;7 524 111,00;-91 459,00;-1,22
312;2;ПИР Банк;2655;Москва и обл.;7 417 990,00;7 450 916,00;-32 926,00;-0,44
313;0;Томскпромстройбанк;1720;Томская обл.;7 368 187,00;7 496 439,00;-128 252,00;-1,71
314;8;Русский Торговый Банк;2842;Москва и обл.;7 201 155,00;6 953 758,00;247 397,00;3,56
315;11;Ассоциация;732;Нижегородская обл.;7 200 475,00;6 899 691,00;300 784,00;4,36
316;18;Вега-Банк;3270;Москва и обл.;7 141 315,00;6 562 605,00;578 710,00;8,82
317;11;Юг-Инвестбанк;2772;Краснодарский край;7 093 227,00;6 850 301,00;242 926,00;3,55
318;2;Анкор Банк;889;Татарстан;7 084 909,00;7 083 983,00;926,00;0,01
319;-13;Кузнецкий Мост;2254;Москва и обл.;7 050 817,00;7 664 571,00;-613 754,00;-8,01
320;-3;УМ-Банк;1441;Свердловская обл.;7 014 889,00;7 163 252,00;-148 363,00;-2,07
321;26;Инвестиционный Союз;637;Москва и обл.;6 971 737,00;6 026 583,00;945 154,00;15,68
322;-1;Ури Банк;3479;Москва и обл.;6 964 913,00;6 982 330,00;-17 417,00;-0,25
323;1;ФДБ;3071;Москва и обл.;6 949 525,00;6 905 988,00;43 537,00;0,63
324;-6;Вокбанк;312;Нижегородская обл.;6 949 175,00;7 148 230,00;-199 055,00;-2,78
325;0;Ренессанс;1939;Москва и обл.;6 911 935,00;6 901 002,00;10 933,00;0,16
326;9;Развитие;2729;Карачаево-Черкесия;6 817 357,00;6 533 833,00;283 524,00;4,34
327;0;Славянский Кредит;2960;Москва и обл.;6 805 165,00;6 870 184,00;-65 019,00;-0,95
328;2;Спецсетьстройбанк;3062;Москва и обл.;6 749 081,00;6 662 918,00;86 163,00;1,29
329;2;Русь;704;Оренбургская обл.;6 746 887,00;6 657 773,00;89 114,00;1,34
330;2;Бинбанк Тверь;777;Тверская обл.;6 736 392,00;6 635 132,00;101 260,00;1,53
331;-2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 578 988,00;6 833 459,00;-254 471,00;-3,72
332;168;Российская Финансовая Корпорация;3099;Москва и обл.;6 573 899,00;2 769 295,00;3 804 604,00;137,39
333;23;Бинбанк Мурманск;1276;Мурманская обл.;6 572 058,00;5 778 179,00;793 879,00;13,74
334;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 569 053,00;6 509 795,00;59 258,00;0,91
335;-16;Торгово-Строительный Банк;1250;Москва и обл.;6 552 966,00;7 098 000,00;-545 034,00;-7,68
336;-3;Трансстройбанк;2807;Москва и обл.;6 507 861,00;6 581 483,00;-73 622,00;-1,12
337;4;Новый Московский Банк;2932;Москва и обл.;6 417 329,00;6 326 304,00;91 025,00;1,44
338;1;Актив Банк;2529;Мордовия;6 391 173,00;6 384 457,00;6 716,00;0,11
339;-16;Альба Альянс;2593;Москва и обл.;6 380 913,00;6 915 399,00;-534 486,00;-7,73
340;2;Бинбанк Столица;3052;Москва и обл.;6 369 216,00;6 281 891,00;87 325,00;1,39
341;-1;Банк Казани;708;Татарстан;6 358 556,00;6 354 040,00;4 516,00;0,07
342;48;Банк Заречье;817;Татарстан;6 262 157,00;4 875 125,00;1 387 032,00;28,45
343;2;Таатта;1249;Саха (Якутия);6 146 586,00;6 106 651,00;39 935,00;0,65
344;2;Эл Банк;1025;Самарская обл.;6 122 711,00;6 076 012,00;46 699,00;0,77
345;-1;Северный Народный Банк;2721;Коми;6 100 031,00;6 198 376,00;-98 345,00;-1,59
346;3;Верхневолжский;1084;Ярославская обл.;6 066 025,00;5 924 176,00;141 849,00;2,39
347;13;Финансовый Стандарт;1053;Москва и обл.;6 024 161,00;5 694 053,00;330 108,00;5,80
348;-5;Региональный Банк Развития;2782;Башкортостан;5 988 088,00;6 245 260,00;-257 172,00;-4,12
349;21;Донкомбанк;492;Ростовская обл.;5 968 443,00;5 342 619,00;625 824,00;11,71
350;2;Банк на Красных Воротах;2472;Москва и обл.;5 925 036,00;5 861 963,00;63 073,00;1,08
351;-1;Банк Торгового Финансирования;1982;Москва и обл.;5 920 433,00;5 914 128,00;6 305,00;0,11
352;2;Кранбанк;2271;Ивановская обл.;5 867 459,00;5 835 043,00;32 416,00;0,56
353;5;Эргобанк;2856;Москва и обл.;5 856 882,00;5 754 388,00;102 494,00;1,78
354;1;Век;2299;Москва и обл.;5 800 008,00;5 821 158,00;-21 150,00;-0,36
355;6;Национальный Залоговый Банк;2944;Москва и обл.;5 775 183,00;5 660 265,00;114 918,00;2,03
356;9;Северный Кредит;2398;Вологодская обл.;5 765 480,00;5 577 188,00;188 292,00;3,38
357;7;Международный Банк Развития;2704;Москва и обл.;5 742 785,00;5 584 145,00;158 640,00;2,84
358;-7;РАМ Банк;3480;Москва и обл.;5 689 896,00;5 879 954,00;-190 058,00;-3,23
359;24;Промрегионбанк;2123;Томская обл.;5 669 118,00;4 996 179,00;672 939,00;13,47
360;7;Чувашкредитпромбанк;1280;Чувашия;5 617 316,00;5 377 359,00;239 957,00;4,46
361;5;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 584 945,00;5 527 284,00;57 661,00;1,04
362;7;Эксперт Банк;2949;Омская обл.;5 576 466,00;5 349 944,00;226 522,00;4,23
363;-15;Голдман Сакс Банк;3490;Москва и обл.;5 560 275,00;5 943 739,00;-383 464,00;-6,45
364;7;Милбанк;3256;Москва и обл.;5 553 969,00;5 323 625,00;230 344,00;4,33
365;-3;Автоградбанк;1455;Татарстан;5 537 375,00;5 655 464,00;-118 089,00;-2,09
366;-28;Банк Инноваций и Развития;2647;Москва и обл.;5 512 170,00;6 451 001,00;-938 831,00;-14,55
367;15;Нэклис-Банк;1671;Москва и обл.;5 463 455,00;5 040 739,00;422 716,00;8,39
368;0;Тюменьагропромбанк;917;Тюменская обл.;5 447 941,00;5 367 472,00;80 469,00;1,50
369;-6;Финанс Бизнес Банк;520;Москва и обл.;5 442 530,00;5 632 244,00;-189 714,00;-3,37
370;9;Хакасский Муниципальный Банк;1049;Хакасия;5 281 918,00;5 165 183,00;116 735,00;2,26
371;6;Сибсоцбанк;2015;Алтайский край;5 248 598,00;5 180 268,00;68 330,00;1,32
372;2;Камский Коммерческий Банк;438;Татарстан;5 196 992,00;5 229 797,00;-32 805,00;-0,63
373;8;Зенит Сочи;232;Краснодарский край;5 172 867,00;5 090 792,00;82 075,00;1,61
374;-2;Объединенная Расчетная Система;3342;Москва и обл.;5 153 426,00;5 309 365,00;-155 939,00;-2,94
375;13;Банк Развития Технологий;3441;Москва и обл.;5 151 224,00;4 914 179,00;237 045,00;4,82
376;-40;Земкомбанк;574;Ростовская обл.;5 120 591,00;6 523 443,00;-1 402 852,00;-21,50
377;-4;Промэнергобанк;2728;Вологодская обл.;5 093 540,00;5 231 797,00;-138 257,00;-2,64
378;-21;Невский Банк;1068;Санкт-Петербург и обл.;5 082 192,00;5 764 431,00;-682 239,00;-11,84
379;13;Синко-Банк;2838;Москва и обл.;5 064 793,00;4 769 825,00;294 968,00;6,18
380;6;Международный Коммерческий Банк;2524;Москва и обл.;5 054 978,00;4 947 989,00;106 989,00;2,16
381;-1;Мосуралбанк;2468;Москва и обл.;5 028 757,00;5 115 566,00;-86 809,00;-1,70
382;-29;Экономикс-Банк;2136;Москва и обл.;5 007 698,00;5 845 477,00;-837 779,00;-14,33
383;6;Бинбанк Смоленск;1957;Смоленская обл.;4 999 736,00;4 875 255,00;124 481,00;2,55
384;0;Стройлесбанк;2995;Тюменская обл.;4 999 590,00;4 965 869,00;33 721,00;0,68
385;55;Азия-Инвест Банк;3303;Москва и обл.;4 983 181,00;3 775 867,00;1 207 314,00;31,97
386;-10;Объединенный Кредитный Банк;1118;Владимирская обл.;4 982 337,00;5 227 315,00;-244 978,00;-4,69
387;-12;Дагэнергобанк;3286;Дагестан;4 960 871,00;5 228 188,00;-267 317,00;-5,11
388;12;Риабанк;3434;Москва и обл.;4 945 537,00;4 632 483,00;313 054,00;6,76
389;-2;ВостСибтранскомбанк;2731;Иркутская обл.;4 915 137,00;4 920 896,00;-5 759,00;-0,12
390;-12;Проминвестбанк;2433;Москва и обл.;4 910 979,00;5 176 451,00;-265 472,00;-5,13
391;7;Москва-Сити;3247;Москва и обл.;4 858 724,00;4 669 848,00;188 876,00;4,04
392;-1;Банкхаус Эрбе;1717;Москва и обл.;4 851 748,00;4 872 836,00;-21 088,00;-0,43
393;6;Зернобанк;2337;Алтайский край;4 839 000,00;4 664 394,00;174 606,00;3,74
394;1;Газстройбанк;2919;Москва и обл.;4 819 216,00;4 740 150,00;79 066,00;1,67
395;-10;Межтрастбанк;2493;Москва и обл.;4 743 986,00;4 949 376,00;-205 390,00;-4,15
396;22;Конфидэнс Банк;970;Костромская обл.;4 740 474,00;4 311 984,00;428 490,00;9,94
397;-3;Банк ИТБ;3128;Москва и обл.;4 666 342,00;4 767 988,00;-101 646,00;-2,13
398;-5;МАК-Банк;1088;Москва и обл.;4 643 313,00;4 768 203,00;-124 890,00;-2,62
399;10;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 615 366,00;4 433 261,00;182 105,00;4,11
400;11;Оргбанк;3312;Москва и обл.;4 613 299,00;4 424 786,00;188 513,00;4,26
401;4;Идея Банк;430;Краснодарский край;4 610 111,00;4 528 035,00;82 076,00;1,81
402;0;Межрегиональный промышленно-строительный банк;752;Мордовия;4 610 035,00;4 595 297,00;14 738,00;0,32
403;12;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 566 249,00;4 347 127,00;219 122,00;5,04
404;18;Московский Коммерческий Банк;3172;Москва и обл.;4 516 467,00;4 194 935,00;321 532,00;7,66
405;1;Банк Кремлевский;2905;Москва и обл.;4 485 385,00;4 519 422,00;-34 037,00;-0,75
406;-9;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 459 084,00;4 695 898,00;-236 814,00;-5,04
407;1;Русский Трастовый Банк;1139;Москва и обл.;4 455 122,00;4 480 859,00;-25 737,00;-0,57
408;-4;Союзный;3236;Москва и обл.;4 430 495,00;4 551 574,00;-121 079,00;-2,66
409;-8;Енисейский Объединенный Банк;2645;Красноярский край;4 421 661,00;4 630 586,00;-208 925,00;-4,51
410;14;Сити Инвест Банк;3194;Санкт-Петербург и обл.;4 410 820,00;4 182 149,00;228 671,00;5,47
411;34;Владпромбанк;870;Владимирская обл.;4 401 733,00;3 670 843,00;730 890,00;19,91
412;-16;Экси-Банк;2530;Санкт-Петербург и обл.;4 399 540,00;4 730 833,00;-331 293,00;-7,00
413;1;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 371 182,00;4 358 397,00;12 785,00;0,29
414;-11;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 360 861,00;4 570 312,00;-209 451,00;-4,58
415;-5;Платина;2347;Москва и обл.;4 294 210,00;4 426 826,00;-132 616,00;-3,00
416;-4;Кроссинвестбанк;2849;Москва и обл.;4 214 245,00;4 423 699,00;-209 454,00;-4,73
417;8;Бланк Банк;2368;Москва и обл.;4 175 789,00;4 173 482,00;2 307,00;0,06
418;8;Профит Банк;3234;Москва и обл.;4 167 982,00;4 168 972,00;-990,00;-0,02
419;-6;Руссобанк;2313;Москва и обл.;4 160 530,00;4 359 398,00;-198 868,00;-4,56
420;0;Ю Би Эс Банк;3463;Москва и обл.;4 160 294,00;4 250 135,00;-89 841,00;-2,11
421;-2;Торговый Городской Банк;3180;Тверская обл.;4 143 708,00;4 261 618,00;-117 910,00;-2,77
422;-15;Новобанк;1352;Новгородская обл.;4 136 629,00;4 496 515,00;-359 886,00;-8,00
423;-2;Кузнецкий;609;Пензенская обл.;4 098 923,00;4 229 332,00;-130 409,00;-3,08
424;-7;Сибнефтебанк;385;Тюменская обл.;4 092 272,00;4 319 909,00;-227 637,00;-5,27
425;-2;Лесбанк;1598;Москва и обл.;4 088 418,00;4 183 418,00;-95 000,00;-2,27
426;11;Леноблбанк;1003;Санкт-Петербург и обл.;4 068 713,00;3 870 482,00;198 231,00;5,12
427;5;Банк Раунд;2506;Москва и обл.;4 065 131,00;3 998 636,00;66 495,00;1,66
428;2;Роял Кредит Банк;783;Хабаровский край;4 044 562,00;4 012 116,00;32 446,00;0,81
429;5;Народный Доверительный Банк;2374;Москва и обл.;4 005 917,00;3 927 219,00;78 698,00;2,00
430;3;Земский Банк;2900;Самарская обл.;3 995 226,00;3 947 313,00;47 913,00;1,21
431;-15;Реалист Банк;1067;Иркутская обл.;3 969 268,00;4 329 934,00;-360 666,00;-8,33
432;-5;Банк Экономический Союз;2798;Москва и обл.;3 962 738,00;4 134 078,00;-171 340,00;-4,14
433;16;Мираф-Банк;2244;Омская обл.;3 947 688,00;3 590 539,00;357 149,00;9,95
434;4;Форус Банк;3457;Нижегородская обл.;3 933 990,00;3 850 823,00;83 167,00;2,16
435;1;Горбанк;2982;Санкт-Петербург и обл.;3 914 984,00;3 894 565,00;20 419,00;0,52
436;7;Мастер-Капитал;3011;Москва и обл.;3 914 879,00;3 719 026,00;195 853,00;5,27
437;-6;Ермак;1809;Тюменская обл.;3 878 186,00;4 008 640,00;-130 454,00;-3,25
438;19;Кошелев-Банк;3300;Самарская обл.;3 876 449,00;3 364 592,00;511 857,00;15,21
439;-10;Нейва;1293;Свердловская обл.;3 842 476,00;4 018 053,00;-175 577,00;-4,37
440;2;Бест Эффортс Банк;435;Москва и обл.;3 802 575,00;3 722 965,00;79 610,00;2,14
441;3;Финансово-Промышленный Капитал;3295;Москва и обл.;3 771 658,00;3 708 636,00;63 022,00;1,70
442;-1;Еврокредит;2957;Москва и обл.;3 767 461,00;3 763 123,00;4 338,00;0,12
443;-4;Церих;3278;Орловская обл.;3 752 303,00;3 814 799,00;-62 496,00;-1,64
444;-16;ИТ Банк;2609;Омская обл.;3 719 813,00;4 068 970,00;-349 157,00;-8,58
445;5;Воронеж;654;Воронежская обл.;3 703 679,00;3 586 259,00;117 420,00;3,27
446;-11;Промсельхозбанк;538;Москва и обл.;3 686 714,00;3 909 709,00;-222 995,00;-5,70
447;-1;Витабанк;356;Санкт-Петербург и обл.;3 618 351,00;3 643 273,00;-24 922,00;-0,68
448;5;Крыловский;456;Краснодарский край;3 605 341,00;3 426 165,00;179 176,00;5,23
449;-2;Коммерческий Индо Банк;3446;Москва и обл.;3 585 220,00;3 634 326,00;-49 106,00;-1,35
450;2;Профессионал Банк;3296;Москва и обл.;3 519 381,00;3 437 314,00;82 067,00;2,39
451;0;Венец;524;Ульяновская обл.;3 482 646,00;3 505 124,00;-22 478,00;-0,64
452;-4;Ваш Личный Банк;1222;Иркутская обл.;3 454 617,00;3 606 225,00;-151 608,00;-4,20
453;17;Элита;1399;Калужская обл.;3 412 824,00;3 124 446,00;288 378,00;9,23
454;15;Уссури;596;Хабаровский край;3 385 816,00;3 172 076,00;213 740,00;6,74
455;7;Океан Банк;1697;Москва и обл.;3 380 667,00;3 317 946,00;62 721,00;1,89
456;21;Итуруп;2390;Сахалинская обл.;3 372 951,00;3 054 422,00;318 529,00;10,43
457;-1;Живаго Банк;2065;Рязанская обл.;3 371 180,00;3 382 598,00;-11 418,00;-0,34
458;3;Профессионал Банк;2471;Москва и обл.;3 369 841,00;3 354 222,00;15 619,00;0,47
459;-4;Алтайкапиталбанк;2659;Алтайский край;3 358 593,00;3 395 576,00;-36 983,00;-1,09
460;-6;РБА;3413;Москва и обл.;3 285 795,00;3 408 464,00;-122 669,00;-3,60
461;6;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 267 269,00;3 222 280,00;44 989,00;1,40
462;1;Камчаткомагропромбанк;545;Камчатская обл.;3 241 691,00;3 286 205,00;-44 514,00;-1,35
463;10;Гагаринский;606;Москва и обл.;3 235 012,00;3 083 895,00;151 117,00;4,90
464;8;Вологжанин;1896;Вологодская обл.;3 210 812,00;3 094 391,00;116 421,00;3,76
465;-7;Новое Время;3492;Москва и обл.;3 192 984,00;3 364 349,00;-171 365,00;-5,09
466;2;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 192 906,00;3 212 082,00;-19 176,00;-0,60
467;7;НБК-Банк;3283;Москва и обл.;3 190 254,00;3 078 079,00;112 175,00;3,64
468;-9;Витязь;2890;Москва и обл.;3 153 856,00;3 356 669,00;-202 813,00;-6,04
469;-4;МС Банк Рус;2789;Москва и обл.;3 146 810,00;3 232 641,00;-85 831,00;-2,66
470;6;Аксонбанк;680;Костромская обл.;3 081 824,00;3 061 792,00;20 032,00;0,65
471;15;НОКССбанк;3202;Волгоградская обл.;3 074 119,00;2 917 507,00;156 612,00;5,37
472;10;Уралпромбанк;2964;Челябинская обл.;3 058 373,00;2 948 358,00;110 015,00;3,73
473;-13;Интеркредит;3047;Москва и обл.;3 055 620,00;3 355 411,00;-299 791,00;-8,93
474;1;Долинск;857;Сахалинская обл.;3 049 235,00;3 069 259,00;-20 024,00;-0,65
475;14;Айви Банк;2055;Москва и обл.;3 026 373,00;2 885 256,00;141 117,00;4,89
476;-5;Агророс;2860;Саратовская обл.;3 003 186,00;3 121 172,00;-117 986,00;-3,78
477;-13;Газтрансбанк;665;Адыгея;2 993 472,00;3 239 440,00;-245 968,00;-7,59
478;2;Интерактивный Банк;3378;Москва и обл.;2 977 396,00;2 956 235,00;21 161,00;0,72
479;13;Гринфилдбанк;2711;Москва и обл.;2 976 568,00;2 863 815,00;112 753,00;3,94
480;10;ИСБ;3010;Москва и обл.;2 964 115,00;2 874 801,00;89 314,00;3,11
481;-15;Банк РМП;2574;Москва и обл.;2 947 910,00;3 230 113,00;-282 203,00;-8,74
482;15;Столичный Кредит;2853;Москва и обл.;2 910 109,00;2 810 767,00;99 342,00;3,53
483;19;Универсальный Кредит;2903;Москва и обл.;2 905 794,00;2 747 344,00;158 450,00;5,77
484;11;Евроальянс;1781;Ивановская обл.;2 896 297,00;2 828 801,00;67 496,00;2,39
485;0;Енисей;474;Красноярский край;2 885 505,00;2 925 137,00;-39 632,00;-1,35
486;7;Крокус-Банк;2682;Москва и обл.;2 874 966,00;2 853 274,00;21 692,00;0,76
487;0;Приоритет;3135;Самарская обл.;2 864 970,00;2 894 961,00;-29 991,00;-1,04
488;-7;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 862 871,00;2 952 355,00;-89 484,00;-3,03
489;-6;РТС-Банк;3401;Самарская обл.;2 841 724,00;2 936 926,00;-95 202,00;-3,24
490;-2;Костромаселькомбанк;1115;Костромская обл.;2 839 581,00;2 893 151,00;-53 570,00;-1,85
491;12;Ринвестбанк;3262;Рязанская обл.;2 819 226,00;2 743 080,00;76 146,00;2,78
492;4;Финтрастбанк;3104;Москва и обл.;2 781 330,00;2 816 429,00;-35 099,00;-1,25
493;-15;Таурус Банк;655;Челябинская обл.;2 771 525,00;3 044 934,00;-273 409,00;-8,98
494;7;МФБанк;3163;Москва и обл.;2 763 127,00;2 761 349,00;1 778,00;0,06
495;4;Лайтбанк;3177;Москва и обл.;2 755 805,00;2 799 141,00;-43 336,00;-1,55
496;-5;Донинвест;1617;Ростовская обл.;2 730 310,00;2 869 123,00;-138 813,00;-4,84
497;8;Кубанский Универсальный Банк;2898;Краснодарский край;2 695 929,00;2 708 830,00;-12 901,00;-0,48
498;8;Капитал;575;Москва и обл.;2 676 702,00;2 681 826,00;-5 124,00;-0,19
499;-15;Преодоление;2649;Москва и обл.;2 633 402,00;2 932 539,00;-299 137,00;-10,20
500;13;Богородский Муниципальный Банк;2992;Москва и обл.;2 626 307,00;2 544 246,00;82 061,00;3,23
501;10;Росбизнесбанк;1405;Москва и обл.;2 625 496,00;2 575 018,00;50 478,00;1,96
502;6;Мегаполис;3265;Чувашия;2 624 005,00;2 621 580,00;2 425,00;0,09
503;6;Тульский Промышленник;2382;Тульская обл.;2 612 132,00;2 601 975,00;10 157,00;0,39
504;10;Братский АНКБ;1144;Иркутская обл.;2 607 201,00;2 524 556,00;82 645,00;3,27
505;2;Апабанк;2404;Москва и обл.;2 587 542,00;2 663 128,00;-75 586,00;-2,84
506;23;Зираат Банк;2559;Москва и обл.;2 581 476,00;2 366 367,00;215 109,00;9,09
507;-9;Система;2846;Москва и обл.;2 569 124,00;2 810 163,00;-241 039,00;-8,58
508;24;Объединенный Резервный Банк;937;Москва и обл.;2 547 527,00;2 342 969,00;204 558,00;8,73
509;-15;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 543 993,00;2 830 143,00;-286 150,00;-10,11
510;10;Юнистрим;3467;Москва и обл.;2 540 389,00;2 466 977,00;73 412,00;2,98
511;4;Выборг-Банк;720;Санкт-Петербург и обл.;2 526 513,00;2 511 150,00;15 363,00;0,61
512;10;Национальный Корпоративный Банк;3422;Москва и обл.;2 524 228,00;2 460 978,00;63 250,00;2,57
513;3;Сибэс;208;Омская обл.;2 497 792,00;2 506 485,00;-8 693,00;-0,35
514;3;Русский Национальный Банк;469;Ростовская обл.;2 482 922,00;2 496 448,00;-13 526,00;-0,54
515;-3;Татагропромбанк;728;Татарстан;2 458 941,00;2 546 920,00;-87 979,00;-3,45
516;-12;Бинбанк Сургут;1701;Тюменская обл.;2 444 428,00;2 723 530,00;-279 102,00;-10,25
517;7;Первый Инвестиционный Банк;604;Москва и обл.;2 433 760,00;2 425 698,00;8 062,00;0,33
518;7;Радиотехбанк;1166;Нижегородская обл.;2 433 322,00;2 414 343,00;18 979,00;0,79
519;2;Крона-Банк;2499;Иркутская обл.;2 425 525,00;2 464 774,00;-39 249,00;-1,59
520;28;Донхлеббанк;2285;Ростовская обл.;2 424 122,00;2 147 463,00;276 659,00;12,88
521;12;Сириус;3506;Омская обл.;2 417 721,00;2 324 023,00;93 698,00;4,03
522;-4;Мурманский Расчетный Центр;3341;Мурманская обл.;2 411 008,00;2 482 609,00;-71 601,00;-2,88
523;49;Викинг;2;Санкт-Петербург и обл.;2 409 086,00;1 984 385,00;424 701,00;21,40
524;-5;РСКБ;2050;Москва и обл.;2 407 742,00;2 473 315,00;-65 573,00;-2,65
525;-2;Богородский;1277;Нижегородская обл.;2 394 606,00;2 436 765,00;-42 159,00;-1,73
526;0;Иваново;1763;Ивановская обл.;2 388 737,00;2 397 835,00;-9 098,00;-0,38
