Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2017, тыс. рублей;Октябрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;-8;Финам Банк;2799;Москва и обл.;6 946 834,00;7 309 773,00;-362 939,00;-4,97
259;-3;Ю Би Эс Банк;3463;Москва и обл.;6 940 887,00;6 975 693,00;-34 806,00;-0,50
260;1;Северный Народный Банк;2721;Коми;6 930 330,00;6 852 979,00;77 351,00;1,13
261;-1;Газтрансбанк;665;Краснодарский край;6 894 875,00;6 898 195,00;-3 320,00;-0,05
262;1;Альба Альянс;2593;Москва и обл.;6 865 313,00;6 753 186,00;112 127,00;1,66
263;-5;Итуруп;2390;Сахалинская обл.;6 818 808,00;6 915 000,00;-96 192,00;-1,39
264;-2;Русь;704;Оренбургская обл.;6 736 417,00;6 823 905,00;-87 488,00;-1,28
265;13;Ростфинанс;481;Ростовская обл.;6 712 361,00;5 922 089,00;790 272,00;13,34
266;-1;Новобанк;1352;Новгородская обл.;6 691 328,00;6 589 111,00;102 217,00;1,55
267;3;Голдман Сакс Банк;3490;Москва и обл.;6 600 169,00;6 257 988,00;342 181,00;5,47
268;19;Зираат Банк;2559;Москва и обл.;6 587 104,00;5 446 481,00;1 140 623,00;20,94
269;-5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 555 876,00;6 620 108,00;-64 232,00;-0,97
270;-11;Проминвестбанк;2433;Москва и обл.;6 538 476,00;6 909 291,00;-370 815,00;-5,37
271;-4;Конфидэнс Банк;970;Костромская обл.;6 463 614,00;6 499 950,00;-36 336,00;-0,56
272;10;Бест Эффортс Банк;435;Москва и обл.;6 339 492,00;5 672 410,00;667 082,00;11,76
273;-1;Автоградбанк;1455;Татарстан;6 300 141,00;6 216 894,00;83 247,00;1,34
274;-5;Чувашкредитпромбанк;1280;Чувашия;6 293 179,00;6 349 577,00;-56 398,00;-0,89
275;-7;Союзный;3236;Москва и обл.;6 235 375,00;6 474 731,00;-239 356,00;-3,70
276;-5;Сибсоцбанк;2015;Алтайский край;6 154 857,00;6 225 142,00;-70 285,00;-1,13
277;-4;Агророс;2860;Саратовская обл.;6 147 444,00;6 191 289,00;-43 845,00;-0,71
278;27;Чайнасельхозбанк;3529;Москва и обл.;6 049 631,00;4 540 592,00;1 509 039,00;33,23
279;-2;Земский Банк;2900;Самарская обл.;5 964 747,00;5 948 485,00;16 262,00;0,27
280;1;Енисейский Объединенный Банк;2645;Красноярский край;5 938 017,00;5 725 335,00;212 682,00;3,71
281;-1;Уссури;596;Хабаровский край;5 919 038,00;5 841 729,00;77 309,00;1,32
282;-8;Банк БКФ;2684;Москва и обл.;5 889 355,00;6 176 099,00;-286 744,00;-4,64
283;-4;НБК-Банк;3283;Москва и обл.;5 873 942,00;5 865 650,00;8 292,00;0,14
284;-8;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 861 947,00;5 956 003,00;-94 056,00;-1,58
285;-10;ЮMoney;3510;Россия;5 769 140,00;6 125 445,00;-356 305,00;-5,82
286;-2;Кузнецкий;609;Пензенская обл.;5 590 848,00;5 492 378,00;98 470,00;1,79
287;-2;Зенит Сочи;232;Краснодарский край;5 409 584,00;5 480 102,00;-70 518,00;-1,29
288;0;Камский Коммерческий Банк;438;Татарстан;5 396 426,00;5 404 413,00;-7 987,00;-0,15
289;-3;Кубаньторгбанк;478;Краснодарский край;5 284 129,00;5 457 180,00;-173 051,00;-3,17
290;-1;Славянский Кредит;2960;Москва и обл.;5 253 790,00;5 339 849,00;-86 059,00;-1,61
291;-1;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 183 968,00;5 309 247,00;-125 279,00;-2,36
292;0;Банк ПСА Финанс Рус;3481;Москва и обл.;5 168 438,00;5 133 724,00;34 714,00;0,68
293;0;Севастопольский Морской Банк;3528;Севастополь;5 132 004,00;5 126 570,00;5 434,00;0,11
294;-3;Венец;524;Ульяновская обл.;5 127 649,00;5 201 749,00;-74 100,00;-1,42
295;-1;Нэклис-Банк;1671;Москва и обл.;5 070 564,00;5 049 576,00;20 988,00;0,42
296;10;Горбанк;2982;Санкт-Петербург и обл.;5 063 745,00;4 463 732,00;600 013,00;13,44
297;-2;Черноморский банк развития и реконструкции;3527;Симферополь;5 030 347,00;5 035 044,00;-4 697,00;-0,09
298;0;Евразийский Банк;969;Москва и обл.;4 645 650,00;4 877 355,00;-231 705,00;-4,75
299;0;Роял Кредит Банк;783;Приморский край;4 636 945,00;4 780 379,00;-143 434,00;-3,00
300;-3;Финансово-Промышленный Капитал;3295;Москва и обл.;4 632 618,00;4 922 931,00;-290 313,00;-5,90
301;6;Объединенный Резервный Банк;937;Москва и обл.;4 619 603,00;4 451 487,00;168 116,00;3,78
302;2;Стройлесбанк;2995;Тюменская обл.;4 554 643,00;4 559 141,00;-4 498,00;-0,10
303;-1;Платина;2347;Москва и обл.;4 523 648,00;4 594 387,00;-70 739,00;-1,54
304;-1;Банк Инноваций и Развития;2647;Москва и обл.;4 490 868,00;4 567 219,00;-76 351,00;-1,67
305;3;Мастер-Капитал;3011;Москва и обл.;4 487 475,00;4 360 952,00;126 523,00;2,90
306;-6;Московский Коммерческий Банк;3172;Москва и обл.;4 412 834,00;4 653 430,00;-240 596,00;-5,17
307;-11;Москва-Сити;3247;Москва и обл.;4 412 554,00;4 944 073,00;-531 519,00;-10,75
308;1;Банк Кремлевский;2905;Москва и обл.;4 390 582,00;4 332 682,00;57 900,00;1,34
309;-8;Витабанк;356;Санкт-Петербург и обл.;4 331 305,00;4 647 200,00;-315 895,00;-6,80
310;6;Аксонбанк;680;Костромская обл.;4 310 952,00;4 196 337,00;114 615,00;2,73
311;3;Руссобанк;2313;Москва и обл.;4 304 567,00;4 264 476,00;40 091,00;0,94
312;1;Донкомбанк;492;Ростовская обл.;4 291 147,00;4 287 020,00;4 127,00;0,10
313;4;Банкхаус Эрбе;1717;Москва и обл.;4 287 855,00;4 149 739,00;138 116,00;3,33
314;-3;УМ-Банк;1441;Москва и обл.;4 281 211,00;4 312 638,00;-31 427,00;-0,73
315;4;Долинск;857;Сахалинская обл.;4 162 444,00;4 059 106,00;103 338,00;2,55
316;-6;Юнистрим;3467;Москва и обл.;4 156 153,00;4 313 774,00;-157 621,00;-3,65
317;6;Мегаполис;3265;Чувашия;4 061 728,00;3 962 679,00;99 049,00;2,50
318;-3;Вологжанин;1896;Вологодская обл.;4 027 655,00;4 203 142,00;-175 487,00;-4,18
319;1;Экси-Банк;2530;Санкт-Петербург и обл.;3 989 449,00;4 026 878,00;-37 429,00;-0,93
320;5;Братский АНКБ;1144;Иркутская обл.;3 983 857,00;3 908 503,00;75 354,00;1,93
321;-3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 937 671,00;4 076 137,00;-138 466,00;-3,40
322;4;Межрегиональный промышленно-строительный банк;752;Мордовия;3 927 827,00;3 880 026,00;47 801,00;1,23
323;-11;Русский Национальный Банк;469;Ростовская обл.;3 925 037,00;4 307 330,00;-382 293,00;-8,88
324;0;ВостСибтранскомбанк;2731;Иркутская обл.;3 883 344,00;3 939 244,00;-55 900,00;-1,42
325;-4;Радиотехбанк;1166;Нижегородская обл.;3 881 651,00;4 015 570,00;-133 919,00;-3,33
326;25;Кузнецкий Мост;2254;Москва и обл.;3 851 648,00;3 146 346,00;705 302,00;22,42
327;-5;Инкахран;3454;Москва и обл.;3 782 197,00;3 992 480,00;-210 283,00;-5,27
328;2;НОКССбанк;3202;Волгоградская обл.;3 612 358,00;3 646 096,00;-33 738,00;-0,93
329;3;Эс-Би-Ай Банк;3185;Москва и обл.;3 605 408,00;3 609 254,00;-3 846,00;-0,11
330;6;Иваново;1763;Ивановская обл.;3 571 754,00;3 582 135,00;-10 381,00;-0,29
331;-4;Синко-Банк;2838;Москва и обл.;3 542 243,00;3 792 939,00;-250 696,00;-6,61
332;6;Живаго Банк;2065;Рязанская обл.;3 537 524,00;3 525 510,00;12 014,00;0,34
333;-2;Банк Торгового Финансирования;1982;Москва и обл.;3 514 429,00;3 614 987,00;-100 558,00;-2,78
334;6;Донхлеббанк;2285;Ростовская обл.;3 512 484,00;3 504 960,00;7 524,00;0,21
335;-2;Уралпромбанк;2964;Челябинская обл.;3 503 996,00;3 603 146,00;-99 150,00;-2,75
336;-1;Ермак;1809;Ханты-Мансийский АО — Югра;3 484 588,00;3 582 287,00;-97 699,00;-2,73
337;2;Крокус-Банк;2682;Москва и обл.;3 438 498,00;3 523 826,00;-85 328,00;-2,42
338;7;ЮМК Банк;3495;Краснодарский край;3 431 416,00;3 325 180,00;106 236,00;3,19
339;-10;Международный Коммерческий Банк;2524;Москва и обл.;3 410 137,00;3 665 313,00;-255 176,00;-6,96
340;-3;Алтайкапиталбанк;2659;Алтайский край;3 401 242,00;3 528 335,00;-127 093,00;-3,60
341;0;Еврокапитал-Альянс;2672;Ярославская обл.;3 377 746,00;3 460 568,00;-82 822,00;-2,39
342;2;Викинг;2;Санкт-Петербург и обл.;3 320 214,00;3 360 497,00;-40 283,00;-1,20
343;5;ИТ Банк;2609;Омская обл.;3 277 153,00;3 230 105,00;47 048,00;1,46
344;5;Банк Заречье;817;Татарстан;3 216 025,00;3 216 338,00;-313,00;-0,01
345;2;Взаимодействие;1704;Новосибирская обл.;3 192 704,00;3 233 036,00;-40 332,00;-1,25
346;21;БСТ-Банк;2883;Кемеровская обл.;3 167 157,00;2 817 644,00;349 513,00;12,40
347;-1;Камчаткомагропромбанк;545;Камчатская обл.;3 158 261,00;3 252 204,00;-93 943,00;-2,89
348;2;Евроальянс;1781;Ивановская обл.;3 153 126,00;3 193 147,00;-40 021,00;-1,25
349;-7;Унифондбанк;3416;Москва и обл.;3 128 363,00;3 415 080,00;-286 717,00;-8,40
350;2;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 121 825,00;3 137 445,00;-15 620,00;-0,50
351;4;Банк Реалист;2646;Москва и обл.;3 095 713,00;3 037 271,00;58 442,00;1,92
352;1;ПИР Банк;2655;Москва и обл.;3 087 529,00;3 087 772,00;-243,00;-0,01
353;4;РАМ Банк;3480;Москва и обл.;3 052 709,00;2 968 283,00;84 426,00;2,84
354;18;Внешфинбанк;3173;Краснодарский край;3 015 342,00;2 710 440,00;304 902,00;11,25
355;4;Центрально-Европейский Банк;2670;Забайкальский край;2 978 148,00;2 958 216,00;19 932,00;0,67
356;102;Земкомбанк;574;Ростовская обл.;2 977 132,00;1 372 601,00;1 604 531,00;116,90
357;13;Невский Банк;1068;Санкт-Петербург и обл.;2 958 201,00;2 731 638,00;226 563,00;8,29
358;5;Аспект;608;Москва и обл.;2 921 233,00;2 893 871,00;27 362,00;0,95
359;10;Первый Клиентский Банк;3436;Москва и обл.;2 900 345,00;2 783 589,00;116 756,00;4,19
360;0;Владбизнесбанк;903;Владимирская обл.;2 894 330,00;2 928 059,00;-33 729,00;-1,15
361;7;Озон Банк;3516;Москва и обл.;2 825 968,00;2 801 625,00;24 343,00;0,87
362;0;Сельмашбанк;106;Ростовская обл.;2 814 662,00;2 906 218,00;-91 556,00;-3,15
363;-7;РТС-Банк;3401;Самарская обл.;2 801 053,00;2 994 666,00;-193 613,00;-6,47
364;11;Уралфинанс;1370;Свердловская обл.;2 791 576,00;2 619 404,00;172 172,00;6,57
365;1;Йошкар-Ола;2802;Марий Эл;2 761 407,00;2 834 557,00;-73 150,00;-2,58
366;11;Заубер Банк;1614;Санкт-Петербург и обл.;2 756 174,00;2 520 185,00;235 989,00;9,36
367;-9;РБА;3413;Москва и обл.;2 717 751,00;2 963 086,00;-245 335,00;-8,28
368;-4;Кредит Экспресс;3186;Ростовская обл.;2 710 543,00;2 864 204,00;-153 661,00;-5,36
369;7;Бланк Банк;2368;Москва и обл.;2 691 235,00;2 617 317,00;73 918,00;2,82
370;3;Канский;860;Красноярский край;2 690 058,00;2 683 699,00;6 359,00;0,24
371;0;Далена Банк;1948;Москва и обл.;2 677 301,00;2 718 036,00;-40 735,00;-1,50
372;2;Костромаселькомбанк;1115;Костромская обл.;2 676 637,00;2 653 377,00;23 260,00;0,88
373;-19;Народный Доверительный Банк;2374;Москва и обл.;2 638 164,00;3 080 467,00;-442 303,00;-14,36
374;-13;Оргбанк;3312;Москва и обл.;2 619 376,00;2 916 773,00;-297 397,00;-10,20
375;-10;ИСБ;3010;Москва и обл.;2 567 707,00;2 850 307,00;-282 600,00;-9,91
376;-42;Новокиб;1747;Кемеровская обл.;2 556 306,00;3 588 747,00;-1 032 441,00;-28,77
377;6;Газнефтьбанк;3223;Саратовская обл.;2 496 571,00;2 423 937,00;72 634,00;3,00
378;1;ПэйПал Ру;3517;Москва и обл.;2 483 566,00;2 483 566,00;0,00;0
379;6;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 426 513,00;2 398 928,00;27 585,00;1,15
380;-37;Хованский;2145;Москва и обл.;2 425 665,00;3 364 740,00;-939 075,00;-27,91
381;10;Народный Банк;2249;Карачаево-Черкесия;2 410 858,00;2 329 297,00;81 561,00;3,50
382;-1;Элита;1399;Калужская обл.;2 410 476,00;2 450 968,00;-40 492,00;-1,65
383;25;Икано Банк;3519;Центр;2 405 005,00;2 095 351,00;309 654,00;14,78
384;-2;Банк Пермь;875;Пермская обл.;2 399 688,00;2 424 352,00;-24 664,00;-1,02
385;15;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 393 811,00;2 216 849,00;176 962,00;7,98
386;1;Кемсоцинбанк;96;Кемеровская обл.;2 390 099,00;2 376 301,00;13 798,00;0,58
387;1;Приобье;537;Ханты-Мансийский АО — Югра;2 378 027,00;2 376 149,00;1 878,00;0,08
388;2;Спутник;1071;Самарская обл.;2 333 982,00;2 342 646,00;-8 664,00;-0,37
389;6;Кросна-Банк;2607;Москва и обл.;2 328 017,00;2 290 961,00;37 056,00;1,62
390;-4;Система;2846;Москва и обл.;2 318 319,00;2 393 581,00;-75 262,00;-3,14
391;1;Вкабанк;1027;Астраханская обл.;2 281 560,00;2 312 605,00;-31 045,00;-1,34
392;1;Кредпромбанк;1165;Ярославская обл.;2 272 182,00;2 310 076,00;-37 894,00;-1,64
393;3;Бум-Банк;1137;Кабардино-Балкария;2 271 163,00;2 280 402,00;-9 239,00;-0,41
394;3;Примтеркомбанк;21;Приморский край;2 263 135,00;2 260 203,00;2 932,00;0,13
395;9;Новый Век;3417;Москва и обл.;2 255 738,00;2 160 014,00;95 724,00;4,43
396;15;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 253 566,00;2 065 572,00;187 994,00;9,10
397;2;Кетовский Коммерческий Банк;842;Курганская обл.;2 251 367,00;2 221 264,00;30 103,00;1,36
398;4;К2 Банк;2851;Карачаево-Черкесия;2 233 830,00;2 172 552,00;61 278,00;2,82
399;6;ИРС;272;Москва и обл.;2 227 313,00;2 152 165,00;75 148,00;3,49
400;9;Америкэн Экспресс Банк;3460;Москва и обл.;2 196 566,00;2 092 207,00;104 359,00;4,99
401;-7;Экономикс-Банк;2136;Москва и обл.;2 172 864,00;2 295 513,00;-122 649,00;-5,34
402;-4;Мурманский Расчетный Центр;3341;Мурманская обл.;2 155 660,00;2 241 060,00;-85 400,00;-3,81
403;3;Столичный Кредит;2853;Москва и обл.;2 148 521,00;2 128 541,00;19 980,00;0,94
404;-20;Первый Инвестиционный Банк;604;Москва и обл.;2 139 833,00;2 417 873,00;-278 040,00;-11,50
405;13;Первоуральскбанк;965;Свердловская обл.;2 119 629,00;1 974 692,00;144 937,00;7,34
406;18;Дом-Банк;3209;Москва и обл.;2 111 310,00;1 913 146,00;198 164,00;10,36
407;0;Спиритбанк;2053;Тульская обл.;2 093 461,00;2 105 240,00;-11 779,00;-0,56
408;-28;Россита-Банк;3257;Москва и обл.;2 086 910,00;2 462 414,00;-375 504,00;-15,25
409;-31;Новый Московский Банк;2932;Москва и обл.;2 084 662,00;2 486 509,00;-401 847,00;-16,16
410;-21;Банк РМП;2574;Москва и обл.;2 072 417,00;2 358 057,00;-285 640,00;-12,11
411;-1;Современные Стандарты Бизнеса;3397;Москва и обл.;2 071 527,00;2 090 906,00;-19 379,00;-0,93
412;1;Яринтербанк;2564;Ярославская обл.;2 054 373,00;2 052 784,00;1 589,00;0,08
413;1;Капитал;575;Москва и обл.;2 048 369,00;2 023 032,00;25 337,00;1,25
414;1;Майкопбанк;1136;Адыгея;2 040 554,00;2 011 455,00;29 099,00;1,45
415;-14;Банк Глобус;2438;Москва и обл.;1 996 092,00;2 202 753,00;-206 661,00;-9,38
416;0;Профессионал Банк;3296;Москва и обл.;1 989 258,00;1 988 899,00;359,00;0,02
417;-5;Старооскольский Агропромбанк;1050;Белгородская обл.;1 982 391,00;2 056 674,00;-74 283,00;-3,61
418;-15;Новый Символ;370;Москва и обл.;1 926 395,00;2 166 241,00;-239 846,00;-11,07
419;9;Нальчик;695;Кабардино-Балкария;1 899 974,00;1 868 043,00;31 931,00;1,71
420;6;Преодоление;2649;Москва и обл.;1 885 119,00;1 895 850,00;-10 731,00;-0,57
421;6;Великие Луки Банк;598;Псковская обл.;1 881 089,00;1 884 094,00;-3 005,00;-0,16
422;-3;Прайм Финанс;2758;Санкт-Петербург и обл.;1 880 707,00;1 972 929,00;-92 222,00;-4,67
423;-6;Социум-Банк;2881;Москва и обл.;1 877 402,00;1 985 658,00;-108 256,00;-5,45
424;-2;КОР;2148;Волгоградская обл.;1 869 571,00;1 917 619,00;-48 048,00;-2,51
425;12;Первый Дортрансбанк;3271;Кировская обл.;1 866 086,00;1 743 928,00;122 158,00;7,00
426;-6;Арзамас;1281;Нижегородская обл.;1 857 710,00;1 964 295,00;-106 585,00;-5,43
427;2;Республиканский Кредитный Альянс;3017;Москва и обл.;1 849 018,00;1 860 959,00;-11 941,00;-0,64
428;8;Новое Время;3492;Москва и обл.;1 845 005,00;1 768 699,00;76 306,00;4,31
429;-6;Росбизнесбанк;1405;Москва и обл.;1 841 255,00;1 915 001,00;-73 746,00;-3,85
430;0;Руна-Банк;3207;Москва и обл.;1 802 266,00;1 843 808,00;-41 542,00;-2,25
431;1;Саратов;330;Саратовская обл.;1 798 700,00;1 814 701,00;-16 001,00;-0,88
432;-11;Алтынбанк;2070;Татарстан;1 789 883,00;1 924 422,00;-134 539,00;-6,99
433;0;Апабанк;2404;Москва и обл.;1 789 512,00;1 808 763,00;-19 251,00;-1,06
434;5;Калуга;1151;Калужская обл.;1 743 861,00;1 698 527,00;45 334,00;2,67
435;-10;Лайтбанк;3177;Москва и обл.;1 726 111,00;1 912 195,00;-186 084,00;-9,73
436;5;Крона-Банк;2499;Иркутская обл.;1 716 205,00;1 665 247,00;50 958,00;3,06
437;6;Ноосфера;2650;Республика Алтай;1 691 405,00;1 606 137,00;85 268,00;5,31
438;0;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 675 481,00;1 718 359,00;-42 878,00;-2,50
439;-8;Московский Вексельный Банк;2697;Москва и обл.;1 662 863,00;1 826 607,00;-163 744,00;-8,96
440;-5;Промсельхозбанк;538;Москва и обл.;1 662 160,00;1 769 691,00;-107 531,00;-6,08
441;4;Проинвестбанк;784;Пермская обл.;1 656 314,00;1 584 700,00;71 614,00;4,52
442;0;Новый Кредитный Союз;3139;Москва и обл.;1 655 033,00;1 648 867,00;6 166,00;0,37
443;-9;ИК Банк;1732;Татарстан;1 622 808,00;1 778 751,00;-155 943,00;-8,77
444;6;Сервис Резерв;2034;Москва и обл.;1 620 726,00;1 521 742,00;98 984,00;6,50
445;-1;Тагилбанк;1635;Свердловская обл.;1 598 604,00;1 596 277,00;2 327,00;0,15
446;1;Кузбассхимбанк;2868;Кемеровская обл.;1 593 043,00;1 576 101,00;16 942,00;1,07
447;10;Космос;2245;Москва и обл.;1 582 931,00;1 419 609,00;163 322,00;11,50
448;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 575 261,00;1 564 373,00;10 888,00;0,70
449;2;Финтрастбанк;3104;Москва и обл.;1 568 563,00;1 520 331,00;48 232,00;3,17
450;5;АвтоКредитБанк;1973;Татарстан;1 556 228,00;1 465 640,00;90 588,00;6,18
451;-5;Синергия;2884;Саратовская обл.;1 555 729,00;1 576 697,00;-20 968,00;-1,33
452;-12;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 545 190,00;1 692 835,00;-147 645,00;-8,72
453;-4;Холмск;503;Сахалинская обл.;1 481 791,00;1 531 374,00;-49 583,00;-3,24
454;-1;Златкомбанк;568;Москва и обл.;1 445 689,00;1 480 935,00;-35 246,00;-2,38
455;13;МТИ Банк;1052;Москва и обл.;1 444 563,00;1 249 111,00;195 452,00;15,65
456;-2;Риал-Кредит;3393;Москва и обл.;1 405 297,00;1 473 260,00;-67 963,00;-4,61
457;3;Почтобанк;1788;Пермская обл.;1 384 402,00;1 349 755,00;34 647,00;2,57
458;1;Акцент;696;Оренбургская обл.;1 382 816,00;1 355 787,00;27 029,00;1,99
459;98;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;1 354 036,00;160 297,00;1 193 739,00;744,70
460;4;Инкаробанк;2696;Москва и обл.;1 314 411,00;1 290 080,00;24 331,00;1,89
461;-5;Вакобанк;1291;Псковская обл.;1 296 242,00;1 437 631,00;-141 389,00;-9,83
462;-10;Банк Фридом Финанс;1143;Москва и обл.;1 280 565,00;1 496 405,00;-215 840,00;-14,42
463;-2;Спецстройбанк;236;Москва и обл.;1 268 427,00;1 315 293,00;-46 866,00;-3,56
464;-1;РФИ Банк;3351;Москва и обл.;1 254 555,00;1 304 024,00;-49 469,00;-3,79
465;0;Агора;3231;Москва и обл.;1 244 936,00;1 285 823,00;-40 887,00;-3,18
466;3;Саммит Банк;85;Приморский край;1 219 536,00;1 243 384,00;-23 848,00;-1,92
467;3;Дон-Тексбанк;1818;Ростовская обл.;1 215 743,00;1 222 734,00;-6 991,00;-0,57
468;-2;Соколовский;2830;Москва и обл.;1 211 565,00;1 268 344,00;-56 779,00;-4,48
469;14;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 202 318,00;1 040 832,00;161 486,00;15,52
470;4;Курган;2568;Курганская обл.;1 187 963,00;1 164 663,00;23 300,00;2,00
471;0;Химик;1114;Нижегородская обл.;1 175 646,00;1 210 132,00;-34 486,00;-2,85
472;0;Невастройинвест;1926;Санкт-Петербург и обл.;1 147 448,00;1 200 150,00;-52 702,00;-4,39
473;4;Тендер-Банк;2252;Москва и обл.;1 146 763,00;1 107 578,00;39 185,00;3,54
474;-1;ЕАТП Банк;1765;Астраханская обл.;1 146 354,00;1 166 608,00;-20 254,00;-1,74
475;4;Байкалкредобанк;2990;Иркутская обл.;1 120 572,00;1 095 726,00;24 846,00;2,27
476;6;ГринКомБанк;1184;Иркутская обл.;1 118 429,00;1 082 358,00;36 071,00;3,33
477;1;Михайловский ПЖСБ;2961;Волгоградская обл.;1 115 379,00;1 105 820,00;9 559,00;0,86
478;-3;Прохладный;874;Кабардино-Балкария;1 111 899,00;1 121 190,00;-9 291,00;-0,83
479;10;Майский;1673;Кабардино-Балкария;1 106 494,00;998 173,00;108 321,00;10,85
480;-18;Тексбанк;2756;Карачаево-Черкесия;1 091 008,00;1 310 503,00;-219 495,00;-16,75
481;-5;Регионфинансбанк;3357;Москва и обл.;1 087 234,00;1 113 524,00;-26 290,00;-2,36
482;-2;Новый Промышленный Банк;930;Москва и обл.;1 084 174,00;1 086 314,00;-2 140,00;-0,20
483;1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 083 607,00;1 027 956,00;55 651,00;5,41
484;-3;Вэлтон Банк;1105;Белгородская обл.;979 398,00;1 082 721,00;-103 323,00;-9,54
485;7;Международный Расчетный Банк;3028;Москва и обл.;976 818,00;939 303,00;37 515,00;3,99
486;7;Народный Инвестиционный Банк;2876;Самарская обл.;960 979,00;938 346,00;22 633,00;2,41
487;3;Металлург;2877;Москва и обл.;960 809,00;942 141,00;18 668,00;1,98
488;-21;Максима;3379;Москва и обл.;949 827,00;1 259 568,00;-309 741,00;-24,59
489;-2;Кредитинвест;1197;Дагестан;949 391,00;1 009 883,00;-60 492,00;-5,99
490;-2;Флора-Москва;533;Москва и обл.;947 805,00;998 581,00;-50 776,00;-5,08
491;0;Классик Эконом Банк;3298;Северная Осетия — Алания;945 573,00;939 618,00;5 955,00;0,63
492;-7;Москва;1661;Москва и обл.;941 175,00;1 027 903,00;-86 728,00;-8,44
493;-7;Эльбин;2267;Дагестан;884 846,00;1 020 373,00;-135 527,00;-13,28
494;2;Русский Банк Сбережений;779;Ставропольский край;874 602,00;860 419,00;14 183,00;1,65
495;-1;Центрально-Азиатский;3037;Хакасия;874 414,00;931 149,00;-56 735,00;-6,09
496;-1;Вятич;2796;Рязанская обл.;839 144,00;872 819,00;-33 675,00;-3,86
497;0;Балаково-Банк;444;Саратовская обл.;834 612,00;846 878,00;-12 266,00;-1,45
498;1;Банк РСИ;3415;Москва и обл.;821 547,00;817 522,00;4 025,00;0,49
499;1;Элекснет;3314;Москва и обл.;805 659,00;805 659,00;0,00;0
500;3;Холдинвестбанк;2837;Москва и обл.;782 915,00;776 951,00;5 964,00;0,77
501;3;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;767 514,00;744 975,00;22 539,00;3,03
502;-4;Славянбанк;804;Новгородская обл.;737 190,00;819 023,00;-81 833,00;-9,99
503;-2;Объединенный Банк Республики;1016;Чувашия;736 823,00;787 291,00;-50 468,00;-6,41
504;2;Онего;2484;Карелия;730 340,00;727 356,00;2 984,00;0,41
505;2;Яндекс Банк;3027;Москва и обл.;712 482,00;710 421,00;2 061,00;0,29
506;2;РусьРегионБанк;685;Москва и обл.;685 577,00;695 324,00;-9 747,00;-1,40
507;4;Гефест;1046;Тверская обл.;679 785,00;669 916,00;9 869,00;1,47
508;4;Си Ди Би Банк;3339;Краснодарский край;679 150,00;661 845,00;17 305,00;2,61
509;-4;Национальный Банк Сбережений;1949;Ивановская обл.;656 234,00;729 108,00;-72 874,00;-9,99
510;0;Вайлдберриз Банк;841;Адыгея;655 511,00;686 273,00;-30 762,00;-4,48
511;-2;Прокоммерцбанк;2996;Москва и обл.;636 057,00;695 285,00;-59 228,00;-8,52
512;1;Уралприватбанк;153;Свердловская обл.;617 964,00;653 077,00;-35 113,00;-5,38
513;7;МВС Банк;2407;Дагестан;609 618,00;567 444,00;42 174,00;7,43
514;0;Народный Земельно-Промышленный Банк;2873;Алтайский край;594 477,00;641 130,00;-46 653,00;-7,28
515;0;АлтайБизнес-Банк;2388;Алтайский край;594 246,00;634 592,00;-40 346,00;-6,36
516;3;ФинТех;3499;Ярославская обл.;578 587,00;577 691,00;896,00;0,16
517;1;Южный Региональный Банк;3015;Ростовская обл.;576 491,00;587 485,00;-10 994,00;-1,87
518;-16;Жилкредит;1736;Москва и обл.;571 068,00;780 710,00;-209 642,00;-26,85
519;-2;Ресурс-Траст;3122;Москва и обл.;569 389,00;603 473,00;-34 084,00;-5,65
520;10;Жилстройбанк;2769;Москва и обл.;551 509,00;489 663,00;61 846,00;12,63
521;2;Расчетные Решения;3524;Москва и обл.;533 838,00;528 042,00;5 796,00;1,10
522;-1;Алжан;2491;Дагестан;525 532,00;542 464,00;-16 932,00;-3,12
523;-7;Единая Расчетная Палата;384;Москва и обл.;519 985,00;627 177,00;-107 192,00;-17,09
524;1;Таганрогбанк;3136;Ростовская обл.;515 476,00;507 945,00;7 531,00;1,48
525;1;Телекоммерц Банк;3380;Тульская обл.;500 223,00;499 993,00;230,00;0,05
526;-2;Народный Банк Тувы;1309;Тыва;491 540,00;513 231,00;-21 691,00;-4,23
527;1;Лэнд Кредит;1478;Москва и обл.;491 461,00;493 728,00;-2 267,00;-0,46
