Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2016, тыс. рублей;Декабрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-1;Снежинский;1376;Челябинская обл.;9 459 922,00;9 149 543,00;310 379,00;3,39
261;12;ПИР Банк;2655;Москва и обл.;9 419 710,00;8 422 975,00;996 735,00;11,83
262;6;Верхневолжский;1084;Ярославская обл.;9 321 161,00;8 630 585,00;690 576,00;8,00
263;-1;Северо-Восточный Альянс;2768;Москва и обл.;9 318 523,00;8 865 073,00;453 450,00;5,12
264;-3;Банк БКФ;2684;Москва и обл.;9 278 513,00;8 879 856,00;398 657,00;4,49
265;-10;Кредит-Москва;5;Москва и обл.;9 229 350,00;9 278 911,00;-49 561,00;-0,53
266;-8;Финанс Бизнес Банк;520;Москва и обл.;9 205 833,00;9 193 031,00;12 802,00;0,14
267;3;Московский Нефтехимический Банк;1411;Москва и обл.;9 026 898,00;8 459 969,00;566 929,00;6,70
268;8;Альба Альянс;2593;Москва и обл.;8 903 815,00;8 179 879,00;723 936,00;8,85
269;35;Вега-Банк;3270;Москва и обл.;8 897 760,00;6 700 477,00;2 197 283,00;32,79
270;-6;Вокбанк;312;Нижегородская обл.;8 870 790,00;8 832 439,00;38 351,00;0,43
271;-5;Мир Бизнес Банк;3396;Москва и обл.;8 706 347,00;8 784 113,00;-77 766,00;-0,89
272;25;Голдман Сакс Банк;3490;Москва и обл.;8 619 435,00;7 135 798,00;1 483 637,00;20,79
273;1;Юг-Инвестбанк;2772;Краснодарский край;8 595 943,00;8 356 750,00;239 193,00;2,86
274;7;Финам Банк;2799;Москва и обл.;8 574 555,00;7 765 804,00;808 751,00;10,41
275;11;Углеметбанк;2997;Челябинская обл.;8 566 204,00;7 521 772,00;1 044 432,00;13,89
276;4;Синко-Банк;2838;Москва и обл.;8 517 964,00;7 768 186,00;749 778,00;9,65
277;11;Консервативный Коммерческий Банк;1087;Астраханская обл.;8 509 594,00;7 507 137,00;1 002 457,00;13,35
278;-22;Миллениум Банк;3423;Москва и обл.;8 507 907,00;9 275 519,00;-767 612,00;-8,28
279;-7;Томскпромстройбанк;1720;Томская обл.;8 458 634,00;8 442 573,00;16 061,00;0,19
280;-5;РусЮгбанк;2093;Волгоградская обл.;8 395 126,00;8 241 611,00;153 515,00;1,86
281;6;Северный Кредит;2398;Вологодская обл.;8 347 277,00;7 521 079,00;826 198,00;10,99
282;-11;Эс-Би-Ай Банк;3185;Москва и обл.;8 316 069,00;8 458 492,00;-142 423,00;-1,68
283;2;Бинбанк Тверь;777;Тверская обл.;8 063 137,00;7 523 907,00;539 230,00;7,17
284;5;Союзный;3236;Москва и обл.;7 967 431,00;7 435 775,00;531 656,00;7,15
285;-7;Эксперт Банк;2949;Омская обл.;7 938 723,00;7 900 991,00;37 732,00;0,48
286;-3;Белгородсоцбанк;760;Белгородская обл.;7 895 686,00;7 598 159,00;297 527,00;3,92
287;8;Торговый Городской Банк;3180;Тверская обл.;7 734 515,00;7 211 381,00;523 134,00;7,25
288;4;Анкор Банк;889;Татарстан;7 705 880,00;7 246 739,00;459 141,00;6,34
289;11;Трансстройбанк;2807;Москва и обл.;7 688 358,00;7 007 445,00;680 913,00;9,72
290;-6;Славянский Кредит;2960;Москва и обл.;7 595 375,00;7 549 773,00;45 602,00;0,60
291;-14;Рускобанк;138;Санкт-Петербург и обл.;7 567 368,00;8 062 152,00;-494 784,00;-6,14
292;35;Проминвестбанк;2433;Москва и обл.;7 567 228,00;5 989 690,00;1 577 538,00;26,34
293;3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 541 710,00;7 138 784,00;402 926,00;5,64
294;-4;Экспресс-Кредит;210;Москва и обл.;7 390 965,00;7 294 232,00;96 733,00;1,33
295;-2;Риабанк;3434;Москва и обл.;7 348 193,00;7 223 779,00;124 414,00;1,72
296;12;Бинбанк Мурманск;1276;Мурманская обл.;7 325 034,00;6 591 681,00;733 353,00;11,13
297;16;Воронеж;654;Воронежская обл.;7 323 588,00;6 499 671,00;823 917,00;12,68
298;4;Азия-Инвест Банк;3303;Москва и обл.;7 300 172,00;6 910 754,00;389 418,00;5,63
299;-5;Век;2299;Москва и обл.;7 292 318,00;7 213 831,00;78 487,00;1,09
300;-21;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 265 422,00;7 780 975,00;-515 553,00;-6,63
301;23;Банкхаус Эрбе;1717;Москва и обл.;7 213 643,00;6 094 503,00;1 119 140,00;18,36
302;-11;Чувашкредитпромбанк;1280;Чувашия;7 119 075,00;7 258 465,00;-139 390,00;-1,92
303;47;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;7 104 820,00;5 169 988,00;1 934 832,00;37,42
304;64;Платина;2347;Москва и обл.;7 091 623,00;4 630 912,00;2 460 711,00;53,14
305;-7;Кубаньторгбанк;478;Краснодарский край;6 899 938,00;7 009 508,00;-109 570,00;-1,56
306;-3;Русь;704;Оренбургская обл.;6 899 397,00;6 764 786,00;134 611,00;1,99
307;-8;Ю Би Эс Банк;3463;Москва и обл.;6 833 105,00;7 008 214,00;-175 109,00;-2,50
308;4;Русский Трастовый Банк;1139;Москва и обл.;6 831 344,00;6 509 501,00;321 843,00;4,94
309;-8;Банк на Красных Воротах;2472;Москва и обл.;6 820 769,00;6 916 530,00;-95 761,00;-1,38
310;60;Банк Заречье;817;Татарстан;6 784 509,00;4 575 485,00;2 209 024,00;48,28
311;31;Мосуралбанк;2468;Москва и обл.;6 769 674,00;5 462 552,00;1 307 122,00;23,93
312;-2;Актив Банк;2529;Мордовия;6 743 186,00;6 547 498,00;195 688,00;2,99
313;-6;Эл Банк;1025;Самарская обл.;6 725 747,00;6 593 412,00;132 335,00;2,01
314;6;Кранбанк;2271;Ивановская обл.;6 717 340,00;6 262 099,00;455 241,00;7,27
315;4;Коммерческий Индо Банк;3446;Москва и обл.;6 651 803,00;6 271 630,00;380 173,00;6,06
316;1;Нэклис-Банк;1671;Москва и обл.;6 622 089,00;6 411 235,00;210 854,00;3,29
317;1;Банк Кремлевский;2905;Москва и обл.;6 557 689,00;6 404 503,00;153 186,00;2,39
318;-12;Банк Торгового Финансирования;1982;Москва и обл.;6 541 162,00;6 647 149,00;-105 987,00;-1,59
319;7;Межтрастбанк;2493;Москва и обл.;6 469 911,00;5 998 144,00;471 767,00;7,87
320;-4;Руснарбанк;3403;Москва и обл.;6 469 277,00;6 411 313,00;57 964,00;0,90
321;-16;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 464 685,00;6 667 224,00;-202 539,00;-3,04
322;26;НБК-Банк;3283;Москва и обл.;6 448 170,00;5 254 978,00;1 193 192,00;22,71
323;13;Бинбанк Смоленск;1957;Смоленская обл.;6 409 753,00;5 676 186,00;733 567,00;12,92
324;-9;РЕСО Кредит;3450;Москва и обл.;6 368 454,00;6 444 090,00;-75 636,00;-1,17
325;-2;Экси-Банк;2530;Санкт-Петербург и обл.;6 360 245,00;6 126 992,00;233 253,00;3,81
326;6;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 237 163,00;5 854 129,00;383 034,00;6,54
327;7;Ринвестбанк;3262;Рязанская обл.;6 231 899,00;5 749 444,00;482 455,00;8,39
328;2;Хакасский Муниципальный Банк;1049;Хакасия;6 205 929,00;5 888 530,00;317 399,00;5,39
329;0;Северный Народный Банк;2721;Коми;6 196 155,00;5 902 967,00;293 188,00;4,97
330;70;Невский Банк;1068;Санкт-Петербург и обл.;6 161 218,00;3 729 647,00;2 431 571,00;65,20
331;-22;Роспромбанк;3204;Москва и обл.;6 083 825,00;6 590 435,00;-506 610,00;-7,69
332;-11;Банк ПСА Финанс Рус;3481;Москва и обл.;6 065 481,00;6 197 279,00;-131 798,00;-2,13
333;-5;Идея Банк;430;Краснодарский край;6 025 903,00;5 951 602,00;74 301,00;1,25
334;37;Банк Развития Технологий;3441;Москва и обл.;5 935 699,00;4 566 994,00;1 368 705,00;29,97
335;-2;Нейва;1293;Свердловская обл.;5 922 769,00;5 762 628,00;160 141,00;2,78
336;7;Банк Раунд;2506;Москва и обл.;5 907 674,00;5 434 099,00;473 575,00;8,71
337;-55;МС Банк Рус;2789;Москва и обл.;5 872 021,00;7 631 451,00;-1 759 430,00;-23,05
338;9;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 856 230,00;5 290 843,00;565 387,00;10,69
339;-1;Итуруп;2390;Сахалинская обл.;5 800 356,00;5 526 339,00;274 017,00;4,96
340;0;Енисейский Объединенный Банк;2645;Красноярский край;5 744 718,00;5 500 513,00;244 205,00;4,44
341;11;Уралкапиталбанк;2519;Башкортостан;5 683 652,00;5 129 346,00;554 306,00;10,81
342;-5;Автоградбанк;1455;Татарстан;5 667 322,00;5 606 025,00;61 297,00;1,09
343;20;Банк Инноваций и Развития;2647;Москва и обл.;5 578 146,00;4 777 648,00;800 498,00;16,76
344;-5;Милбанк;3256;Москва и обл.;5 565 759,00;5 514 438,00;51 321,00;0,93
345;-4;Газстройбанк;2919;Москва и обл.;5 544 872,00;5 480 556,00;64 316,00;1,17
346;-11;Мираф-Банк;2244;Омская обл.;5 448 469,00;5 718 304,00;-269 835,00;-4,72
347;-1;Камский Коммерческий Банк;438;Татарстан;5 412 556,00;5 337 730,00;74 826,00;1,40
348;1;Владпромбанк;870;Владимирская обл.;5 405 652,00;5 217 975,00;187 677,00;3,60
349;-5;Промрегионбанк;2123;Москва и обл.;5 400 126,00;5 423 065,00;-22 939,00;-0,42
350;-36;Новый Московский Банк;2932;Москва и обл.;5 326 357,00;6 447 996,00;-1 121 639,00;-17,40
351;18;ФорБанк;2063;Москва и обл.;5 283 949,00;4 630 597,00;653 352,00;14,11
352;14;Газтрансбанк;665;Адыгея;5 278 120,00;4 649 157,00;628 963,00;13,53
353;6;Межрегиональный промышленно-строительный банк;752;Мордовия;5 246 567,00;4 890 837,00;355 730,00;7,27
354;0;Национальный Залоговый Банк;2944;Москва и обл.;5 230 657,00;5 060 130,00;170 527,00;3,37
355;-2;Сибсоцбанк;2015;Алтайский край;5 112 444,00;5 113 152,00;-708,00;-0,01
356;0;Конфидэнс Банк;970;Костромская обл.;5 076 077,00;4 963 766,00;112 311,00;2,26
357;10;Зенит Сочи;232;Краснодарский край;5 059 733,00;4 631 615,00;428 118,00;9,24
358;6;Москва-Сити;3247;Москва и обл.;4 982 714,00;4 749 690,00;233 024,00;4,91
359;14;Уссури;596;Хабаровский край;4 955 633,00;4 512 186,00;443 447,00;9,83
360;-2;Московский Коммерческий Банк;3172;Москва и обл.;4 858 305,00;4 891 539,00;-33 234,00;-0,68
361;30;Крыловский;456;Краснодарский край;4 857 715,00;3 854 733,00;1 002 982,00;26,02
362;15;Капиталбанк;2547;Ростовская обл.;4 847 567,00;4 390 524,00;457 043,00;10,41
363;-6;Новобанк;1352;Новгородская обл.;4 844 791,00;4 955 659,00;-110 868,00;-2,24
364;-3;Приско Капитал Банк;2537;Москва и обл.;4 818 149,00;4 788 554,00;29 595,00;0,62
365;-3;Земский Банк;2900;Самарская обл.;4 770 439,00;4 784 209,00;-13 770,00;-0,29
366;-15;Донкомбанк;492;Ростовская обл.;4 755 526,00;5 153 821,00;-398 295,00;-7,73
367;53;Юнистрим;3467;Москва и обл.;4 743 849,00;3 499 389,00;1 244 460,00;35,56
368;-23;РТС-Банк;3401;Самарская обл.;4 735 685,00;5 411 133,00;-675 448,00;-12,48
369;10;Финансово-Промышленный Капитал;3295;Москва и обл.;4 701 619,00;4 366 112,00;335 507,00;7,68
370;6;Кузнецкий;609;Пензенская обл.;4 657 223,00;4 438 072,00;219 151,00;4,94
371;-11;ВостСибтранскомбанк;2731;Иркутская обл.;4 647 697,00;4 812 604,00;-164 907,00;-3,43
372;-7;Промэнергобанк;2728;Вологодская обл.;4 589 876,00;4 688 680,00;-98 804,00;-2,11
373;2;Бинбанк Столица;3052;Москва и обл.;4 559 397,00;4 478 921,00;80 476,00;1,80
374;38;Бест Эффортс Банк;435;Москва и обл.;4 485 135,00;3 557 080,00;928 055,00;26,09
375;-20;РАМ Банк;3480;Москва и обл.;4 366 157,00;5 032 427,00;-666 270,00;-13,24
376;2;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 328 527,00;4 386 782,00;-58 255,00;-1,33
377;18;Руссобанк;2313;Москва и обл.;4 301 540,00;3 804 503,00;497 037,00;13,06
378;7;Форус Банк;3457;Нижегородская обл.;4 299 908,00;4 111 135,00;188 773,00;4,59
379;4;Прайм Финанс;2758;Санкт-Петербург и обл.;4 287 134,00;4 135 941,00;151 193,00;3,66
380;2;Роял Кредит Банк;783;Хабаровский край;4 271 165,00;4 171 708,00;99 457,00;2,38
381;-1;Венец;524;Ульяновская обл.;4 270 895,00;4 244 193,00;26 702,00;0,63
382;10;Кузнецкий Мост;2254;Москва и обл.;4 220 459,00;3 846 924,00;373 535,00;9,71
383;10;Вологжанин;1896;Вологодская обл.;4 213 353,00;3 835 921,00;377 432,00;9,84
384;2;Витабанк;356;Санкт-Петербург и обл.;4 204 534,00;4 083 034,00;121 500,00;2,98
385;2;Международный Коммерческий Банк;2524;Москва и обл.;4 156 159,00;4 072 170,00;83 989,00;2,06
386;41;Рапида;3371;Москва и обл.;4 067 887,00;3 350 860,00;717 027,00;21,40
387;49;Долинск;857;Сахалинская обл.;4 063 149,00;3 257 561,00;805 588,00;24,73
388;0;Стройлесбанк;2995;Тюменская обл.;4 054 421,00;4 009 010,00;45 411,00;1,13
389;-5;Чайнасельхозбанк;3529;Москва и обл.;4 044 047,00;4 129 408,00;-85 361,00;-2,07
390;14;Объединенный Резервный Банк;937;Москва и обл.;4 012 144,00;3 704 698,00;307 446,00;8,30
391;35;Мико-Банк;3195;Москва и обл.;3 984 593,00;3 381 095,00;603 498,00;17,85
392;13;Метрополь;1639;Москва и обл.;3 950 876,00;3 675 617,00;275 259,00;7,49
393;10;Мастер-Капитал;3011;Москва и обл.;3 932 318,00;3 705 583,00;226 735,00;6,12
394;2;Агророс;2860;Саратовская обл.;3 914 828,00;3 796 118,00;118 710,00;3,13
395;6;Айви Банк;2055;Москва и обл.;3 907 128,00;3 714 564,00;192 564,00;5,18
396;10;Евразийский Банк;969;Москва и обл.;3 906 025,00;3 664 450,00;241 575,00;6,59
397;5;Выборг-Банк;720;Санкт-Петербург и обл.;3 877 785,00;3 707 876,00;169 909,00;4,58
398;-8;Горбанк;2982;Санкт-Петербург и обл.;3 836 571,00;3 871 569,00;-34 998,00;-0,90
399;34;Народный Доверительный Банк;2374;Москва и обл.;3 831 213,00;3 302 078,00;529 135,00;16,02
400;-6;ИТ Банк;2609;Омская обл.;3 818 551,00;3 832 231,00;-13 680,00;-0,36
401;-20;Камчаткомагропромбанк;545;Камчатская обл.;3 798 954,00;4 221 768,00;-422 814,00;-10,02
402;-3;Реалист Банк;1067;Иркутская обл.;3 790 845,00;3 731 550,00;59 295,00;1,59
403;-14;Русский Национальный Банк;469;Ростовская обл.;3 771 941,00;3 902 794,00;-130 853,00;-3,35
404;3;Аксонбанк;680;Костромская обл.;3 762 548,00;3 656 481,00;106 067,00;2,90
405;27;Крокус-Банк;2682;Москва и обл.;3 740 422,00;3 304 521,00;435 901,00;13,19
406;17;Кубанский Универсальный Банк;2898;Краснодарский край;3 728 975,00;3 454 653,00;274 322,00;7,94
407;7;Донхлеббанк;2285;Ростовская обл.;3 685 991,00;3 545 470,00;140 521,00;3,96
408;13;Профессионал Банк;3296;Москва и обл.;3 679 270,00;3 470 207,00;209 063,00;6,02
409;-11;МФБанк;3163;Москва и обл.;3 673 468,00;3 745 267,00;-71 799,00;-1,92
410;1;Уралпромбанк;2964;Челябинская обл.;3 672 022,00;3 573 762,00;98 260,00;2,75
411;5;Бланк Банк;2368;Москва и обл.;3 650 967,00;3 537 304,00;113 663,00;3,21
412;10;Констанс-Банк;2228;Санкт-Петербург и обл.;3 613 013,00;3 459 651,00;153 362,00;4,43
413;39;Первый Клиентский Банк;3436;Москва и обл.;3 612 778,00;2 991 255,00;621 523,00;20,78
414;-4;Банкирский Дом;2928;Санкт-Петербург и обл.;3 610 522,00;3 577 688,00;32 834,00;0,92
415;2;Зираат Банк;2559;Москва и обл.;3 526 006,00;3 527 564,00;-1 558,00;-0,04
416;9;Смартбанк;3408;Москва и обл.;3 517 758,00;3 414 201,00;103 557,00;3,03
417;-9;ИСБ;3010;Москва и обл.;3 507 511,00;3 652 688,00;-145 177,00;-3,97
418;-3;Банк Реалист;2646;Москва и обл.;3 503 091,00;3 538 981,00;-35 890,00;-1,01
419;10;Росбизнесбанк;1405;Москва и обл.;3 479 766,00;3 316 004,00;163 762,00;4,94
420;-109;Эргобанк;2856;Москва и обл.;3 461 518,00;6 546 524,00;-3 085 006,00;-47,12
421;-8;Живаго Банк;2065;Рязанская обл.;3 428 632,00;3 556 737,00;-128 105,00;-3,60
422;20;Мегаполис;3265;Чувашия;3 420 160,00;3 182 459,00;237 701,00;7,47
423;8;Сибэс;208;Омская обл.;3 389 811,00;3 307 117,00;82 694,00;2,50
424;13;Братский АНКБ;1144;Иркутская обл.;3 386 185,00;3 247 262,00;138 923,00;4,28
425;9;НОКССбанк;3202;Волгоградская обл.;3 356 716,00;3 286 819,00;69 897,00;2,13
426;-54;Экономикс-Банк;2136;Москва и обл.;3 356 498,00;4 560 262,00;-1 203 764,00;-26,40
427;20;ЮMoney;3510;Россия;3 342 174,00;3 113 796,00;228 378,00;7,33
428;7;Алтайкапиталбанк;2659;Алтайский край;3 327 855,00;3 269 162,00;58 693,00;1,80
429;10;Международный Банк Развития;2704;Москва и обл.;3 323 349,00;3 205 280,00;118 069,00;3,68
430;23;Радиотехбанк;1166;Нижегородская обл.;3 306 655,00;2 966 138,00;340 517,00;11,48
431;-3;Ермак;1809;Ханты-Мансийский АО — Югра;3 297 073,00;3 319 390,00;-22 317,00;-0,67
432;6;Ростфинанс;481;Ростовская обл.;3 296 111,00;3 220 924,00;75 187,00;2,33
433;10;Иваново;1763;Ивановская обл.;3 273 914,00;3 162 815,00;111 099,00;3,51
434;-4;Центрально-Европейский Банк;2670;Москва и обл.;3 204 665,00;3 308 618,00;-103 953,00;-3,14
435;-17;УМ-Банк;1441;Свердловская обл.;3 170 899,00;3 513 042,00;-342 143,00;-9,74
436;4;Интеркредит;3047;Москва и обл.;3 156 082,00;3 188 758,00;-32 676,00;-1,02
437;20;Банк ВВБ;1093;Севастополь;3 155 714,00;2 859 686,00;296 028,00;10,35
438;6;Региональный Коммерческий Банк;836;Ульяновская обл.;3 152 604,00;3 153 258,00;-654,00;-0,02
439;-30;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 133 832,00;3 632 492,00;-498 660,00;-13,73
440;14;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 115 139,00;2 901 765,00;213 374,00;7,35
441;9;Оргбанк;3312;Москва и обл.;3 099 470,00;3 070 857,00;28 613,00;0,93
442;6;Лайтбанк;3177;Москва и обл.;3 098 110,00;3 104 832,00;-6 722,00;-0,22
443;23;ЕвроАксис Банк;3273;Москва и обл.;3 091 824,00;2 710 901,00;380 923,00;14,05
444;-3;Церих;3278;Орловская обл.;3 060 813,00;3 187 906,00;-127 093,00;-3,99
445;-71;Промсельхозбанк;538;Москва и обл.;3 034 692,00;4 496 002,00;-1 461 310,00;-32,50
446;18;Кросна-Банк;2607;Москва и обл.;3 034 423,00;2 756 487,00;277 936,00;10,08
447;-2;Океан Банк;1697;Москва и обл.;3 026 026,00;3 128 233,00;-102 207,00;-3,27
448;7;РБА;3413;Москва и обл.;3 016 623,00;2 888 258,00;128 365,00;4,44
449;-25;Новое Время;3492;Москва и обл.;2 994 992,00;3 449 432,00;-454 440,00;-13,17
450;-1;Банк Премьер Кредит;1663;Москва и обл.;2 958 068,00;3 076 655,00;-118 587,00;-3,85
451;36;Народный Банк;2249;Карачаево-Черкесия;2 926 797,00;2 397 401,00;529 396,00;22,08
452;7;Евроальянс;1781;Ивановская обл.;2 924 671,00;2 834 395,00;90 276,00;3,19
453;8;Еврокапитал-Альянс;2672;Ярославская обл.;2 897 958,00;2 786 919,00;111 039,00;3,98
454;22;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 869 717,00;2 544 514,00;325 203,00;12,78
455;1;Интерактивный Банк;3378;Москва и обл.;2 857 145,00;2 883 744,00;-26 599,00;-0,92
456;26;Национальный Корпоративный Банк;3422;Москва и обл.;2 821 950,00;2 469 866,00;352 084,00;14,26
457;6;Заубер Банк;1614;Санкт-Петербург и обл.;2 801 745,00;2 767 244,00;34 501,00;1,25
458;7;Костромаселькомбанк;1115;Костромская обл.;2 792 963,00;2 755 517,00;37 446,00;1,36
459;14;Апабанк;2404;Москва и обл.;2 783 863,00;2 556 531,00;227 332,00;8,89
460;-9;Аспект;608;Москва и обл.;2 749 703,00;3 035 050,00;-285 347,00;-9,40
461;1;Банк Экономический Союз;2798;Москва и обл.;2 739 445,00;2 777 152,00;-37 707,00;-1,36
462;27;Первый Инвестиционный Банк;604;Москва и обл.;2 736 181,00;2 371 218,00;364 963,00;15,39
463;-17;Элита;1399;Калужская обл.;2 733 202,00;3 114 124,00;-380 922,00;-12,23
464;24;Соверен Банк;3206;Москва и обл.;2 720 903,00;2 381 762,00;339 141,00;14,24
465;38;Новый Символ;370;Москва и обл.;2 686 658,00;2 220 085,00;466 573,00;21,02
466;13;К2 Банк;2851;Карачаево-Черкесия;2 663 880,00;2 526 348,00;137 532,00;5,44
467;2;Кредит Экспресс;3186;Ростовская обл.;2 639 370,00;2 616 536,00;22 834,00;0,87
468;45;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 635 508,00;2 034 682,00;600 826,00;29,53
469;9;Владбизнесбанк;903;Владимирская обл.;2 631 472,00;2 539 316,00;92 156,00;3,63
470;0;Йошкар-Ола;2802;Марий Эл;2 626 246,00;2 604 872,00;21 374,00;0,82
471;-11;Межбанковский Кредитный Союз;3242;Москва и обл.;2 624 761,00;2 801 085,00;-176 324,00;-6,29
472;-14;Кроссинвестбанк;2849;Москва и обл.;2 583 835,00;2 842 938,00;-259 103,00;-9,11
473;2;Канский;860;Красноярский край;2 579 611,00;2 546 093,00;33 518,00;1,32
474;10;Михайловский ПЖСБ;2961;Волгоградская обл.;2 576 670,00;2 447 057,00;129 613,00;5,30
475;-150;Объединенная Расчетная Система;3342;Москва и обл.;2 576 612,00;6 015 399,00;-3 438 787,00;-57,17
476;25;Миръ;3089;Москва и обл.;2 575 666,00;2 224 145,00;351 521,00;15,80
477;-9;Система;2846;Москва и обл.;2 556 457,00;2 628 570,00;-72 113,00;-2,74
478;8;ИРС;272;Москва и обл.;2 552 061,00;2 441 123,00;110 938,00;4,54
479;4;Столичный Кредит;2853;Москва и обл.;2 548 507,00;2 450 587,00;97 920,00;4,00
480;16;Златкомбанк;568;Москва и обл.;2 546 882,00;2 265 506,00;281 376,00;12,42
481;-4;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 531 951,00;2 540 451,00;-8 500,00;-0,33
482;-15;Богородский;1277;Нижегородская обл.;2 531 376,00;2 641 702,00;-110 326,00;-4,18
483;9;Резерв;2364;Челябинская обл.;2 524 428,00;2 358 966,00;165 462,00;7,01
484;-3;Унифондбанк;3416;Москва и обл.;2 521 719,00;2 482 124,00;39 595,00;1,60
485;5;Новация;840;Адыгея;2 502 699,00;2 371 157,00;131 542,00;5,55
486;7;Татагропромбанк;728;Татарстан;2 501 230,00;2 352 605,00;148 625,00;6,32
487;-13;Газнефтьбанк;3223;Саратовская обл.;2 499 559,00;2 546 713,00;-47 154,00;-1,85
488;3;БСТ-Банк;2883;Кемеровская обл.;2 492 050,00;2 370 338,00;121 712,00;5,13
489;9;Международный Строительный Банк;3484;Москва и обл.;2 437 219,00;2 247 703,00;189 516,00;8,43
490;32;Америкэн Экспресс Банк;3460;Москва и обл.;2 390 966,00;1 914 641,00;476 325,00;24,88
491;14;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 390 000,00;2 160 795,00;229 205,00;10,61
492;-21;Проинвестбанк;784;Пермская обл.;2 337 255,00;2 585 471,00;-248 216,00;-9,60
493;2;Викинг;2;Санкт-Петербург и обл.;2 326 509,00;2 321 699,00;4 810,00;0,21
494;-22;Преодоление;2649;Москва и обл.;2 305 517,00;2 584 107,00;-278 590,00;-10,78
495;4;Яринтербанк;2564;Ярославская обл.;2 298 985,00;2 228 750,00;70 235,00;3,15
496;6;Далена Банк;1948;Москва и обл.;2 264 625,00;2 221 645,00;42 980,00;1,93
497;31;Стелла-Банк;2948;Ростовская обл.;2 262 079,00;1 839 473,00;422 606,00;22,97
498;2;Вкабанк;1027;Астраханская обл.;2 254 826,00;2 228 103,00;26 723,00;1,20
499;7;Екатерининский;2167;Москва и обл.;2 252 526,00;2 156 854,00;95 672,00;4,44
500;19;ЮМК Банк;3495;Краснодарский край;2 214 918,00;1 947 154,00;267 764,00;13,75
501;20;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 210 651,00;1 933 209,00;277 442,00;14,35
502;-8;Тальменка-Банк;826;Алтайский край;2 169 728,00;2 332 670,00;-162 942,00;-6,99
503;5;Кредпромбанк;1165;Ярославская обл.;2 163 354,00;2 095 161,00;68 193,00;3,25
504;5;Спиритбанк;2053;Тульская обл.;2 151 883,00;2 073 117,00;78 766,00;3,80
505;6;Современные Стандарты Бизнеса;3397;Москва и обл.;2 145 830,00;2 042 670,00;103 160,00;5,05
506;4;Бум-Банк;1137;Кабардино-Балкария;2 125 552,00;2 069 065,00;56 487,00;2,73
507;-22;Внешфинбанк;3173;Краснодарский край;2 118 774,00;2 445 101,00;-326 327,00;-13,35
508;10;Банк Пермь;875;Пермская обл.;2 106 182,00;2 001 216,00;104 966,00;5,25
509;6;Московский Вексельный Банк;2697;Москва и обл.;2 094 361,00;2 006 188,00;88 173,00;4,40
510;-13;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 079 987,00;2 259 821,00;-179 834,00;-7,96
511;-7;Капитал;575;Москва и обл.;2 079 530,00;2 194 772,00;-115 242,00;-5,25
512;15;Акцент;696;Оренбургская обл.;2 052 205,00;1 850 214,00;201 991,00;10,92
513;19;Вологдабанк;992;Вологодская обл.;2 016 934,00;1 813 058,00;203 876,00;11,24
514;24;Холмск;503;Сахалинская обл.;2 001 306,00;1 753 329,00;247 977,00;14,14
515;9;Банк Глобус;2438;Москва и обл.;1 996 329,00;1 889 400,00;106 929,00;5,66
516;9;Россита-Банк;3257;Москва и обл.;1 996 241,00;1 873 773,00;122 468,00;6,54
517;3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 978 239,00;1 936 746,00;41 493,00;2,14
518;15;Руна-Банк;3207;Москва и обл.;1 963 560,00;1 797 115,00;166 445,00;9,26
519;4;Риал-Кредит;3393;Москва и обл.;1 959 557,00;1 896 195,00;63 362,00;3,34
520;-13;Сириус;3506;Омская обл.;1 953 153,00;2 118 402,00;-165 249,00;-7,80
521;18;Дом-Банк;3209;Москва и обл.;1 945 032,00;1 749 007,00;196 025,00;11,21
522;-6;Мосводоканалбанк;2863;Москва и обл.;1 938 881,00;2 005 590,00;-66 709,00;-3,33
523;6;КОР;2148;Волгоградская обл.;1 929 870,00;1 839 079,00;90 791,00;4,94
524;-7;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 929 037,00;2 001 445,00;-72 408,00;-3,62
525;-13;Уралфинанс;1370;Свердловская обл.;1 906 436,00;2 036 633,00;-130 197,00;-6,39
526;4;Социум-Банк;2881;Москва и обл.;1 875 212,00;1 837 207,00;38 005,00;2,07
527;13;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 837 264,00;1 739 928,00;97 336,00;5,59
