Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2016, тыс. рублей;Март, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;8;Томскпромстройбанк;1720;Томская обл.;8 544 055,00;8 522 651,00;21 404,00;0,25
258;-7;Банк БКФ;2684;Москва и обл.;8 531 514,00;9 096 240,00;-564 726,00;-6,21
259;5;Северный Кредит;2398;Вологодская обл.;8 462 170,00;8 544 884,00;-82 714,00;-0,97
260;-1;Гута-Банк;256;Москва и обл.;8 416 154,00;8 884 815,00;-468 661,00;-5,27
261;-1;Альба Альянс;2593;Москва и обл.;8 362 238,00;8 861 069,00;-498 831,00;-5,63
262;-8;Консервативный Коммерческий Банк;1087;Астраханская обл.;8 338 926,00;9 056 469,00;-717 543,00;-7,92
263;8;Торговый Городской Банк;3180;Москва и обл.;8 175 894,00;8 171 427,00;4 467,00;0,05
264;5;Союзный;3236;Москва и обл.;8 108 880,00;8 301 821,00;-192 941,00;-2,32
265;15;Рускобанк;138;Санкт-Петербург и обл.;8 035 482,00;7 909 198,00;126 284,00;1,60
266;2;Северо-Восточный Альянс;2768;Москва и обл.;8 014 082,00;8 413 729,00;-399 647,00;-4,75
267;9;Московский Нефтехимический Банк;1411;Москва и обл.;7 947 765,00;8 011 528,00;-63 763,00;-0,80
268;6;Анкор Банк;889;Татарстан;7 947 023,00;8 045 579,00;-98 556,00;-1,22
269;4;Эс-Би-Ай Банк;3185;Москва и обл.;7 896 921,00;8 096 912,00;-199 991,00;-2,47
270;-4;Ставропольпромстройбанк;1288;Ставропольский край;7 849 383,00;8 517 664,00;-668 281,00;-7,85
271;6;Финам Банк;2799;Москва и обл.;7 814 011,00;7 993 218,00;-179 207,00;-2,24
272;-2;Вега-Банк;3270;Москва и обл.;7 790 447,00;8 282 649,00;-492 202,00;-5,94
273;8;Бинбанк Тверь;777;Тверская обл.;7 788 094,00;7 861 983,00;-73 889,00;-0,94
274;-34;Мир Бизнес Банк;3396;Москва и обл.;7 770 969,00;9 810 426,00;-2 039 457,00;-20,79
275;-8;Эксперт Банк;2949;Омская обл.;7 754 481,00;8 423 024,00;-668 543,00;-7,94
276;-4;Голдман Сакс Банк;3490;Москва и обл.;7 718 189,00;8 145 221,00;-427 032,00;-5,24
277;13;Воронеж;654;Воронежская обл.;7 565 956,00;7 380 619,00;185 337,00;2,51
278;1;Синко-Банк;2838;Москва и обл.;7 563 830,00;7 911 990,00;-348 160,00;-4,40
279;5;Славянский Кредит;2960;Москва и обл.;7 503 649,00;7 708 903,00;-205 254,00;-2,66
280;6;Бинбанк Мурманск;1276;Мурманская обл.;7 445 335,00;7 566 466,00;-121 131,00;-1,60
281;12;Кранбанк;2271;Ивановская обл.;7 410 056,00;7 232 046,00;178 010,00;2,46
282;7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 358 589,00;7 411 688,00;-53 099,00;-0,72
283;8;ПИР Банк;2655;Москва и обл.;7 305 101,00;7 335 964,00;-30 863,00;-0,42
284;-2;Гаранти Банк — Москва;3275;Москва и обл.;7 266 052,00;7 757 026,00;-490 974,00;-6,33
285;2;Углеметбанк;2997;Челябинская обл.;7 236 720,00;7 467 591,00;-230 871,00;-3,09
286;-28;Хованский;2145;Москва и обл.;7 160 595,00;8 887 447,00;-1 726 852,00;-19,43
287;-25;Кредит-Москва;5;Москва и обл.;7 147 322,00;8 661 536,00;-1 514 214,00;-17,48
288;-13;Белгородсоцбанк;760;Белгородская обл.;7 135 149,00;8 018 198,00;-883 049,00;-11,01
289;-6;Азия-Инвест Банк;3303;Москва и обл.;7 030 759,00;7 749 876,00;-719 117,00;-9,28
290;4;Руснарбанк;3403;Москва и обл.;6 986 837,00;7 121 276,00;-134 439,00;-1,89
291;34;Итуруп;2390;Сахалинская обл.;6 975 814,00;5 999 761,00;976 053,00;16,27
292;12;Актив Банк;2529;Мордовия;6 957 334,00;6 858 464,00;98 870,00;1,44
293;3;Чувашкредитпромбанк;1280;Чувашия;6 945 072,00;6 989 144,00;-44 072,00;-0,63
294;-2;МС Банк Рус;2789;Москва и обл.;6 923 393,00;7 261 934,00;-338 541,00;-4,66
295;0;Кубаньторгбанк;478;Краснодарский край;6 901 864,00;7 065 746,00;-163 882,00;-2,32
296;3;Трансстройбанк;2807;Москва и обл.;6 870 690,00;6 968 025,00;-97 335,00;-1,40
297;10;Бинбанк Смоленск;1957;Смоленская обл.;6 820 586,00;6 633 888,00;186 698,00;2,81
298;5;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 783 380,00;6 876 764,00;-93 384,00;-1,36
299;-2;Век;2299;Москва и обл.;6 686 238,00;6 980 582,00;-294 344,00;-4,22
300;8;Русь;704;Оренбургская обл.;6 591 230,00;6 609 219,00;-17 989,00;-0,27
301;14;Экспресс-Кредит;210;Москва и обл.;6 550 308,00;6 401 337,00;148 971,00;2,33
302;9;Банк на Красных Воротах;2472;Москва и обл.;6 546 514,00;6 442 838,00;103 676,00;1,61
303;-25;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;6 532 050,00;7 944 443,00;-1 412 393,00;-17,78
304;-4;Русский Трастовый Банк;1139;Москва и обл.;6 527 116,00;6 936 077,00;-408 961,00;-5,90
305;0;Проминвестбанк;2433;Москва и обл.;6 520 219,00;6 858 034,00;-337 815,00;-4,93
306;0;Эл Банк;1025;Самарская обл.;6 501 426,00;6 648 222,00;-146 796,00;-2,21
307;-9;Риабанк;3434;Москва и обл.;6 488 710,00;6 969 962,00;-481 252,00;-6,90
308;9;Идея Банк;430;Краснодарский край;6 481 820,00;6 304 358,00;177 462,00;2,81
309;-8;Коммерческий Индо Банк;3446;Москва и обл.;6 429 246,00;6 903 744,00;-474 498,00;-6,87
310;2;РЕСО Кредит;3450;Москва и обл.;6 387 593,00;6 436 010,00;-48 417,00;-0,75
311;5;Хакасский Муниципальный Банк;1049;Хакасия;6 356 575,00;6 368 366,00;-11 791,00;-0,19
312;6;Ринвестбанк;3262;Рязанская обл.;6 354 304,00;6 300 560,00;53 744,00;0,85
313;0;Уралкапиталбанк;2519;Башкортостан;6 345 809,00;6 409 177,00;-63 368,00;-0,99
314;-26;Банк Кремлевский;2905;Москва и обл.;6 260 394,00;7 425 351,00;-1 164 957,00;-15,69
315;-5;Ю Би Эс Банк;3463;Москва и обл.;6 228 529,00;6 476 087,00;-247 558,00;-3,82
316;3;Северный Народный Банк;2721;Коми;6 217 836,00;6 288 246,00;-70 410,00;-1,12
317;-3;Нэклис-Банк;1671;Москва и обл.;6 164 873,00;6 405 470,00;-240 597,00;-3,76
318;3;Банк Торгового Финансирования;1982;Москва и обл.;6 094 790,00;6 253 599,00;-158 809,00;-2,54
319;4;Банк Раунд;2506;Москва и обл.;5 969 693,00;6 171 668,00;-201 975,00;-3,27
320;7;Нейва;1293;Свердловская обл.;5 952 857,00;5 894 946,00;57 911,00;0,98
321;1;Севастопольский Морской Банк;3528;Севастополь;5 920 596,00;6 176 533,00;-255 937,00;-4,14
322;-13;Банкхаус Эрбе;1717;Москва и обл.;5 899 628,00;6 567 021,00;-667 393,00;-10,16
323;8;Мосуралбанк;2468;Москва и обл.;5 840 455,00;5 764 123,00;76 332,00;1,32
324;-4;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 838 116,00;6 287 893,00;-449 777,00;-7,15
325;-1;Экси-Банк;2530;Санкт-Петербург и обл.;5 811 093,00;6 065 752,00;-254 659,00;-4,20
326;4;Автоградбанк;1455;Татарстан;5 755 267,00;5 778 765,00;-23 498,00;-0,41
327;6;Камский Коммерческий Банк;438;Татарстан;5 696 335,00;5 714 739,00;-18 404,00;-0,32
328;0;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 670 067,00;5 812 455,00;-142 388,00;-2,45
329;6;ФорБанк;2063;Москва и обл.;5 651 916,00;5 474 361,00;177 555,00;3,24
330;4;Газтрансбанк;665;Адыгея;5 536 381,00;5 591 577,00;-55 196,00;-0,99
331;-5;НБК-Банк;3283;Москва и обл.;5 527 372,00;5 999 444,00;-472 072,00;-7,87
332;4;Банк ПСА Финанс Рус;3481;Москва и обл.;5 502 138,00;5 415 583,00;86 555,00;1,60
333;-4;Роспромбанк;3204;Москва и обл.;5 358 796,00;5 791 543,00;-432 747,00;-7,47
334;-2;Новый Московский Банк;2932;Москва и обл.;5 291 321,00;5 757 299,00;-465 978,00;-8,09
335;3;Енисейский Объединенный Банк;2645;Красноярский край;5 247 019,00;5 320 570,00;-73 551,00;-1,38
336;7;Банк Заречье;817;Татарстан;5 231 781,00;5 108 888,00;122 893,00;2,41
337;2;Владпромбанк;870;Владимирская обл.;5 227 092,00;5 274 247,00;-47 155,00;-0,89
338;10;Форус Банк;3457;Нижегородская обл.;5 203 570,00;4 900 088,00;303 482,00;6,19
339;1;Конфидэнс Банк;970;Костромская обл.;5 092 310,00;5 171 614,00;-79 304,00;-1,53
340;-38;РАМ Банк;3480;Москва и обл.;5 062 626,00;6 889 738,00;-1 827 112,00;-26,52
341;4;Промрегионбанк;2123;Москва и обл.;5 032 318,00;5 022 255,00;10 063,00;0,20
342;7;Новобанк;1352;Новгородская обл.;5 009 864,00;4 834 318,00;175 546,00;3,63
343;11;Зенит Сочи;232;Краснодарский край;4 976 986,00;4 741 846,00;235 140,00;4,96
344;-7;Москва-Сити;3247;Москва и обл.;4 944 992,00;5 406 495,00;-461 503,00;-8,54
345;-3;Приско Капитал Банк;2537;Москва и обл.;4 847 372,00;5 119 166,00;-271 794,00;-5,31
346;1;Межрегиональный промышленно-строительный банк;752;Мордовия;4 823 871,00;4 932 814,00;-108 943,00;-2,21
347;4;Земский Банк;2900;Самарская обл.;4 807 912,00;4 790 629,00;17 283,00;0,36
348;-7;Газстройбанк;2919;Москва и обл.;4 807 542,00;5 121 402,00;-313 860,00;-6,13
349;3;Сибсоцбанк;2015;Алтайский край;4 772 626,00;4 788 125,00;-15 499,00;-0,32
350;36;Горбанк;2982;Санкт-Петербург и обл.;4 770 302,00;3 888 809,00;881 493,00;22,67
351;2;Уссури;596;Хабаровский край;4 760 179,00;4 775 153,00;-14 974,00;-0,31
352;4;Финансово-Промышленный Капитал;3295;Москва и обл.;4 737 197,00;4 723 153,00;14 044,00;0,30
353;13;РТС-Банк;3401;Самарская обл.;4 727 791,00;4 302 428,00;425 363,00;9,89
354;1;Донкомбанк;492;Ростовская обл.;4 697 265,00;4 729 998,00;-32 733,00;-0,69
355;-9;Московский Коммерческий Банк;3172;Москва и обл.;4 676 673,00;4 977 231,00;-300 558,00;-6,04
356;-12;Национальный Залоговый Банк;2944;Москва и обл.;4 670 924,00;5 079 553,00;-408 629,00;-8,04
357;0;Витабанк;356;Санкт-Петербург и обл.;4 662 768,00;4 650 728,00;12 040,00;0,26
358;-8;Платина;2347;Москва и обл.;4 642 941,00;4 818 352,00;-175 411,00;-3,64
359;15;Реалист Банк;1067;Иркутская обл.;4 504 981,00;4 111 185,00;393 796,00;9,58
360;-1;Кузнецкий;609;Пензенская обл.;4 434 767,00;4 389 698,00;45 069,00;1,03
361;7;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 388 117,00;4 250 459,00;137 658,00;3,24
362;19;Евразийский Банк;969;Москва и обл.;4 368 967,00;4 036 080,00;332 887,00;8,25
363;-1;Венец;524;Ульяновская обл.;4 357 124,00;4 355 491,00;1 633,00;0,04
364;-3;Бинбанк Столица;3052;Москва и обл.;4 334 997,00;4 364 012,00;-29 015,00;-0,66
365;0;Вологжанин;1896;Вологодская обл.;4 321 452,00;4 329 594,00;-8 142,00;-0,19
366;-8;ВостСибтранскомбанк;2731;Иркутская обл.;4 288 137,00;4 479 525,00;-191 388,00;-4,27
367;0;Агророс;2860;Саратовская обл.;4 274 527,00;4 282 203,00;-7 676,00;-0,18
368;5;Роял Кредит Банк;783;Хабаровский край;4 188 297,00;4 146 085,00;42 212,00;1,02
369;8;Выборг-Банк;720;Санкт-Петербург и обл.;4 179 747,00;4 072 426,00;107 321,00;2,64
370;-6;Промэнергобанк;2728;Вологодская обл.;4 137 480,00;4 334 383,00;-196 903,00;-4,54
371;-11;Банк Инноваций и Развития;2647;Москва и обл.;4 137 160,00;4 386 131,00;-248 971,00;-5,68
372;15;Метрополь;1639;Москва и обл.;4 108 081,00;3 886 481,00;221 600,00;5,70
373;15;Камчаткомагропромбанк;545;Камчатская обл.;4 081 761,00;3 886 221,00;195 540,00;5,03
374;15;Невский Банк;1068;Санкт-Петербург и обл.;4 056 453,00;3 875 506,00;180 947,00;4,67
375;27;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 033 381,00;3 623 139,00;410 242,00;11,32
376;4;Руссобанк;2313;Москва и обл.;4 004 016,00;4 036 803,00;-32 787,00;-0,81
377;19;Констанс-Банк;2228;Санкт-Петербург и обл.;3 990 917,00;3 760 817,00;230 100,00;6,12
378;-15;Стройлесбанк;2995;Тюменская обл.;3 981 028,00;4 338 994,00;-357 966,00;-8,25
379;20;Радиотехбанк;1166;Нижегородская обл.;3 933 675,00;3 680 242,00;253 433,00;6,89
380;-8;Кузнецкий Мост;2254;Москва и обл.;3 883 640,00;4 150 964,00;-267 324,00;-6,44
381;10;Аксонбанк;680;Костромская обл.;3 862 233,00;3 837 581,00;24 652,00;0,64
382;12;Русский Национальный Банк;469;Ростовская обл.;3 854 239,00;3 795 705,00;58 534,00;1,54
383;1;Айви Банк;2055;Москва и обл.;3 792 842,00;3 929 759,00;-136 917,00;-3,48
384;-9;Международный Коммерческий Банк;2524;Москва и обл.;3 779 576,00;4 093 846,00;-314 270,00;-7,68
385;20;ЮMoney;3510;Россия;3 757 202,00;3 574 842,00;182 360,00;5,10
386;21;Ростфинанс;481;Ростовская обл.;3 752 571,00;3 526 549,00;226 022,00;6,41
387;6;ИТ Банк;2609;Омская обл.;3 746 584,00;3 807 880,00;-61 296,00;-1,61
388;21;Крыловский;456;Краснодарский край;3 743 155,00;3 439 097,00;304 058,00;8,84
389;-11;Юнистрим;3467;Москва и обл.;3 740 815,00;4 053 188,00;-312 373,00;-7,71
390;5;Бланк Банк;2368;Москва и обл.;3 700 651,00;3 782 137,00;-81 486,00;-2,15
391;-8;Объединенный Резервный Банк;937;Москва и обл.;3 688 730,00;3 941 973,00;-253 243,00;-6,42
392;-7;Чайнасельхозбанк;3529;Москва и обл.;3 681 358,00;3 896 420,00;-215 062,00;-5,52
393;15;УМ-Банк;1441;Свердловская обл.;3 658 869,00;3 506 637,00;152 232,00;4,34
394;-23;Банк Развития Технологий;3441;Москва и обл.;3 632 897,00;4 155 138,00;-522 241,00;-12,57
395;-19;Народный Доверительный Банк;2374;Москва и обл.;3 612 853,00;4 086 093,00;-473 240,00;-11,58
396;-6;Мастер-Капитал;3011;Москва и обл.;3 612 147,00;3 846 857,00;-234 710,00;-6,10
397;6;Уралпромбанк;2964;Челябинская обл.;3 611 709,00;3 615 811,00;-4 102,00;-0,11
398;2;Бест Эффортс Банк;435;Москва и обл.;3 604 801,00;3 675 456,00;-70 655,00;-1,92
399;-29;Долинск;857;Сахалинская обл.;3 549 853,00;4 217 115,00;-667 262,00;-15,82
400;-3;МФБанк;3163;Москва и обл.;3 538 694,00;3 710 704,00;-172 010,00;-4,64
401;5;Первый Инвестиционный Банк;604;Москва и обл.;3 508 787,00;3 571 794,00;-63 007,00;-1,76
402;-23;Банк Реалист;2646;Москва и обл.;3 479 620,00;4 037 263,00;-557 643,00;-13,81
403;31;Экономикс-Банк;2136;Москва и обл.;3 454 533,00;3 086 094,00;368 439,00;11,94
404;6;Новое Время;3492;Москва и обл.;3 453 727,00;3 437 422,00;16 305,00;0,47
405;8;Братский АНКБ;1144;Иркутская обл.;3 430 172,00;3 384 541,00;45 631,00;1,35
406;17;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 429 790,00;3 244 167,00;185 623,00;5,72
407;13;Ермак;1809;Ханты-Мансийский АО — Югра;3 417 839,00;3 266 284,00;151 555,00;4,64
408;10;Международный Банк Развития;2704;Москва и обл.;3 413 227,00;3 293 637,00;119 590,00;3,63
409;-8;Зираат Банк;2559;Москва и обл.;3 409 486,00;3 656 327,00;-246 841,00;-6,75
410;5;Иваново;1763;Ивановская обл.;3 354 696,00;3 340 202,00;14 494,00;0,43
411;27;Банк Экономический Союз;2798;Москва и обл.;3 305 094,00;3 006 252,00;298 842,00;9,94
412;0;Донхлеббанк;2285;Ростовская обл.;3 301 183,00;3 406 904,00;-105 721,00;-3,10
413;11;Алтайкапиталбанк;2659;Алтайский край;3 295 368,00;3 203 355,00;92 013,00;2,87
414;0;Живаго Банк;2065;Рязанская обл.;3 269 015,00;3 357 765,00;-88 750,00;-2,64
415;1;Мегаполис;3265;Чувашия;3 255 358,00;3 316 028,00;-60 670,00;-1,83
416;1;Сибэс;208;Омская обл.;3 253 112,00;3 302 728,00;-49 616,00;-1,50
417;16;НОКССбанк;3202;Волгоградская обл.;3 222 464,00;3 086 318,00;136 146,00;4,41
418;4;Кубанский Универсальный Банк;2898;Краснодарский край;3 145 448,00;3 256 158,00;-110 710,00;-3,40
419;-27;Первый Клиентский Банк;3436;Москва и обл.;3 140 008,00;3 829 215,00;-689 207,00;-18,00
420;1;Интеркредит;3047;Москва и обл.;3 137 833,00;3 258 343,00;-120 510,00;-3,70
421;14;Центрально-Европейский Банк;2670;Москва и обл.;3 117 982,00;3 047 010,00;70 972,00;2,33
422;8;ИСБ;3010;Москва и обл.;3 091 235,00;3 101 729,00;-10 494,00;-0,34
423;14;Промсельхозбанк;538;Москва и обл.;3 070 014,00;3 015 511,00;54 503,00;1,81
424;-5;Крокус-Банк;2682;Москва и обл.;3 004 792,00;3 285 667,00;-280 875,00;-8,55
425;7;Региональный Коммерческий Банк;836;Ульяновская обл.;2 995 796,00;3 096 216,00;-100 420,00;-3,24
426;3;Евроальянс;1781;Ивановская обл.;2 992 500,00;3 107 404,00;-114 904,00;-3,70
427;-2;Рапида;3371;Москва и обл.;2 982 620,00;3 167 999,00;-185 379,00;-5,85
428;14;Банк Премьер Кредит;1663;Москва и обл.;2 971 007,00;2 880 339,00;90 668,00;3,15
429;2;Интерактивный Банк;3378;Москва и обл.;2 960 122,00;3 096 571,00;-136 449,00;-4,41
430;19;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 906 340,00;2 776 236,00;130 104,00;4,69
431;8;РБА;3413;Москва и обл.;2 901 699,00;2 947 433,00;-45 734,00;-1,55
432;-4;Лайтбанк;3177;Москва и обл.;2 899 381,00;3 129 517,00;-230 136,00;-7,35
433;18;Заубер Банк;1614;Санкт-Петербург и обл.;2 894 758,00;2 734 047,00;160 711,00;5,88
434;9;Костромаселькомбанк;1115;Костромская обл.;2 887 306,00;2 878 366,00;8 940,00;0,31
435;11;Аспект;608;Москва и обл.;2 874 146,00;2 843 770,00;30 376,00;1,07
436;0;Оргбанк;3312;Москва и обл.;2 869 855,00;3 029 528,00;-159 673,00;-5,27
437;20;Система;2846;Москва и обл.;2 836 242,00;2 627 614,00;208 628,00;7,94
438;15;Еврокапитал-Альянс;2672;Ярославская обл.;2 835 932,00;2 678 761,00;157 171,00;5,87
439;11;Йошкар-Ола;2802;Марий Эл;2 760 772,00;2 755 784,00;4 988,00;0,18
440;31;Кроссинвестбанк;2849;Москва и обл.;2 728 560,00;2 424 391,00;304 169,00;12,55
441;-1;ЕвроАксис Банк;3273;Москва и обл.;2 703 688,00;2 916 237,00;-212 549,00;-7,29
442;16;Народный Банк;2249;Карачаево-Черкесия;2 693 628,00;2 625 121,00;68 507,00;2,61
443;4;Океан Банк;1697;Москва и обл.;2 684 437,00;2 805 481,00;-121 044,00;-4,31
444;-18;Татагропромбанк;728;Татарстан;2 684 415,00;3 140 022,00;-455 607,00;-14,51
445;-1;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 681 108,00;2 875 359,00;-194 251,00;-6,76
446;6;Элита;1399;Калужская обл.;2 643 986,00;2 718 912,00;-74 926,00;-2,76
447;-6;Кросна-Банк;2607;Москва и обл.;2 642 872,00;2 906 275,00;-263 403,00;-9,06
448;12;Владбизнесбанк;903;Владимирская обл.;2 641 209,00;2 597 315,00;43 894,00;1,69
449;-4;Росбизнесбанк;1405;Москва и обл.;2 624 961,00;2 857 025,00;-232 064,00;-8,12
450;9;Унифондбанк;3416;Москва и обл.;2 612 047,00;2 598 644,00;13 403,00;0,52
451;3;Апабанк;2404;Москва и обл.;2 578 939,00;2 672 641,00;-93 702,00;-3,51
452;40;Земкомбанк;574;Ростовская обл.;2 566 289,00;2 153 205,00;413 084,00;19,18
453;2;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 550 215,00;2 639 835,00;-89 620,00;-3,39
454;32;Стелла-Банк;2948;Ростовская обл.;2 536 791,00;2 238 800,00;297 991,00;13,31
455;20;Новация;840;Адыгея;2 515 183,00;2 365 230,00;149 953,00;6,34
456;-29;Межбанковский Кредитный Союз;3242;Москва и обл.;2 499 722,00;3 137 234,00;-637 512,00;-20,32
457;12;Кредпромбанк;1165;Ярославская обл.;2 493 990,00;2 440 260,00;53 730,00;2,20
458;14;Соверен Банк;3206;Москва и обл.;2 481 481,00;2 423 677,00;57 804,00;2,38
459;-61;Профессионал Банк;3296;Москва и обл.;2 480 204,00;3 696 776,00;-1 216 572,00;-32,91
460;13;Банк ВВБ;1093;Севастополь;2 465 258,00;2 397 524,00;67 734,00;2,83
461;1;БСТ-Банк;2883;Кемеровская обл.;2 457 219,00;2 530 743,00;-73 524,00;-2,91
462;8;Канский;860;Красноярский край;2 454 069,00;2 437 998,00;16 071,00;0,66
463;5;Газнефтьбанк;3223;Саратовская обл.;2 451 548,00;2 454 600,00;-3 052,00;-0,12
464;0;Резерв;2364;Челябинская обл.;2 435 250,00;2 510 125,00;-74 875,00;-2,98
465;2;Миръ;3089;Москва и обл.;2 428 727,00;2 476 540,00;-47 813,00;-1,93
466;-18;ЮМК Банк;3495;Краснодарский край;2 415 228,00;2 792 387,00;-377 159,00;-13,51
467;18;Преодоление;2649;Москва и обл.;2 413 243,00;2 260 874,00;152 369,00;6,74
468;-12;Михайловский ПЖСБ;2961;Волгоградская обл.;2 408 871,00;2 638 407,00;-229 536,00;-8,70
469;8;Международный Строительный Банк;3484;Москва и обл.;2 407 908,00;2 355 712,00;52 196,00;2,22
470;-5;Кредит Экспресс;3186;Ростовская обл.;2 400 040,00;2 502 147,00;-102 107,00;-4,08
471;-60;Прайм Финанс;2758;Санкт-Петербург и обл.;2 392 227,00;3 424 935,00;-1 032 708,00;-30,15
472;-11;К2 Банк;2851;Карачаево-Черкесия;2 388 286,00;2 585 324,00;-197 038,00;-7,62
473;-7;ИРС;272;Москва и обл.;2 379 791,00;2 488 120,00;-108 329,00;-4,35
474;9;Столичный Кредит;2853;Москва и обл.;2 293 601,00;2 290 319,00;3 282,00;0,14
475;13;Вологдабанк;992;Вологодская обл.;2 281 311,00;2 217 662,00;63 649,00;2,87
476;11;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 269 465,00;2 220 557,00;48 908,00;2,20
477;-14;Новый Символ;370;Москва и обл.;2 241 150,00;2 524 847,00;-283 697,00;-11,24
478;0;Внешфинбанк;3173;Краснодарский край;2 239 411,00;2 332 886,00;-93 475,00;-4,01
479;5;Викинг;2;Санкт-Петербург и обл.;2 234 886,00;2 272 593,00;-37 707,00;-1,66
480;0;Проинвестбанк;784;Пермская обл.;2 223 667,00;2 305 072,00;-81 405,00;-3,53
481;8;Тальменка-Банк;826;Алтайский край;2 199 934,00;2 195 686,00;4 248,00;0,19
482;16;Вестинтербанк;3398;Москва и обл.;2 155 697,00;2 116 300,00;39 397,00;1,86
483;11;Современные Стандарты Бизнеса;3397;Москва и обл.;2 139 962,00;2 150 416,00;-10 454,00;-0,49
484;11;Вкабанк;1027;Астраханская обл.;2 137 286,00;2 149 939,00;-12 653,00;-0,59
485;14;Капитал;575;Москва и обл.;2 120 744,00;2 109 778,00;10 966,00;0,52
486;-12;Далена Банк;1948;Москва и обл.;2 115 910,00;2 388 212,00;-272 302,00;-11,40
487;3;Яринтербанк;2564;Ярославская обл.;2 112 572,00;2 194 432,00;-81 860,00;-3,73
488;13;Спиритбанк;2053;Тульская обл.;2 100 935,00;2 090 521,00;10 414,00;0,50
489;4;Банк Пермь;875;Пермская обл.;2 098 633,00;2 150 800,00;-52 167,00;-2,43
490;10;Московский Вексельный Банк;2697;Москва и обл.;2 095 589,00;2 092 234,00;3 355,00;0,16
491;6;Америкэн Экспресс Банк;3460;Москва и обл.;2 081 623,00;2 121 342,00;-39 719,00;-1,87
492;16;Акцент;696;Оренбургская обл.;2 060 559,00;1 965 560,00;94 999,00;4,83
493;-14;Россита-Банк;3257;Москва и обл.;2 055 497,00;2 306 286,00;-250 789,00;-10,87
494;13;Взаимодействие;1704;Новосибирская обл.;2 049 160,00;1 982 395,00;66 765,00;3,37
495;11;Старооскольский Агропромбанк;1050;Белгородская обл.;2 039 821,00;1 991 216,00;48 605,00;2,44
496;8;Бум-Банк;1137;Кабардино-Балкария;2 004 861,00;2 029 278,00;-24 417,00;-1,20
497;5;Банк Глобус;2438;Москва и обл.;1 987 043,00;2 052 196,00;-65 153,00;-3,17
498;15;РУБанк;2813;Москва и обл.;1 984 443,00;1 905 076,00;79 367,00;4,17
499;4;Вятич;2796;Рязанская обл.;1 975 524,00;2 041 331,00;-65 807,00;-3,22
500;-9;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 949 192,00;2 174 914,00;-225 722,00;-10,38
501;-5;Златкомбанк;568;Москва и обл.;1 946 800,00;2 127 172,00;-180 372,00;-8,48
502;9;Озон Банк;3516;Москва и обл.;1 945 157,00;1 938 338,00;6 819,00;0,35
503;62;ПэйПал Ру;3517;Москва и обл.;1 886 916,00;1 295 826,00;591 090,00;45,61
504;65;Мурманский Расчетный Центр;3341;Мурманская обл.;1 873 378,00;1 256 343,00;617 035,00;49,11
505;4;Риал-Кредит;3393;Москва и обл.;1 873 168,00;1 951 040,00;-77 872,00;-3,99
506;4;Кемсоцинбанк;96;Кемеровская обл.;1 872 717,00;1 945 715,00;-72 998,00;-3,75
507;7;КОР;2148;Волгоградская обл.;1 871 473,00;1 877 788,00;-6 315,00;-0,34
508;4;Дом-Банк;3209;Москва и обл.;1 852 949,00;1 911 959,00;-59 010,00;-3,09
509;22;Булгар Банк;1917;Ярославская обл.;1 841 987,00;1 649 952,00;192 035,00;11,64
510;7;Сириус;3506;Омская обл.;1 793 945,00;1 864 146,00;-70 201,00;-3,77
511;4;Холмск;503;Сахалинская обл.;1 791 905,00;1 874 013,00;-82 108,00;-4,38
512;10;Майкопбанк;1136;Адыгея;1 790 592,00;1 778 898,00;11 694,00;0,66
513;8;Руна-Банк;3207;Москва и обл.;1 770 946,00;1 779 027,00;-8 081,00;-0,45
514;2;Объединенная Расчетная Система;3342;Москва и обл.;1 764 539,00;1 865 514,00;-100 975,00;-5,41
515;8;Крона-Банк;2499;Иркутская обл.;1 758 093,00;1 730 511,00;27 582,00;1,59
516;2;Кетовский Коммерческий Банк;842;Курганская обл.;1 728 289,00;1 838 939,00;-110 650,00;-6,02
517;2;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 719 275,00;1 832 336,00;-113 061,00;-6,17
518;7;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 702 824,00;1 717 310,00;-14 486,00;-0,84
519;36;Динамичные Системы;3439;Москва и обл.;1 690 570,00;1 388 922,00;301 648,00;21,72
520;13;Социум-Банк;2881;Москва и обл.;1 667 766,00;1 634 292,00;33 474,00;2,05
521;17;Великие Луки Банк;598;Псковская обл.;1 642 188,00;1 570 661,00;71 527,00;4,55
