Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2020, тыс. рублей;Январь, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;8;Далена Банк;1948;Москва и обл.;3 852 986,00;3 701 159,00;151 827,00;4,10
262;9;Уралпромбанк;2964;Челябинская обл.;3 780 319,00;3 619 198,00;161 121,00;4,45
263;3;Владбизнесбанк;903;Владимирская обл.;3 778 889,00;3 906 459,00;-127 570,00;-3,27
264;4;Современные Стандарты Бизнеса;3397;Москва и обл.;3 774 669,00;3 726 835,00;47 834,00;1,28
265;9;Коммерческий Индо Банк;3446;Москва и обл.;3 758 802,00;3 450 738,00;308 064,00;8,93
266;-18;Севастопольский Морской Банк;3528;Севастополь;3 621 012,00;4 509 491,00;-888 479,00;-19,70
267;6;Банк Реалист;2646;Москва и обл.;3 527 230,00;3 527 004,00;226,00;0,01
268;2;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 503 082,00;3 631 371,00;-128 289,00;-3,53
269;12;Первый Клиентский Банк;3436;Москва и обл.;3 454 831,00;3 215 423,00;239 408,00;7,45
270;22;Синко-Банк;2838;Москва и обл.;3 420 497,00;2 976 376,00;444 121,00;14,92
271;-15;Мобильная карта;3522;Санкт-Петербург и обл.;3 418 040,00;4 296 611,00;-878 571,00;-20,45
272;7;Первоуральскбанк;965;Свердловская обл.;3 300 955,00;3 219 319,00;81 636,00;2,54
273;2;Уралфинанс;1370;Свердловская обл.;3 250 533,00;3 280 522,00;-29 989,00;-0,91
274;11;БСТ-Банк;2883;Кемеровская обл.;3 248 616,00;3 092 127,00;156 489,00;5,06
275;3;Юнистрим;3467;Москва и обл.;3 226 638,00;3 229 020,00;-2 382,00;-0,07
276;-4;Элита;1399;Калужская обл.;3 196 947,00;3 531 179,00;-334 232,00;-9,47
277;0;Живаго Банк;2065;Рязанская обл.;3 186 880,00;3 232 569,00;-45 689,00;-1,41
278;12;Евразийский Банк;969;Москва и обл.;3 162 711,00;2 996 870,00;165 841,00;5,53
279;1;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 157 575,00;3 218 674,00;-61 099,00;-1,90
280;7;Кетовский Коммерческий Банк;842;Курганская обл.;3 095 575,00;3 087 143,00;8 432,00;0,27
281;2;Банк ПСА Финанс Рус;3481;Москва и обл.;3 081 303,00;3 111 039,00;-29 736,00;-0,96
282;6;Профессионал Банк;3296;Москва и обл.;3 071 318,00;3 044 600,00;26 718,00;0,88
283;-1;Унифондбанк;3416;Москва и обл.;3 035 240,00;3 129 180,00;-93 940,00;-3,00
284;9;Тендер-Банк;2252;Москва и обл.;3 027 263,00;2 973 122,00;54 141,00;1,82
285;11;Внешфинбанк;3173;Краснодарский край;2 995 481,00;2 839 864,00;155 617,00;5,48
286;11;Экси-Банк;2530;Санкт-Петербург и обл.;2 931 374,00;2 806 325,00;125 049,00;4,46
287;7;Банк Заречье;817;Татарстан;2 893 949,00;2 970 154,00;-76 205,00;-2,57
288;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 866 873,00;3 024 536,00;-157 663,00;-5,21
289;17;Система;2846;Москва и обл.;2 865 807,00;2 607 438,00;258 369,00;9,91
290;12;Яринтербанк;2564;Ярославская обл.;2 834 626,00;2 666 958,00;167 668,00;6,29
291;9;Озон Банк;3516;Москва и обл.;2 829 069,00;2 676 382,00;152 687,00;5,70
292;7;Ермак;1809;Ханты-Мансийский АО — Югра;2 792 281,00;2 717 694,00;74 587,00;2,74
293;-2;Московский Нефтехимический Банк;1411;Москва и обл.;2 723 031,00;2 979 493,00;-256 462,00;-8,61
294;-8;Оргбанк;3312;Москва и обл.;2 690 229,00;3 088 982,00;-398 753,00;-12,91
295;23;Россита-Банк;3257;Москва и обл.;2 687 378,00;2 212 851,00;474 527,00;21,44
296;12;Социум-Банк;2881;Москва и обл.;2 674 562,00;2 543 121,00;131 441,00;5,17
297;4;Газнефтьбанк;3223;Саратовская обл.;2 673 843,00;2 673 550,00;293,00;0,01
298;-14;Расчетные Решения;3524;Москва и обл.;2 669 827,00;3 096 665,00;-426 838,00;-13,78
299;-1;ИТ Банк;2609;Омская обл.;2 668 751,00;2 748 957,00;-80 206,00;-2,92
300;5;Америкэн Экспресс Банк;3460;Москва и обл.;2 646 685,00;2 615 165,00;31 520,00;1,21
301;-6;ИРС;272;Москва и обл.;2 596 126,00;2 846 546,00;-250 420,00;-8,80
302;8;Банк Глобус;2438;Москва и обл.;2 561 394,00;2 459 529,00;101 865,00;4,14
303;0;Витабанк;356;Санкт-Петербург и обл.;2 561 325,00;2 664 323,00;-102 998,00;-3,87
304;5;Первый Инвестиционный Банк;604;Москва и обл.;2 553 692,00;2 500 273,00;53 419,00;2,14
305;2;Международный Коммерческий Банк;2524;Москва и обл.;2 528 968,00;2 590 528,00;-61 560,00;-2,38
306;6;РБА;3413;Москва и обл.;2 517 294,00;2 422 669,00;94 625,00;3,91
307;4;Йошкар-Ола;2802;Марий Эл;2 514 986,00;2 423 951,00;91 035,00;3,76
308;-4;Евроальянс;1781;Ивановская обл.;2 514 306,00;2 617 471,00;-103 165,00;-3,94
309;4;Первый Дортрансбанк;3271;Кировская обл.;2 446 384,00;2 344 298,00;102 086,00;4,35
310;14;Викинг;2;Санкт-Петербург и обл.;2 419 125,00;2 159 721,00;259 404,00;12,01
311;3;Костромаселькомбанк;1115;Костромская обл.;2 377 200,00;2 336 526,00;40 674,00;1,74
312;11;РФИ Банк;3351;Москва и обл.;2 340 445,00;2 172 182,00;168 263,00;7,75
313;4;Великие Луки Банк;598;Псковская обл.;2 259 969,00;2 275 777,00;-15 808,00;-0,69
314;6;Приобье;537;Ханты-Мансийский АО — Югра;2 255 204,00;2 196 810,00;58 394,00;2,66
315;0;Банк Пермь;875;Пермская обл.;2 240 837,00;2 297 773,00;-56 936,00;-2,48
316;3;ИК Банк;1732;Татарстан;2 217 869,00;2 197 018,00;20 851,00;0,95
317;13;Новый Московский Банк;2932;Москва и обл.;2 211 243,00;1 882 430,00;328 813,00;17,47
318;-2;Вкабанк;1027;Астраханская обл.;2 211 103,00;2 293 283,00;-82 180,00;-3,58
319;3;Арзамас;1281;Нижегородская обл.;2 210 404,00;2 178 759,00;31 645,00;1,45
320;29;Сельмашбанк;106;Ростовская обл.;2 165 299,00;1 515 025,00;650 274,00;42,92
321;5;Капитал;575;Москва и обл.;2 159 349,00;2 135 049,00;24 300,00;1,14
322;-1;Народный Доверительный Банк;2374;Москва и обл.;2 137 677,00;2 190 333,00;-52 656,00;-2,40
323;5;Саратов;330;Саратовская обл.;2 074 571,00;1 980 807,00;93 764,00;4,73
324;8;Ноосфера;2650;Республика Алтай;2 073 569,00;1 805 149,00;268 420,00;14,87
325;4;Кросна-Банк;2607;Москва и обл.;1 945 402,00;1 976 733,00;-31 331,00;-1,58
326;26;Мурманский Расчетный Центр;3341;Мурманская обл.;1 945 320,00;1 491 411,00;453 909,00;30,43
327;11;АвтоКредитБанк;1973;Татарстан;1 861 716,00;1 700 285,00;161 431,00;9,49
328;3;Майкопбанк;1136;Адыгея;1 851 535,00;1 866 184,00;-14 649,00;-0,78
329;14;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 835 653,00;1 610 857,00;224 796,00;13,96
330;25;Примтеркомбанк;21;Приморский край;1 759 144,00;1 401 071,00;358 073,00;25,56
331;5;Калуга;1151;Калужская обл.;1 748 095,00;1 762 898,00;-14 803,00;-0,84
332;1;Алтынбанк;2070;Татарстан;1 728 553,00;1 772 060,00;-43 507,00;-2,46
333;18;Банк РМП;2574;Москва и обл.;1 728 246,00;1 500 586,00;227 660,00;15,17
334;0;Дом-Банк;3209;Москва и обл.;1 719 694,00;1 767 798,00;-48 104,00;-2,72
335;-8;Сервис Резерв;2034;Москва и обл.;1 714 499,00;2 026 680,00;-312 181,00;-15,40
336;-1;Тексбанк;2756;Карачаево-Черкесия;1 642 094,00;1 765 279,00;-123 185,00;-6,98
337;2;Проинвестбанк;784;Пермская обл.;1 624 266,00;1 684 644,00;-60 378,00;-3,58
338;3;Кузбассхимбанк;2868;Кемеровская обл.;1 622 636,00;1 635 265,00;-12 629,00;-0,77
339;-2;Спутник;1071;Самарская обл.;1 603 408,00;1 748 009,00;-144 601,00;-8,27
340;0;Промсельхозбанк;538;Москва и обл.;1 584 462,00;1 676 980,00;-92 518,00;-5,52
341;4;Столичный Кредит;2853;Москва и обл.;1 537 149,00;1 567 589,00;-30 440,00;-1,94
342;8;Яндекс Банк;3027;Москва и обл.;1 536 284,00;1 512 371,00;23 913,00;1,58
343;1;Вакобанк;1291;Псковская обл.;1 523 263,00;1 570 561,00;-47 298,00;-3,01
344;-2;Новокиб;1747;Кемеровская обл.;1 516 074,00;1 612 271,00;-96 197,00;-5,97
345;9;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 462 610,00;1 426 077,00;36 533,00;2,56
346;11;Почтобанк;1788;Пермская обл.;1 427 109,00;1 368 034,00;59 075,00;4,32
347;-22;Элекснет;3314;Москва и обл.;1 413 946,00;2 153 120,00;-739 174,00;-34,33
348;16;МТИ Банк;1052;Москва и обл.;1 410 274,00;1 227 100,00;183 174,00;14,93
349;7;Прохладный;874;Кабардино-Балкария;1 404 602,00;1 388 979,00;15 623,00;1,12
350;3;Крона-Банк;2499;Иркутская обл.;1 374 688,00;1 485 804,00;-111 116,00;-7,48
351;7;Кузнецкий Мост;2254;Москва и обл.;1 353 350,00;1 319 013,00;34 337,00;2,60
352;-6;Республиканский Кредитный Альянс;3017;Москва и обл.;1 347 322,00;1 555 909,00;-208 587,00;-13,41
353;-5;Росбизнесбанк;1405;Москва и обл.;1 310 976,00;1 522 157,00;-211 181,00;-13,87
354;22;Межбанковский Кредитный Союз;3242;Москва и обл.;1 310 821,00;1 079 396,00;231 425,00;21,44
355;4;Курган;2568;Курганская обл.;1 309 188,00;1 311 126,00;-1 938,00;-0,15
356;5;Агора;3231;Москва и обл.;1 267 571,00;1 286 872,00;-19 301,00;-1,50
357;3;Руна-Банк;3207;Москва и обл.;1 257 892,00;1 286 918,00;-29 026,00;-2,26
358;7;Майский;1673;Кабардино-Балкария;1 244 856,00;1 220 640,00;24 216,00;1,98
359;7;Нальчик;695;Кабардино-Балкария;1 235 930,00;1 216 983,00;18 947,00;1,56
360;2;Р-Инкас;3536;Москва и обл.;1 219 604,00;1 262 071,00;-42 467,00;-3,36
361;13;Русский Банк Сбережений;779;Ставропольский край;1 210 654,00;1 105 753,00;104 901,00;9,49
362;6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 204 238,00;1 197 790,00;6 448,00;0,54
363;6;Саммит Банк;85;Приморский край;1 199 802,00;1 183 743,00;16 059,00;1,36
364;6;Спецстройбанк;236;Москва и обл.;1 173 574,00;1 171 679,00;1 895,00;0,16
365;7;Земкомбанк;574;Ростовская обл.;1 170 080,00;1 141 878,00;28 202,00;2,47
366;5;Невастройинвест;1926;Санкт-Петербург и обл.;1 153 794,00;1 153 399,00;395,00;0,03
367;6;Байкалкредобанк;2990;Иркутская обл.;1 111 674,00;1 127 846,00;-16 172,00;-1,43
368;7;ЕАТП Банк;1765;Астраханская обл.;1 069 147,00;1 105 278,00;-36 131,00;-3,27
369;15;Банк РСИ;3415;Москва и обл.;1 067 306,00;980 841,00;86 465,00;8,82
370;9;Электронный платежный сервис;3509;Москва и обл.;1 042 961,00;1 042 961,00;0,00;0
371;9;Дон-Тексбанк;1818;Ростовская обл.;1 032 064,00;1 037 238,00;-5 174,00;-0,50
372;29;РусьРегионБанк;685;Москва и обл.;1 016 727,00;697 894,00;318 833,00;45,69
373;13;Народный Инвестиционный Банк;2876;Самарская обл.;1 016 413,00;933 404,00;83 009,00;8,89
374;-7;Финчер;3486;Москва и обл.;1 015 424,00;1 216 240,00;-200 816,00;-16,51
375;10;Соколовский;2830;Москва и обл.;980 268,00;947 804,00;32 464,00;3,43
376;12;Национальный Банк Сбережений;1949;Ивановская обл.;938 770,00;889 232,00;49 538,00;5,57
377;1;Спиритбанк;2053;Тульская обл.;922 478,00;1 057 863,00;-135 385,00;-12,80
378;5;Классик Эконом Банк;3298;Северная Осетия — Алания;919 527,00;985 404,00;-65 877,00;-6,69
379;16;Космос;2245;Москва и обл.;903 767,00;796 257,00;107 510,00;13,50
380;9;Химик;1114;Нижегородская обл.;882 687,00;873 412,00;9 275,00;1,06
381;0;Единая касса;3512;Москва и обл.;862 642,00;1 027 503,00;-164 861,00;-16,04
382;10;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;859 972,00;834 171,00;25 801,00;3,09
383;7;Единая Расчетная Палата;384;Москва и обл.;848 969,00;852 002,00;-3 033,00;-0,36
384;16;Металлург;2877;Москва и обл.;841 400,00;706 027,00;135 373,00;19,17
385;8;Балаково-Банк;444;Саратовская обл.;837 712,00;819 190,00;18 522,00;2,26
386;10;Максима;3379;Москва и обл.;835 999,00;771 144,00;64 855,00;8,41
387;4;Моби.Деньги;3523;Москва и обл.;834 613,00;834 613,00;0,00;0
388;-1;Деньги.Мэйл.Ру;3511;Москва и обл.;758 384,00;914 806,00;-156 422,00;-17,10
389;5;РИБ;2749;Москва и обл.;752 449,00;796 794,00;-44 345,00;-5,57
390;8;Вайлдберриз Банк;841;Москва и обл.;747 998,00;755 391,00;-7 393,00;-0,98
391;6;Объединенный Банк Республики;1016;Чувашия;746 031,00;769 399,00;-23 368,00;-3,04
392;10;Прокоммерцбанк;2996;Москва и обл.;739 111,00;687 524,00;51 587,00;7,50
393;16;Банк 131;3538;Татарстан;699 259,00;582 232,00;117 027,00;20,10
394;11;Гефест;1046;Тверская обл.;676 099,00;625 559,00;50 540,00;8,08
395;4;Геобанк;2027;Москва и обл.;657 170,00;746 207,00;-89 037,00;-11,93
396;20;Дружба;990;Тюменская обл.;653 169,00;496 525,00;156 644,00;31,55
397;9;Славянбанк;804;Новгородская обл.;646 526,00;618 972,00;27 554,00;4,45
398;6;Рента-Банк;3095;Москва и обл.;641 247,00;642 199,00;-952,00;-0,15
399;-22;Онего;2484;Карелия;622 772,00;1 078 048,00;-455 276,00;-42,23
400;8;Эко-Инвест;3116;Москва и обл.;616 964,00;597 575,00;19 389,00;3,24
401;2;Ресурс-Траст;3122;Москва и обл.;591 216,00;644 202,00;-52 986,00;-8,23
402;8;Таганрогбанк;3136;Ростовская обл.;564 770,00;546 275,00;18 495,00;3,39
403;8;Монета.ру;3508;Марий Эл;541 966,00;542 019,00;-53,00;-0,01
404;9;Вятич;2796;Рязанская обл.;525 617,00;512 961,00;12 656,00;2,47
405;7;МВС Банк;2407;Дагестан;501 902,00;514 799,00;-12 897,00;-2,51
406;9;Центрально-Азиатский;3037;Хакасия;443 219,00;499 263,00;-56 044,00;-11,23
407;7;Холмск;503;Сахалинская обл.;428 940,00;507 177,00;-78 237,00;-15,43
408;10;Континенталь;3184;Ставропольский край;425 001,00;433 289,00;-8 288,00;-1,91
409;-2;Банк Берейт;3505;Санкт-Петербург и обл.;417 227,00;600 706,00;-183 479,00;-30,54
410;7;Народный Банк Тувы;1309;Тыва;383 933,00;493 550,00;-109 617,00;-22,21
411;10;Северстройбанк;3507;Вологодская обл.;377 261,00;379 848,00;-2 587,00;-0,68
412;10;Тайдон;2085;Кемеровская обл.;371 426,00;371 281,00;145,00;0,04
413;6;Альтернатива;3452;Москва и обл.;370 057,00;402 264,00;-32 207,00;-8,01
414;10;Платежный Стандарт;3530;Новосибирская обл.;368 958,00;368 958,00;0,00;0
415;8;Платежи и Расчеты;3324;Самарская обл.;331 898,00;370 592,00;-38 694,00;-10,44
416;9;Сетевая Расчетная Палата;3332;Татарстан;330 089,00;327 268,00;2 821,00;0,86
417;3;Лэнд Кредит;1478;Москва и обл.;327 391,00;397 134,00;-69 743,00;-17,56
418;9;Перспектива;3532;Омская обл.;294 928,00;294 928,00;0,00;0
419;7;Промсвязьинвест;2761;Дагестан;289 946,00;309 924,00;-19 978,00;-6,45
420;14;Элексир;3533;Москва и обл.;284 954,00;200 197,00;84 757,00;42,34
421;-39;Синергия;2884;Саратовская обл.;245 393,00;993 102,00;-747 709,00;-75,29
422;7;Премиум;3514;Москва и обл.;235 990,00;235 990,00;0,00;0
423;7;ПэйЮ;3518;Москва и обл.;224 247,00;224 247,00;0,00;0
424;4;Объединенная Расчетная Система;3342;Москва и обл.;218 333,00;282 133,00;-63 800,00;-22,61
425;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;217 988,00;223 604,00;-5 616,00;-2,51
426;7;Нарат;1902;Татарстан;210 893,00;213 124,00;-2 231,00;-1,05
427;4;Русское Финансовое Общество;3427;Москва и обл.;196 518,00;223 627,00;-27 109,00;-12,12
428;7;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;149 118,00;184 351,00;-35 233,00;-19,11
429;7;Элплат;3535;Удмуртия;118 095,00;118 095,00;0,00;0
430;7;Дальний Восток;3318;Приморский край;116 359,00;113 323,00;3 036,00;2,68
431;7;Инэко;3520;Ивановская обл.;92 135,00;92 135,00;0,00;0
