Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2010, тыс. рублей;Сентябрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
812;-14;Межотраслевая Банковская Корпорация;3471;Москва и обл.;558 105,00;582 600,00;-24 495,00;-4,20
813;6;Вакобанк;1291;Псковская обл.;556 926,00;518 765,00;38 161,00;7,36
814;-8;Банк Долгосрочного Кредитования;3391;Москва и обл.;555 548,00;564 888,00;-9 340,00;-1,65
815;-5;Камчатка;2966;Камчатская обл.;554 591,00;545 741,00;8 850,00;1,62
816;1;Техноком;2614;Москва и обл.;554 448,00;522 618,00;31 830,00;6,09
817;-14;РУБанк;2813;Ростовская обл.;547 928,00;569 731,00;-21 803,00;-3,83
818;109;ЮМК Банк;3495;Краснодарский край;546 272,00;258 884,00;287 388,00;111,01
819;9;РусьРегионБанк;685;Москва и обл.;535 921,00;495 675,00;40 246,00;8,12
820;2;Кузбассхимбанк;2868;Кемеровская обл.;533 993,00;514 817,00;19 176,00;3,72
821;9;Прокоммерцбанк;2996;Москва и обл.;530 466,00;488 332,00;42 134,00;8,63
822;5;Классик Эконом Банк;3298;Северная Осетия — Алания;527 843,00;497 789,00;30 054,00;6,04
823;-7;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;512 922,00;533 573,00;-20 651,00;-3,87
824;42;Межбанковский Расчетный Центр;3325;Приморский край;509 894,00;382 316,00;127 578,00;33,37
825;-4;Прохладный;874;Кабардино-Балкария;508 201,00;517 334,00;-9 133,00;-1,77
826;3;Стар Альянс;3433;Москва и обл.;506 938,00;494 322,00;12 616,00;2,55
827;-13;Космос;2245;Москва и обл.;506 260,00;540 980,00;-34 720,00;-6,42
828;-2;Банк Глобус;2438;Москва и обл.;503 660,00;501 294,00;2 366,00;0,47
829;-9;Кубаньторгбанк;478;Краснодарский край;502 200,00;517 465,00;-15 265,00;-2,95
830;-25;Народный Доверительный Банк;2374;Москва и обл.;499 624,00;567 020,00;-67 396,00;-11,89
831;15;Америкэн Экспресс Банк;3460;Москва и обл.;498 820,00;440 964,00;57 856,00;13,12
832;10;Дагестан;543;Дагестан;485 060,00;446 226,00;38 834,00;8,70
833;-10;Кредитбанк;1035;Калмыкия;481 351,00;508 490,00;-27 139,00;-5,34
834;7;ИстКом-Финанс;3435;Москва и обл.;479 662,00;454 329,00;25 333,00;5,58
835;-4;Миръ;3089;Москва и обл.;478 804,00;486 933,00;-8 129,00;-1,67
836;-23;Олма-Банк;3250;Москва и обл.;477 063,00;542 329,00;-65 266,00;-12,03
837;1;Южный Региональный Банк;3015;Ростовская обл.;476 616,00;457 405,00;19 211,00;4,20
838;12;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;473 747,00;431 737,00;42 010,00;9,73
839;-6;Агроинкомбанк;1946;Астраханская обл.;473 594,00;473 104,00;490,00;0,10
840;-3;Ростфинанс;481;Ростовская обл.;465 796,00;457 845,00;7 951,00;1,74
841;-6;Сунжа;2023;Ингушетия;464 095,00;458 617,00;5 478,00;1,19
842;2;Инвестиционный Республиканский Банк;2571;Москва и обл.;463 064,00;445 880,00;17 184,00;3,85
843;10;Расчетный Дом;3350;Москва и обл.;461 012,00;414 738,00;46 274,00;11,16
844;44;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;454 906,00;333 343,00;121 563,00;36,47
845;59;Коммерческий Банк Развития;3364;Москва и обл.;453 456,00;301 346,00;152 110,00;50,48
846;-35;Элекснет;3314;Москва и обл.;447 277,00;544 689,00;-97 412,00;-17,88
847;1;Эл Банк;1025;Республика Алтай;438 815,00;434 552,00;4 263,00;0,98
848;81;ЭнергоБизнес;3485;Москва и обл.;432 296,00;254 883,00;177 413,00;69,61
849;-4;Банк ВВБ;1093;Ярославская обл.;429 953,00;444 316,00;-14 363,00;-3,23
850;1;НКБ;2942;Калмыкия;420 121,00;430 036,00;-9 915,00;-2,31
851;7;Анталбанк;3115;Москва и обл.;418 525,00;399 827,00;18 698,00;4,68
852;25;Азия Банк;3183;Москва и обл.;412 966,00;352 459,00;60 507,00;17,17
853;4;Русский Финансовый Альянс;2035;Москва и обл.;410 921,00;400 529,00;10 392,00;2,59
854;5;Плато-Банк;2071;Свердловская обл.;410 579,00;399 504,00;11 075,00;2,77
855;35;Консервативный Коммерческий Банк;1087;Астраханская обл.;408 319,00;331 543,00;76 776,00;23,16
856;-2;ИР-Кредит;1724;Москва и обл.;404 623,00;411 108,00;-6 485,00;-1,58
857;-2;Вятич;2796;Рязанская обл.;392 529,00;407 936,00;-15 407,00;-3,78
858;3;Максимум;466;Ростовская обл.;389 993,00;389 332,00;661,00;0,17
859;8;Геобанк;2027;Москва и обл.;389 697,00;380 434,00;9 263,00;2,43
860;-26;Наш Банк;1340;Москва и обл.;388 521,00;469 914,00;-81 393,00;-17,32
861;23;Северная Клиринговая Палата;3317;Архангельская обл.;386 634,00;338 521,00;48 113,00;14,21
862;0;Дружба;990;Тюменская обл.;384 653,00;388 955,00;-4 302,00;-1,11
863;12;Банк Развития Бизнеса;1910;Кемеровская обл.;383 964,00;356 668,00;27 296,00;7,65
864;5;РИТЦ Банк;2677;Москва и обл.;382 535,00;375 938,00;6 597,00;1,75
865;-40;Удмуртинвестстройбанк;2447;Удмуртия;382 410,00;505 066,00;-122 656,00;-24,29
866;-6;Евросиб Банк;594;Псковская обл.;380 035,00;390 818,00;-10 783,00;-2,76
867;7;Принтбанк;546;Москва и обл.;377 330,00;361 105,00;16 225,00;4,49
868;4;Конгресс-Банк;2330;Москва и обл.;376 987,00;368 550,00;8 437,00;2,29
869;39;Мурманский Расчетный Центр;3341;Мурманская обл.;376 404,00;296 443,00;79 961,00;26,97
870;-6;Народный Инвестиционный Банк;2876;Самарская обл.;375 126,00;385 893,00;-10 767,00;-2,79
871;-1;Платежи и Расчеты;3324;Самарская обл.;373 168,00;371 872,00;1 296,00;0,35
872;8;Заубер Банк;1614;Карачаево-Черкесия;367 590,00;340 867,00;26 723,00;7,84
873;29;Банк РСИ;3415;Москва и обл.;365 426,00;305 623,00;59 803,00;19,57
874;-3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;358 565,00;370 423,00;-11 858,00;-3,20
875;3;Надежность;2425;Курганская обл.;356 679,00;347 887,00;8 792,00;2,53
876;-3;Си Ди Би Банк;3339;Краснодарский край;353 165,00;363 497,00;-10 332,00;-2,84
877;12;Акция;927;Ивановская обл.;347 980,00;331 558,00;16 422,00;4,95
878;17;Имбанк;2098;Дагестан;347 937,00;317 387,00;30 550,00;9,63
879;31;Рингкомбанк;1909;Ингушетия;347 682,00;289 989,00;57 693,00;19,89
880;19;Региональный Коммерческий Банк;836;Ульяновская обл.;347 140,00;309 835,00;37 305,00;12,04
881;2;Логос;3233;Москва и обл.;346 960,00;338 899,00;8 061,00;2,38
882;29;Анджибанк;570;Дагестан;344 572,00;287 424,00;57 148,00;19,88
883;-4;Таурус Банк;655;Челябинская обл.;343 623,00;344 276,00;-653,00;-0,19
884;-2;Соверен Банк;3206;Татарстан;343 304,00;338 926,00;4 378,00;1,29
885;0;Платежный Сервисный Банк;1943;Башкортостан;343 174,00;336 826,00;6 348,00;1,88
886;0;Природа;3399;Москва и обл.;340 073,00;335 506,00;4 567,00;1,36
887;-6;Адам Интернэшнл;2232;Дагестан;335 804,00;339 490,00;-3 686,00;-1,09
888;28;РосинтерБанк;226;Москва и обл.;334 263,00;272 787,00;61 476,00;22,54
889;35;Народный Земельно-Промышленный Банк;2873;Алтайский край;332 729,00;260 788,00;71 941,00;27,59
890;3;Еврорасчет;3498;Москва и обл.;331 582,00;318 803,00;12 779,00;4,01
891;-26;Айви Банк;2055;Москва и обл.;330 905,00;383 447,00;-52 542,00;-13,70
892;8;КБЦ;914;Тверская обл.;330 256,00;307 873,00;22 383,00;7,27
893;-30;Международный Расчетный Банк;3028;Москва и обл.;320 896,00;386 444,00;-65 548,00;-16,96
894;9;Энтузиастбанк;3048;Москва и обл.;318 797,00;302 492,00;16 305,00;5,39
895;45;Региональный Корпоративный Банк;1134;Ивановская обл.;318 057,00;235 955,00;82 102,00;34,80
896;5;Кредпромбанк;1165;Ярославская обл.;316 455,00;306 192,00;10 263,00;3,35
897;-3;Международный Торгово-Промышленный Банк;1203;Тверская обл.;314 298,00;317 457,00;-3 159,00;-1,00
898;-11;Промсвязьинвест;2761;Дагестан;313 899,00;334 324,00;-20 425,00;-6,11
899;-63;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;311 765,00;457 855,00;-146 090,00;-31,91
900;7;Камский Горизонт;2554;Татарстан;310 692,00;297 248,00;13 444,00;4,52
901;27;Народный Банк Тувы;1309;Тыва;308 894,00;256 198,00;52 696,00;20,57
902;-26;АвтоКредитБанк;1973;Татарстан;307 841,00;354 614,00;-46 773,00;-13,19
903;20;Ипозембанк;3026;Самарская обл.;307 098,00;262 288,00;44 810,00;17,08
904;5;Европейский Индустриальный Банк;2503;Москва и обл.;306 316,00;293 047,00;13 269,00;4,53
905;-9;Регнум;3373;Москва и обл.;299 981,00;316 131,00;-16 150,00;-5,11
906;-14;Онлайн Банк;2462;Москва и обл.;297 625,00;319 565,00;-21 940,00;-6,87
907;12;Дорис Банк;1679;Москва и обл.;296 068,00;268 367,00;27 701,00;10,32
908;-11;Приватхолдингбанк;3372;Москва и обл.;295 372,00;312 634,00;-17 262,00;-5,52
909;-4;Женская Микрофинансовая Cеть;3458;Москва и обл.;294 334,00;300 468,00;-6 134,00;-2,04
910;24;Рента-Банк;3095;Москва и обл.;288 245,00;248 070,00;40 175,00;16,20
911;4;Атлас Банк;3477;Москва и обл.;287 986,00;276 312,00;11 674,00;4,22
912;18;Холдинвестбанк;2837;Москва и обл.;284 700,00;254 204,00;30 496,00;12,00
913;0;Терра;3476;Москва и обл.;283 773,00;280 008,00;3 765,00;1,34
914;-2;Объединенный Национальный Банк;2074;Москва и обл.;283 131,00;281 188,00;1 943,00;0,69
915;5;Басманный;2158;Москва и обл.;281 571,00;264 978,00;16 593,00;6,26
916;-18;Альтернатива;3452;Москва и обл.;279 508,00;311 861,00;-32 353,00;-10,37
917;-11;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;279 026,00;297 975,00;-18 949,00;-6,36
918;23;Идея Банк;430;Краснодарский край;277 790,00;235 297,00;42 493,00;18,06
919;-51;Еврокапитал-Альянс;2672;Дагестан;273 685,00;377 973,00;-104 288,00;-27,59
920;-3;Кошелев-Банк;3300;Нижегородская обл.;271 615,00;270 811,00;804,00;0,30
921;-3;Универсалтраст;3402;Москва и обл.;269 529,00;270 255,00;-726,00;-0,27
922;-31;Кредо Финанс;793;Дагестан;266 822,00;320 277,00;-53 455,00;-16,69
923;12;Лидер;3304;Москва и обл.;262 350,00;246 948,00;15 402,00;6,24
924;9;Майский;1673;Кабардино-Балкария;261 773,00;248 160,00;13 613,00;5,49
925;-3;Континент Финанс;149;Калужская обл.;258 530,00;263 227,00;-4 697,00;-1,78
926;0;Международный Строительный Банк;3484;Москва и обл.;256 685,00;259 567,00;-2 882,00;-1,11
927;10;ФинТех;3499;Москва и обл.;255 901,00;242 462,00;13 439,00;5,54
928;-14;Сибирский Энергетический Банк;2604;Москва и обл.;248 107,00;277 804,00;-29 697,00;-10,69
929;-8;Гефест;1046;Тверская обл.;247 838,00;264 058,00;-16 220,00;-6,14
930;6;Новый Коммерческий Банк;347;Дагестан;247 809,00;242 708,00;5 101,00;2,10
931;22;АББ;2937;Москва и обл.;243 420,00;204 368,00;39 052,00;19,11
932;22;Идеалбанк;3491;Москва и обл.;240 755,00;203 086,00;37 669,00;18,55
933;-2;Линк-Банк;2699;Москва и обл.;239 607,00;253 505,00;-13 898,00;-5,48
934;-2;Тальменка-Банк;826;Алтайский край;239 603,00;248 452,00;-8 849,00;-3,56
935;7;Воронеж;654;Воронежская обл.;233 412,00;232 871,00;541,00;0,23
936;7;Внешфинбанк;3173;Дагестан;231 985,00;224 274,00;7 711,00;3,44
937;19;АлтайБизнес-Банк;2388;Алтайский край;231 814,00;201 720,00;30 094,00;14,92
938;20;Континенталь;3184;Дагестан;231 222,00;200 952,00;30 270,00;15,06
939;-14;Евросоюз;3411;Москва и обл.;230 508,00;260 002,00;-29 494,00;-11,34
940;6;Информпрогресс;2166;Москва и обл.;224 072,00;216 860,00;7 212,00;3,33
941;3;Центральная Расчетная Палата;3313;Москва и обл.;223 099,00;222 822,00;277,00;0,12
942;6;ПрестижКредитБанк;2922;Дагестан;216 398,00;216 047,00;351,00;0,16
943;2;Межбанковский Кредитный Союз;3242;Москва и обл.;216 085,00;220 316,00;-4 231,00;-1,92
944;-6;Леноблбанк;1003;Санкт-Петербург и обл.;215 832,00;238 070,00;-22 238,00;-9,34
945;-6;МВС Банк;2407;Дагестан;214 727,00;236 961,00;-22 234,00;-9,38
946;4;ТЭСТ;3440;Москва и обл.;214 652,00;211 220,00;3 432,00;1,62
947;4;Российская Финансовая Корпорация;3099;Москва и обл.;213 865,00;210 136,00;3 729,00;1,77
948;1;Интеррасчет;1618;Карачаево-Черкесия;208 236,00;212 681,00;-4 445,00;-2,09
949;-2;Фреско Банк;1415;Ярославская обл.;206 115,00;216 095,00;-9 980,00;-4,62
950;5;Строительно-Коммерческий Банк;3050;Архангельская обл.;205 373,00;203 004,00;2 369,00;1,17
951;10;Межрегиональный Банк Реконструкции;2620;Москва и обл.;204 956,00;189 329,00;15 627,00;8,25
952;18;Объединенная Расчетная Палата;3451;Москва и обл.;202 641,00;148 504,00;54 137,00;36,45
953;9;1Банк;2896;Северная Осетия — Алания;199 070,00;187 588,00;11 482,00;6,12
954;14;Европейский Стандарт;3200;Кабардино-Балкария;198 424,00;151 270,00;47 154,00;31,17
955;2;Таганрогбанк;3136;Ростовская обл.;198 343,00;201 555,00;-3 212,00;-1,59
956;9;Вайлдберриз Банк;841;Адыгея;195 774,00;179 045,00;16 729,00;9,34
957;7;Дербент-Кредит;2090;Дагестан;193 831,00;181 468,00;12 363,00;6,81
958;2;Эно;1988;Дагестан;190 771,00;194 854,00;-4 083,00;-2,10
960;-1;Церих;3278;Орловская обл.;187 804,00;198 826,00;-11 022,00;-5,54
961;37;Финчер;3486;Москва и обл.;184 272,00;83 245,00;101 027,00;121,36
962;5;Лэнд Кредит;1478;Москва и обл.;179 853,00;153 236,00;26 617,00;17,37
963;0;Инстройбанк;2743;Москва и обл.;165 267,00;184 376,00;-19 109,00;-10,36
964;13;Дальний Восток;3318;Тульская обл.;162 079,00;138 350,00;23 729,00;17,15
965;13;Галабанк;3090;Адыгея;157 622,00;138 348,00;19 274,00;13,93
966;3;Тайдон;2085;Кемеровская обл.;156 531,00;148 695,00;7 836,00;5,27
967;6;Трастовый Банк;2780;Дагестан;151 904,00;142 906,00;8 998,00;6,30
968;6;Зеленокумская;1239;Ставропольский край;148 787,00;142 492,00;6 295,00;4,42
969;6;Банк Фридом Финанс;1143;Сахалинская обл.;144 897,00;140 377,00;4 520,00;3,22
970;23;Городской Расчетный Центр;3346;Курганская обл.;143 311,00;106 159,00;37 152,00;35,00
971;9;Невастройинвест;1926;Санкт-Петербург и обл.;140 340,00;133 056,00;7 284,00;5,47
972;16;Русское Финансовое Общество;3427;Москва и обл.;140 020,00;116 517,00;23 503,00;20,17
973;8;Уральская Расчетная Палата;3326;Москва и обл.;137 070,00;129 951,00;7 119,00;5,48
974;-3;Капиталбанк;2547;Ростовская обл.;134 712,00;143 639,00;-8 927,00;-6,21
975;9;Тройка;2051;Москва и обл.;129 174,00;126 095,00;3 079,00;2,44
976;-4;ГРиС-Банк;1928;Ставропольский край;128 970,00;143 393,00;-14 423,00;-10,06
977;5;К2 Банк;2851;Дагестан;125 847,00;129 532,00;-3 685,00;-2,84
978;9;Алжан;2491;Дагестан;123 631,00;121 392,00;2 239,00;1,84
979;7;Первый Депозитный Банк;1244;Тверская обл.;121 986,00;122 834,00;-848,00;-0,69
980;-1;Рунэтбанк;2829;Москва и обл.;120 819,00;134 499,00;-13 680,00;-10,17
981;2;Красноярский Краевой Расчетный Центр;3483;Красноярский край;120 747,00;127 431,00;-6 684,00;-5,25
982;-6;Бизнесбанк;2862;Дагестан;119 975,00;139 418,00;-19 443,00;-13,95
983;2;КредитАльянс;3472;Вологодская обл.;119 209,00;126 036,00;-6 827,00;-5,42
984;7;Каспий;639;Дагестан;116 567,00;107 734,00;8 833,00;8,20
985;-19;Умут;2435;Дагестан;115 739,00;166 815,00;-51 076,00;-30,62
986;4;Майма;1037;Республика Алтай;114 006,00;109 354,00;4 652,00;4,25
987;5;Газтрансбанк;665;Адыгея;111 900,00;107 198,00;4 702,00;4,39
988;1;Вест;2605;Москва и обл.;109 859,00;109 859,00;0,00;0
989;5;Нафтабанк;715;Дагестан;105 717,00;105 132,00;585,00;0,56
990;5;Финансовые Услуги;3496;Москва и обл.;96 688,00;104 024,00;-7 336,00;-7,05
991;5;Платежный Клиринговый Дом;3343;Москва и обл.;88 963,00;93 214,00;-4 251,00;-4,56
992;7;Евроинвест;3383;Москва и обл.;85 198,00;82 484,00;2 714,00;3,29
993;4;Единая Расчетная Палата;384;Москва и обл.;84 989,00;90 319,00;-5 330,00;-5,90
994;7;Тувакредит;1202;Тыва;77 485,00;77 879,00;-394,00;-0,51
995;8;Мигом;3323;Москва и обл.;68 071,00;64 559,00;3 512,00;5,44
996;4;Национальная Расчетная Компания;3386;Москва и обл.;62 834,00;78 226,00;-15 392,00;-19,68
997;7;РИБ;2749;Москва и обл.;58 145,00;48 453,00;9 692,00;20,00
998;8;Первый Земельный Расчетный Центр;3381;Курская обл.;56 217,00;29 260,00;26 957,00;92,13
999;6;Инновационный Расчетный Центр;3447;Москва и обл.;49 521,00;46 596,00;2 925,00;6,28
1000;7;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;31 186,00;25 906,00;5 280,00;20,38
1001;7;Межрегиональный центр микрокредитования;3489;Воронежская обл.;24 810,00;24 705,00;105,00;0,43
1002;7;Транштрейд;2676;Дагестан;23 870,00;23 243,00;627,00;2,70
1003;7;Расчетный Банковский Центр;3487;Москва и обл.;22 276,00;23 036,00;-760,00;-3,30
1004;7;Тор Кредит;3497;Москва и обл.;21 242,00;21 054,00;188,00;0,89
1005;7;Транзит;2688;Дагестан;18 949,00;18 852,00;97,00;0,51
1006;7;Депозитный Кредитный Дом;3474;Москва и обл.;17 752,00;17 806,00;-54,00;-0,30
1008;7;Сибирский Расчетный Центр;3308;Новосибирская обл.;10 193,00;10 419,00;-226,00;-2,17
1009;-7;Межрегиональный Клиринговый Центр;3424;Москва и обл.;4 477,00;74 104,00;-69 627,00;-93,96
1010;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 984,00;3 983,00;1,00;0,03
1011;6;Международная Уральская Расчетная Палата;3322;Свердловская обл.;2 009,00;2 057,00;-48,00;-2,33
1012;6;АРБ-Инкасс;3353;Москва и обл.;1 065,00;1 069,00;-4,00;-0,37
1013;6;Финансово-Расчетный Центр;3319;Нижегородская обл.;490,00;435,00;55,00;12,64
