Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2017, тыс. рублей;Ноябрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-2;Мосуралбанк;2468;Москва и обл.;6 891 087,00;7 043 172,00;-152 085,00;-2,16
260;-2;Финам Банк;2799;Москва и обл.;6 874 366,00;6 946 834,00;-72 468,00;-1,04
261;3;Русь;704;Оренбургская обл.;6 823 214,00;6 736 417,00;86 797,00;1,29
262;4;Новобанк;1352;Новгородская обл.;6 757 011,00;6 691 328,00;65 683,00;0,98
263;2;Ростфинанс;481;Ростовская обл.;6 741 295,00;6 712 361,00;28 934,00;0,43
264;5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 678 665,00;6 555 876,00;122 789,00;1,87
265;-3;Альба Альянс;2593;Москва и обл.;6 509 895,00;6 865 313,00;-355 418,00;-5,18
266;-10;Нефтепромбанк;2156;Москва и обл.;6 474 884,00;7 087 228,00;-612 344,00;-8,64
267;4;Конфидэнс Банк;970;Костромская обл.;6 412 539,00;6 463 614,00;-51 075,00;-0,79
268;5;Автоградбанк;1455;Татарстан;6 357 053,00;6 300 141,00;56 912,00;0,90
269;11;Енисейский Объединенный Банк;2645;Красноярский край;6 352 909,00;5 938 017,00;414 892,00;6,99
270;6;Сибсоцбанк;2015;Алтайский край;6 344 728,00;6 154 857,00;189 871,00;3,08
271;3;Чувашкредитпромбанк;1280;Чувашия;6 341 105,00;6 293 179,00;47 926,00;0,76
272;13;ЮMoney;3510;Россия;6 279 852,00;5 769 140,00;510 712,00;8,85
273;4;Агророс;2860;Саратовская обл.;6 266 995,00;6 147 444,00;119 551,00;1,94
274;5;Земский Банк;2900;Самарская обл.;6 022 448,00;5 964 747,00;57 701,00;0,97
275;-46;Гута-Банк;256;Москва и обл.;5 999 864,00;8 398 597,00;-2 398 733,00;-28,56
276;-8;Зираат Банк;2559;Москва и обл.;5 997 163,00;6 587 104,00;-589 941,00;-8,96
277;4;Уссури;596;Хабаровский край;5 975 451,00;5 919 038,00;56 413,00;0,95
278;4;Банк БКФ;2684;Москва и обл.;5 953 691,00;5 889 355,00;64 336,00;1,09
279;4;НБК-Банк;3283;Москва и обл.;5 845 395,00;5 873 942,00;-28 547,00;-0,49
280;6;Кузнецкий;609;Пензенская обл.;5 739 746,00;5 590 848,00;148 898,00;2,66
281;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 711 432,00;5 861 947,00;-150 515,00;-2,57
282;-44;Российская Финансовая Корпорация;3099;Москва и обл.;5 684 691,00;7 921 987,00;-2 237 296,00;-28,24
283;11;Венец;524;Ульяновская обл.;5 576 077,00;5 127 649,00;448 428,00;8,75
284;6;Славянский Кредит;2960;Москва и обл.;5 487 539,00;5 253 790,00;233 749,00;4,45
285;-13;Бест Эффортс Банк;435;Москва и обл.;5 471 572,00;6 339 492,00;-867 920,00;-13,69
286;2;Камский Коммерческий Банк;438;Татарстан;5 372 218,00;5 396 426,00;-24 208,00;-0,45
287;6;Севастопольский Морской Банк;3528;Севастополь;5 324 745,00;5 132 004,00;192 741,00;3,76
288;3;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 217 549,00;5 183 968,00;33 581,00;0,65
289;6;Нэклис-Банк;1671;Москва и обл.;5 205 846,00;5 070 564,00;135 282,00;2,67
290;6;Горбанк;2982;Санкт-Петербург и обл.;5 172 160,00;5 063 745,00;108 415,00;2,14
291;-4;Зенит Сочи;232;Краснодарский край;5 167 172,00;5 409 584,00;-242 412,00;-4,48
292;0;Банк ПСА Финанс Рус;3481;Москва и обл.;5 149 916,00;5 168 438,00;-18 522,00;-0,36
293;-4;Кубаньторгбанк;478;Краснодарский край;5 126 006,00;5 284 129,00;-158 123,00;-2,99
294;-27;Голдман Сакс Банк;3490;Москва и обл.;5 100 223,00;6 600 169,00;-1 499 946,00;-22,73
295;2;Черноморский банк развития и реконструкции;3527;Симферополь;5 057 425,00;5 030 347,00;27 078,00;0,54
296;4;Финансово-Промышленный Капитал;3295;Москва и обл.;4 966 084,00;4 632 618,00;333 466,00;7,20
297;32;Эс-Би-Ай Банк;3185;Москва и обл.;4 841 436,00;3 605 408,00;1 236 028,00;34,28
298;1;Роял Кредит Банк;783;Приморский край;4 779 643,00;4 636 945,00;142 698,00;3,08
299;5;Банк Инноваций и Развития;2647;Москва и обл.;4 745 120,00;4 490 868,00;254 252,00;5,66
300;-53;Межбанковский Кредитный Союз;3242;Москва и обл.;4 739 328,00;7 420 683,00;-2 681 355,00;-36,13
301;-23;Чайнасельхозбанк;3529;Москва и обл.;4 600 348,00;6 049 631,00;-1 449 283,00;-23,96
302;1;Платина;2347;Москва и обл.;4 593 122,00;4 523 648,00;69 474,00;1,54
303;10;Банкхаус Эрбе;1717;Москва и обл.;4 505 740,00;4 287 855,00;217 885,00;5,08
304;2;Московский Коммерческий Банк;3172;Москва и обл.;4 480 225,00;4 412 834,00;67 391,00;1,53
305;7;Донкомбанк;492;Ростовская обл.;4 475 630,00;4 291 147,00;184 483,00;4,30
306;-1;Мастер-Капитал;3011;Москва и обл.;4 456 504,00;4 487 475,00;-30 971,00;-0,69
307;-5;Стройлесбанк;2995;Тюменская обл.;4 440 604,00;4 554 643,00;-114 039,00;-2,50
308;19;Инкахран;3454;Москва и обл.;4 433 854,00;3 782 197,00;651 657,00;17,23
309;12;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 406 871,00;3 937 671,00;469 200,00;11,92
310;1;Руссобанк;2313;Москва и обл.;4 369 599,00;4 304 567,00;65 032,00;1,51
311;-4;Москва-Сити;3247;Москва и обл.;4 361 618,00;4 412 554,00;-50 936,00;-1,15
312;2;УМ-Банк;1441;Москва и обл.;4 327 841,00;4 281 211,00;46 630,00;1,09
313;-3;Аксонбанк;680;Костромская обл.;4 242 006,00;4 310 952,00;-68 946,00;-1,60
314;2;Юнистрим;3467;Москва и обл.;4 201 083,00;4 156 153,00;44 930,00;1,08
315;-14;Объединенный Резервный Банк;937;Москва и обл.;4 168 403,00;4 619 603,00;-451 200,00;-9,77
316;-8;Банк Кремлевский;2905;Москва и обл.;4 099 346,00;4 390 582,00;-291 236,00;-6,63
317;3;Братский АНКБ;1144;Иркутская обл.;4 094 286,00;3 983 857,00;110 429,00;2,77
318;-3;Долинск;857;Сахалинская обл.;4 088 030,00;4 162 444,00;-74 414,00;-1,79
319;-1;Вологжанин;1896;Вологодская обл.;4 082 858,00;4 027 655,00;55 203,00;1,37
320;-1;Экси-Банк;2530;Санкт-Петербург и обл.;4 064 156,00;3 989 449,00;74 707,00;1,87
321;-12;Витабанк;356;Санкт-Петербург и обл.;4 053 347,00;4 331 305,00;-277 958,00;-6,42
322;0;Межрегиональный промышленно-строительный банк;752;Мордовия;4 046 699,00;3 927 827,00;118 872,00;3,03
323;-6;Мегаполис;3265;Чувашия;4 042 566,00;4 061 728,00;-19 162,00;-0,47
324;13;Крокус-Банк;2682;Москва и обл.;3 932 332,00;3 438 498,00;493 834,00;14,36
325;0;Радиотехбанк;1166;Нижегородская обл.;3 930 371,00;3 881 651,00;48 720,00;1,26
326;-28;Евразийский Банк;969;Москва и обл.;3 927 641,00;4 645 650,00;-718 009,00;-15,46
327;-3;ВостСибтранскомбанк;2731;Иркутская обл.;3 906 134,00;3 883 344,00;22 790,00;0,59
328;-2;Кузнецкий Мост;2254;Москва и обл.;3 900 563,00;3 851 648,00;48 915,00;1,27
329;33;Сельмашбанк;106;Ростовская обл.;3 807 531,00;2 814 662,00;992 869,00;35,27
330;3;Банк Торгового Финансирования;1982;Москва и обл.;3 708 314,00;3 514 429,00;193 885,00;5,52
331;-3;НОКССбанк;3202;Волгоградская обл.;3 582 065,00;3 612 358,00;-30 293,00;-0,84
332;-2;Иваново;1763;Ивановская обл.;3 562 802,00;3 571 754,00;-8 952,00;-0,25
333;43;Новокиб;1747;Кемеровская обл.;3 541 928,00;2 556 306,00;985 622,00;38,56
334;-2;Живаго Банк;2065;Рязанская обл.;3 522 113,00;3 537 524,00;-15 411,00;-0,44
335;6;Еврокапитал-Альянс;2672;Ярославская обл.;3 505 724,00;3 377 746,00;127 978,00;3,79
336;-5;Синко-Банк;2838;Москва и обл.;3 505 357,00;3 542 243,00;-36 886,00;-1,04
337;-1;Ермак;1809;Ханты-Мансийский АО — Югра;3 494 597,00;3 484 588,00;10 009,00;0,29
338;-3;Уралпромбанк;2964;Челябинская обл.;3 489 368,00;3 503 996,00;-14 628,00;-0,42
339;-16;Русский Национальный Банк;469;Ростовская обл.;3 431 075,00;3 925 037,00;-493 962,00;-12,58
340;-6;Донхлеббанк;2285;Ростовская обл.;3 415 825,00;3 512 484,00;-96 659,00;-2,75
341;10;Банк Реалист;2646;Москва и обл.;3 388 964,00;3 095 713,00;293 251,00;9,47
342;-2;Алтайкапиталбанк;2659;Алтайский край;3 382 220,00;3 401 242,00;-19 022,00;-0,56
343;-5;ЮМК Банк;3495;Краснодарский край;3 352 654,00;3 431 416,00;-78 762,00;-2,30
344;-5;Международный Коммерческий Банк;2524;Москва и обл.;3 326 559,00;3 410 137,00;-83 578,00;-2,45
345;1;БСТ-Банк;2883;Кемеровская обл.;3 318 090,00;3 167 157,00;150 933,00;4,77
346;-3;ИТ Банк;2609;Омская обл.;3 302 365,00;3 277 153,00;25 212,00;0,77
347;1;Евроальянс;1781;Ивановская обл.;3 301 266,00;3 153 126,00;148 140,00;4,70
348;-6;Викинг;2;Санкт-Петербург и обл.;3 279 188,00;3 320 214,00;-41 026,00;-1,24
349;-2;Камчаткомагропромбанк;545;Камчатская обл.;3 277 176,00;3 158 261,00;118 915,00;3,77
350;-1;Унифондбанк;3416;Москва и обл.;3 231 813,00;3 128 363,00;103 450,00;3,31
351;1;ПИР Банк;2655;Москва и обл.;3 213 329,00;3 087 529,00;125 800,00;4,07
352;-7;Взаимодействие;1704;Новосибирская обл.;3 203 467,00;3 192 704,00;10 763,00;0,34
353;-3;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 136 588,00;3 121 825,00;14 763,00;0,47
354;36;Система;2846;Москва и обл.;3 027 481,00;2 318 319,00;709 162,00;30,59
355;-11;Банк Заречье;817;Татарстан;3 027 298,00;3 216 025,00;-188 727,00;-5,87
356;-1;Центрально-Европейский Банк;2670;Забайкальский край;3 014 901,00;2 978 148,00;36 753,00;1,23
357;-4;РАМ Банк;3480;Москва и обл.;2 924 609,00;3 052 709,00;-128 100,00;-4,20
358;16;Оргбанк;3312;Москва и обл.;2 874 229,00;2 619 376,00;254 853,00;9,73
359;2;Озон Банк;3516;Москва и обл.;2 853 742,00;2 825 968,00;27 774,00;0,98
360;0;Владбизнесбанк;903;Владимирская обл.;2 836 315,00;2 894 330,00;-58 015,00;-2,00
361;3;Уралфинанс;1370;Свердловская обл.;2 785 579,00;2 791 576,00;-5 997,00;-0,21
362;-3;Первый Клиентский Банк;3436;Москва и обл.;2 781 615,00;2 900 345,00;-118 730,00;-4,09
363;6;Бланк Банк;2368;Москва и обл.;2 764 489,00;2 691 235,00;73 254,00;2,72
364;1;Йошкар-Ола;2802;Марий Эл;2 761 668,00;2 761 407,00;261,00;0,01
365;1;Заубер Банк;1614;Санкт-Петербург и обл.;2 743 757,00;2 756 174,00;-12 417,00;-0,45
366;-9;Невский Банк;1068;Санкт-Петербург и обл.;2 739 002,00;2 958 201,00;-219 199,00;-7,41
367;1;Кредит Экспресс;3186;Ростовская обл.;2 737 483,00;2 710 543,00;26 940,00;0,99
368;-14;Внешфинбанк;3173;Краснодарский край;2 728 534,00;3 015 342,00;-286 808,00;-9,51
369;1;Канский;860;Красноярский край;2 725 493,00;2 690 058,00;35 435,00;1,32
370;13;Икано Банк;3519;Центр;2 715 862,00;2 405 005,00;310 857,00;12,93
371;-8;РТС-Банк;3401;Самарская обл.;2 708 502,00;2 801 053,00;-92 551,00;-3,30
372;-16;Земкомбанк;574;Ростовская обл.;2 677 210,00;2 977 132,00;-299 922,00;-10,07
373;6;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 667 601,00;2 426 513,00;241 088,00;9,94
374;-3;Далена Банк;1948;Москва и обл.;2 649 077,00;2 677 301,00;-28 224,00;-1,05
375;-8;РБА;3413;Москва и обл.;2 638 572,00;2 717 751,00;-79 179,00;-2,91
376;-18;Аспект;608;Москва и обл.;2 612 696,00;2 921 233,00;-308 537,00;-10,56
377;-5;Костромаселькомбанк;1115;Костромская обл.;2 605 123,00;2 676 637,00;-71 514,00;-2,67
378;-1;Газнефтьбанк;3223;Саратовская обл.;2 526 869,00;2 496 571,00;30 298,00;1,21
379;-1;ПэйПал Ру;3517;Москва и обл.;2 483 566,00;2 483 566,00;0,00;0
380;12;Кредпромбанк;1165;Ярославская обл.;2 467 693,00;2 272 182,00;195 511,00;8,60
381;5;Кемсоцинбанк;96;Кемеровская обл.;2 434 339,00;2 390 099,00;44 240,00;1,85
382;2;Банк Пермь;875;Пермская обл.;2 429 871,00;2 399 688,00;30 183,00;1,26
383;21;Первый Инвестиционный Банк;604;Москва и обл.;2 394 838,00;2 139 833,00;255 005,00;11,92
384;16;Америкэн Экспресс Банк;3460;Москва и обл.;2 394 811,00;2 196 566,00;198 245,00;9,03
385;2;Приобье;537;Ханты-Мансийский АО — Югра;2 386 721,00;2 378 027,00;8 694,00;0,37
386;11;Кетовский Коммерческий Банк;842;Курганская обл.;2 383 353,00;2 251 367,00;131 986,00;5,86
387;-14;Народный Доверительный Банк;2374;Москва и обл.;2 369 215,00;2 638 164,00;-268 949,00;-10,19
388;5;Бум-Банк;1137;Кабардино-Балкария;2 357 106,00;2 271 163,00;85 943,00;3,78
389;6;Новый Век;3417;Москва и обл.;2 356 329,00;2 255 738,00;100 591,00;4,46
390;1;Вкабанк;1027;Астраханская обл.;2 322 022,00;2 281 560,00;40 462,00;1,77
391;-11;Хованский;2145;Москва и обл.;2 311 595,00;2 425 665,00;-114 070,00;-4,70
392;-4;Спутник;1071;Самарская обл.;2 295 358,00;2 333 982,00;-38 624,00;-1,65
393;-4;Кросна-Банк;2607;Москва и обл.;2 292 537,00;2 328 017,00;-35 480,00;-1,52
394;4;К2 Банк;2851;Карачаево-Черкесия;2 276 527,00;2 233 830,00;42 697,00;1,91
395;13;Россита-Банк;3257;Москва и обл.;2 265 926,00;2 086 910,00;179 016,00;8,58
396;-21;ИСБ;3010;Москва и обл.;2 251 295,00;2 567 707,00;-316 412,00;-12,32
397;-15;Элита;1399;Калужская обл.;2 245 072,00;2 410 476,00;-165 404,00;-6,86
398;1;ИРС;272;Москва и обл.;2 217 429,00;2 227 313,00;-9 884,00;-0,44
399;-5;Примтеркомбанк;21;Приморский край;2 207 491,00;2 263 135,00;-55 644,00;-2,46
400;10;Банк РМП;2574;Москва и обл.;2 177 376,00;2 072 417,00;104 959,00;5,06
401;11;Яринтербанк;2564;Ярославская обл.;2 130 548,00;2 054 373,00;76 175,00;3,71
402;13;Банк Глобус;2438;Москва и обл.;2 128 193,00;1 996 092,00;132 101,00;6,62
403;-22;Народный Банк;2249;Карачаево-Черкесия;2 123 423,00;2 410 858,00;-287 435,00;-11,92
404;-19;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 122 335,00;2 393 811,00;-271 476,00;-11,34
405;2;Спиритбанк;2053;Тульская обл.;2 121 200,00;2 093 461,00;27 739,00;1,33
406;3;Новый Московский Банк;2932;Москва и обл.;2 111 563,00;2 084 662,00;26 901,00;1,29
407;-6;Экономикс-Банк;2136;Москва и обл.;2 096 675,00;2 172 864,00;-76 189,00;-3,51
408;14;Прайм Финанс;2758;Санкт-Петербург и обл.;2 088 810,00;1 880 707,00;208 103,00;11,07
409;-13;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 072 949,00;2 253 566,00;-180 617,00;-8,01
410;6;Профессионал Банк;3296;Москва и обл.;2 072 391,00;1 989 258,00;83 133,00;4,18
411;3;Майкопбанк;1136;Адыгея;2 060 098,00;2 040 554,00;19 544,00;0,96
412;-9;Столичный Кредит;2853;Москва и обл.;2 060 015,00;2 148 521,00;-88 506,00;-4,12
413;-8;Первоуральскбанк;965;Свердловская обл.;2 039 210,00;2 119 629,00;-80 419,00;-3,79
414;-12;Мурманский Расчетный Центр;3341;Мурманская обл.;2 036 031,00;2 155 660,00;-119 629,00;-5,55
415;-4;Современные Стандарты Бизнеса;3397;Москва и обл.;2 016 651,00;2 071 527,00;-54 876,00;-2,65
416;-3;Капитал;575;Москва и обл.;1 985 141,00;2 048 369,00;-63 228,00;-3,09
417;0;Старооскольский Агропромбанк;1050;Белгородская обл.;1 950 657,00;1 982 391,00;-31 734,00;-1,60
418;8;Арзамас;1281;Нижегородская обл.;1 936 504,00;1 857 710,00;78 794,00;4,24
419;8;Республиканский Кредитный Альянс;3017;Москва и обл.;1 931 398,00;1 849 018,00;82 380,00;4,46
420;1;Великие Луки Банк;598;Псковская обл.;1 912 735,00;1 881 089,00;31 646,00;1,68
421;-2;Нальчик;695;Кабардино-Балкария;1 910 444,00;1 899 974,00;10 470,00;0,55
422;1;Социум-Банк;2881;Москва и обл.;1 896 556,00;1 877 402,00;19 154,00;1,02
423;5;Новое Время;3492;Москва и обл.;1 894 791,00;1 845 005,00;49 786,00;2,70
424;0;КОР;2148;Волгоградская обл.;1 880 986,00;1 869 571,00;11 415,00;0,61
425;0;Первый Дортрансбанк;3271;Кировская обл.;1 879 330,00;1 866 086,00;13 244,00;0,71
426;5;Саратов;330;Саратовская обл.;1 876 807,00;1 798 700,00;78 107,00;4,34
427;6;Апабанк;2404;Москва и обл.;1 828 569,00;1 789 512,00;39 057,00;2,18
428;2;Руна-Банк;3207;Москва и обл.;1 814 822,00;1 802 266,00;12 556,00;0,70
429;26;МТИ Банк;1052;Москва и обл.;1 802 639,00;1 444 563,00;358 076,00;24,79
430;-24;Дом-Банк;3209;Москва и обл.;1 754 864,00;2 111 310,00;-356 446,00;-16,88
431;6;Ноосфера;2650;Республика Алтай;1 746 481,00;1 691 405,00;55 076,00;3,26
432;2;Калуга;1151;Калужская обл.;1 741 806,00;1 743 861,00;-2 055,00;-0,12
433;5;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 737 515,00;1 675 481,00;62 034,00;3,70
434;-5;Росбизнесбанк;1405;Москва и обл.;1 735 901,00;1 841 255,00;-105 354,00;-5,72
435;-15;Преодоление;2649;Москва и обл.;1 729 404,00;1 885 119,00;-155 715,00;-8,26
436;-1;Лайтбанк;3177;Москва и обл.;1 715 016,00;1 726 111,00;-11 095,00;-0,64
437;-5;Алтынбанк;2070;Татарстан;1 713 837,00;1 789 883,00;-76 046,00;-4,25
438;4;Новый Кредитный Союз;3139;Москва и обл.;1 670 224,00;1 655 033,00;15 191,00;0,92
439;-3;Крона-Банк;2499;Иркутская обл.;1 666 404,00;1 716 205,00;-49 801,00;-2,90
440;0;Промсельхозбанк;538;Москва и обл.;1 654 013,00;1 662 160,00;-8 147,00;-0,49
441;0;Проинвестбанк;784;Пермская обл.;1 619 371,00;1 656 314,00;-36 943,00;-2,23
442;6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 612 229,00;1 575 261,00;36 968,00;2,35
443;10;Холмск;503;Сахалинская обл.;1 593 886,00;1 481 791,00;112 095,00;7,56
444;-5;Московский Вексельный Банк;2697;Москва и обл.;1 578 637,00;1 662 863,00;-84 226,00;-5,07
445;4;Финтрастбанк;3104;Москва и обл.;1 568 410,00;1 568 563,00;-153,00;-0,01
446;-2;Сервис Резерв;2034;Москва и обл.;1 561 824,00;1 620 726,00;-58 902,00;-3,63
447;-4;ИК Банк;1732;Татарстан;1 550 234,00;1 622 808,00;-72 574,00;-4,47
448;4;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 548 148,00;1 545 190,00;2 958,00;0,19
449;1;АвтоКредитБанк;1973;Татарстан;1 542 850,00;1 556 228,00;-13 378,00;-0,86
450;-5;Тагилбанк;1635;Свердловская обл.;1 538 947,00;1 598 604,00;-59 657,00;-3,73
451;-5;Кузбассхимбанк;2868;Кемеровская обл.;1 521 460,00;1 593 043,00;-71 583,00;-4,49
452;2;Златкомбанк;568;Москва и обл.;1 517 384,00;1 445 689,00;71 695,00;4,96
453;-2;Синергия;2884;Саратовская обл.;1 508 760,00;1 555 729,00;-46 969,00;-3,02
454;8;Банк Фридом Финанс;1143;Москва и обл.;1 503 680,00;1 280 565,00;223 115,00;17,42
455;18;Тендер-Банк;2252;Москва и обл.;1 464 781,00;1 146 763,00;318 018,00;27,73
456;0;Риал-Кредит;3393;Москва и обл.;1 455 520,00;1 405 297,00;50 223,00;3,57
457;0;Почтобанк;1788;Пермская обл.;1 403 628,00;1 384 402,00;19 226,00;1,39
458;0;Акцент;696;Оренбургская обл.;1 387 111,00;1 382 816,00;4 295,00;0,31
459;5;РФИ Банк;3351;Москва и обл.;1 363 739,00;1 254 555,00;109 184,00;8,70
460;0;Инкаробанк;2696;Москва и обл.;1 360 055,00;1 314 411,00;45 644,00;3,47
461;0;Вакобанк;1291;Псковская обл.;1 320 809,00;1 296 242,00;24 567,00;1,90
462;4;Саммит Банк;85;Приморский край;1 236 840,00;1 219 536,00;17 304,00;1,42
463;7;Курган;2568;Курганская обл.;1 234 799,00;1 187 963,00;46 836,00;3,94
464;1;Агора;3231;Москва и обл.;1 228 668,00;1 244 936,00;-16 268,00;-1,31
465;4;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 215 601,00;1 202 318,00;13 283,00;1,10
466;1;Дон-Тексбанк;1818;Ростовская обл.;1 210 790,00;1 215 743,00;-4 953,00;-0,41
467;5;Невастройинвест;1926;Санкт-Петербург и обл.;1 184 085,00;1 147 448,00;36 637,00;3,19
468;10;Прохладный;874;Кабардино-Балкария;1 183 346,00;1 111 899,00;71 447,00;6,43
469;2;Химик;1114;Нижегородская обл.;1 164 407,00;1 175 646,00;-11 239,00;-0,96
470;18;Максима;3379;Москва и обл.;1 157 787,00;949 827,00;207 960,00;21,89
471;-3;Соколовский;2830;Москва и обл.;1 150 444,00;1 211 565,00;-61 121,00;-5,04
472;10;Новый Промышленный Банк;930;Москва и обл.;1 139 077,00;1 084 174,00;54 903,00;5,06
473;1;ЕАТП Банк;1765;Астраханская обл.;1 131 356,00;1 146 354,00;-14 998,00;-1,31
474;3;Михайловский ПЖСБ;2961;Волгоградская обл.;1 119 893,00;1 115 379,00;4 514,00;0,40
475;14;Кредитинвест;1197;Дагестан;1 108 584,00;949 391,00;159 193,00;16,77
476;-1;Байкалкредобанк;2990;Иркутская обл.;1 098 774,00;1 120 572,00;-21 798,00;-1,95
477;8;Международный Расчетный Банк;3028;Москва и обл.;1 068 623,00;976 818,00;91 805,00;9,40
478;1;Майский;1673;Кабардино-Балкария;1 064 065,00;1 106 494,00;-42 429,00;-3,83
479;-16;Спецстройбанк;236;Москва и обл.;1 060 935,00;1 268 427,00;-207 492,00;-16,36
480;0;Тексбанк;2756;Карачаево-Черкесия;1 033 715,00;1 091 008,00;-57 293,00;-5,25
481;-34;Космос;2245;Москва и обл.;1 023 476,00;1 582 931,00;-559 455,00;-35,34
482;5;Металлург;2877;Москва и обл.;1 015 590,00;960 809,00;54 781,00;5,70
483;-7;ГринКомБанк;1184;Иркутская обл.;999 269,00;1 118 429,00;-119 160,00;-10,65
484;-1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;991 643,00;1 083 607,00;-91 964,00;-8,49
485;1;Народный Инвестиционный Банк;2876;Самарская обл.;987 208,00;960 979,00;26 229,00;2,73
486;4;Флора-Москва;533;Москва и обл.;985 349,00;947 805,00;37 544,00;3,96
487;5;Москва;1661;Москва и обл.;981 465,00;941 175,00;40 290,00;4,28
488;3;Классик Эконом Банк;3298;Северная Осетия — Алания;915 229,00;945 573,00;-30 344,00;-3,21
489;4;Эльбин;2267;Дагестан;890 408,00;884 846,00;5 562,00;0,63
490;5;Центрально-Азиатский;3037;Хакасия;868 743,00;874 414,00;-5 671,00;-0,65
491;7;Банк РСИ;3415;Москва и обл.;865 477,00;821 547,00;43 930,00;5,35
492;9;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;861 419,00;767 514,00;93 905,00;12,23
493;-9;Вэлтон Банк;1105;Белгородская обл.;859 960,00;979 398,00;-119 438,00;-12,20
494;0;Русский Банк Сбережений;779;Ставропольский край;853 429,00;874 602,00;-21 173,00;-2,42
495;2;Балаково-Банк;444;Саратовская обл.;832 888,00;834 612,00;-1 724,00;-0,21
496;0;Вятич;2796;Рязанская обл.;810 647,00;839 144,00;-28 497,00;-3,40
497;2;Элекснет;3314;Москва и обл.;805 659,00;805 659,00;0,00;0
498;2;Холдинвестбанк;2837;Москва и обл.;784 072,00;782 915,00;1 157,00;0,15
499;5;Онего;2484;Карелия;760 030,00;730 340,00;29 690,00;4,07
500;9;Национальный Банк Сбережений;1949;Ивановская обл.;749 922,00;656 234,00;93 688,00;14,28
501;2;Объединенный Банк Республики;1016;Чувашия;747 035,00;736 823,00;10 212,00;1,39
502;0;Славянбанк;804;Новгородская обл.;735 192,00;737 190,00;-1 998,00;-0,27
503;2;Яндекс Банк;3027;Москва и обл.;711 486,00;712 482,00;-996,00;-0,14
504;6;Вайлдберриз Банк;841;Адыгея;692 066,00;655 511,00;36 555,00;5,58
505;1;РусьРегионБанк;685;Москва и обл.;684 125,00;685 577,00;-1 452,00;-0,21
506;2;Си Ди Би Банк;3339;Краснодарский край;677 572,00;679 150,00;-1 578,00;-0,23
507;24;Мобильная карта;3522;Санкт-Петербург и обл.;652 223,00;483 117,00;169 106,00;35,00
508;3;Прокоммерцбанк;2996;Москва и обл.;636 879,00;636 057,00;822,00;0,13
509;-2;Гефест;1046;Тверская обл.;607 031,00;679 785,00;-72 754,00;-10,70
510;9;Ресурс-Траст;3122;Москва и обл.;601 973,00;569 389,00;32 584,00;5,72
511;6;Южный Региональный Банк;3015;Ростовская обл.;593 622,00;576 491,00;17 131,00;2,97
512;8;Жилстройбанк;2769;Москва и обл.;584 457,00;551 509,00;32 948,00;5,97
513;3;ФинТех;3499;Ярославская обл.;578 678,00;578 587,00;91,00;0,02
514;-1;МВС Банк;2407;Дагестан;577 414,00;609 618,00;-32 204,00;-5,28
515;0;АлтайБизнес-Банк;2388;Алтайский край;575 731,00;594 246,00;-18 515,00;-3,12
516;5;Расчетные Решения;3524;Москва и обл.;566 265,00;533 838,00;32 427,00;6,07
517;5;Алжан;2491;Дагестан;528 737,00;525 532,00;3 205,00;0,61
518;6;Таганрогбанк;3136;Ростовская обл.;520 608,00;515 476,00;5 132,00;1,00
519;11;Дружба;990;Тюменская обл.;518 795,00;485 265,00;33 530,00;6,91
520;3;Единая Расчетная Палата;384;Москва и обл.;508 022,00;519 985,00;-11 963,00;-2,30
521;8;Рента-Банк;3095;Москва и обл.;506 946,00;486 083,00;20 863,00;4,29
522;11;Логос;3233;Москва и обл.;500 225,00;472 090,00;28 135,00;5,96
523;16;Лидер;3304;Москва и обл.;498 938,00;392 689,00;106 249,00;27,06
524;1;Телекоммерц Банк;3380;Тульская обл.;496 965,00;500 223,00;-3 258,00;-0,65
525;3;Геобанк;2027;Москва и обл.;496 021,00;489 697,00;6 324,00;1,29
526;8;Банк Берейт;3505;Санкт-Петербург и обл.;495 157,00;466 378,00;28 779,00;6,17
527;5;Единая касса;3512;Москва и обл.;494 086,00;482 407,00;11 679,00;2,42
528;-10;Жилкредит;1736;Москва и обл.;488 364,00;571 068,00;-82 704,00;-14,48
529;-2;Лэнд Кредит;1478;Москва и обл.;485 907,00;491 461,00;-5 554,00;-1,13
530;-4;Народный Банк Тувы;1309;Тыва;484 754,00;491 540,00;-6 786,00;-1,38
