Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2014, тыс. рублей;Август, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
805;5;НКБ;2942;Калмыкия;347 888,00;371 673,00;-23 785,00;-6,40
806;-3;Банк Фридом Финанс;1143;Сахалинская обл.;330 338,00;399 325,00;-68 987,00;-17,28
807;10;Лэнд Кредит;1478;Москва и обл.;329 368,00;323 998,00;5 370,00;1,66
808;0;Финчер;3486;Москва и обл.;326 649,00;380 109,00;-53 460,00;-14,06
809;12;Сетевая Расчетная Палата;3332;Татарстан;325 928,00;304 053,00;21 875,00;7,19
810;6;Дорис Банк;1679;Москва и обл.;322 128,00;333 083,00;-10 955,00;-3,29
811;8;Терра;3476;Москва и обл.;306 430,00;309 205,00;-2 775,00;-0,90
812;-1;Еврокапитал-Альянс;2672;Дагестан;299 730,00;367 070,00;-67 340,00;-18,35
813;12;Дельта Кей;3513;Москва и обл.;278 967,00;278 967,00;0,00;0
814;4;Северная Клиринговая Палата;3317;Архангельская обл.;278 503,00;313 746,00;-35 243,00;-11,23
815;14;Конгресс-Банк;2330;Москва и обл.;277 557,00;252 314,00;25 243,00;10,00
816;7;Первый Депозитный Банк;1244;Москва и обл.;272 072,00;297 850,00;-25 778,00;-8,65
817;9;Регнум;3373;Москва и обл.;271 612,00;278 021,00;-6 409,00;-2,31
818;13;Рунэтбанк;2829;Москва и обл.;270 896,00;212 856,00;58 040,00;27,27
819;8;Эно;1988;Дагестан;265 928,00;269 255,00;-3 327,00;-1,24
820;2;Континент Финанс;149;Калужская обл.;259 933,00;302 813,00;-42 880,00;-14,16
821;3;Идеалбанк;3491;Москва и обл.;258 974,00;285 453,00;-26 479,00;-9,28
823;23;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;248 191,00;106 941,00;141 250,00;132,08
824;9;Северстройбанк;3507;Вологодская обл.;245 775,00;202 549,00;43 226,00;21,34
825;5;Тайдон;2085;Кемеровская обл.;239 346,00;239 296,00;50,00;0,02
826;6;Майма;1037;Республика Алтай;206 490,00;204 044,00;2 446,00;1,20
827;8;РИБ;2749;Москва и обл.;205 293,00;175 383,00;29 910,00;17,05
828;9;Русское Финансовое Общество;3427;Москва и обл.;203 056,00;153 436,00;49 620,00;32,34
829;9;КредитАльянс;3472;Вологодская обл.;198 497,00;142 360,00;56 137,00;39,43
830;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;195 296,00;168 479,00;26 817,00;15,92
831;12;Умут;2435;Дагестан;168 970,00;122 149,00;46 821,00;38,33
832;7;Деньги.Мэйл.Ру;3511;Москва и обл.;130 356,00;130 356,00;0,00;0
833;9;Зеленокумская;1239;Ставропольский край;123 105,00;122 586,00;519,00;0,42
834;7;Фидбэк;3502;Москва и обл.;121 208,00;123 133,00;-1 925,00;-1,56
835;9;Дальний Восток;3318;Тульская обл.;117 443,00;115 877,00;1 566,00;1,35
836;4;Международная Уральская Расчетная Палата;3322;Москва и обл.;90 479,00;128 361,00;-37 882,00;-29,51
837;10;Платежный Клиринговый Дом;3343;Москва и обл.;90 380,00;103 292,00;-12 912,00;-12,50
838;7;Монета.ру;3508;Марий Эл;86 188,00;112 578,00;-26 390,00;-23,44
839;9;Расчетные Решения;3524;Москва и обл.;83 677,00;86 352,00;-2 675,00;-3,10
840;9;Вест;2605;Москва и обл.;81 593,00;84 666,00;-3 073,00;-3,63
841;10;Единая касса;3512;Москва и обл.;67 275,00;67 275,00;0,00;0
842;12;Сибирский Расчетный Центр;3308;Новосибирская обл.;61 015,00;55 084,00;5 931,00;10,77
843;10;Единая Расчетная Палата;384;Москва и обл.;60 692,00;59 391,00;1 301,00;2,19
844;8;Интеррасчет;1618;Карачаево-Черкесия;44 023,00;64 774,00;-20 751,00;-32,04
845;10;Первый Земельный Расчетный Центр;3381;Курская обл.;36 274,00;36 521,00;-247,00;-0,68
846;12;Тор Кредит;3497;Москва и обл.;24 368,00;24 298,00;70,00;0,29
847;10;Транзит;2688;Дагестан;23 556,00;24 725,00;-1 169,00;-4,73
848;12;Инновационный Расчетный Центр;3447;Москва и обл.;20 707,00;19 584,00;1 123,00;5,73
849;10;Премиум;3514;Москва и обл.;20 339,00;20 339,00;0,00;0
850;6;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;16 210,00;25 376,00;-9 166,00;-36,12
851;-1;Финансовые Услуги;3496;Москва и обл.;13 901,00;81 849,00;-67 948,00;-83,02
852;10;21 Век;3309;Санкт-Петербург и обл.;13 657,00;13 699,00;-42,00;-0,31
853;8;Ютикпэй;3521;Москва и обл.;13 514,00;14 315,00;-801,00;-5,60
854;9;Моби.Деньги;3523;Москва и обл.;11 785,00;11 785,00;0,00;0
855;10;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 042,00;4 194,00;-152,00;-3,62
856;10;АРБ-Инкасс;3353;Москва и обл.;2 363,00;2 042,00;321,00;15,72
857;10;Финансово-Расчетный Центр;3319;Астраханская обл.;1 825,00;1 808,00;17,00;0,94
