Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2010, тыс. рублей;Январь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
803;2;Старый Кремль;2657;Москва и обл.;501 941,00;505 960,00;-4 019,00;-0,79
804;-20;Русский Банк Сбережений;779;Ставропольский край;499 253,00;578 767,00;-79 514,00;-13,74
805;28;Кредитбанк;1035;Калмыкия;497 049,00;435 907,00;61 142,00;14,03
806;4;ИР-Кредит;1724;Москва и обл.;488 609,00;489 525,00;-916,00;-0,19
807;22;Америкэн Экспресс Банк;3460;Москва и обл.;479 399,00;447 044,00;32 355,00;7,24
808;16;Вэлкомбанк;589;Ставропольский край;477 442,00;455 736,00;21 706,00;4,76
809;19;Техноком;2614;Москва и обл.;475 505,00;447 589,00;27 916,00;6,24
810;34;Эко-Инвест;3116;Москва и обл.;473 942,00;412 769,00;61 173,00;14,82
811;48;Элекснет;3314;Москва и обл.;471 039,00;381 206,00;89 833,00;23,57
812;-32;Дагестан;543;Дагестан;469 895,00;595 008,00;-125 113,00;-21,03
813;26;Банкирский Дом;2928;Санкт-Петербург и обл.;468 501,00;422 033,00;46 468,00;11,01
814;-56;Телекоммерц Банк;3380;Тульская обл.;466 379,00;662 987,00;-196 608,00;-29,65
815;8;Классик Эконом Банк;3298;Северная Осетия — Алания;464 828,00;461 315,00;3 513,00;0,76
816;11;Конфидэнс Банк;970;Костромская обл.;461 118,00;449 923,00;11 195,00;2,49
817;24;Камчатка;2966;Камчатская обл.;461 069,00;420 036,00;41 033,00;9,77
818;0;Космос;2245;Москва и обл.;458 885,00;476 381,00;-17 496,00;-3,67
819;19;Народный Инвестиционный Банк;2876;Самарская обл.;454 866,00;423 064,00;31 802,00;7,52
820;-94;Кутузовский;3190;Москва и обл.;451 178,00;767 259,00;-316 081,00;-41,20
821;4;Мико-Банк;3195;Москва и обл.;450 772,00;452 503,00;-1 731,00;-0,38
822;15;Банк Глобус;2438;Москва и обл.;449 707,00;423 442,00;26 265,00;6,20
823;-4;Инвестиционный Республиканский Банк;2571;Москва и обл.;448 341,00;474 492,00;-26 151,00;-5,51
824;-3;Центр Межбанковских Расчетов;3400;Москва и обл.;446 259,00;470 823,00;-24 564,00;-5,22
825;6;Академический Русский Банк;622;Москва и обл.;444 771,00;438 627,00;6 144,00;1,40
826;-20;Центрально-Азиатский;3037;Хакасия;443 016,00;502 342,00;-59 326,00;-11,81
827;-11;Банк ВВБ;1093;Ярославская обл.;440 291,00;476 848,00;-36 557,00;-7,67
828;27;Южный Региональный Банк;3015;Ростовская обл.;437 783,00;384 407,00;53 376,00;13,89
829;1;Анталбанк;3115;Москва и обл.;436 644,00;444 669,00;-8 025,00;-1,80
830;-23;Индустриальный Сберегательный Банк;3175;Москва и обл.;435 732,00;501 057,00;-65 325,00;-13,04
831;-11;КБЦ;914;Тверская обл.;433 319,00;471 968,00;-38 649,00;-8,19
832;-65;ИстКом-Финанс;3435;Москва и обл.;430 956,00;637 185,00;-206 229,00;-32,37
833;20;Апабанк;2404;Москва и обл.;429 534,00;387 897,00;41 637,00;10,73
834;9;Расчетный Дом;3350;Москва и обл.;428 674,00;413 335,00;15 339,00;3,71
835;15;РИТЦ Банк;2677;Москва и обл.;426 680,00;404 856,00;21 824,00;5,39
836;-19;ИпоТек Банк — Северо-Западный филиал;0;Россия;423 017,00;476 705,00;-53 688,00;-11,26
837;-2;Прохладный;874;Кабардино-Балкария;420 202,00;424 176,00;-3 974,00;-0,94
838;2;Уральская Расчетная Палата;3326;Москва и обл.;417 969,00;420 177,00;-2 208,00;-0,53
839;-5;Эл Банк;1025;Республика Алтай;416 655,00;429 739,00;-13 084,00;-3,04
840;-8;Дружба;990;Тюменская обл.;416 168,00;437 981,00;-21 813,00;-4,98
841;-19;НКБ;2942;Калмыкия;414 762,00;467 198,00;-52 436,00;-11,22
842;3;Удмуртинвестстройбанк;2447;Удмуртия;413 728,00;412 067,00;1 661,00;0,40
843;-1;Вакобанк;1291;Псковская обл.;407 542,00;419 928,00;-12 386,00;-2,95
844;25;Русско-Германский Торговый Банк;2747;Москва и обл.;405 951,00;350 509,00;55 442,00;15,82
845;-51;Алданзолотобанк;854;Саха (Якутия);402 548,00;537 264,00;-134 716,00;-25,07
846;-43;Геобанк;2027;Москва и обл.;393 397,00;511 727,00;-118 330,00;-23,12
847;4;Банк РСИ;3415;Москва и обл.;392 233,00;399 738,00;-7 505,00;-1,88
848;0;Кубаньторгбанк;478;Краснодарский край;391 011,00;409 550,00;-18 539,00;-4,53
849;38;Кузбассхимбанк;2868;Кемеровская обл.;390 743,00;310 955,00;79 788,00;25,66
850;2;Плато-Банк;2071;Свердловская обл.;385 665,00;393 438,00;-7 773,00;-1,98
851;27;Северная Клиринговая Палата;3317;Архангельская обл.;378 173,00;325 172,00;53 001,00;16,30
852;-3;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;377 460,00;408 095,00;-30 635,00;-7,51
853;61;Байкалкредобанк;2990;Иркутская обл.;376 818,00;253 116,00;123 702,00;48,87
854;18;Паритет;1860;Москва и обл.;375 083,00;344 902,00;30 181,00;8,75
855;-9;Заубер Банк;1614;Карачаево-Черкесия;374 341,00;411 794,00;-37 453,00;-9,10
856;-9;Промсвязьинвест;2761;Дагестан;369 681,00;410 660,00;-40 979,00;-9,98
857;4;Русский Финансовый Альянс;2035;Москва и обл.;368 775,00;370 986,00;-2 211,00;-0,60
858;4;Арзамас;1281;Нижегородская обл.;366 736,00;365 312,00;1 424,00;0,39
859;9;Азия Банк;3183;Москва и обл.;360 752,00;350 640,00;10 112,00;2,88
860;21;Атлас Банк;3477;Москва и обл.;359 279,00;319 984,00;39 295,00;12,28
861;12;Мурманский Расчетный Центр;3341;Мурманская обл.;357 984,00;343 763,00;14 221,00;4,14
862;-26;Логос;3233;Москва и обл.;356 303,00;423 882,00;-67 579,00;-15,94
863;-48;Конгресс-Банк;2330;Москва и обл.;355 997,00;478 308,00;-122 311,00;-25,57
864;1;Басманный;2158;Москва и обл.;352 738,00;355 192,00;-2 454,00;-0,69
865;-7;Ганзакомбанк;1734;Санкт-Петербург и обл.;352 667,00;381 603,00;-28 936,00;-7,58
866;19;Наш Банк;1340;Москва и обл.;349 470,00;312 519,00;36 951,00;11,82
867;-4;Си Ди Би Банк;3339;Краснодарский край;348 660,00;359 906,00;-11 246,00;-3,12
868;8;Тройка;2051;Москва и обл.;346 306,00;334 797,00;11 509,00;3,44
869;-71;Мострансбанк;2258;Москва и обл.;345 396,00;530 630,00;-185 234,00;-34,91
870;0;Вятич;2796;Рязанская обл.;344 853,00;349 774,00;-4 921,00;-1,41
871;25;Балтсоцкомбанк;2545;Калининградская обл.;344 048,00;285 891,00;58 157,00;20,34
872;-18;Военно-Промышленный Банк;3065;Москва и обл.;338 530,00;386 119,00;-47 589,00;-12,32
873;15;Евросиб Банк;594;Псковская обл.;337 584,00;308 286,00;29 298,00;9,50
874;15;Кредпромбанк;1165;Ярославская обл.;333 923,00;305 457,00;28 466,00;9,32
875;-18;Принтбанк;546;Москва и обл.;329 339,00;381 664,00;-52 325,00;-13,71
876;1;Приватхолдингбанк;3372;Москва и обл.;328 906,00;333 396,00;-4 490,00;-1,35
877;-65;Далта-Банк;142;Приморский край;326 320,00;487 155,00;-160 835,00;-33,02
878;12;Международный Торгово-Промышленный Банк;1203;Тверская обл.;319 701,00;305 347,00;14 354,00;4,70
879;-75;Онлайн Банк;2462;Москва и обл.;315 655,00;507 055,00;-191 400,00;-37,75
880;6;Женская Микрофинансовая Cеть;3458;Москва и обл.;313 617,00;312 056,00;1 561,00;0,50
881;-25;Народный Банк;2249;Карачаево-Черкесия;312 457,00;383 259,00;-70 802,00;-18,47
882;-3;Соверен Банк;3206;Татарстан;311 156,00;321 730,00;-10 574,00;-3,29
883;;КредитАльянс;3472;Вологодская обл.;301 017,00;-;-;
884;-24;Энтузиастбанк;3048;Москва и обл.;296 439,00;377 251,00;-80 812,00;-21,42
885;45;Линк-Банк;2699;Москва и обл.;293 301,00;221 777,00;71 524,00;32,25
886;64;Консервативный Коммерческий Банк;1087;Астраханская обл.;287 584,00;186 135,00;101 449,00;54,50
887;4;Регнум;3373;Москва и обл.;283 484,00;302 439,00;-18 955,00;-6,27
888;10;Банк Развития Бизнеса;1910;Кемеровская обл.;282 771,00;280 127,00;2 644,00;0,94
889;3;Региональный Коммерческий Банк;836;Ульяновская обл.;281 752,00;301 227,00;-19 475,00;-6,47
890;3;1Банк;2896;Северная Осетия — Алания;281 658,00;298 658,00;-17 000,00;-5,69
891;17;АвтоКредитБанк;1973;Татарстан;280 250,00;267 071,00;13 179,00;4,93
892;-28;Сибирский Энергетический Банк;2604;Москва и обл.;278 548,00;355 756,00;-77 208,00;-21,70
893;1;Анджибанк;570;Дагестан;277 545,00;292 410,00;-14 865,00;-5,08
894;-11;Акция;927;Ивановская обл.;276 337,00;318 559,00;-42 222,00;-13,25
895;-69;Кредо Финанс;793;Дагестан;273 380,00;452 388,00;-179 008,00;-39,57
896;6;Терра;3476;Москва и обл.;273 362,00;275 745,00;-2 383,00;-0,86
897;8;Кошелев-Банк;3300;Нижегородская обл.;270 886,00;270 696,00;190,00;0,07
898;8;Природа;3399;Москва и обл.;270 476,00;268 334,00;2 142,00;0,80
899;-28;Межбанковский Расчетный Центр;3325;Приморский край;268 831,00;345 529,00;-76 698,00;-22,20
900;-20;Имбанк;2098;Дагестан;268 693,00;321 694,00;-53 001,00;-16,48
901;-19;Региональный Корпоративный Банк;1134;Ивановская обл.;267 824,00;318 671,00;-50 847,00;-15,96
902;-35;Новый Коммерческий Банк;347;Дагестан;266 040,00;351 941,00;-85 901,00;-24,41
903;0;Эно;1988;Дагестан;265 473,00;273 404,00;-7 931,00;-2,90
904;0;Континент Финанс;149;Калужская обл.;265 350,00;270 730,00;-5 380,00;-1,99
905;2;Ростфинанс;481;Ростовская обл.;263 111,00;267 083,00;-3 972,00;-1,49
906;11;Надежность;2425;Курганская обл.;262 957,00;248 547,00;14 410,00;5,80
907;-10;Адам Интернэшнл;2232;Дагестан;262 938,00;283 343,00;-20 405,00;-7,20
908;-9;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;262 470,00;279 587,00;-17 117,00;-6,12
909;44;МВС Банк;2407;Дагестан;259 645,00;175 326,00;84 319,00;48,09
910;-10;Айви Банк;2055;Москва и обл.;259 608,00;278 028,00;-18 420,00;-6,63
911;-1;Банк ПСА Финанс Рус;3481;Москва и обл.;253 744,00;261 418,00;-7 674,00;-2,94
912;-3;Народный Банк Тувы;1309;Тыва;252 601,00;262 944,00;-10 343,00;-3,93
913;-47;Витязь;2890;Москва и обл.;249 643,00;353 559,00;-103 916,00;-29,39
914;1;Объединенный Национальный Банк;2074;Москва и обл.;248 556,00;252 424,00;-3 868,00;-1,53
915;-41;Рингкомбанк;1909;Ингушетия;248 444,00;341 760,00;-93 316,00;-27,30
916;9;Народный Земельно-Промышленный Банк;2873;Алтайский край;247 978,00;228 521,00;19 457,00;8,51
917;1;Платежный Сервисный Банк;1943;Башкортостан;246 037,00;242 714,00;3 323,00;1,37
918;1;Воронеж;654;Воронежская обл.;243 465,00;241 434,00;2 031,00;0,84
919;3;АББ;2937;Москва и обл.;237 990,00;234 395,00;3 595,00;1,53
920;-4;Максимум;466;Ростовская обл.;237 707,00;252 002,00;-14 295,00;-5,67
921;8;Камский Горизонт;2554;Татарстан;236 334,00;224 411,00;11 923,00;5,31
922;11;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;232 981,00;219 363,00;13 618,00;6,21
923;0;Международный Строительный Банк;3484;Москва и обл.;226 153,00;232 644,00;-6 491,00;-2,79
924;23;Идея Банк;430;Краснодарский край;223 728,00;194 167,00;29 561,00;15,22
925;2;Центральная Расчетная Палата;3313;Москва и обл.;223 588,00;224 727,00;-1 139,00;-0,51
926;14;Холдинвестбанк;2837;Москва и обл.;221 182,00;210 068,00;11 114,00;5,29
927;-6;Информпрогресс;2166;Москва и обл.;221 169,00;236 398,00;-15 229,00;-6,44
928;4;Ипозембанк;3026;Самарская обл.;220 970,00;219 761,00;1 209,00;0,55
929;15;РосинтерБанк;226;Москва и обл.;217 898,00;201 059,00;16 839,00;8,38
930;-10;Альтернатива;3452;Москва и обл.;216 788,00;236 592,00;-19 804,00;-8,37
931;4;Универсалтраст;3402;Москва и обл.;214 669,00;217 578,00;-2 909,00;-1,34
932;-8;Международный Расчетный Банк;3028;Москва и обл.;211 642,00;232 381,00;-20 739,00;-8,92
933;6;Гефест;1046;Тверская обл.;210 429,00;212 871,00;-2 442,00;-1,15
934;4;Тайдон;2085;Кемеровская обл.;210 380,00;214 179,00;-3 799,00;-1,77
935;-9;Тальменка-Банк;826;Алтайский край;210 276,00;225 570,00;-15 294,00;-6,78
936;-35;Европейский Индустриальный Банк;2503;Москва и обл.;210 066,00;276 902,00;-66 836,00;-24,14
937;4;Майский;1673;Кабардино-Балкария;208 813,00;206 530,00;2 283,00;1,11
938;-63;Лидер;3304;Москва и обл.;202 551,00;341 704,00;-139 153,00;-40,72
939;6;Идеалбанк;3491;Москва и обл.;201 610,00;199 778,00;1 832,00;0,92
940;12;Леноблбанк;1003;Санкт-Петербург и обл.;201 343,00;182 532,00;18 811,00;10,31
941;-7;Рента-Банк;3095;Москва и обл.;200 657,00;219 323,00;-18 666,00;-8,51
942;0;Единая Расчетная Палата;384;Москва и обл.;200 166,00;206 518,00;-6 352,00;-3,08
943;3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;199 696,00;197 123,00;2 573,00;1,31
944;-8;Фреско Банк;1415;Ярославская обл.;198 954,00;217 346,00;-18 392,00;-8,46
945;-14;Интеррасчет;1618;Карачаево-Черкесия;191 354,00;221 062,00;-29 708,00;-13,44
946;3;Строительно-Коммерческий Банк;3050;Архангельская обл.;190 312,00;189 646,00;666,00;0,35
947;-19;ТЭСТ;3440;Москва и обл.;188 943,00;224 612,00;-35 669,00;-15,88
948;3;Национальная Расчетная Компания;3386;Москва и обл.;182 756,00;182 775,00;-19,00;-0,01
949;-37;С-Банк;1857;Удмуртия;179 953,00;256 283,00;-76 330,00;-29,78
950;-2;Дербент-Кредит;2090;Дагестан;176 542,00;190 209,00;-13 667,00;-7,19
951;3;Таганрогбанк;3136;Ростовская обл.;175 300,00;172 983,00;2 317,00;1,34
952;-41;Сунжа;2023;Ингушетия;172 890,00;256 462,00;-83 572,00;-32,59
953;-16;ПрестижКредитБанк;2922;Дагестан;170 567,00;217 215,00;-46 648,00;-21,48
954;-41;Тувакредит;1202;Тыва;166 806,00;254 924,00;-88 118,00;-34,57
955;3;Российская Финансовая Корпорация;3099;Москва и обл.;166 763,00;161 146,00;5 617,00;3,49
956;4;Инстройбанк;2743;Москва и обл.;161 978,00;156 432,00;5 546,00;3,55
957;-1;Межрегиональный Банк Реконструкции;2620;Москва и обл.;158 306,00;163 382,00;-5 076,00;-3,11
958;13;АлтайБизнес-Банк;2388;Алтайский край;152 891,00;134 484,00;18 407,00;13,69
959;-16;Евросоюз;3411;Москва и обл.;152 082,00;205 104,00;-53 022,00;-25,85
960;4;Зеленокумская;1239;Ставропольский край;147 116,00;146 031,00;1 085,00;0,74
961;4;Рунэтбанк;2829;Москва и обл.;144 039,00;144 518,00;-479,00;-0,33
962;-5;Объединенная Расчетная Палата;3451;Москва и обл.;138 998,00;161 235,00;-22 237,00;-13,79
963;-1;Капиталбанк;2547;Ростовская обл.;137 044,00;152 760,00;-15 716,00;-10,29
964;3;Алжан;2491;Дагестан;136 716,00;136 798,00;-82,00;-0,06
965;48;Платежи и Расчеты;3324;Самарская обл.;136 555,00;3 114,00;133 441,00;4,285,20
966;2;Банк Фридом Финанс;1143;Сахалинская обл.;136 145,00;135 225,00;920,00;0,68
967;-4;Трастовый Банк;2780;Дагестан;135 440,00;151 699,00;-16 259,00;-10,72
968;11;Первый Депозитный Банк;1244;Тверская обл.;134 482,00;117 000,00;17 482,00;14,94
969;5;Лэнд Кредит;1478;Москва и обл.;131 519,00;131 909,00;-390,00;-0,30
970;-15;Европейский Стандарт;3200;Кабардино-Балкария;130 370,00;168 314,00;-37 944,00;-22,54
971;-10;Дальний Восток;3318;Тульская обл.;129 853,00;155 096,00;-25 243,00;-16,28
972;11;ГРиС-Банк;1928;Ставропольский край;126 202,00;108 416,00;17 786,00;16,41
973;0;Континенталь;3184;Дагестан;124 431,00;132 171,00;-7 740,00;-5,86
974;-4;Бизнесбанк;2862;Дагестан;121 999,00;134 567,00;-12 568,00;-9,34
975;2;Церих;3278;Орловская обл.;121 258,00;119 615,00;1 643,00;1,37
976;-7;К2 Банк;2851;Дагестан;117 359,00;135 215,00;-17 856,00;-13,21
977;-1;Невастройинвест;1926;Санкт-Петербург и обл.;116 907,00;120 445,00;-3 538,00;-2,94
979;3;Майма;1037;Республика Алтай;110 597,00;108 489,00;2 108,00;1,94
980;0;Вест;2605;Москва и обл.;109 859,00;113 109,00;-3 250,00;-2,87
981;15;Русское Финансовое Общество;3427;Москва и обл.;108 810,00;73 668,00;35 142,00;47,70
982;-1;Каспий;639;Дагестан;106 177,00;111 599,00;-5 422,00;-4,86
983;2;Хоум-Банк;2397;Москва и обл.;102 560,00;102 130,00;430,00;0,42
984;0;Газтрансбанк;665;Адыгея;101 088,00;102 320,00;-1 232,00;-1,20
985;1;Вайлдберриз Банк;841;Адыгея;99 656,00;99 156,00;500,00;0,50
986;6;Платежный Клиринговый Дом;3343;Москва и обл.;99 447,00;83 154,00;16 293,00;19,59
987;4;Нафтабанк;715;Дагестан;96 949,00;83 420,00;13 529,00;16,22
988;-1;Галабанк;3090;Адыгея;96 166,00;96 506,00;-340,00;-0,35
989;-30;Трансэнергобанк;3106;Дагестан;91 810,00;161 105,00;-69 295,00;-43,01
990;3;Евроинвест;3383;Москва и обл.;89 277,00;82 122,00;7 155,00;8,71
991;-13;Внешфинбанк;3173;Дагестан;86 752,00;118 620,00;-31 868,00;-26,87
992;2;Умут;2435;Дагестан;63 049,00;80 423,00;-17 374,00;-21,60
993;9;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;53 166,00;39 751,00;13 415,00;33,75
994;4;Мигом;3323;Москва и обл.;52 286,00;52 909,00;-623,00;-1,18
996;-6;ЭнергоБизнес;3485;Москва и обл.;47 604,00;84 983,00;-37 379,00;-43,98
997;2;Красноярский Краевой Расчетный Центр;3483;Красноярский край;47 016,00;50 461,00;-3 445,00;-6,83
998;2;РИБ;2749;Москва и обл.;46 356,00;47 695,00;-1 339,00;-2,81
999;4;Транзит;2688;Дагестан;37 361,00;38 968,00;-1 607,00;-4,12
1000;4;Первый Земельный Расчетный Центр;3381;Курская обл.;35 636,00;29 332,00;6 304,00;21,49
1001;0;Финчер;3486;Москва и обл.;34 313,00;41 631,00;-7 318,00;-17,58
1002;-36;Инновационный Расчетный Центр;3447;Москва и обл.;28 838,00;137 737,00;-108 899,00;-79,06
1003;3;Транштрейд;2676;Дагестан;25 481,00;23 769,00;1 712,00;7,20
1004;1;Расчетный Банковский Центр;3487;Москва и обл.;23 981,00;27 415,00;-3 434,00;-12,53
1005;2;Финансовые Услуги;3496;Москва и обл.;20 344,00;20 231,00;113,00;0,56
1006;3;Депозитный Кредитный Дом;3474;Москва и обл.;17 733,00;17 577,00;156,00;0,89
1007;;Тор Кредит;3497;Москва и обл.;17 525,00;-;-;
1008;2;Сибирский Расчетный Центр;3308;Новосибирская обл.;10 433,00;10 128,00;305,00;3,01
1009;2;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 954,00;3 894,00;60,00;1,54
1010;2;Межрегиональный Клиринговый Центр;3424;Москва и обл.;3 943,00;3 508,00;435,00;12,40
1011;4;Международная Уральская Расчетная Палата;3322;Свердловская обл.;1 956,00;1 877,00;79,00;4,21
1012;2;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 560,00;2 135,00;-575,00;-26,93
