Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2020, тыс. рублей;Апрель, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
256;7;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 875 914,00;3 716 185,00;159 729,00;4,30
257;-1;Вологжанин;1896;Вологодская обл.;3 873 079,00;3 978 867,00;-105 788,00;-2,66
258;6;Донкомбанк;492;Ростовская обл.;3 756 479,00;3 708 660,00;47 819,00;1,29
259;-1;Банк Реалист;2646;Москва и обл.;3 755 732,00;3 904 304,00;-148 572,00;-3,81
260;-1;Уралпромбанк;2964;Челябинская обл.;3 745 800,00;3 851 876,00;-106 076,00;-2,75
261;1;Коммерческий Индо Банк;3446;Москва и обл.;3 673 152,00;3 743 017,00;-69 865,00;-1,87
262;3;Владбизнесбанк;903;Владимирская обл.;3 642 316,00;3 653 037,00;-10 721,00;-0,29
263;3;Далена Банк;1948;Москва и обл.;3 576 152,00;3 556 015,00;20 137,00;0,57
264;-3;Первый Клиентский Банк;3436;Москва и обл.;3 554 335,00;3 755 240,00;-200 905,00;-5,35
265;-29;ФинТех;3499;Москва и обл.;3 418 887,00;4 926 480,00;-1 507 593,00;-30,60
266;3;Элита;1399;Калужская обл.;3 407 659,00;3 365 993,00;41 666,00;1,24
267;0;Внешфинбанк;3173;Краснодарский край;3 397 208,00;3 448 494,00;-51 286,00;-1,49
268;3;Евразийский Банк;969;Москва и обл.;3 381 640,00;3 331 138,00;50 502,00;1,52
269;41;Расчетные Решения;3524;Москва и обл.;3 353 996,00;2 281 679,00;1 072 317,00;47,00
270;2;БСТ-Банк;2883;Кемеровская обл.;3 348 253,00;3 320 522,00;27 731,00;0,84
271;2;Современные Стандарты Бизнеса;3397;Москва и обл.;3 290 986,00;3 249 264,00;41 722,00;1,28
272;-4;Кросна-Банк;2607;Москва и обл.;3 254 842,00;3 430 577,00;-175 735,00;-5,12
273;-3;Морган Стэнли Банк;3456;Москва и обл.;3 198 005,00;3 334 301,00;-136 296,00;-4,09
274;9;Первый Инвестиционный Банк;604;Москва и обл.;3 193 700,00;2 999 544,00;194 156,00;6,47
275;1;Первоуральскбанк;965;Свердловская обл.;3 142 901,00;3 214 606,00;-71 705,00;-2,23
276;9;Тендер-Банк;2252;Москва и обл.;3 130 263,00;2 940 264,00;189 999,00;6,46
277;-3;Профессионал Банк;3296;Москва и обл.;3 091 393,00;3 233 816,00;-142 423,00;-4,40
278;-1;Синко-Банк;2838;Москва и обл.;3 089 900,00;3 179 779,00;-89 879,00;-2,83
279;1;Банк ПСА Финанс Рус;3481;Москва и обл.;3 084 727,00;3 062 572,00;22 155,00;0,72
280;7;Экси-Банк;2530;Санкт-Петербург и обл.;3 050 271,00;2 896 311,00;153 960,00;5,32
281;7;Банк Заречье;817;Татарстан;3 043 305,00;2 862 985,00;180 320,00;6,30
282;-1;Унифондбанк;3416;Москва и обл.;3 037 486,00;3 038 118,00;-632,00;-0,02
283;-33;Народный Банк;2249;Москва и обл.;3 033 237,00;4 294 993,00;-1 261 756,00;-29,38
284;0;Кетовский Коммерческий Банк;842;Курганская обл.;2 943 025,00;2 997 299,00;-54 274,00;-1,81
285;-10;Уралфинанс;1370;Свердловская обл.;2 929 592,00;3 225 538,00;-295 946,00;-9,18
286;-7;Юнистрим;3467;Москва и обл.;2 888 311,00;3 066 686,00;-178 375,00;-5,82
287;5;Мобильная карта;3522;Санкт-Петербург и обл.;2 823 428,00;2 733 059,00;90 369,00;3,31
288;2;Живаго Банк;2065;Рязанская обл.;2 820 692,00;2 810 285,00;10 407,00;0,37
289;-7;Россита-Банк;3257;Москва и обл.;2 813 505,00;3 026 462,00;-212 957,00;-7,04
290;18;РФИ Банк;3351;Москва и обл.;2 794 499,00;2 309 884,00;484 615,00;20,98
291;0;Международный Коммерческий Банк;2524;Москва и обл.;2 784 695,00;2 759 298,00;25 397,00;0,92
292;-6;Севастопольский Морской Банк;3528;Севастополь;2 772 343,00;2 928 007,00;-155 664,00;-5,32
293;-15;Система;2846;Москва и обл.;2 735 508,00;3 175 633,00;-440 125,00;-13,86
294;5;Оргбанк;3312;Москва и обл.;2 702 803,00;2 548 766,00;154 037,00;6,04
295;-6;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 690 928,00;2 817 407,00;-126 479,00;-4,49
296;1;Озон Банк;3516;Москва и обл.;2 586 273,00;2 575 630,00;10 643,00;0,41
297;-3;Газнефтьбанк;3223;Саратовская обл.;2 563 188,00;2 622 394,00;-59 206,00;-2,26
298;-5;ИТ Банк;2609;Омская обл.;2 560 147,00;2 657 621,00;-97 474,00;-3,67
299;-1;Яринтербанк;2564;Ярославская обл.;2 520 670,00;2 566 260,00;-45 590,00;-1,78
300;-5;АвтоКредитБанк;1973;Татарстан;2 506 768,00;2 579 425,00;-72 657,00;-2,82
301;-1;Банк Глобус;2438;Москва и обл.;2 488 874,00;2 511 954,00;-23 080,00;-0,92
302;-6;Ермак;1809;Ханты-Мансийский АО — Югра;2 468 625,00;2 577 043,00;-108 418,00;-4,21
303;-2;Йошкар-Ола;2802;Марий Эл;2 451 682,00;2 507 324,00;-55 642,00;-2,22
304;-1;РБА;3413;Москва и обл.;2 415 211,00;2 502 079,00;-86 868,00;-3,47
305;2;Витабанк;356;Санкт-Петербург и обл.;2 333 171,00;2 317 247,00;15 924,00;0,69
306;-2;Социум-Банк;2881;Москва и обл.;2 310 554,00;2 415 592,00;-105 038,00;-4,35
307;-2;Евроальянс;1781;Ивановская обл.;2 298 019,00;2 410 157,00;-112 138,00;-4,65
308;9;Капитал;575;Москва и обл.;2 292 116,00;2 163 019,00;129 097,00;5,97
309;0;Великие Луки Банк;598;Псковская обл.;2 277 945,00;2 290 366,00;-12 421,00;-0,54
310;2;Костромаселькомбанк;1115;Костромская обл.;2 220 203,00;2 268 080,00;-47 877,00;-2,11
311;4;Приобье;537;Ханты-Мансийский АО — Югра;2 201 508,00;2 187 218,00;14 290,00;0,65
312;-6;ИК Банк;1732;Татарстан;2 193 808,00;2 325 027,00;-131 219,00;-5,64
313;0;Банк Пермь;875;Пермская обл.;2 171 113,00;2 202 515,00;-31 402,00;-1,43
314;-3;Первый Дортрансбанк;3271;Кировская обл.;2 145 824,00;2 281 505,00;-135 681,00;-5,95
315;8;Спутник;1071;Самарская обл.;2 144 921,00;1 951 176,00;193 745,00;9,93
316;0;Саратов;330;Саратовская обл.;2 120 759,00;2 172 631,00;-51 872,00;-2,39
317;2;Арзамас;1281;Нижегородская обл.;2 101 959,00;2 117 344,00;-15 385,00;-0,73
318;2;ИРС;272;Москва и обл.;2 097 919,00;2 099 756,00;-1 837,00;-0,09
319;2;Вкабанк;1027;Астраханская обл.;2 017 931,00;2 041 774,00;-23 843,00;-1,17
320;38;Русский Банк Сбережений;779;Ставропольский край;1 995 724,00;1 278 839,00;716 885,00;56,06
321;-3;Викинг;2;Санкт-Петербург и обл.;1 980 247,00;2 128 106,00;-147 859,00;-6,95
322;-8;Новый Московский Банк;2932;Москва и обл.;1 941 546,00;2 195 221,00;-253 675,00;-11,56
323;-1;Сельмашбанк;106;Ростовская обл.;1 916 451,00;1 975 905,00;-59 454,00;-3,01
324;0;Ноосфера;2650;Республика Алтай;1 824 445,00;1 946 585,00;-122 140,00;-6,27
325;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 808 918,00;1 933 143,00;-124 225,00;-6,43
326;1;Майкопбанк;1136;Адыгея;1 802 430,00;1 825 594,00;-23 164,00;-1,27
327;-25;Америкэн Экспресс Банк;3460;Москва и обл.;1 782 918,00;2 504 062,00;-721 144,00;-28,80
328;3;Народный Доверительный Банк;2374;Москва и обл.;1 747 844,00;1 679 345,00;68 499,00;4,08
329;52;Земкомбанк;574;Ростовская обл.;1 704 572,00;843 630,00;860 942,00;102,05
330;-1;Алтынбанк;2070;Татарстан;1 690 847,00;1 738 292,00;-47 445,00;-2,73
331;-3;Банк РМП;2574;Москва и обл.;1 652 232,00;1 823 629,00;-171 397,00;-9,40
332;-6;Мурманский Расчетный Центр;3341;Мурманская обл.;1 649 458,00;1 877 263,00;-227 805,00;-12,13
333;5;Тексбанк;2756;Карачаево-Черкесия;1 648 478,00;1 580 896,00;67 582,00;4,27
334;0;Дом-Банк;3209;Москва и обл.;1 638 686,00;1 611 885,00;26 801,00;1,66
335;-3;Новокиб;1747;Кемеровская обл.;1 626 561,00;1 648 428,00;-21 867,00;-1,33
336;-3;Примтеркомбанк;21;Приморский край;1 603 499,00;1 646 615,00;-43 116,00;-2,62
337;0;Кузбассхимбанк;2868;Кемеровская обл.;1 593 008,00;1 590 641,00;2 367,00;0,15
338;8;Сервис Резерв;2034;Москва и обл.;1 588 686,00;1 444 756,00;143 930,00;9,96
339;-3;Калуга;1151;Калужская обл.;1 578 996,00;1 596 694,00;-17 698,00;-1,11
340;-1;Проинвестбанк;784;Пермская обл.;1 523 965,00;1 562 652,00;-38 687,00;-2,48
341;0;Промсельхозбанк;538;Москва и обл.;1 513 844,00;1 532 656,00;-18 812,00;-1,23
342;1;МТИ Банк;1052;Москва и обл.;1 504 033,00;1 463 570,00;40 463,00;2,76
343;16;Онего;2484;Карелия;1 488 179,00;1 230 078,00;258 101,00;20,98
344;1;Республиканский Кредитный Альянс;3017;Москва и обл.;1 482 252,00;1 448 641,00;33 611,00;2,32
345;-10;Финчер;3486;Москва и обл.;1 478 545,00;1 602 084,00;-123 539,00;-7,71
346;-6;Вакобанк;1291;Псковская обл.;1 463 542,00;1 561 245,00;-97 703,00;-6,26
347;-5;Крона-Банк;2499;Иркутская обл.;1 437 239,00;1 474 393,00;-37 154,00;-2,52
348;0;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 427 431,00;1 405 189,00;22 242,00;1,58
349;-5;Яндекс Банк;3027;Москва и обл.;1 358 976,00;1 456 623,00;-97 647,00;-6,70
350;0;Прохладный;874;Кабардино-Балкария;1 347 376,00;1 356 609,00;-9 233,00;-0,68
351;5;Столичный Кредит;2853;Москва и обл.;1 328 561,00;1 311 119,00;17 442,00;1,33
352;-5;Почтобанк;1788;Пермская обл.;1 320 444,00;1 423 954,00;-103 510,00;-7,27
353;11;Росбизнесбанк;1405;Москва и обл.;1 316 610,00;1 164 446,00;152 164,00;13,07
354;0;Курган;2568;Курганская обл.;1 308 619,00;1 330 529,00;-21 910,00;-1,65
355;-4;Элекснет;3314;Москва и обл.;1 302 666,00;1 343 501,00;-40 835,00;-3,04
356;4;Руна-Банк;3207;Москва и обл.;1 266 727,00;1 228 550,00;38 177,00;3,11
357;-4;Нальчик;695;Кабардино-Балкария;1 255 176,00;1 331 509,00;-76 333,00;-5,73
358;-9;Майский;1673;Кабардино-Балкария;1 250 673,00;1 387 292,00;-136 619,00;-9,85
359;-4;Р-Инкас;3536;Москва и обл.;1 240 123,00;1 320 917,00;-80 794,00;-6,12
360;5;Невастройинвест;1926;Санкт-Петербург и обл.;1 219 131,00;1 139 909,00;79 222,00;6,95
361;-4;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 194 462,00;1 299 406,00;-104 944,00;-8,08
362;-10;Кузнецкий Мост;2254;Москва и обл.;1 186 536,00;1 332 006,00;-145 470,00;-10,92
363;11;Народный Инвестиционный Банк;2876;Самарская обл.;1 177 043,00;985 833,00;191 210,00;19,40
364;-3;Саммит Банк;85;Приморский край;1 172 310,00;1 202 453,00;-30 143,00;-2,51
365;1;ЕАТП Банк;1765;Астраханская обл.;1 170 089,00;1 112 837,00;57 252,00;5,14
366;-4;Спецстройбанк;236;Москва и обл.;1 135 022,00;1 193 855,00;-58 833,00;-4,93
367;-4;Агора;3231;Москва и обл.;1 106 849,00;1 190 304,00;-83 455,00;-7,01
368;-1;Соколовский;2830;Москва и обл.;1 088 068,00;1 109 554,00;-21 486,00;-1,94
369;31;Вятич;2796;Рязанская обл.;1 073 762,00;536 338,00;537 424,00;100,20
370;-2;Байкалкредобанк;2990;Иркутская обл.;1 069 098,00;1 095 240,00;-26 142,00;-2,39
371;-2;Банк РСИ;3415;Москва и обл.;1 059 233,00;1 089 599,00;-30 366,00;-2,79
372;-2;Дон-Тексбанк;1818;Ростовская обл.;1 009 334,00;1 023 353,00;-14 019,00;-1,37
373;-1;Химик;1114;Нижегородская обл.;1 002 499,00;991 280,00;11 219,00;1,13
374;-44;Межбанковский Кредитный Союз;3242;Москва и обл.;1 001 753,00;1 713 390,00;-711 637,00;-41,53
375;-4;Электронный платежный сервис;3509;Москва и обл.;997 168,00;997 168,00;0,00;0
376;8;РИБ;2749;Москва и обл.;986 997,00;805 262,00;181 735,00;22,57
377;-4;Национальный Банк Сбережений;1949;Ивановская обл.;978 808,00;989 919,00;-11 111,00;-1,12
378;-3;Классик Эконом Банк;3298;Северная Осетия — Алания;929 051,00;943 945,00;-14 894,00;-1,58
379;-2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;909 000,00;900 889,00;8 111,00;0,90
380;2;Единая касса;3512;Москва и обл.;899 209,00;841 195,00;58 014,00;6,90
381;4;Металлург;2877;Москва и обл.;820 083,00;797 141,00;22 942,00;2,88
382;-3;Балаково-Банк;444;Саратовская обл.;814 895,00;857 253,00;-42 358,00;-4,94
383;-3;Космос;2245;Москва и обл.;797 138,00;857 231,00;-60 093,00;-7,01
384;14;Банк 131;3538;Татарстан;791 231,00;636 824,00;154 407,00;24,25
385;1;Ресурс-Траст;3122;Москва и обл.;784 257,00;778 896,00;5 361,00;0,69
386;5;Прокоммерцбанк;2996;Москва и обл.;783 002,00;707 270,00;75 732,00;10,71
387;-4;Спиритбанк;2053;Тульская обл.;779 937,00;822 222,00;-42 285,00;-5,14
388;-12;РусьРегионБанк;685;Москва и обл.;774 152,00;934 822,00;-160 670,00;-17,19
389;-1;Объединенный Банк Республики;1016;Чувашия;758 755,00;767 534,00;-8 779,00;-1,14
390;0;Дружба;990;Тюменская обл.;724 564,00;712 130,00;12 434,00;1,75
391;-4;Максима;3379;Москва и обл.;703 968,00;773 789,00;-69 821,00;-9,02
392;-3;Вайлдберриз Банк;841;Москва и обл.;696 396,00;740 795,00;-44 399,00;-5,99
393;-15;Деньги.Мэйл.Ру;3511;Москва и обл.;690 096,00;862 476,00;-172 380,00;-19,99
394;3;Гефест;1046;Тверская обл.;679 093,00;683 811,00;-4 718,00;-0,69
395;0;Эко-Инвест;3116;Москва и обл.;670 380,00;688 053,00;-17 673,00;-2,57
396;3;Геобанк;2027;Москва и обл.;654 877,00;616 584,00;38 293,00;6,21
397;-3;Славянбанк;804;Новгородская обл.;623 567,00;695 942,00;-72 375,00;-10,40
398;-5;Монета.ру;3508;Марий Эл;574 679,00;699 611,00;-124 932,00;-17,86
399;2;Таганрогбанк;3136;Ростовская обл.;560 944,00;530 894,00;30 050,00;5,66
400;-4;Рента-Банк;3095;Москва и обл.;531 673,00;686 810,00;-155 137,00;-22,59
401;-9;Единая Расчетная Палата;384;Москва и обл.;530 014,00;704 670,00;-174 656,00;-24,79
402;0;Сетевая Расчетная Палата;3332;Татарстан;525 548,00;523 118,00;2 430,00;0,46
403;0;МВС Банк;2407;Дагестан;521 471,00;513 111,00;8 360,00;1,63
404;3;Холмск;503;Сахалинская обл.;450 175,00;386 362,00;63 813,00;16,52
405;-1;Континенталь;3184;Ставропольский край;424 917,00;425 826,00;-909,00;-0,21
406;-1;Банк Берейт;3505;Санкт-Петербург и обл.;413 034,00;420 607,00;-7 573,00;-1,80
407;7;Платежи и Расчеты;3324;Самарская обл.;401 796,00;315 335,00;86 461,00;27,42
408;-2;Северстройбанк;3507;Вологодская обл.;389 921,00;397 085,00;-7 164,00;-1,80
409;-1;Моби.Деньги;3523;Москва и обл.;378 626,00;378 626,00;0,00;0
410;-1;Тайдон;2085;Кемеровская обл.;371 270,00;371 008,00;262,00;0,07
411;9;Платежный Стандарт;3530;Новосибирская обл.;320 287,00;249 443,00;70 844,00;28,40
412;-1;Лэнд Кредит;1478;Москва и обл.;317 336,00;341 284,00;-23 948,00;-7,02
413;-3;Народный Банк Тувы;1309;Тыва;301 776,00;361 448,00;-59 672,00;-16,51
414;-2;Альтернатива;3452;Москва и обл.;297 605,00;323 134,00;-25 529,00;-7,90
415;0;Перспектива;3532;Омская обл.;294 928,00;294 928,00;0,00;0
416;1;Промсвязьинвест;2761;Дагестан;291 773,00;279 060,00;12 713,00;4,56
417;-4;Синергия;2884;Саратовская обл.;277 146,00;322 464,00;-45 318,00;-14,05
418;-2;Центрально-Азиатский;3037;Хакасия;275 392,00;284 002,00;-8 610,00;-3,03
419;-1;Элексир;3533;Москва и обл.;267 635,00;272 313,00;-4 678,00;-1,72
420;-1;ПэйЮ;3518;Москва и обл.;262 942,00;262 942,00;0,00;0
421;1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;237 979,00;214 929,00;23 050,00;10,72
422;-1;Премиум;3514;Москва и обл.;235 990,00;235 990,00;0,00;0
423;0;Нарат;1902;Татарстан;215 337,00;211 681,00;3 656,00;1,73
424;0;Русское Финансовое Общество;3427;Москва и обл.;210 053,00;211 217,00;-1 164,00;-0,55
425;2;Элплат;3535;Удмуртия;118 095,00;118 095,00;0,00;0
426;0;Дальний Восток;3318;Приморский край;115 825,00;133 420,00;-17 595,00;-13,19
427;1;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;111 990,00;114 058,00;-2 068,00;-1,81
428;1;Инэко;3520;Ивановская обл.;92 135,00;92 135,00;0,00;0
