Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2015, тыс. рублей;Февраль, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
796;0;Дельта Кей;3513;Москва и обл.;136 350,00;136 350,00;0,00;0
797;0;Зеленокумская;1239;Ставропольский край;122 578,00;122 663,00;-85,00;-0,07
798;5;Расчетные Решения;3524;Москва и обл.;98 686,00;86 698,00;11 988,00;13,83
799;1;Вест;2605;Москва и обл.;91 528,00;91 235,00;293,00;0,32
800;-2;Умут;2435;Дагестан;84 649,00;98 998,00;-14 349,00;-14,49
801;4;Евроинвест;3383;Москва и обл.;78 791,00;82 007,00;-3 216,00;-3,92
802;4;Премиум;3514;Москва и обл.;70 963,00;70 963,00;0,00;0
803;-2;Единая Расчетная Палата;384;Москва и обл.;62 189,00;89 301,00;-27 112,00;-30,36
804;-2;Платежный Клиринговый Дом;3343;Москва и обл.;60 079,00;87 757,00;-27 678,00;-31,54
805;2;Транзит;2688;Дагестан;30 109,00;33 935,00;-3 826,00;-11,27
806;2;Инновационный Расчетный Центр;3447;Москва и обл.;28 014,00;27 976,00;38,00;0,14
807;3;Тор Кредит;3497;Москва и обл.;25 660,00;25 815,00;-155,00;-0,60
808;3;Интеррасчет;1618;Москва и обл.;23 324,00;25 038,00;-1 714,00;-6,85
809;3;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;22 987,00;19 727,00;3 260,00;16,53
810;4;Финансово-Расчетный Центр;3319;Астраханская обл.;21 029,00;8 086,00;12 943,00;160,07
811;2;21 Век;3309;Санкт-Петербург и обл.;8 111,00;8 888,00;-777,00;-8,74
812;3;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 216,00;4 212,00;4,00;0,09
813;3;АРБ-Инкасс;3353;Москва и обл.;2 810,00;2 500,00;310,00;12,40
