Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2017, тыс. рублей;Май, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-3;РЕСО Кредит;3450;Москва и обл.;6 440 728,00;6 705 068,00;-264 340,00;-3,94
262;2;Конфидэнс Банк;970;Костромская обл.;6 438 532,00;6 422 721,00;15 811,00;0,25
263;3;НБК-Банк;3283;Москва и обл.;6 432 129,00;6 273 630,00;158 499,00;2,53
264;1;ФорБанк;2063;Москва и обл.;6 352 883,00;6 370 871,00;-17 988,00;-0,28
265;12;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 271 739,00;5 646 007,00;625 732,00;11,08
266;4;Новобанк;1352;Новгородская обл.;6 214 730,00;6 011 158,00;203 572,00;3,39
267;4;Автоградбанк;1455;Татарстан;6 065 859,00;5 938 377,00;127 482,00;2,15
268;1;Енисейский Объединенный Банк;2645;Красноярский край;6 008 166,00;6 053 910,00;-45 744,00;-0,76
269;10;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 978 892,00;5 534 114,00;444 778,00;8,04
270;5;Агророс;2860;Саратовская обл.;5 864 784,00;5 662 567,00;202 217,00;3,57
271;3;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 815 375,00;5 728 077,00;87 298,00;1,52
272;0;Сибсоцбанк;2015;Алтайский край;5 797 476,00;5 877 917,00;-80 441,00;-1,37
273;20;Зираат Банк;2559;Москва и обл.;5 790 509,00;4 801 448,00;989 061,00;20,60
274;2;Руснарбанк;3403;Москва и обл.;5 782 274,00;5 660 330,00;121 944,00;2,15
275;-8;Кубаньторгбанк;478;Краснодарский край;5 731 509,00;6 142 709,00;-411 200,00;-6,69
276;2;Уссури;596;Хабаровский край;5 675 937,00;5 623 611,00;52 326,00;0,93
277;-4;Славянский Кредит;2960;Москва и обл.;5 655 310,00;5 827 363,00;-172 053,00;-2,95
278;2;Гута-Банк;256;Москва и обл.;5 613 788,00;5 530 448,00;83 340,00;1,51
279;2;Земский Банк;2900;Самарская обл.;5 601 712,00;5 492 543,00;109 169,00;1,99
280;3;Камский Коммерческий Банк;438;Татарстан;5 360 375,00;5 305 896,00;54 479,00;1,03
281;5;Севастопольский Морской Банк;3528;Севастополь;5 323 282,00;5 152 813,00;170 469,00;3,31
282;0;Руссобанк;2313;Москва и обл.;5 294 236,00;5 311 230,00;-16 994,00;-0,32
283;2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 240 942,00;5 218 377,00;22 565,00;0,43
284;6;Кузнецкий;609;Пензенская обл.;5 211 378,00;4 904 100,00;307 278,00;6,27
285;-1;Витабанк;356;Санкт-Петербург и обл.;5 191 428,00;5 277 290,00;-85 862,00;-1,63
286;5;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;5 025 099,00;4 835 495,00;189 604,00;3,92
287;20;Москва-Сити;3247;Москва и обл.;4 967 071,00;4 346 845,00;620 226,00;14,27
288;6;Венец;524;Ульяновская обл.;4 944 596,00;4 797 507,00;147 089,00;3,07
289;-21;ЮMoney;3510;Россия;4 907 063,00;6 065 241,00;-1 158 178,00;-19,10
290;6;Голдман Сакс Банк;3490;Москва и обл.;4 902 633,00;4 697 179,00;205 454,00;4,37
291;-4;Нэклис-Банк;1671;Москва и обл.;4 868 808,00;5 097 366,00;-228 558,00;-4,48
292;-3;Объединенный Резервный Банк;937;Москва и обл.;4 786 810,00;4 959 852,00;-173 042,00;-3,49
293;2;Зенит Сочи;232;Краснодарский край;4 726 483,00;4 702 191,00;24 292,00;0,52
294;4;Банк Торгового Финансирования;1982;Москва и обл.;4 696 274,00;4 662 006,00;34 268,00;0,74
295;2;Бест Эффортс Банк;435;Москва и обл.;4 663 566,00;4 662 891,00;675,00;0,01
296;3;Горбанк;2982;Санкт-Петербург и обл.;4 566 427,00;4 588 800,00;-22 373,00;-0,49
297;3;Чайнасельхозбанк;3529;Москва и обл.;4 560 487,00;4 583 431,00;-22 944,00;-0,50
298;-10;Платина;2347;Москва и обл.;4 512 929,00;4 998 541,00;-485 612,00;-9,72
299;4;Банк Кремлевский;2905;Москва и обл.;4 512 425,00;4 431 969,00;80 456,00;1,82
300;-8;Экси-Банк;2530;Санкт-Петербург и обл.;4 478 613,00;4 813 103,00;-334 490,00;-6,95
301;7;Финансово-Промышленный Капитал;3295;Москва и обл.;4 477 477,00;4 325 856,00;151 621,00;3,50
302;0;Банк Инноваций и Развития;2647;Москва и обл.;4 471 532,00;4 479 528,00;-7 996,00;-0,18
303;7;Московский Коммерческий Банк;3172;Москва и обл.;4 456 029,00;4 272 040,00;183 989,00;4,31
304;2;Евразийский Банк;969;Москва и обл.;4 358 631,00;4 359 792,00;-1 161,00;-0,03
305;8;Русский Национальный Банк;469;Ростовская обл.;4 346 534,00;4 222 181,00;124 353,00;2,95
306;9;Роял Кредит Банк;783;Приморский край;4 328 169,00;4 218 495,00;109 674,00;2,60
307;-2;Вологжанин;1896;Вологодская обл.;4 317 283,00;4 400 019,00;-82 736,00;-1,88
308;4;Межрегиональный промышленно-строительный банк;752;Мордовия;4 307 509,00;4 222 833,00;84 676,00;2,01
309;-5;Аксонбанк;680;Костромская обл.;4 303 824,00;4 404 145,00;-100 321,00;-2,28
310;-1;Стройлесбанк;2995;Тюменская обл.;4 296 952,00;4 300 456,00;-3 504,00;-0,08
311;5;Мастер-Капитал;3011;Москва и обл.;4 237 617,00;4 141 922,00;95 695,00;2,31
312;-11;Ростфинанс;481;Ростовская обл.;4 187 490,00;4 500 342,00;-312 852,00;-6,95
313;1;Синко-Банк;2838;Москва и обл.;4 184 874,00;4 221 501,00;-36 627,00;-0,87
314;80;Межбанковский Кредитный Союз;3242;Москва и обл.;4 152 649,00;2 294 139,00;1 858 510,00;81,01
315;3;Банкхаус Эрбе;1717;Москва и обл.;4 138 820,00;4 110 298,00;28 522,00;0,69
316;6;Черноморский банк развития и реконструкции;3527;Симферополь;4 121 584,00;4 027 236,00;94 348,00;2,34
317;2;Долинск;857;Сахалинская обл.;4 107 719,00;4 079 564,00;28 155,00;0,69
318;5;Юнистрим;3467;Москва и обл.;4 048 707,00;4 018 028,00;30 679,00;0,76
319;2;ВостСибтранскомбанк;2731;Иркутская обл.;3 987 541,00;4 038 186,00;-50 645,00;-1,25
320;4;Донкомбанк;492;Ростовская обл.;3 944 906,00;3 940 307,00;4 599,00;0,12
321;-4;УМ-Банк;1441;Москва и обл.;3 936 796,00;4 117 475,00;-180 679,00;-4,39
322;4;Мегаполис;3265;Чувашия;3 893 754,00;3 816 679,00;77 075,00;2,02
323;2;Радиотехбанк;1166;Нижегородская обл.;3 815 199,00;3 848 273,00;-33 074,00;-0,86
324;184;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;3 775 430,00;808 017,00;2 967 413,00;367,25
325;5;Уралпромбанк;2964;Челябинская обл.;3 732 223,00;3 757 855,00;-25 632,00;-0,68
326;6;МФБанк;3163;Москва и обл.;3 723 648,00;3 629 067,00;94 581,00;2,61
327;4;Эс-Би-Ай Банк;3185;Москва и обл.;3 697 711,00;3 736 402,00;-38 691,00;-1,04
328;0;Хованский;2145;Москва и обл.;3 685 153,00;3 786 707,00;-101 554,00;-2,68
329;0;Иваново;1763;Ивановская обл.;3 661 588,00;3 786 394,00;-124 806,00;-3,30
330;7;Братский АНКБ;1144;Иркутская обл.;3 638 005,00;3 472 634,00;165 371,00;4,76
331;-11;Международный Коммерческий Банк;2524;Москва и обл.;3 637 321,00;4 050 973,00;-413 652,00;-10,21
332;2;ЮМК Банк;3495;Краснодарский край;3 614 890,00;3 499 268,00;115 622,00;3,30
333;-6;ПИР Банк;2655;Москва и обл.;3 592 002,00;3 802 816,00;-210 814,00;-5,54
334;1;Риабанк;3434;Москва и обл.;3 577 982,00;3 499 207,00;78 775,00;2,25
335;4;Ермак;1809;Ханты-Мансийский АО — Югра;3 559 073,00;3 410 653,00;148 420,00;4,35
336;12;Крокус-Банк;2682;Москва и обл.;3 533 991,00;3 249 927,00;284 064,00;8,74
337;8;Еврокапитал-Альянс;2672;Ярославская обл.;3 438 142,00;3 303 424,00;134 718,00;4,08
338;5;НОКССбанк;3202;Волгоградская обл.;3 408 548,00;3 391 948,00;16 600,00;0,49
339;2;Алтайкапиталбанк;2659;Алтайский край;3 399 146,00;3 408 371,00;-9 225,00;-0,27
340;9;Первый Инвестиционный Банк;604;Москва и обл.;3 394 321,00;3 223 549,00;170 772,00;5,30
341;5;Донхлеббанк;2285;Ростовская обл.;3 380 818,00;3 277 120,00;103 698,00;3,16
342;18;Земкомбанк;574;Ростовская обл.;3 360 595,00;2 977 667,00;382 928,00;12,86
343;4;Живаго Банк;2065;Рязанская обл.;3 346 546,00;3 262 806,00;83 740,00;2,57
344;-2;Крыловский;456;Краснодарский край;3 284 911,00;3 397 937,00;-113 026,00;-3,33
345;-9;Новый Символ;370;Москва и обл.;3 265 395,00;3 480 782,00;-215 387,00;-6,19
346;7;Взаимодействие;1704;Новосибирская обл.;3 237 509,00;3 055 642,00;181 867,00;5,95
347;-3;Банк Реалист;2646;Москва и обл.;3 226 205,00;3 363 200,00;-136 995,00;-4,07
348;3;ИТ Банк;2609;Омская обл.;3 199 315,00;3 140 521,00;58 794,00;1,87
349;5;Кузнецкий Мост;2254;Москва и обл.;3 196 217,00;3 047 103,00;149 114,00;4,89
350;16;Народный Доверительный Банк;2374;Москва и обл.;3 189 102,00;2 751 463,00;437 639,00;15,91
351;-1;Банк Заречье;817;Татарстан;3 166 951,00;3 197 020,00;-30 069,00;-0,94
352;0;Евроальянс;1781;Ивановская обл.;3 101 841,00;3 130 361,00;-28 520,00;-0,91
353;2;РБА;3413;Москва и обл.;3 099 738,00;3 035 233,00;64 505,00;2,13
354;-14;Камчаткомагропромбанк;545;Камчатская обл.;3 084 156,00;3 409 447,00;-325 291,00;-9,54
355;-22;Невский Банк;1068;Санкт-Петербург и обл.;3 038 603,00;3 515 999,00;-477 396,00;-13,58
356;0;Унифондбанк;3416;Москва и обл.;3 028 929,00;3 026 825,00;2 104,00;0,07
357;5;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 026 106,00;2 906 509,00;119 597,00;4,11
358;0;РАМ Банк;3480;Москва и обл.;3 007 247,00;3 005 017,00;2 230,00;0,07
359;0;ИСБ;3010;Москва и обл.;2 963 050,00;2 997 089,00;-34 039,00;-1,14
360;11;Оргбанк;3312;Москва и обл.;2 932 142,00;2 700 187,00;231 955,00;8,59
361;0;Центрально-Европейский Банк;2670;Москва и обл.;2 908 648,00;2 912 339,00;-3 691,00;-0,13
362;-5;Банк Премьер Кредит;1663;Москва и обл.;2 895 240,00;3 024 039,00;-128 799,00;-4,26
363;6;Бланк Банк;2368;Москва и обл.;2 852 773,00;2 743 215,00;109 558,00;3,99
364;-1;Владбизнесбанк;903;Владимирская обл.;2 844 516,00;2 849 085,00;-4 569,00;-0,16
365;-1;Озон Банк;3516;Москва и обл.;2 827 856,00;2 794 901,00;32 955,00;1,18
366;-1;Костромаселькомбанк;1115;Костромская обл.;2 754 182,00;2 762 808,00;-8 626,00;-0,31
367;3;РТС-Банк;3401;Самарская обл.;2 747 899,00;2 706 296,00;41 603,00;1,54
368;-1;Йошкар-Ола;2802;Марий Эл;2 724 511,00;2 748 391,00;-23 880,00;-0,87
369;3;Внешфинбанк;3173;Краснодарский край;2 685 281,00;2 684 178,00;1 103,00;0,04
370;11;Викинг;2;Санкт-Петербург и обл.;2 628 484,00;2 460 441,00;168 043,00;6,83
371;41;Столичный Кредит;2853;Москва и обл.;2 615 477,00;1 994 959,00;620 518,00;31,10
372;1;Канский;860;Красноярский край;2 603 325,00;2 614 011,00;-10 686,00;-0,41
373;3;Кредит Экспресс;3186;Ростовская обл.;2 565 553,00;2 571 504,00;-5 951,00;-0,23
374;1;Аспект;608;Москва и обл.;2 562 133,00;2 587 882,00;-25 749,00;-0,99
375;13;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 547 782,00;2 354 706,00;193 076,00;8,20
376;-2;БСТ-Банк;2883;Кемеровская обл.;2 542 029,00;2 588 395,00;-46 366,00;-1,79
377;0;ИРС;272;Москва и обл.;2 481 909,00;2 569 544,00;-87 635,00;-3,41
378;-10;Новый Московский Банк;2932;Москва и обл.;2 473 426,00;2 747 002,00;-273 576,00;-9,96
379;45;Прайм Финанс;2758;Санкт-Петербург и обл.;2 471 346,00;1 829 476,00;641 870,00;35,08
380;12;Элита;1399;Калужская обл.;2 461 225,00;2 308 155,00;153 070,00;6,63
381;23;Сельмашбанк;106;Ростовская обл.;2 451 835,00;2 071 567,00;380 268,00;18,36
382;2;Система;2846;Москва и обл.;2 448 749,00;2 389 887,00;58 862,00;2,46
383;-5;Далена Банк;1948;Москва и обл.;2 448 328,00;2 558 632,00;-110 304,00;-4,31
384;-5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 447 061,00;2 511 857,00;-64 796,00;-2,58
385;4;Банк Пермь;875;Пермская обл.;2 445 722,00;2 338 626,00;107 096,00;4,58
386;-1;Газнефтьбанк;3223;Саратовская обл.;2 435 114,00;2 389 560,00;45 554,00;1,91
387;-7;Экономикс-Банк;2136;Москва и обл.;2 432 584,00;2 479 237,00;-46 653,00;-1,88
388;9;Резерв;2364;Челябинская обл.;2 421 453,00;2 178 751,00;242 702,00;11,14
389;-7;К2 Банк;2851;Карачаево-Черкесия;2 393 349,00;2 401 200,00;-7 851,00;-0,33
390;-4;Кредпромбанк;1165;Ярославская обл.;2 363 204,00;2 389 082,00;-25 878,00;-1,08
391;-8;Кемсоцинбанк;96;Кемеровская обл.;2 332 211,00;2 394 256,00;-62 045,00;-2,59
392;-2;Кросна-Банк;2607;Москва и обл.;2 301 779,00;2 338 584,00;-36 805,00;-1,57
393;2;Первый Клиентский Банк;3436;Москва и обл.;2 259 090,00;2 247 346,00;11 744,00;0,52
394;2;Вкабанк;1027;Астраханская обл.;2 217 621,00;2 192 563,00;25 058,00;1,14
395;-8;Заубер Банк;1614;Санкт-Петербург и обл.;2 201 521,00;2 366 796,00;-165 275,00;-6,98
396;2;Спиритбанк;2053;Тульская обл.;2 198 744,00;2 156 287,00;42 457,00;1,97
397;-4;Народный Банк;2249;Карачаево-Черкесия;2 172 633,00;2 294 270,00;-121 637,00;-5,30
398;9;Спутник;1071;Самарская обл.;2 157 722,00;2 033 470,00;124 252,00;6,11
399;10;Промсельхозбанк;538;Москва и обл.;2 139 633,00;2 019 256,00;120 377,00;5,96
400;0;ПэйПал Ру;3517;Москва и обл.;2 137 822,00;2 137 822,00;0,00;0
401;-2;Капитал;575;Москва и обл.;2 121 172,00;2 146 636,00;-25 464,00;-1,19
402;11;Уралфинанс;1370;Свердловская обл.;2 113 781,00;1 982 421,00;131 360,00;6,63
403;-1;Яринтербанк;2564;Ярославская обл.;2 091 043,00;2 093 264,00;-2 221,00;-0,11
404;6;Приобье;537;Ханты-Мансийский АО — Югра;2 077 601,00;2 016 295,00;61 306,00;3,04
405;-4;Кетовский Коммерческий Банк;842;Курганская обл.;2 064 571,00;2 113 931,00;-49 360,00;-2,33
406;12;Россита-Банк;3257;Москва и обл.;2 060 654,00;1 908 549,00;152 105,00;7,97
407;8;Московский Вексельный Банк;2697;Москва и обл.;2 051 230,00;1 945 874,00;105 356,00;5,41
408;-17;Апабанк;2404;Москва и обл.;2 039 558,00;2 321 236,00;-281 678,00;-12,13
409;2;Современные Стандарты Бизнеса;3397;Москва и обл.;2 011 518,00;2 015 144,00;-3 626,00;-0,18
410;7;Банк РМП;2574;Москва и обл.;2 006 546,00;1 912 915,00;93 631,00;4,89
411;26;Руна-Банк;3207;Москва и обл.;1 993 196,00;1 713 628,00;279 568,00;16,31
412;-4;Преодоление;2649;Москва и обл.;1 986 474,00;2 019 511,00;-33 037,00;-1,64
413;7;Профессионал Банк;3296;Москва и обл.;1 978 719,00;1 891 645,00;87 074,00;4,60
414;7;Росбизнесбанк;1405;Москва и обл.;1 958 231,00;1 890 685,00;67 546,00;3,57
415;-10;Новый Век;3417;Москва и обл.;1 950 039,00;2 057 547,00;-107 508,00;-5,23
416;14;Банк Глобус;2438;Москва и обл.;1 940 006,00;1 780 293,00;159 713,00;8,97
417;-3;Алтынбанк;2070;Татарстан;1 931 892,00;1 953 574,00;-21 682,00;-1,11
418;-2;Социум-Банк;2881;Москва и обл.;1 912 366,00;1 933 009,00;-20 643,00;-1,07
419;13;Крона-Банк;2499;Иркутская обл.;1 895 800,00;1 766 435,00;129 365,00;7,32
420;-17;Новое Время;3492;Москва и обл.;1 892 465,00;2 079 180,00;-186 715,00;-8,98
421;2;Майкопбанк;1136;Адыгея;1 881 999,00;1 834 311,00;47 688,00;2,60
422;3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 850 650,00;1 822 394,00;28 256,00;1,55
423;6;Саратов;330;Саратовская обл.;1 834 814,00;1 785 429,00;49 385,00;2,77
424;2;Великие Луки Банк;598;Псковская обл.;1 832 035,00;1 813 868,00;18 167,00;1,00
425;18;Первоуральскбанк;965;Свердловская обл.;1 807 399,00;1 611 670,00;195 729,00;12,14
426;1;Лайтбанк;3177;Москва и обл.;1 806 840,00;1 796 703,00;10 137,00;0,56
427;-5;Дом-Банк;3209;Москва и обл.;1 806 639,00;1 870 901,00;-64 262,00;-3,43
428;3;Бум-Банк;1137;Кабардино-Балкария;1 797 790,00;1 778 070,00;19 720,00;1,11
429;-10;КОР;2148;Волгоградская обл.;1 759 474,00;1 904 572,00;-145 098,00;-7,62
430;4;Златкомбанк;568;Москва и обл.;1 755 416,00;1 721 497,00;33 919,00;1,97
431;5;РФИ Банк;3351;Москва и обл.;1 741 958,00;1 717 840,00;24 118,00;1,40
432;17;Инкаробанк;2696;Москва и обл.;1 738 430,00;1 529 687,00;208 743,00;13,65
433;0;Арзамас;1281;Нижегородская обл.;1 731 687,00;1 729 709,00;1 978,00;0,11
434;-28;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 718 761,00;2 039 715,00;-320 954,00;-15,74
435;0;Примтеркомбанк;21;Приморский край;1 715 948,00;1 719 289,00;-3 341,00;-0,19
436;5;Нальчик;695;Кабардино-Балкария;1 694 734,00;1 636 814,00;57 920,00;3,54
437;2;Новый Кредитный Союз;3139;Москва и обл.;1 677 133,00;1 687 381,00;-10 248,00;-0,61
438;13;Калуга;1151;Калужская обл.;1 672 600,00;1 521 613,00;150 987,00;9,92
439;-11;Америкэн Экспресс Банк;3460;Москва и обл.;1 663 002,00;1 795 052,00;-132 050,00;-7,36
440;7;Первый Дортрансбанк;3271;Кировская обл.;1 645 765,00;1 566 118,00;79 647,00;5,09
441;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 643 566,00;1 610 894,00;32 672,00;2,03
442;3;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 640 412,00;1 591 248,00;49 164,00;3,09
443;-3;Проинвестбанк;784;Пермская обл.;1 628 262,00;1 666 201,00;-37 939,00;-2,28
444;-2;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 628 206,00;1 614 153,00;14 053,00;0,87
445;8;Икано Банк;3519;Центр;1 625 208,00;1 515 247,00;109 961,00;7,26
446;13;Мурманский Расчетный Центр;3341;Мурманская обл.;1 616 232,00;1 391 658,00;224 574,00;16,14
447;1;Тагилбанк;1635;Свердловская обл.;1 583 265,00;1 561 552,00;21 713,00;1,39
448;-2;Кузбассхимбанк;2868;Кемеровская обл.;1 583 165,00;1 583 535,00;-370,00;-0,02
449;-11;Холмск;503;Сахалинская обл.;1 580 979,00;1 693 314,00;-112 335,00;-6,63
450;4;Вятич;2796;Рязанская обл.;1 569 692,00;1 514 204,00;55 488,00;3,66
451;1;Синергия;2884;Саратовская обл.;1 526 256,00;1 521 422,00;4 834,00;0,32
452;6;Сервис Резерв;2034;Москва и обл.;1 523 088,00;1 429 884,00;93 204,00;6,52
453;7;Космос;2245;Москва и обл.;1 508 731,00;1 390 257,00;118 474,00;8,52
454;2;Ноосфера;2650;Республика Алтай;1 497 375,00;1 492 565,00;4 810,00;0,32
455;-5;Финтрастбанк;3104;Москва и обл.;1 483 341,00;1 522 305,00;-38 964,00;-2,56
456;-1;ИК Банк;1732;Татарстан;1 481 250,00;1 497 017,00;-15 767,00;-1,05
457;8;Соколовский;2830;Москва и обл.;1 414 075,00;1 279 584,00;134 491,00;10,51
458;4;Саммит Банк;85;Приморский край;1 385 842,00;1 356 685,00;29 157,00;2,15
459;2;Риал-Кредит;3393;Москва и обл.;1 348 549,00;1 363 697,00;-15 148,00;-1,11
460;3;Акцент;696;Оренбургская обл.;1 344 878,00;1 344 192,00;686,00;0,05
461;9;Вакобанк;1291;Псковская обл.;1 289 696,00;1 235 232,00;54 464,00;4,41
462;6;Почтобанк;1788;Пермская обл.;1 267 031,00;1 246 915,00;20 116,00;1,61
463;8;Химик;1114;Нижегородская обл.;1 230 325,00;1 229 564,00;761,00;0,06
464;2;Максима;3379;Москва и обл.;1 220 624,00;1 267 982,00;-47 358,00;-3,73
465;7;Дон-Тексбанк;1818;Ростовская обл.;1 213 829,00;1 202 569,00;11 260,00;0,94
466;10;Невастройинвест;1926;Санкт-Петербург и обл.;1 197 944,00;1 159 051,00;38 893,00;3,36
467;11;Вэлтон Банк;1105;Белгородская обл.;1 174 171,00;1 129 989,00;44 182,00;3,91
468;6;Элекснет;3314;Москва и обл.;1 168 813,00;1 168 813,00;0,00;0
469;-5;Кредитинвест;1197;Дагестан;1 161 140,00;1 279 994,00;-118 854,00;-9,29
470;7;ЕАТП Банк;1765;Астраханская обл.;1 155 601,00;1 150 028,00;5 573,00;0,48
471;-2;АвтоКредитБанк;1973;Татарстан;1 154 284,00;1 240 127,00;-85 843,00;-6,92
472;-5;Агора;3231;Москва и обл.;1 146 076,00;1 266 573,00;-120 497,00;-9,51
473;8;Спецстройбанк;236;Москва и обл.;1 143 838,00;1 098 196,00;45 642,00;4,16
474;10;Тексбанк;2756;Карачаево-Черкесия;1 143 017,00;1 062 374,00;80 643,00;7,59
475;0;Республиканский Кредитный Альянс;3017;Москва и обл.;1 113 093,00;1 162 969,00;-49 876,00;-4,29
476;3;Новый Промышленный Банк;930;Москва и обл.;1 106 182,00;1 100 556,00;5 626,00;0,51
477;5;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 092 023,00;1 094 699,00;-2 676,00;-0,24
478;7;Регионфинансбанк;3357;Москва и обл.;1 091 172,00;1 058 672,00;32 500,00;3,07
479;1;Михайловский ПЖСБ;2961;Волгоградская обл.;1 091 062,00;1 099 168,00;-8 106,00;-0,74
480;3;Курган;2568;Курганская обл.;1 070 489,00;1 081 125,00;-10 636,00;-0,98
481;-8;Тендер-Банк;2252;Москва и обл.;1 051 692,00;1 179 235,00;-127 543,00;-10,82
482;4;Москва;1661;Москва и обл.;1 038 166,00;1 055 415,00;-17 249,00;-1,63
483;35;Русский Банк Сбережений;779;Ставропольский край;1 017 838,00;717 041,00;300 797,00;41,95
484;4;Байкалкредобанк;2990;Иркутская обл.;1 012 081,00;995 024,00;17 057,00;1,71
485;4;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 010 348,00;963 033,00;47 315,00;4,91
486;-29;Банк Фридом Финанс;1143;Москва и обл.;998 282,00;1 442 748,00;-444 466,00;-30,81
487;3;Прохладный;874;Кабардино-Балкария;990 741,00;961 391,00;29 350,00;3,05
488;-1;ГринКомБанк;1184;Иркутская обл.;983 338,00;997 658,00;-14 320,00;-1,44
489;2;Народный Инвестиционный Банк;2876;Самарская обл.;973 069,00;954 196,00;18 873,00;1,98
490;5;Классик Эконом Банк;3298;Северная Осетия — Алания;963 717,00;916 659,00;47 058,00;5,13
491;7;МТИ Банк;1052;Москва и обл.;960 652,00;865 862,00;94 790,00;10,95
492;2;Майский;1673;Кабардино-Балкария;948 072,00;939 068,00;9 004,00;0,96
493;9;Арсенал;3000;Москва и обл.;927 383,00;839 751,00;87 632,00;10,44
494;-2;Центрально-Азиатский;3037;Хакасия;926 460,00;949 227,00;-22 767,00;-2,40
495;1;Эльбин;2267;Дагестан;900 531,00;889 813,00;10 718,00;1,20
496;-3;Металлург;2877;Москва и обл.;895 877,00;945 187,00;-49 310,00;-5,22
497;9;Международный Расчетный Банк;3028;Москва и обл.;888 288,00;823 678,00;64 610,00;7,84
498;3;Банк РСИ;3415;Москва и обл.;886 148,00;842 061,00;44 087,00;5,24
499;6;Новокиб;1747;Кемеровская обл.;869 317,00;831 403,00;37 914,00;4,56
500;0;Флора-Москва;533;Москва и обл.;864 991,00;844 705,00;20 286,00;2,40
501;-4;Жилкредит;1736;Москва и обл.;835 977,00;887 603,00;-51 626,00;-5,82
502;-3;Онего;2484;Карелия;830 191,00;855 544,00;-25 353,00;-2,96
503;7;Холдинвестбанк;2837;Москва и обл.;795 167,00;771 696,00;23 471,00;3,04
504;0;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;782 491,00;832 077,00;-49 586,00;-5,96
505;12;Балаково-Банк;444;Саратовская обл.;775 947,00;730 444,00;45 503,00;6,23
506;-3;Народный Земельно-Промышленный Банк;2873;Алтайский край;773 233,00;832 973,00;-59 740,00;-7,17
507;4;Объединенный Банк Республики;1016;Чувашия;766 674,00;770 606,00;-3 932,00;-0,51
508;5;Славянбанк;804;Новгородская обл.;766 252,00;754 368,00;11 884,00;1,58
509;-2;Яндекс Банк;3027;Москва и обл.;745 413,00;810 971,00;-65 558,00;-8,08
510;2;АлтайБизнес-Банк;2388;Алтайский край;736 706,00;762 809,00;-26 103,00;-3,42
511;-2;Прокоммерцбанк;2996;Москва и обл.;716 226,00;773 279,00;-57 053,00;-7,38
512;9;Уралприватбанк;153;Свердловская обл.;687 331,00;687 946,00;-615,00;-0,09
513;3;РусьРегионБанк;685;Москва и обл.;686 791,00;731 179,00;-44 388,00;-6,07
514;5;Ресурс-Траст;3122;Москва и обл.;682 131,00;699 626,00;-17 495,00;-2,50
515;7;Анелик РУ;3443;Москва и обл.;673 605,00;678 790,00;-5 185,00;-0,76
516;-1;Си Ди Би Банк;3339;Краснодарский край;652 680,00;740 269,00;-87 589,00;-11,83
517;7;Гефест;1046;Тверская обл.;648 562,00;627 410,00;21 152,00;3,37
518;5;Сталь Банк;2248;Москва и обл.;628 147,00;650 980,00;-22 833,00;-3,51
519;1;Южный Региональный Банк;3015;Ростовская обл.;622 986,00;690 669,00;-67 683,00;-9,80
520;5;Вайлдберриз Банк;841;Адыгея;611 074,00;602 967,00;8 107,00;1,34
521;-7;Народный Банк Тувы;1309;Тыва;601 628,00;741 243,00;-139 615,00;-18,84
522;5;Национальный Банк Сбережений;1949;Ивановская обл.;596 515,00;585 973,00;10 542,00;1,80
523;3;Телекоммерц Банк;3380;Тульская обл.;590 561,00;598 482,00;-7 921,00;-1,32
524;4;ФинТех;3499;Ярославская обл.;578 959,00;579 828,00;-869,00;-0,15
525;4;Единая Расчетная Палата;384;Москва и обл.;558 664,00;570 340,00;-11 676,00;-2,05
526;5;МВС Банк;2407;Дагестан;527 842,00;521 187,00;6 655,00;1,28
527;6;Таганрогбанк;3136;Ростовская обл.;514 484,00;509 340,00;5 144,00;1,01
528;19;Финчер;3486;Москва и обл.;513 723,00;404 526,00;109 197,00;26,99
529;5;Расчетные Решения;3524;Москва и обл.;483 812,00;480 066,00;3 746,00;0,78
530;8;Лэнд Кредит;1478;Москва и обл.;472 428,00;462 108,00;10 320,00;2,23
531;1;Банк Берейт;3505;Санкт-Петербург и обл.;467 269,00;516 370,00;-49 101,00;-9,51
532;4;Алжан;2491;Дагестан;465 372,00;466 494,00;-1 122,00;-0,24
533;8;Дружба;990;Тюменская обл.;459 862,00;439 711,00;20 151,00;4,58
