Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2015, тыс. рублей;Декабрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
803;7;Зеленокумская;1239;Ставропольский край;122 968,00;123 475,00;-507,00;-0,41
804;4;Дальний Восток;3318;Тульская обл.;111 086,00;127 324,00;-16 238,00;-12,75
805;8;Вест;2605;Москва и обл.;89 551,00;87 538,00;2 013,00;2,30
806;5;КредитАльянс;3472;Вологодская обл.;88 535,00;118 903,00;-30 368,00;-25,54
807;7;Евроинвест;3383;Москва и обл.;84 237,00;85 743,00;-1 506,00;-1,76
808;7;Расчетные Решения;3524;Москва и обл.;79 265,00;80 762,00;-1 497,00;-1,85
809;0;Платежный Клиринговый Дом;3343;Москва и обл.;72 455,00;127 259,00;-54 804,00;-43,06
810;14;Премиум;3514;Москва и обл.;70 963,00;20 339,00;50 624,00;248,90
811;5;Единая Расчетная Палата;384;Москва и обл.;68 042,00;77 472,00;-9 430,00;-12,17
812;11;Транзит;2688;Дагестан;35 362,00;22 306,00;13 056,00;58,53
813;5;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;32 425,00;63 133,00;-30 708,00;-48,64
814;6;Инновационный Расчетный Центр;3447;Москва и обл.;31 166,00;26 973,00;4 193,00;15,55
815;-13;Сургутский Центральный Коммерческий Банк;684;Ханты-Мансийский АО — Югра;29 096,00;228 683,00;-199 587,00;-87,28
816;6;Интеррасчет;1618;Москва и обл.;26 913,00;23 744,00;3 169,00;13,35
817;4;Тор Кредит;3497;Москва и обл.;26 040,00;25 429,00;611,00;2,40
818;8;21 Век;3309;Санкт-Петербург и обл.;9 277,00;9 658,00;-381,00;-3,94
819;9;Финансово-Расчетный Центр;3319;Астраханская обл.;6 158,00;2 927,00;3 231,00;110,39
820;7;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 208,00;4 242,00;-34,00;-0,80
821;8;АРБ-Инкасс;3353;Москва и обл.;2 998,00;2 592,00;406,00;15,66
