Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2011, тыс. рублей;Январь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
797;6;Кузбассхимбанк;2868;Кемеровская обл.;610 599,00;608 780,00;1 819,00;0,30
798;16;ИстКом-Финанс;3435;Москва и обл.;605 565,00;580 314,00;25 251,00;4,35
799;167;Трастовый Банк;2780;Дагестан;598 912,00;142 798,00;456 114,00;319,41
800;-10;Русский Банк Сбережений;779;Ставропольский край;595 621,00;630 326,00;-34 705,00;-5,51
801;9;ИСБ;3010;Москва и обл.;592 343,00;593 241,00;-898,00;-0,15
802;-8;Региональный Банк Сбережений;3367;Москва и обл.;587 773,00;628 459,00;-40 686,00;-6,47
803;19;Прохладный;874;Кабардино-Балкария;579 006,00;561 310,00;17 696,00;3,15
804;-7;Кутузовский;3190;Москва и обл.;577 787,00;622 617,00;-44 830,00;-7,20
805;28;НСТ-Банк;1738;Оренбургская обл.;576 269,00;521 293,00;54 976,00;10,55
806;10;Старый Кремль;2657;Москва и обл.;570 159,00;566 624,00;3 535,00;0,62
807;4;Тревел Банк;531;Москва и обл.;567 567,00;587 861,00;-20 294,00;-3,45
808;-112;Финчер;3486;Москва и обл.;564 764,00;1 028 921,00;-464 157,00;-45,11
809;-9;Вакобанк;1291;Псковская обл.;563 332,00;619 514,00;-56 182,00;-9,07
810;2;Северная Клиринговая Палата;3317;Архангельская обл.;561 467,00;584 163,00;-22 696,00;-3,89
811;24;Америкэн Экспресс Банк;3460;Москва и обл.;557 314,00;515 529,00;41 785,00;8,11
812;-25;Сунжа;2023;Ингушетия;556 028,00;642 996,00;-86 968,00;-13,53
813;-48;Кодекс;2746;Москва и обл.;553 434,00;745 651,00;-192 217,00;-25,78
814;11;Кредитбанк;1035;Калмыкия;541 035,00;544 801,00;-3 766,00;-0,69
815;14;Банк Глобус;2438;Москва и обл.;540 637,00;537 475,00;3 162,00;0,59
816;29;РУБанк;2813;Ростовская обл.;536 696,00;482 279,00;54 417,00;11,28
817;-9;Классик Эконом Банк;3298;Северная Осетия — Алания;530 960,00;595 432,00;-64 472,00;-10,83
818;30;Банк ВВБ;1093;Ярославская обл.;530 452,00;474 101,00;56 351,00;11,89
819;13;Наш Банк;1340;Москва и обл.;528 728,00;522 539,00;6 189,00;1,18
820;27;Стар Альянс;3433;Москва и обл.;528 513,00;475 474,00;53 039,00;11,15
821;0;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;521 718,00;561 570,00;-39 852,00;-7,10
822;8;Кубаньторгбанк;478;Краснодарский край;520 392,00;533 950,00;-13 558,00;-2,54
823;13;Эл Банк;1025;Республика Алтай;511 353,00;515 208,00;-3 855,00;-0,75
824;-17;Телекоммерц Банк;3380;Тульская обл.;510 668,00;596 339,00;-85 671,00;-14,37
825;-142;Рапида;3371;Москва и обл.;509 060,00;1 093 469,00;-584 409,00;-53,45
826;0;Южный Региональный Банк;3015;Ростовская обл.;507 584,00;544 200,00;-36 616,00;-6,73
827;22;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;507 516,00;471 485,00;36 031,00;7,64
828;-45;Идеалбанк;3491;Москва и обл.;504 861,00;658 427,00;-153 566,00;-23,32
829;-24;Народный Банк;2249;Карачаево-Черкесия;504 511,00;606 292,00;-101 781,00;-16,79
830;10;Прокоммерцбанк;2996;Москва и обл.;503 887,00;496 491,00;7 396,00;1,49
831;-13;Востокбизнесбанк;1342;Приморский край;502 158,00;564 374,00;-62 216,00;-11,02
832;-19;Олма-Банк;3250;Москва и обл.;501 362,00;580 452,00;-79 090,00;-13,63
833;-40;Ростфинанс;481;Ростовская обл.;496 442,00;628 743,00;-132 301,00;-21,04
834;-28;Дагестан;543;Дагестан;493 875,00;606 096,00;-112 221,00;-18,52
835;-4;Адам Интернэшнл;2232;Дагестан;492 899,00;524 439,00;-31 540,00;-6,01
836;-35;Космос;2245;Москва и обл.;490 480,00;618 850,00;-128 370,00;-20,74
837;7;Паритет;1860;Москва и обл.;478 422,00;482 299,00;-3 877,00;-0,80
838;5;Инвестиционный Республиканский Банк;2571;Москва и обл.;474 317,00;483 754,00;-9 437,00;-1,95
839;13;Миръ;3089;Москва и обл.;471 881,00;466 365,00;5 516,00;1,18
840;-48;Ауэрбанк;3105;Москва и обл.;468 749,00;629 764,00;-161 015,00;-25,57
841;-7;Трансинвестбанк;3238;Москва и обл.;460 989,00;518 349,00;-57 360,00;-11,07
842;8;НКБ;2942;Калмыкия;458 276,00;470 334,00;-12 058,00;-2,56
843;15;Сетевая Расчетная Палата;3332;Татарстан;455 155,00;453 554,00;1 601,00;0,35
844;10;Анджибанк;570;Дагестан;453 699,00;458 230,00;-4 531,00;-0,99
845;-28;Геобанк;2027;Москва и обл.;453 654,00;566 138,00;-112 484,00;-19,87
846;7;ИР-Кредит;1724;Москва и обл.;453 005,00;462 066,00;-9 061,00;-1,96
847;-6;Принтбанк;546;Москва и обл.;450 595,00;496 352,00;-45 757,00;-9,22
848;13;Плато-Банк;2071;Свердловская обл.;446 679,00;445 844,00;835,00;0,19
849;55;Газтрансбанк;665;Адыгея;446 308,00;312 509,00;133 799,00;42,81
850;-4;Индустриальный Сберегательный Банк;3175;Москва и обл.;442 685,00;481 941,00;-39 256,00;-8,15
851;29;Евросиб Банк;594;Псковская обл.;439 715,00;389 038,00;50 677,00;13,03
852;20;Имбанк;2098;Дагестан;436 947,00;409 396,00;27 551,00;6,73
853;11;Акция;927;Ивановская обл.;436 470,00;438 588,00;-2 118,00;-0,48
854;-12;Новый Коммерческий Банк;347;Дагестан;435 115,00;485 444,00;-50 329,00;-10,37
855;12;Анталбанк;3115;Москва и обл.;432 881,00;430 081,00;2 800,00;0,65
856;-29;Алданзолотобанк;854;Саха (Якутия);429 621,00;540 865,00;-111 244,00;-20,57
857;-53;Расчетный Дом;3350;Москва и обл.;428 687,00;607 858,00;-179 171,00;-29,48
858;13;Народный Инвестиционный Банк;2876;Самарская обл.;425 845,00;412 018,00;13 827,00;3,36
859;31;Надежность;2425;Курганская обл.;421 113,00;348 200,00;72 913,00;20,94
860;9;Платежный Сервисный Банк;1943;Башкортостан;420 343,00;425 439,00;-5 096,00;-1,20
861;7;Вятич;2796;Рязанская обл.;414 123,00;428 960,00;-14 837,00;-3,46
862;-64;Межбанковский Расчетный Центр;3325;Приморский край;413 849,00;619 917,00;-206 068,00;-33,24
863;-4;Промсвязьинвест;2761;Дагестан;413 795,00;449 336,00;-35 541,00;-7,91
864;-2;Банк Развития Бизнеса;1910;Кемеровская обл.;406 627,00;444 386,00;-37 759,00;-8,50
865;1;Максимум;466;Ростовская обл.;404 586,00;431 717,00;-27 131,00;-6,28
866;9;Техноком;2614;Москва и обл.;397 207,00;401 588,00;-4 381,00;-1,09
867;-12;Платежи и Расчеты;3324;Самарская обл.;388 949,00;457 291,00;-68 342,00;-14,94
868;23;Галабанк;3090;Адыгея;386 724,00;345 673,00;41 051,00;11,88
869;8;Региональный Коммерческий Банк;836;Ульяновская обл.;386 369,00;391 254,00;-4 885,00;-1,25
870;4;Си Ди Би Банк;3339;Краснодарский край;382 328,00;401 914,00;-19 586,00;-4,87
871;-15;Народный Земельно-Промышленный Банк;2873;Алтайский край;380 299,00;457 186,00;-76 887,00;-16,82
872;10;РИТЦ Банк;2677;Москва и обл.;377 210,00;368 810,00;8 400,00;2,28
873;45;Азия Банк;3183;Москва и обл.;373 935,00;276 834,00;97 101,00;35,08
874;-1;Природа;3399;Москва и обл.;369 426,00;407 481,00;-38 055,00;-9,34
875;12;Кредпромбанк;1165;Ярославская обл.;368 410,00;351 038,00;17 372,00;4,95
876;-38;Далта-Банк;142;Приморский край;364 037,00;511 195,00;-147 158,00;-28,79
877;11;Дружба;990;Тюменская обл.;354 889,00;350 034,00;4 855,00;1,39
878;8;Удмуртинвестстройбанк;2447;Удмуртия;354 803,00;351 651,00;3 152,00;0,90
879;-19;Заубер Банк;1614;Карачаево-Черкесия;353 191,00;446 965,00;-93 774,00;-20,98
880;-10;Русский Финансовый Альянс;2035;Москва и обл.;352 651,00;418 578,00;-65 927,00;-15,75
881;11;Идея Банк;430;Краснодарский край;348 531,00;341 267,00;7 264,00;2,13
882;-6;Банк РСИ;3415;Москва и обл.;344 765,00;398 722,00;-53 957,00;-13,53
883;0;Народный Банк Тувы;1309;Тыва;340 809,00;364 374,00;-23 565,00;-6,47
884;-45;Конгресс-Банк;2330;Москва и обл.;337 614,00;499 664,00;-162 050,00;-32,43
885;11;Ипозембанк;3026;Самарская обл.;337 203,00;332 940,00;4 263,00;1,28
886;33;ЭнергоБизнес;3485;Москва и обл.;336 767,00;276 298,00;60 469,00;21,89
887;10;Международный Торгово-Промышленный Банк;1203;Тверская обл.;335 377,00;330 750,00;4 627,00;1,40
888;-25;Гефест;1046;Тверская обл.;331 721,00;438 949,00;-107 228,00;-24,43
889;19;Кредо Финанс;793;Дагестан;331 396,00;307 137,00;24 259,00;7,90
890;3;АлтайБизнес-Банк;2388;Алтайский край;330 912,00;333 461,00;-2 549,00;-0,76
891;-26;Еврокапитал-Альянс;2672;Дагестан;329 033,00;436 317,00;-107 284,00;-24,59
892;6;ФинТех;3499;Москва и обл.;328 674,00;329 054,00;-380,00;-0,12
893;22;Объединенный Национальный Банк;2074;Москва и обл.;325 695,00;280 418,00;45 277,00;16,15
894;12;Онлайн Банк;2462;Москва и обл.;325 285,00;309 150,00;16 135,00;5,22
895;5;Холдинвестбанк;2837;Москва и обл.;324 074,00;323 765,00;309,00;0,10
896;-12;КБЦ;914;Тверская обл.;324 065,00;355 342,00;-31 277,00;-8,80
897;-2;Таурус Банк;655;Челябинская обл.;321 861,00;332 998,00;-11 137,00;-3,34
898;-20;Соверен Банк;3206;Татарстан;320 405,00;390 966,00;-70 561,00;-18,05
899;-42;Региональный Корпоративный Банк;1134;Ивановская обл.;318 127,00;455 297,00;-137 170,00;-30,13
900;-15;Европейский Индустриальный Банк;2503;Москва и обл.;312 604,00;351 736,00;-39 132,00;-11,13
901;45;Межрегиональный Банк Реконструкции;2620;Москва и обл.;308 279,00;212 854,00;95 425,00;44,83
902;1;Еврорасчет;3498;Москва и обл.;306 320,00;312 832,00;-6 512,00;-2,08
903;-4;Логос;3233;Москва и обл.;305 748,00;328 341,00;-22 593,00;-6,88
904;-2;Энтузиастбанк;3048;Москва и обл.;301 697,00;317 508,00;-15 811,00;-4,98
905;5;Дорис Банк;1679;Москва и обл.;300 202,00;295 858,00;4 344,00;1,47
906;5;Майский;1673;Кабардино-Балкария;296 303,00;289 036,00;7 267,00;2,51
907;-56;Рингкомбанк;1909;Ингушетия;295 909,00;467 039,00;-171 130,00;-36,64
908;12;АвтоКредитБанк;1973;Татарстан;295 879,00;275 272,00;20 607,00;7,49
909;3;Леноблбанк;1003;Санкт-Петербург и обл.;295 797,00;286 803,00;8 994,00;3,14
910;-1;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;294 035,00;305 650,00;-11 615,00;-3,80
911;2;Альтернатива;3452;Москва и обл.;291 115,00;284 443,00;6 672,00;2,35
912;-84;Тайдон;2085;Кемеровская обл.;288 439,00;539 496,00;-251 057,00;-46,54
913;9;Дербент-Кредит;2090;Дагестан;286 454,00;268 056,00;18 398,00;6,86
914;15;МВС Банк;2407;Дагестан;286 186,00;253 398,00;32 788,00;12,94
915;13;Внешфинбанк;3173;Дагестан;284 168,00;254 485,00;29 683,00;11,66
916;-15;Камский Горизонт;2554;Татарстан;283 191,00;318 315,00;-35 124,00;-11,03
917;0;Универсалтраст;3402;Москва и обл.;282 491,00;279 402,00;3 089,00;1,11
918;-2;Терра;3476;Москва и обл.;280 621,00;279 718,00;903,00;0,32
919;-30;Басманный;2158;Москва и обл.;278 515,00;348 979,00;-70 464,00;-20,19
920;11;ЮМК Банк;3495;Краснодарский край;277 417,00;246 366,00;31 051,00;12,60
921;2;Информпрогресс;2166;Москва и обл.;276 502,00;264 546,00;11 956,00;4,52
922;-1;Кошелев-Банк;3300;Нижегородская обл.;271 620,00;272 162,00;-542,00;-0,20
923;-42;Лидер;3304;Москва и обл.;269 927,00;380 150,00;-110 223,00;-28,99
924;-45;Айви Банк;2055;Москва и обл.;262 040,00;390 869,00;-128 829,00;-32,96
925;5;Континенталь;3184;Дагестан;260 486,00;246 566,00;13 920,00;5,65
926;23;АББ;2937;Москва и обл.;256 376,00;206 046,00;50 330,00;24,43
927;9;Церих;3278;Орловская обл.;252 362,00;234 298,00;18 064,00;7,71
928;-4;Российская Финансовая Корпорация;3099;Москва и обл.;249 884,00;261 643,00;-11 759,00;-4,49
929;-22;Международный Строительный Банк;3484;Москва и обл.;248 521,00;308 448,00;-59 927,00;-19,43
930;-3;Тальменка-Банк;826;Алтайский край;243 320,00;255 547,00;-12 227,00;-4,78
931;-37;Регнум;3373;Москва и обл.;241 863,00;333 443,00;-91 580,00;-27,46
932;-18;Женская Микрофинансовая Cеть;3458;Москва и обл.;238 513,00;283 668,00;-45 155,00;-15,92
933;2;ПрестижКредитБанк;2922;Дагестан;237 490,00;235 481,00;2 009,00;0,85
934;4;Воронеж;654;Воронежская обл.;234 483,00;233 677,00;806,00;0,34
935;-1;Линк-Банк;2699;Москва и обл.;234 427,00;240 473,00;-6 046,00;-2,51
936;15;Фреско Банк;1415;Ярославская обл.;233 915,00;197 297,00;36 618,00;18,56
937;-5;Интеррасчет;1618;Карачаево-Черкесия;227 717,00;245 040,00;-17 323,00;-7,07
938;3;Континент Финанс;149;Калужская обл.;227 585,00;220 065,00;7 520,00;3,42
939;-2;Евросоюз;3411;Москва и обл.;225 180,00;233 695,00;-8 515,00;-3,64
940;0;Центральная Расчетная Палата;3313;Москва и обл.;223 941,00;225 313,00;-1 372,00;-0,61
941;-16;Сибирский Энергетический Банк;2604;Москва и обл.;223 126,00;260 789,00;-37 663,00;-14,44
942;3;Межбанковский Кредитный Союз;3242;Москва и обл.;222 639,00;212 925,00;9 714,00;4,56
943;-17;Европейский Стандарт;3200;Кабардино-Балкария;221 114,00;259 828,00;-38 714,00;-14,90
944;-1;Строительно-Коммерческий Банк;3050;Архангельская обл.;216 987,00;217 754,00;-767,00;-0,35
945;-40;Таганрогбанк;3136;Ростовская обл.;216 026,00;309 216,00;-93 190,00;-30,14
946;1;1Банк;2896;Северная Осетия — Алания;211 547,00;211 982,00;-435,00;-0,21
947;-5;Дальний Восток;3318;Тульская обл.;205 478,00;218 759,00;-13 281,00;-6,07
948;5;ТЭСТ;3440;Москва и обл.;205 315,00;194 540,00;10 775,00;5,54
949;-10;Вайлдберриз Банк;841;Адыгея;202 445,00;230 377,00;-27 932,00;-12,12
950;-17;Лэнд Кредит;1478;Москва и обл.;202 204,00;244 209,00;-42 005,00;-17,20
951;3;Алжан;2491;Дагестан;196 685,00;193 509,00;3 176,00;1,64
952;-8;Рента-Банк;3095;Москва и обл.;192 718,00;214 040,00;-21 322,00;-9,96
953;2;ГРиС-Банк;1928;Ставропольский край;188 648,00;188 052,00;596,00;0,32
954;2;Столичная расчетная палата;3419;Вологодская обл.;186 302,00;185 470,00;832,00;0,45
955;-7;Эно;1988;Дагестан;184 003,00;206 637,00;-22 634,00;-10,95
956;4;Инстройбанк;2743;Москва и обл.;180 226,00;163 533,00;16 693,00;10,21
957;6;Нафтабанк;715;Дагестан;174 234,00;157 817,00;16 417,00;10,40
958;12;КредитАльянс;3472;Вологодская обл.;159 672,00;135 746,00;23 926,00;17,63
959;0;Объединенная Расчетная Палата;3451;Москва и обл.;157 619,00;175 014,00;-17 395,00;-9,94
960;-10;Невастройинвест;1926;Санкт-Петербург и обл.;148 634,00;205 280,00;-56 646,00;-27,59
961;-3;Городской Расчетный Центр;3346;Курганская обл.;148 151,00;177 669,00;-29 518,00;-16,61
962;-1;Капиталбанк;2547;Ростовская обл.;147 116,00;159 459,00;-12 343,00;-7,74
963;1;Зеленокумская;1239;Ставропольский край;146 733,00;156 724,00;-9 991,00;-6,37
964;3;Банк Фридом Финанс;1143;Сахалинская обл.;141 147,00;140 159,00;988,00;0,70
965;3;Бизнесбанк;2862;Дагестан;138 916,00;140 094,00;-1 178,00;-0,84
966;11;Майма;1037;Республика Алтай;137 478,00;115 120,00;22 358,00;19,42
967;-15;Уральская Расчетная Палата;3326;Москва и обл.;134 319,00;194 757,00;-60 438,00;-31,03
969;-12;К2 Банк;2851;Дагестан;133 020,00;180 054,00;-47 034,00;-26,12
970;-5;Каспий;639;Дагестан;130 473,00;151 230,00;-20 757,00;-13,73
971;4;Расчетный Банковский Центр;3487;Москва и обл.;130 170,00;120 290,00;9 880,00;8,21
972;11;Умут;2435;Дагестан;125 080,00;66 402,00;58 678,00;88,37
973;-1;Первый Депозитный Банк;1244;Тверская обл.;124 313,00;125 131,00;-818,00;-0,65
974;-1;Рунэтбанк;2829;Москва и обл.;117 216,00;123 249,00;-6 033,00;-4,89
975;-13;Красноярский Краевой Расчетный Центр;3483;Красноярский край;113 192,00;158 322,00;-45 130,00;-28,51
976;6;Русское Финансовое Общество;3427;Москва и обл.;110 328,00;69 188,00;41 140,00;59,46
977;-1;Мигом;3323;Москва и обл.;101 801,00;119 662,00;-17 861,00;-14,93
978;-4;Финансовые Услуги;3496;Москва и обл.;101 120,00;122 892,00;-21 772,00;-17,72
979;1;Евроинвест;3383;Москва и обл.;94 363,00;79 860,00;14 503,00;18,16
980;-2;Национальная Расчетная Компания;3386;Москва и обл.;90 838,00;83 358,00;7 480,00;8,97
981;-10;Платежный Клиринговый Дом;3343;Москва и обл.;79 308,00;133 164,00;-53 856,00;-40,44
982;-3;Единая Расчетная Палата;384;Москва и обл.;71 176,00;82 126,00;-10 950,00;-13,33
983;-2;Тувакредит;1202;Тыва;63 672,00;72 390,00;-8 718,00;-12,04
984;1;РИБ;2749;Москва и обл.;59 166,00;54 997,00;4 169,00;7,58
985;-1;Вест;2605;Москва и обл.;52 959,00;55 236,00;-2 277,00;-4,12
986;0;Транзит;2688;Дагестан;44 282,00;54 876,00;-10 594,00;-19,31
987;0;Сулак;749;Дагестан;36 351,00;48 558,00;-12 207,00;-25,14
988;0;Инновационный Расчетный Центр;3447;Москва и обл.;30 913,00;45 162,00;-14 249,00;-31,55
989;1;Первый Земельный Расчетный Центр;3381;Курская обл.;26 181,00;25 981,00;200,00;0,77
990;1;Межрегиональный центр микрокредитования;3489;Воронежская обл.;24 566,00;24 428,00;138,00;0,56
991;1;Тор Кредит;3497;Москва и обл.;23 493,00;23 487,00;6,00;0,03
992;-3;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;22 970,00;26 395,00;-3 425,00;-12,98
993;0;Депозитный Кредитный Дом;3474;Москва и обл.;17 813,00;17 767,00;46,00;0,26
994;0;Межрегиональный Клиринговый Центр;3424;Москва и обл.;17 440,00;17 336,00;104,00;0,60
995;3;Международная Уральская Расчетная Палата;3322;Свердловская обл.;13 653,00;2 193,00;11 460,00;522,57
997;-1;Сибирский Расчетный Центр;3308;Новосибирская обл.;11 550,00;12 187,00;-637,00;-5,23
998;-1;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 026,00;3 945,00;81,00;2,05
999;1;АРБ-Инкасс;3353;Москва и обл.;1 313,00;1 179,00;134,00;11,37
1000;-1;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 241,00;1 231,00;10,00;0,81
