Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2013, тыс. рублей;Сентябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
801;-32;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;636 208,00;801 514,00;-165 306,00;-20,62
802;17;Внешфинбанк;3173;Краснодарский край;631 393,00;555 412,00;75 981,00;13,68
803;-4;Вятич;2796;Рязанская обл.;629 868,00;643 520,00;-13 652,00;-2,12
804;16;Объединенный Национальный Банк;2074;Нижегородская обл.;626 175,00;550 219,00;75 956,00;13,80
805;3;Джаст Банк;3503;Москва и обл.;624 587,00;592 728,00;31 859,00;5,37
806;0;Русский Финансовый Альянс;2035;Москва и обл.;622 351,00;595 812,00;26 539,00;4,45
807;-22;Природа;3399;Москва и обл.;619 901,00;706 225,00;-86 324,00;-12,22
808;-15;Народный Земельно-Промышленный Банк;2873;Алтайский край;612 311,00;658 670,00;-46 359,00;-7,04
809;2;Тальменка-Банк;826;Алтайский край;607 795,00;587 751,00;20 044,00;3,41
810;-6;Банк ВВБ;1093;Ярославская обл.;605 760,00;600 348,00;5 412,00;0,90
811;-10;Эко-Инвест;3116;Москва и обл.;605 652,00;625 817,00;-20 165,00;-3,22
812;0;Новокиб;1747;Кемеровская обл.;605 617,00;586 625,00;18 992,00;3,24
813;2;Старый Кремль;2657;Москва и обл.;592 291,00;571 940,00;20 351,00;3,56
814;-1;Дружба;990;Тюменская обл.;590 909,00;579 535,00;11 374,00;1,96
815;-10;Лада-Кредит;2668;Самарская обл.;581 788,00;597 753,00;-15 965,00;-2,67
816;0;Ауэрбанк;3105;Москва и обл.;577 626,00;570 433,00;7 193,00;1,26
817;7;Банк РСИ;3415;Москва и обл.;576 700,00;540 648,00;36 052,00;6,67
818;8;Алданзолотобанк;854;Саха (Якутия);576 571,00;537 650,00;38 921,00;7,24
819;22;Евросиб Банк;594;Псковская обл.;566 883,00;458 272,00;108 611,00;23,70
820;13;Гефест;1046;Тверская обл.;554 116,00;510 645,00;43 471,00;8,51
821;-19;Первый Депозитный Банк;1244;Москва и обл.;545 884,00;604 519,00;-58 635,00;-9,70
822;-13;ФинТех;3499;Москва и обл.;544 192,00;591 057,00;-46 865,00;-7,93
823;7;Стар Альянс;3433;Москва и обл.;542 075,00;522 661,00;19 414,00;3,71
824;7;Мигом;3323;Москва и обл.;532 625,00;519 240,00;13 385,00;2,58
825;-2;Промсвязьинвест;2761;Дагестан;532 094,00;543 255,00;-11 161,00;-2,05
826;-8;Дагестан;543;Дагестан;526 984,00;555 881,00;-28 897,00;-5,20
827;13;Южный Региональный Банк;3015;Ростовская обл.;520 523,00;463 301,00;57 222,00;12,35
828;1;Европейский Стандарт;3200;Кабардино-Балкария;520 349,00;526 886,00;-6 537,00;-1,24
829;3;Имбанк;2098;Дагестан;517 498,00;517 835,00;-337,00;-0,07
830;-3;Северная Клиринговая Палата;3317;Архангельская обл.;516 777,00;530 550,00;-13 773,00;-2,60
831;-10;Рингкомбанк;1909;Ингушетия;509 808,00;548 549,00;-38 741,00;-7,06
832;-7;Надежность;2425;Курганская обл.;508 132,00;539 107,00;-30 975,00;-5,75
833;19;Невастройинвест;1926;Санкт-Петербург и обл.;504 148,00;421 567,00;82 581,00;19,59
834;-6;Центрально-Европейский Банк;2670;Москва и обл.;502 912,00;527 233,00;-24 321,00;-4,61
835;1;Рента-Банк;3095;Москва и обл.;501 526,00;472 024,00;29 502,00;6,25
836;-2;АвтоКредитБанк;1973;Татарстан;497 222,00;505 589,00;-8 367,00;-1,65
837;18;Банк Премьер Кредит;1663;Москва и обл.;493 529,00;410 426,00;83 103,00;20,25
838;0;Энтузиастбанк;3048;Москва и обл.;490 163,00;467 965,00;22 198,00;4,74
839;-32;Олма-Банк;3250;Москва и обл.;488 492,00;594 239,00;-105 747,00;-17,80
840;13;ГРиС-Банк;1928;Ставропольский край;481 962,00;417 654,00;64 308,00;15,40
841;10;АББ;2937;Москва и обл.;481 809,00;426 932,00;54 877,00;12,85
842;-7;НКБ;2942;Калмыкия;474 907,00;482 704,00;-7 797,00;-1,62
843;4;Новый Коммерческий Банк;347;Дагестан;471 246,00;435 133,00;36 113,00;8,30
844;-5;МВС Банк;2407;Дагестан;466 774,00;466 956,00;-182,00;-0,04
845;-3;АлтайБизнес-Банк;2388;Алтайский край;465 468,00;454 513,00;10 955,00;2,41
846;2;ИР-Кредит;1724;Москва и обл.;457 145,00;434 346,00;22 799,00;5,25
847;3;Принтбанк;546;Москва и обл.;455 498,00;430 351,00;25 147,00;5,84
848;-5;Соверен Банк;3206;Москва и обл.;449 740,00;446 934,00;2 806,00;0,63
849;7;Межрегиональный Банк Реконструкции;2620;Москва и обл.;446 086,00;408 410,00;37 676,00;9,23
850;4;Вестинтербанк;3398;Москва и обл.;428 588,00;412 526,00;16 062,00;3,89
851;-2;Алжан;2491;Дагестан;424 430,00;431 138,00;-6 708,00;-1,56
852;-6;Народный Банк Тувы;1309;Тыва;421 788,00;435 833,00;-14 045,00;-3,22
853;-8;Максимум;466;Ростовская обл.;410 307,00;443 135,00;-32 828,00;-7,41
854;-17;Далетбанк;3049;Москва и обл.;398 516,00;468 002,00;-69 486,00;-14,85
855;3;Таганрогбанк;3136;Ростовская обл.;395 238,00;395 054,00;184,00;0,05
856;3;Далта-Банк;142;Приморский край;389 085,00;394 920,00;-5 835,00;-1,48
857;3;Кредо Финанс;793;Дагестан;385 480,00;381 702,00;3 778,00;0,99
858;12;Уральская Расчетная Палата;3326;Москва и обл.;379 586,00;344 007,00;35 579,00;10,34
859;34;Платежи и Расчеты;3324;Самарская обл.;378 310,00;224 963,00;153 347,00;68,17
860;4;Альтернатива;3452;Москва и обл.;363 602,00;359 869,00;3 733,00;1,04
861;0;РИТЦ Банк;2677;Москва и обл.;363 112,00;379 210,00;-16 098,00;-4,25
862;1;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;358 222,00;373 466,00;-15 244,00;-4,08
863;10;Российская Финансовая Корпорация;3099;Москва и обл.;356 490,00;327 915,00;28 575,00;8,71
864;-2;ПрестижКредитБанк;2922;Дагестан;355 614,00;378 729,00;-23 115,00;-6,10
865;6;Сунжа;2023;Ингушетия;354 851,00;338 686,00;16 165,00;4,77
866;10;Дорис Банк;1679;Москва и обл.;351 113,00;315 054,00;36 059,00;11,45
867;8;Логос;3233;Москва и обл.;342 325,00;320 002,00;22 323,00;6,98
868;-2;Эно;1988;Дагестан;339 351,00;353 741,00;-14 390,00;-4,07
869;5;Континенталь;3184;Ставропольский край;338 149,00;324 420,00;13 729,00;4,23
870;-5;Конгресс-Банк;2330;Москва и обл.;333 095,00;358 053,00;-24 958,00;-6,97
871;-3;Информпрогресс;2166;Москва и обл.;332 890,00;346 840,00;-13 950,00;-4,02
872;0;Банк Берейт;3505;Санкт-Петербург и обл.;322 475,00;332 699,00;-10 224,00;-3,07
874;-5;Каспий;639;Дагестан;308 895,00;345 502,00;-36 607,00;-10,60
875;2;Финчер;3486;Москва и обл.;307 589,00;311 406,00;-3 817,00;-1,23
876;5;Сетевая Расчетная Палата;3332;Татарстан;304 480,00;290 208,00;14 272,00;4,92
877;3;Терра;3476;Москва и обл.;302 775,00;304 431,00;-1 656,00;-0,54
878;8;Онлайн Банк;2462;Москва и обл.;297 703,00;270 378,00;27 325,00;10,11
879;3;Фреско Банк;1415;Москва и обл.;297 381,00;286 575,00;10 806,00;3,77
880;-23;ТЭСТ;3440;Москва и обл.;292 332,00;402 919,00;-110 587,00;-27,45
881;8;Лэнд Кредит;1478;Москва и обл.;284 151,00;264 153,00;19 998,00;7,57
882;3;КБЦ;914;Тверская обл.;273 615,00;272 374,00;1 241,00;0,46
883;4;Банк Фридом Финанс;1143;Сахалинская обл.;271 024,00;270 271,00;753,00;0,28
884;4;Континент Финанс;149;Калужская обл.;268 418,00;267 792,00;626,00;0,23
885;-1;Регнум;3373;Москва и обл.;268 182,00;278 323,00;-10 141,00;-3,64
886;5;Тайдон;2085;Кемеровская обл.;241 307,00;237 500,00;3 807,00;1,60
887;3;Майма;1037;Республика Алтай;238 774,00;244 250,00;-5 476,00;-2,24
888;8;Северстройбанк;3507;Вологодская обл.;204 436,00;195 737,00;8 699,00;4,44
889;6;К2 Банк;2851;Дагестан;203 153,00;205 650,00;-2 497,00;-1,21
890;4;Рунэтбанк;2829;Москва и обл.;201 161,00;205 760,00;-4 599,00;-2,24
891;1;Дальний Восток;3318;Тульская обл.;182 534,00;228 274,00;-45 740,00;-20,04
892;8;Красноярский Краевой Расчетный Центр;3483;Красноярский край;161 825,00;169 606,00;-7 781,00;-4,59
893;5;Международная Уральская Расчетная Палата;3322;Москва и обл.;159 696,00;175 107,00;-15 411,00;-8,80
894;9;Расчетный Банковский Центр;3487;Москва и обл.;157 964,00;142 883,00;15 081,00;10,55
895;6;Фидбэк;3502;Москва и обл.;148 253,00;159 267,00;-11 014,00;-6,92
896;3;Евроинвест;3383;Москва и обл.;146 736,00;170 502,00;-23 766,00;-13,94
897;0;Русское Финансовое Общество;3427;Москва и обл.;140 401,00;179 346,00;-38 945,00;-21,72
898;6;Монета.ру;3508;Марий Эл;137 315,00;134 864,00;2 451,00;1,82
899;3;Национальная Расчетная Компания;3386;Москва и обл.;134 629,00;155 504,00;-20 875,00;-13,42
900;7;КредитАльянс;3472;Вологодская обл.;119 185,00;115 175,00;4 010,00;3,48
901;8;РИБ;2749;Москва и обл.;116 577,00;107 493,00;9 084,00;8,45
902;4;Зеленокумская;1239;Ставропольский край;116 375,00;115 308,00;1 067,00;0,93
903;2;Умут;2435;Дагестан;105 801,00;116 402,00;-10 601,00;-9,11
904;6;Интеррасчет;1618;Карачаево-Черкесия;99 359,00;102 015,00;-2 656,00;-2,60
905;6;Финансовые Услуги;3496;Москва и обл.;96 967,00;99 706,00;-2 739,00;-2,75
906;7;Деньги.Мэйл.Ру;3511;Москва и обл.;82 417,00;82 417,00;0,00;0
907;1;Платежный Клиринговый Дом;3343;Москва и обл.;79 231,00;114 719,00;-35 488,00;-30,93
908;7;Вест;2605;Москва и обл.;75 697,00;76 358,00;-661,00;-0,87
909;5;ЭнергоБизнес;3485;Москва и обл.;67 121,00;79 197,00;-12 076,00;-15,25
910;6;Единая Расчетная Палата;384;Москва и обл.;58 251,00;67 018,00;-8 767,00;-13,08
911;1;Инновационный Расчетный Центр;3447;Москва и обл.;53 387,00;83 312,00;-29 925,00;-35,92
912;5;Первый Земельный Расчетный Центр;3381;Курская обл.;51 755,00;50 870,00;885,00;1,74
913;8;Сибирский Расчетный Центр;3308;Новосибирская обл.;44 834,00;29 335,00;15 499,00;52,83
914;4;Межрегиональный центр микрокредитования;3489;Воронежская обл.;42 614,00;42 848,00;-234,00;-0,55
915;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;35 064,00;22 724,00;12 340,00;54,30
916;3;Транзит;2688;Дагестан;34 421,00;34 727,00;-306,00;-0,88
917;5;Тор Кредит;3497;Москва и обл.;24 237,00;24 279,00;-42,00;-0,17
918;2;Финансово-Расчетный Центр;3319;Астраханская обл.;16 881,00;32 415,00;-15 534,00;-47,92
919;5;Ассигнация;865;Ставропольский край;8 755,00;11 855,00;-3 100,00;-26,15
920;5;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 169,00;4 151,00;18,00;0,43
921;5;АРБ-Инкасс;3353;Москва и обл.;2 788,00;2 690,00;98,00;3,64
