Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2019, тыс. рублей;Август, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;6;Братский АНКБ;1144;Иркутская обл.;4 117 458,00;3 945 232,00;172 226,00;4,37
262;2;Московский Коммерческий Банк;3172;Москва и обл.;4 104 416,00;3 993 250,00;111 166,00;2,78
263;7;Банк Кремлевский;2905;Москва и обл.;4 051 345,00;3 822 047,00;229 298,00;6,00
264;4;Долинск;857;Сахалинская обл.;4 012 396,00;3 930 167,00;82 229,00;2,09
265;1;Оргбанк;3312;Москва и обл.;3 988 700,00;3 979 348,00;9 352,00;0,24
266;-1;Вологжанин;1896;Вологодская обл.;3 919 815,00;3 993 055,00;-73 240,00;-1,83
267;2;ПэйПал Ру;3517;Москва и обл.;3 885 521,00;3 885 521,00;0,00;0
268;-5;Бланк Банк;2368;Москва и обл.;3 863 772,00;4 060 151,00;-196 379,00;-4,84
269;4;Коммерческий Индо Банк;3446;Москва и обл.;3 856 087,00;3 707 003,00;149 084,00;4,02
270;4;Алтайкапиталбанк;2659;Алтайский край;3 854 944,00;3 684 804,00;170 140,00;4,62
271;1;Славянский Кредит;2960;Москва и обл.;3 790 057,00;3 775 356,00;14 701,00;0,39
272;5;Уралфинанс;1370;Свердловская обл.;3 709 668,00;3 600 978,00;108 690,00;3,02
273;8;Уралпромбанк;2964;Челябинская обл.;3 698 761,00;3 511 674,00;187 087,00;5,33
274;-3;ЮМК Банк;3495;Краснодарский край;3 672 986,00;3 778 616,00;-105 630,00;-2,80
275;0;ФинТех;3499;Москва и обл.;3 639 716,00;3 671 989,00;-32 273,00;-0,88
276;3;Владбизнесбанк;903;Владимирская обл.;3 631 786,00;3 519 497,00;112 289,00;3,19
277;3;Банк Реалист;2646;Москва и обл.;3 584 151,00;3 513 436,00;70 715,00;2,01
278;0;Современные Стандарты Бизнеса;3397;Москва и обл.;3 569 598,00;3 524 471,00;45 127,00;1,28
279;-3;Объединенный Резервный Банк;937;Москва и обл.;3 525 863,00;3 602 934,00;-77 071,00;-2,14
280;3;Элита;1399;Калужская обл.;3 383 175,00;3 388 608,00;-5 433,00;-0,16
281;1;Унифондбанк;3416;Москва и обл.;3 362 307,00;3 394 223,00;-31 916,00;-0,94
282;2;Первый Клиентский Банк;3436;Москва и обл.;3 331 099,00;3 367 250,00;-36 151,00;-1,07
283;-60;Банк Фридом Финанс;1143;Москва и обл.;3 104 645,00;6 675 514,00;-3 570 869,00;-53,49
284;13;Вестерн Юнион ДП Восток;2726;Москва и обл.;3 099 880,00;2 807 892,00;291 988,00;10,40
285;0;Бест Эффортс Банк;435;Москва и обл.;3 091 012,00;3 163 589,00;-72 577,00;-2,29
286;2;Живаго Банк;2065;Рязанская обл.;3 057 905,00;3 045 790,00;12 115,00;0,40
287;0;Евразийский Банк;969;Москва и обл.;3 039 209,00;3 046 868,00;-7 659,00;-0,25
288;6;Банк Заречье;817;Татарстан;2 993 146,00;2 897 022,00;96 124,00;3,32
289;2;Первоуральскбанк;965;Свердловская обл.;2 978 571,00;2 940 233,00;38 338,00;1,30
290;2;Экси-Банк;2530;Санкт-Петербург и обл.;2 891 183,00;2 923 816,00;-32 633,00;-1,12
291;9;Профессионал Банк;3296;Москва и обл.;2 876 460,00;2 712 523,00;163 937,00;6,04
292;10;Система;2846;Москва и обл.;2 870 777,00;2 676 228,00;194 549,00;7,27
293;21;Внешфинбанк;3173;Краснодарский край;2 852 650,00;2 410 180,00;442 470,00;18,36
294;1;БСТ-Банк;2883;Кемеровская обл.;2 850 378,00;2 823 083,00;27 295,00;0,97
295;10;Тендер-Банк;2252;Москва и обл.;2 845 522,00;2 584 801,00;260 721,00;10,09
296;0;Озон Банк;3516;Москва и обл.;2 835 747,00;2 809 226,00;26 521,00;0,94
297;-11;Синко-Банк;2838;Москва и обл.;2 835 261,00;3 071 339,00;-236 078,00;-7,69
298;3;Америкэн Экспресс Банк;3460;Москва и обл.;2 793 970,00;2 707 958,00;86 012,00;3,18
299;14;Россита-Банк;3257;Москва и обл.;2 764 554,00;2 410 312,00;354 242,00;14,70
300;-10;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 728 074,00;2 987 499,00;-259 425,00;-8,68
301;-2;ИТ Банк;2609;Омская обл.;2 722 342,00;2 722 351,00;-9,00;-0,00
302;-13;Международный Коммерческий Банк;2524;Москва и обл.;2 717 036,00;2 998 767,00;-281 731,00;-9,39
303;7;Ермак;1809;Ханты-Мансийский АО — Югра;2 696 365,00;2 515 028,00;181 337,00;7,21
304;0;Газнефтьбанк;3223;Саратовская обл.;2 682 326,00;2 585 092,00;97 234,00;3,76
305;-12;Новый Век;3417;Москва и обл.;2 674 056,00;2 908 151,00;-234 095,00;-8,05
306;72;МТИ Банк;1052;Москва и обл.;2 669 583,00;1 201 470,00;1 468 113,00;122,19
307;2;Кетовский Коммерческий Банк;842;Курганская обл.;2 666 499,00;2 522 752,00;143 747,00;5,70
308;3;Далена Банк;1948;Москва и обл.;2 639 255,00;2 482 714,00;156 541,00;6,31
309;-6;Евроальянс;1781;Ивановская обл.;2 628 181,00;2 644 217,00;-16 036,00;-0,61
310;-2;РБА;3413;Москва и обл.;2 574 205,00;2 530 552,00;43 653,00;1,73
311;-5;Яринтербанк;2564;Ярославская обл.;2 555 673,00;2 568 667,00;-12 994,00;-0,51
312;-5;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 549 021,00;2 554 466,00;-5 445,00;-0,21
313;-1;Социум-Банк;2881;Москва и обл.;2 538 558,00;2 437 702,00;100 856,00;4,14
314;-16;Юнистрим;3467;Москва и обл.;2 536 970,00;2 773 394,00;-236 424,00;-8,52
315;4;Народный Банк;2249;Москва и обл.;2 455 293,00;2 289 318,00;165 975,00;7,25
316;-1;Йошкар-Ола;2802;Марий Эл;2 381 408,00;2 374 021,00;7 387,00;0,31
317;-1;Невский Банк;1068;Санкт-Петербург и обл.;2 352 698,00;2 359 103,00;-6 405,00;-0,27
318;12;ИК Банк;1732;Татарстан;2 311 521,00;2 049 998,00;261 523,00;12,76
319;-2;Витабанк;356;Санкт-Петербург и обл.;2 300 278,00;2 351 558,00;-51 280,00;-2,18
320;2;Первый Дортрансбанк;3271;Кировская обл.;2 278 113,00;2 202 340,00;75 773,00;3,44
321;-1;Вкабанк;1027;Астраханская обл.;2 267 869,00;2 216 730,00;51 139,00;2,31
322;-4;Банк Пермь;875;Пермская обл.;2 261 010,00;2 346 113,00;-85 103,00;-3,63
323;1;Банк Глобус;2438;Москва и обл.;2 260 910,00;2 191 201,00;69 709,00;3,18
324;-3;Старооскольский Агропромбанк;1050;Белгородская обл.;2 219 463,00;2 209 891,00;9 572,00;0,43
325;1;Первый Инвестиционный Банк;604;Москва и обл.;2 180 499,00;2 165 526,00;14 973,00;0,69
326;-1;Костромаселькомбанк;1115;Костромская обл.;2 171 964,00;2 171 435,00;529,00;0,02
327;-4;Великие Луки Банк;598;Псковская обл.;2 169 567,00;2 200 705,00;-31 138,00;-1,41
328;0;Саратов;330;Саратовская обл.;2 121 856,00;2 070 847,00;51 009,00;2,46
329;4;Викинг;2;Санкт-Петербург и обл.;2 117 992,00;1 972 066,00;145 926,00;7,40
330;-3;Капитал;575;Москва и обл.;2 115 832,00;2 105 440,00;10 392,00;0,49
331;1;Кросна-Банк;2607;Москва и обл.;2 087 775,00;1 973 827,00;113 948,00;5,77
332;37;Расчетные Решения;3524;Москва и обл.;2 078 107,00;1 323 472,00;754 635,00;57,02
333;-4;Приобье;537;Ханты-Мансийский АО — Югра;2 067 673,00;2 056 974,00;10 699,00;0,52
334;0;Арзамас;1281;Нижегородская обл.;1 932 395,00;1 953 994,00;-21 599,00;-1,11
335;0;Мобильная карта;3522;Санкт-Петербург и обл.;1 918 205,00;1 918 205,00;0,00;0
336;21;Земкомбанк;574;Ростовская обл.;1 884 230,00;1 416 613,00;467 617,00;33,01
337;0;Сельмашбанк;106;Ростовская обл.;1 847 036,00;1 897 244,00;-50 208,00;-2,65
338;6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 837 225,00;1 683 190,00;154 035,00;9,15
339;-1;Новый Московский Банк;2932;Москва и обл.;1 785 320,00;1 876 083,00;-90 763,00;-4,84
340;0;Майкопбанк;1136;Адыгея;1 767 895,00;1 782 134,00;-14 239,00;-0,80
341;1;Калуга;1151;Калужская обл.;1 761 839,00;1 726 667,00;35 172,00;2,04
342;-3;Кредпромбанк;1165;Ярославская обл.;1 759 226,00;1 818 790,00;-59 564,00;-3,27
343;0;Промсельхозбанк;538;Москва и обл.;1 745 188,00;1 714 460,00;30 728,00;1,79
344;2;АвтоКредитБанк;1973;Татарстан;1 688 488,00;1 649 759,00;38 729,00;2,35
345;8;Тексбанк;2756;Карачаево-Черкесия;1 676 258,00;1 521 460,00;154 798,00;10,17
346;2;Кузбассхимбанк;2868;Кемеровская обл.;1 638 643,00;1 641 041,00;-2 398,00;-0,15
347;-2;Дом-Банк;3209;Москва и обл.;1 619 222,00;1 677 688,00;-58 466,00;-3,48
348;2;Алтынбанк;2070;Татарстан;1 604 228,00;1 567 309,00;36 919,00;2,36
349;24;Примтеркомбанк;21;Приморский край;1 582 864,00;1 285 119,00;297 745,00;23,17
350;-9;Росбизнесбанк;1405;Москва и обл.;1 556 010,00;1 730 532,00;-174 522,00;-10,08
351;1;Спутник;1071;Самарская обл.;1 547 774,00;1 543 097,00;4 677,00;0,30
352;2;Проинвестбанк;784;Пермская обл.;1 541 133,00;1 506 292,00;34 841,00;2,31
353;-2;ИРС;272;Москва и обл.;1 539 035,00;1 561 280,00;-22 245,00;-1,42
354;2;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 495 577,00;1 462 848,00;32 729,00;2,24
355;6;Сервис Резерв;2034;Москва и обл.;1 490 304,00;1 400 261,00;90 043,00;6,43
356;4;Крона-Банк;2499;Иркутская обл.;1 467 096,00;1 405 153,00;61 943,00;4,41
357;14;Банк РМП;2574;Москва и обл.;1 438 854,00;1 303 442,00;135 412,00;10,39
358;0;Вакобанк;1291;Псковская обл.;1 436 688,00;1 414 888,00;21 800,00;1,54
359;5;Столичный Кредит;2853;Москва и обл.;1 425 777,00;1 361 484,00;64 293,00;4,72
360;-29;Межбанковский Кредитный Союз;3242;Москва и обл.;1 400 790,00;2 020 604,00;-619 814,00;-30,67
361;-12;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 387 843,00;1 575 364,00;-187 521,00;-11,90
362;4;Кузнецкий Мост;2254;Москва и обл.;1 373 192,00;1 358 887,00;14 305,00;1,05
363;0;Прохладный;874;Кабардино-Балкария;1 371 836,00;1 363 555,00;8 281,00;0,61
364;-5;Республиканский Кредитный Альянс;3017;Москва и обл.;1 340 376,00;1 406 658,00;-66 282,00;-4,71
365;10;Почтобанк;1788;Пермская обл.;1 321 648,00;1 240 972,00;80 676,00;6,50
366;-4;Ноосфера;2650;Республика Алтай;1 315 623,00;1 388 173,00;-72 550,00;-5,23
367;3;Нальчик;695;Кабардино-Балкария;1 307 839,00;1 305 497,00;2 342,00;0,18
368;0;Народный Доверительный Банк;2374;Москва и обл.;1 304 337,00;1 339 553,00;-35 216,00;-2,63
369;5;Русский Банк Сбережений;779;Ставропольский край;1 288 946,00;1 276 470,00;12 476,00;0,98
370;-3;Яндекс Банк;3027;Москва и обл.;1 286 522,00;1 355 010,00;-68 488,00;-5,05
371;10;Спецстройбанк;236;Москва и обл.;1 256 259,00;1 170 717,00;85 542,00;7,31
372;-25;Апабанк;2404;Москва и обл.;1 253 252,00;1 646 326,00;-393 074,00;-23,88
373;4;Курган;2568;Курганская обл.;1 248 860,00;1 207 600,00;41 260,00;3,42
374;-38;Новокиб;1747;Кемеровская обл.;1 247 808,00;1 904 764,00;-656 956,00;-34,49
375;-3;Руна-Банк;3207;Москва и обл.;1 243 921,00;1 295 752,00;-51 831,00;-4,00
376;-21;Элекснет;3314;Москва и обл.;1 228 113,00;1 480 483,00;-252 370,00;-17,05
377;-12;РФИ Банк;3351;Москва и обл.;1 194 405,00;1 359 027,00;-164 622,00;-12,11
378;-2;Спиритбанк;2053;Тульская обл.;1 182 418,00;1 239 948,00;-57 530,00;-4,64
379;0;Майский;1673;Кабардино-Балкария;1 172 325,00;1 182 102,00;-9 777,00;-0,83
380;0;Саммит Банк;85;Приморский край;1 169 064,00;1 181 943,00;-12 879,00;-1,09
381;4;Невастройинвест;1926;Санкт-Петербург и обл.;1 137 829,00;1 070 058,00;67 771,00;6,33
382;0;Дон-Тексбанк;1818;Ростовская обл.;1 126 813,00;1 124 692,00;2 121,00;0,19
383;1;Байкалкредобанк;2990;Иркутская обл.;1 079 927,00;1 107 994,00;-28 067,00;-2,53
384;-1;ЕАТП Банк;1765;Астраханская обл.;1 060 258,00;1 118 762,00;-58 504,00;-5,23
385;9;Синергия;2884;Саратовская обл.;1 045 641,00;941 990,00;103 651,00;11,00
386;2;Соколовский;2830;Москва и обл.;1 012 929,00;975 923,00;37 006,00;3,79
387;24;Р-Инкас;3536;Москва и обл.;995 861,00;672 323,00;323 538,00;48,12
388;4;Кредитинвест;1197;Дагестан;973 924,00;954 038,00;19 886,00;2,08
389;0;Народный Инвестиционный Банк;2876;Самарская обл.;964 399,00;975 796,00;-11 397,00;-1,17
390;-3;Агора;3231;Москва и обл.;956 713,00;1 012 369,00;-55 656,00;-5,50
391;7;Финчер;3486;Москва и обл.;950 168,00;849 677,00;100 491,00;11,83
392;-1;Банк РСИ;3415;Москва и обл.;933 998,00;957 185,00;-23 187,00;-2,42
393;0;Максима;3379;Москва и обл.;921 032,00;947 595,00;-26 563,00;-2,80
394;3;Классик Эконом Банк;3298;Северная Осетия — Алания;888 869,00;857 926,00;30 943,00;3,61
395;6;Национальный Банк Сбережений;1949;Ивановская обл.;888 527,00;801 502,00;87 025,00;10,86
396;3;Балаково-Банк;444;Саратовская обл.;881 593,00;842 640,00;38 953,00;4,62
397;-7;Мурманский Расчетный Центр;3341;Мурманская обл.;869 469,00;966 246,00;-96 777,00;-10,02
398;6;Прокоммерцбанк;2996;Москва и обл.;848 259,00;783 105,00;65 154,00;8,32
399;8;Деньги.Мэйл.Ру;3511;Москва и обл.;831 659,00;711 969,00;119 690,00;16,81
400;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;798 138,00;785 792,00;12 346,00;1,57
401;1;Химик;1114;Нижегородская обл.;780 779,00;790 401,00;-9 622,00;-1,22
402;3;Объединенный Банк Республики;1016;Чувашия;754 428,00;764 076,00;-9 648,00;-1,26
403;-8;Единая Расчетная Палата;384;Москва и обл.;732 064,00;939 687,00;-207 623,00;-22,09
404;4;Рента-Банк;3095;Москва и обл.;726 226,00;701 358,00;24 868,00;3,55
405;1;Единая касса;3512;Москва и обл.;721 834,00;723 680,00;-1 846,00;-0,26
406;-6;Космос;2245;Москва и обл.;719 513,00;816 698,00;-97 185,00;-11,90
407;11;Геобанк;2027;Москва и обл.;675 443,00;614 899,00;60 544,00;9,85
408;1;РИБ;2749;Москва и обл.;665 887,00;682 487,00;-16 600,00;-2,43
409;3;Ресурс-Траст;3122;Москва и обл.;642 939,00;661 260,00;-18 321,00;-2,77
410;0;Вятич;2796;Рязанская обл.;636 500,00;675 769,00;-39 269,00;-5,81
411;3;Гефест;1046;Тверская обл.;634 408,00;653 043,00;-18 635,00;-2,85
412;-16;Металлург;2877;Москва и обл.;634 251,00;882 005,00;-247 754,00;-28,09
413;2;РусьРегионБанк;685;Москва и обл.;628 790,00;647 020,00;-18 230,00;-2,82
414;2;Центрально-Азиатский;3037;Хакасия;626 887,00;646 979,00;-20 092,00;-3,11
415;-2;Вайлдберриз Банк;841;Адыгея;623 168,00;658 791,00;-35 623,00;-5,41
416;6;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;619 552,00;578 005,00;41 547,00;7,19
417;0;Славянбанк;804;Новгородская обл.;618 554,00;629 184,00;-10 630,00;-1,69
418;1;ГринКомБанк;1184;Иркутская обл.;616 221,00;609 788,00;6 433,00;1,05
419;1;Эко-Инвест;3116;Москва и обл.;588 534,00;584 207,00;4 327,00;0,74
420;3;Сетевая Расчетная Палата;3332;Татарстан;565 325,00;565 457,00;-132,00;-0,02
421;4;Онего;2484;Карелия;544 060,00;538 353,00;5 707,00;1,06
422;2;Холмск;503;Сахалинская обл.;533 387,00;548 375,00;-14 988,00;-2,73
423;3;Моби.Деньги;3523;Москва и обл.;525 142,00;525 142,00;0,00;0
424;3;Таганрогбанк;3136;Ростовская обл.;503 039,00;513 581,00;-10 542,00;-2,05
425;3;Дружба;990;Тюменская обл.;502 704,00;511 861,00;-9 157,00;-1,79
426;3;МВС Банк;2407;Дагестан;497 798,00;506 898,00;-9 100,00;-1,80
427;-6;Монета.ру;3508;Марий Эл;481 942,00;580 713,00;-98 771,00;-17,01
428;3;Народный Банк Тувы;1309;Тыва;472 823,00;444 977,00;27 846,00;6,26
429;1;Континенталь;3184;Ставропольский край;460 485,00;450 144,00;10 341,00;2,30
430;5;Банк Берейт;3505;Санкт-Петербург и обл.;426 160,00;408 419,00;17 741,00;4,34
431;3;Лэнд Кредит;1478;Москва и обл.;410 825,00;420 994,00;-10 169,00;-2,42
432;4;Тайдон;2085;Кемеровская обл.;370 308,00;369 659,00;649,00;0,18
433;4;Северстройбанк;3507;Вологодская обл.;363 602,00;366 127,00;-2 525,00;-0,69
434;-1;Альтернатива;3452;Москва и обл.;348 907,00;426 538,00;-77 631,00;-18,20
435;3;ПэйЮ;3518;Москва и обл.;341 489,00;341 489,00;0,00;0
436;3;Банк 131;3538;Татарстан;334 506,00;337 366,00;-2 860,00;-0,85
437;-5;Русское Финансовое Общество;3427;Москва и обл.;304 187,00;434 549,00;-130 362,00;-30,00
438;3;Объединенная Расчетная Система;3342;Москва и обл.;289 879,00;291 893,00;-2 014,00;-0,69
439;3;Электронный платежный сервис;3509;Москва и обл.;281 167,00;281 167,00;0,00;0
440;0;Промсвязьинвест;2761;Дагестан;276 630,00;298 609,00;-21 979,00;-7,36
441;2;Платежный Стандарт;3530;Новосибирская обл.;266 015,00;266 015,00;0,00;0
442;2;Платежи и Расчеты;3324;Самарская обл.;236 323,00;224 042,00;12 281,00;5,48
443;2;Нарат;1902;Татарстан;214 653,00;214 688,00;-35,00;-0,02
444;7;Вест;2605;Москва и обл.;212 337,00;116 575,00;95 762,00;82,15
445;2;Элексир;3533;Москва и обл.;189 506,00;180 466,00;9 040,00;5,01
446;3;Перспектива;3532;Омская обл.;184 124,00;170 379,00;13 745,00;8,07
447;1;Красноярский Краевой Расчетный Центр;3483;Красноярский край;179 382,00;170 726,00;8 656,00;5,07
448;2;Дальний Восток;3318;Приморский край;137 556,00;120 948,00;16 608,00;13,73
449;-3;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;112 929,00;211 090,00;-98 161,00;-46,50
450;2;Элплат;3535;Удмуртия;107 901,00;107 901,00;0,00;0
451;2;Премиум;3514;Москва и обл.;104 363,00;104 363,00;0,00;0
452;2;Инэко;3520;Ивановская обл.;91 380,00;91 380,00;0,00;0
