Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2012, тыс. рублей;Сентябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
803;-4;Строительно-Коммерческий Банк;3050;Архангельская обл.;600 009,00;614 395,00;-14 386,00;-2,34
804;-15;Олма-Банк;3250;Москва и обл.;598 735,00;659 102,00;-60 367,00;-9,16
805;-5;Банк Развития Бизнеса;1910;Кемеровская обл.;594 776,00;610 943,00;-16 167,00;-2,65
806;4;Элекснет;3314;Москва и обл.;575 829,00;575 829,00;0,00;0
807;22;РУБанк;2813;Ростовская обл.;564 359,00;477 583,00;86 776,00;18,17
808;42;Рингкомбанк;1909;Ингушетия;555 770,00;429 430,00;126 340,00;29,42
809;0;Имбанк;2098;Дагестан;552 092,00;575 965,00;-23 873,00;-4,14
810;25;АББ;2937;Москва и обл.;544 674,00;457 871,00;86 803,00;18,96
811;9;Ауэрбанк;3105;Москва и обл.;543 567,00;505 276,00;38 291,00;7,58
812;4;Майский;1673;Кабардино-Балкария;539 876,00;528 872,00;11 004,00;2,08
813;24;Азия Банк;3183;Москва и обл.;539 329,00;454 871,00;84 458,00;18,57
814;28;Новый Коммерческий Банк;347;Дагестан;538 781,00;446 989,00;91 792,00;20,54
815;-1;Внешфинбанк;3173;Краснодарский край;538 585,00;534 985,00;3 600,00;0,67
816;10;Тальменка-Банк;826;Алтайский край;530 106,00;482 336,00;47 770,00;9,90
817;2;Старый Кремль;2657;Москва и обл.;529 452,00;514 433,00;15 019,00;2,92
818;-15;ЮМК Банк;3495;Краснодарский край;525 926,00;599 873,00;-73 947,00;-12,33
819;-2;Надежность;2425;Курганская обл.;525 635,00;523 953,00;1 682,00;0,32
820;-12;Центрально-Европейский Банк;2670;Москва и обл.;525 121,00;579 395,00;-54 274,00;-9,37
821;0;Эко-Инвест;3116;Москва и обл.;520 364,00;500 723,00;19 641,00;3,92
822;19;Холдинвестбанк;2837;Москва и обл.;514 273,00;448 231,00;66 042,00;14,73
823;-31;Региональный Корпоративный Банк;1134;Ивановская обл.;508 511,00;649 672,00;-141 161,00;-21,73
824;0;ФинТех;3499;Москва и обл.;500 728,00;495 073,00;5 655,00;1,14
825;34;Трансинвестбанк;3238;Москва и обл.;496 423,00;413 515,00;82 908,00;20,05
826;2;Банк РСИ;3415;Москва и обл.;494 908,00;480 932,00;13 976,00;2,91
827;-2;Европейский Стандарт;3200;Кабардино-Балкария;487 569,00;490 588,00;-3 019,00;-0,62
828;11;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;486 046,00;451 891,00;34 155,00;7,56
829;-23;Природа;3399;Москва и обл.;481 484,00;581 783,00;-100 299,00;-17,24
830;1;Гефест;1046;Тверская обл.;480 718,00;472 935,00;7 783,00;1,65
831;-1;Европейский Экспресс;3449;Москва и обл.;472 824,00;473 159,00;-335,00;-0,07
832;0;Русский Финансовый Альянс;2035;Москва и обл.;466 553,00;471 108,00;-4 555,00;-0,97
833;-18;Москва;1661;Москва и обл.;465 199,00;531 273,00;-66 074,00;-12,44
834;-11;Стар Альянс;3433;Москва и обл.;464 292,00;496 208,00;-31 916,00;-6,43
835;3;Конгресс-Банк;2330;Москва и обл.;461 225,00;454 572,00;6 653,00;1,46
836;-14;Евросиб Банк;594;Псковская обл.;460 186,00;500 412,00;-40 226,00;-8,04
837;21;АлтайБизнес-Банк;2388;Алтайский край;459 596,00;415 651,00;43 945,00;10,57
838;8;Межрегиональный Банк Реконструкции;2620;Москва и обл.;456 405,00;436 456,00;19 949,00;4,57
839;13;Кредпромбанк;1165;Ярославская обл.;453 912,00;424 552,00;29 360,00;6,92
840;-6;Северная Клиринговая Палата;3317;Архангельская обл.;452 432,00;459 214,00;-6 782,00;-1,48
841;-1;Ростфинанс;481;Ростовская обл.;452 191,00;449 075,00;3 116,00;0,69
842;26;РИТЦ Банк;2677;Москва и обл.;439 801,00;375 522,00;64 279,00;17,12
843;5;Линк-Банк;2699;Москва и обл.;438 657,00;434 851,00;3 806,00;0,88
844;0;Алданзолотобанк;854;Саха (Якутия);437 302,00;444 614,00;-7 312,00;-1,64
845;-9;ИР-Кредит;1724;Москва и обл.;436 758,00;454 973,00;-18 215,00;-4,00
846;7;Каспий;639;Дагестан;436 275,00;424 374,00;11 901,00;2,80
847;-14;МВС Банк;2407;Дагестан;434 531,00;462 622,00;-28 091,00;-6,07
848;18;Энтузиастбанк;3048;Москва и обл.;431 408,00;388 495,00;42 913,00;11,05
849;14;Максимум;466;Ростовская обл.;431 087,00;397 677,00;33 410,00;8,40
850;-7;Индустриальный Сберегательный Банк;3175;Москва и обл.;427 813,00;446 927,00;-19 114,00;-4,28
851;-2;Промсвязьинвест;2761;Дагестан;426 429,00;433 362,00;-6 933,00;-1,60
852;4;Басманный;2158;Москва и обл.;425 849,00;417 935,00;7 914,00;1,89
853;-35;Далта-Банк;142;Приморский край;424 888,00;520 329,00;-95 441,00;-18,34
854;-9;Принтбанк;546;Москва и обл.;424 736,00;439 985,00;-15 249,00;-3,47
855;-1;НКБ;2942;Калмыкия;424 240,00;422 522,00;1 718,00;0,41
856;21;ЭнергоБизнес;3485;Москва и обл.;419 056,00;338 895,00;80 161,00;23,65
857;3;Народный Инвестиционный Банк;2876;Самарская обл.;409 435,00;411 378,00;-1 943,00;-0,47
858;-3;Российская Финансовая Корпорация;3099;Москва и обл.;404 287,00;420 970,00;-16 683,00;-3,96
859;5;Южный Региональный Банк;3015;Ростовская обл.;401 847,00;394 733,00;7 114,00;1,80
860;40;Бизнесбанк;2862;Дагестан;397 711,00;270 201,00;127 510,00;47,19
861;-14;Сунжа;2023;Ингушетия;387 342,00;435 930,00;-48 588,00;-11,15
862;-5;ПрестижКредитБанк;2922;Дагестан;387 301,00;416 854,00;-29 553,00;-7,09
863;11;Еврокапитал-Альянс;3459;Ярославская обл.;380 544,00;349 427,00;31 117,00;8,91
864;-2;Кредо Финанс;793;Дагестан;376 636,00;405 469,00;-28 833,00;-7,11
865;6;Невастройинвест;1926;Санкт-Петербург и обл.;369 487,00;366 065,00;3 422,00;0,93
866;32;Сетевая Расчетная Палата;3332;Татарстан;365 716,00;272 037,00;93 679,00;34,44
867;2;Народный Банк Тувы;1309;Тыва;365 648,00;369 405,00;-3 757,00;-1,02
868;-17;ГРиС-Банк;1928;Ставропольский край;361 721,00;427 590,00;-65 869,00;-15,40
869;3;КБЦ;914;Тверская обл.;354 590,00;358 904,00;-4 314,00;-1,20
870;-3;АвтоКредитБанк;1973;Татарстан;352 641,00;383 644,00;-31 003,00;-8,08
872;-11;Вестинтербанк;3398;Москва и обл.;347 857,00;406 337,00;-58 480,00;-14,39
873;6;1Банк;2896;Северная Осетия — Алания;346 344,00;331 875,00;14 469,00;4,36
874;2;Мигом;3323;Москва и обл.;342 275,00;341 502,00;773,00;0,23
875;-2;Лидер;3304;Москва и обл.;338 866,00;355 131,00;-16 265,00;-4,58
876;-1;Алжан;2491;Дагестан;336 265,00;345 212,00;-8 947,00;-2,59
877;3;Альтернатива;3452;Москва и обл.;332 738,00;324 524,00;8 214,00;2,53
878;5;ТЭСТ;3440;Москва и обл.;316 049,00;317 582,00;-1 533,00;-0,48
879;5;Таганрогбанк;3136;Ростовская обл.;314 783,00;316 673,00;-1 890,00;-0,60
880;10;Дорис Банк;1679;Москва и обл.;308 064,00;294 896,00;13 168,00;4,47
881;10;Логос;3233;Москва и обл.;305 102,00;294 716,00;10 386,00;3,52
882;6;Рента-Банк;3095;Москва и обл.;303 983,00;296 073,00;7 910,00;2,67
883;4;Эно;1988;Дагестан;303 598,00;297 148,00;6 450,00;2,17
884;-3;Информпрогресс;2166;Москва и обл.;303 521,00;320 828,00;-17 307,00;-5,39
885;10;Онлайн Банк;2462;Москва и обл.;301 604,00;277 107,00;24 497,00;8,84
886;-21;Континенталь;3184;Ставропольский край;300 928,00;388 576,00;-87 648,00;-22,56
887;2;Платежи и Расчеты;3324;Самарская обл.;300 315,00;295 924,00;4 391,00;1,48
888;4;Терра;3476;Москва и обл.;290 538,00;287 248,00;3 290,00;1,15
889;4;Трастовый Банк;2780;Дагестан;289 153,00;286 636,00;2 517,00;0,88
890;-5;Джаст Банк;3503;Москва и обл.;286 891,00;315 118,00;-28 227,00;-8,96
891;3;Дербент-Кредит;2090;Дагестан;286 253,00;283 396,00;2 857,00;1,01
892;-10;К2 Банк;2851;Дагестан;283 031,00;317 829,00;-34 798,00;-10,95
893;3;Соверен Банк;3206;Москва и обл.;281 660,00;273 994,00;7 666,00;2,80
894;19;Уральская Расчетная Палата;3326;Москва и обл.;280 771,00;186 593,00;94 178,00;50,47
895;-68;Регнум;3373;Москва и обл.;279 136,00;481 916,00;-202 780,00;-42,08
896;7;Лэнд Кредит;1478;Москва и обл.;278 726,00;243 887,00;34 839,00;14,28
897;-19;Кошелев-Банк;3300;Нижегородская обл.;276 176,00;333 648,00;-57 472,00;-17,23
898;-1;Континент Финанс;149;Калужская обл.;275 950,00;273 079,00;2 871,00;1,05
899;5;Майма;1037;Республика Алтай;263 071,00;234 102,00;28 969,00;12,37
900;6;Городской Расчетный Центр;3346;Курганская обл.;260 978,00;232 737,00;28 241,00;12,13
901;6;Тайдон;2085;Кемеровская обл.;249 182,00;232 650,00;16 532,00;7,11
902;0;Воронеж;654;Воронежская обл.;246 977,00;245 967,00;1 010,00;0,41
903;5;Инстройбанк;2743;Москва и обл.;233 248,00;232 101,00;1 147,00;0,49
904;-3;Первый Депозитный Банк;1244;Тверская обл.;230 777,00;250 825,00;-20 048,00;-7,99
905;5;Банк Фридом Финанс;1143;Сахалинская обл.;224 859,00;217 592,00;7 267,00;3,34
906;-1;Рунэтбанк;2829;Москва и обл.;223 585,00;233 097,00;-9 512,00;-4,08
907;18;Фидбэк;3502;Воронежская обл.;222 673,00;103 303,00;119 370,00;115,55
908;1;Фреско Банк;1415;Ярославская обл.;221 966,00;223 656,00;-1 690,00;-0,76
909;5;Русское Финансовое Общество;3427;Москва и обл.;219 868,00;169 488,00;50 380,00;29,72
910;;Банк Берейт;3505;Санкт-Петербург и обл.;215 380,00;-;-;
911;;Сириус;3506;Москва и обл.;200 769,00;-;-;
912;0;Дальний Восток;3318;Тульская обл.;191 444,00;203 635,00;-12 191,00;-5,99
913;5;Красноярский Краевой Расчетный Центр;3483;Красноярский край;183 683,00;127 227,00;56 456,00;44,37
914;3;Финчер;3486;Москва и обл.;179 228,00;139 780,00;39 448,00;28,22
915;0;Умут;2435;Дагестан;151 758,00;146 235,00;5 523,00;3,78
916;0;КредитАльянс;3472;Вологодская обл.;147 209,00;140 797,00;6 412,00;4,55
917;2;Финансовые Услуги;3496;Москва и обл.;141 881,00;125 067,00;16 814,00;13,44
918;3;Расчетный Банковский Центр;3487;Москва и обл.;130 861,00;115 775,00;15 086,00;13,03
919;1;Евроинвест;3383;Москва и обл.;117 432,00;119 410,00;-1 978,00;-1,66
920;2;Зеленокумская;1239;Ставропольский край;112 838,00;112 382,00;456,00;0,41
921;2;Интеррасчет;1618;Карачаево-Черкесия;105 555,00;112 198,00;-6 643,00;-5,92
922;8;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;102 323,00;85 227,00;17 096,00;20,06
923;8;Сулак;749;Дагестан;97 591,00;78 529,00;19 062,00;24,27
924;5;Единая Расчетная Палата;384;Москва и обл.;89 285,00;86 296,00;2 989,00;3,46
925;1;Паритет;1860;Москва и обл.;87 177,00;99 198,00;-12 021,00;-12,12
926;8;Международная Уральская Расчетная Палата;3322;Москва и обл.;81 208,00;55 848,00;25 360,00;45,41
927;0;Национальная Расчетная Компания;3386;Москва и обл.;80 804,00;97 866,00;-17 062,00;-17,43
928;-4;Вест;2605;Москва и обл.;80 436,00;106 580,00;-26 144,00;-24,53
929;-30;Платежный Клиринговый Дом;3343;Москва и обл.;78 797,00;271 080,00;-192 283,00;-70,93
930;2;Межрегиональный центр микрокредитования;3489;Воронежская обл.;69 960,00;71 015,00;-1 055,00;-1,49
931;6;Транзит;2688;Дагестан;63 515,00;39 071,00;24 444,00;62,56
932;4;Инновационный Расчетный Центр;3447;Москва и обл.;50 459,00;43 015,00;7 444,00;17,31
933;2;РИБ;2749;Москва и обл.;50 177,00;53 246,00;-3 069,00;-5,76
934;-1;Объединенная Расчетная Палата;3451;Москва и обл.;45 348,00;56 972,00;-11 624,00;-20,40
935;4;Первый Земельный Расчетный Центр;3381;Курская обл.;33 190,00;28 115,00;5 075,00;18,05
936;2;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;25 988,00;35 506,00;-9 518,00;-26,81
937;3;Тор Кредит;3497;Москва и обл.;23 866,00;23 970,00;-104,00;-0,43
938;3;Финансово-Расчетный Центр;3319;Астраханская обл.;21 172,00;22 225,00;-1 053,00;-4,74
939;-11;Межрегиональный Клиринговый Центр;3424;Москва и обл.;20 900,00;88 593,00;-67 693,00;-76,41
940;2;Депозитный Кредитный Дом;3474;Москва и обл.;19 644,00;19 745,00;-101,00;-0,51
941;-30;Межбанковский Расчетный Центр;3325;Приморский край;19 251,00;210 026,00;-190 775,00;-90,83
942;1;Сибирский Расчетный Центр;3308;Новосибирская обл.;14 120,00;16 075,00;-1 955,00;-12,16
943;1;Ассигнация;865;Ставропольский край;6 702,00;5 813,00;889,00;15,29
944;1;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 176,00;4 102,00;74,00;1,80
945;1;АРБ-Инкасс;3353;Москва и обл.;2 893,00;2 890,00;3,00;0,10
