Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2012, тыс. рублей;Декабрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
804;-14;Славянбанк;804;Новгородская обл.;692 781,00;663 242,00;29 539,00;4,45
805;-22;Народный Земельно-Промышленный Банк;2873;Алтайский край;681 318,00;690 322,00;-9 004,00;-1,30
806;-15;ФинТех;3499;Москва и обл.;677 942,00;656 886,00;21 056,00;3,21
807;-7;Инвестиционный Республиканский Банк;2571;Москва и обл.;674 612,00;627 363,00;47 249,00;7,53
808;1;Агроинкомбанк;1946;Астраханская обл.;671 549,00;613 851,00;57 698,00;9,40
809;-1;Газтрансбанк;665;Адыгея;666 024,00;616 279,00;49 745,00;8,07
810;25;Таурус Банк;655;Челябинская обл.;660 662,00;488 496,00;172 166,00;35,24
811;-29;Центрально-Европейский Банк;2670;Москва и обл.;658 898,00;697 175,00;-38 277,00;-5,49
812;-9;Прохладный;874;Кабардино-Балкария;648 141,00;621 636,00;26 505,00;4,26
813;32;Европейский Индустриальный Банк;2503;Москва и обл.;636 044,00;454 495,00;181 549,00;39,95
814;22;Ауэрбанк;3105;Москва и обл.;628 913,00;484 598,00;144 315,00;29,78
815;-11;Акция;927;Ивановская обл.;626 913,00;620 788,00;6 125,00;0,99
816;11;Плато-Банк;2071;Свердловская обл.;620 728,00;506 327,00;114 401,00;22,59
817;-4;Старый Кремль;2657;Москва и обл.;612 902,00;588 030,00;24 872,00;4,23
818;4;Линк-Банк;2699;Москва и обл.;604 723,00;537 587,00;67 136,00;12,49
819;-4;НСТ-Банк;1738;Оренбургская обл.;602 005,00;551 938,00;50 067,00;9,07
820;32;Промсвязьинвест;2761;Дагестан;598 459,00;442 986,00;155 473,00;35,10
821;42;Вайлдберриз Банк;841;Адыгея;589 770,00;422 101,00;167 669,00;39,72
822;-28;РУБанк;2813;Ростовская обл.;589 577,00;650 373,00;-60 796,00;-9,35
823;8;Стар Альянс;3433;Москва и обл.;584 413,00;494 406,00;90 007,00;18,21
824;41;Новый Коммерческий Банк;347;Дагестан;583 539,00;414 483,00;169 056,00;40,79
825;68;Европейский Экспресс;3449;Москва и обл.;582 698,00;327 903,00;254 795,00;77,70
826;-27;Банк ВВБ;1093;Ярославская обл.;576 389,00;635 234,00;-58 845,00;-9,26
827;27;Платежи и Расчеты;3324;Самарская обл.;573 496,00;438 272,00;135 224,00;30,85
828;-7;Анджибанк;570;Дагестан;567 093,00;537 805,00;29 288,00;5,45
829;18;Банк Развития Бизнеса;1910;Кемеровская обл.;540 049,00;451 345,00;88 704,00;19,65
830;71;Лидер;3304;Москва и обл.;532 764,00;299 677,00;233 087,00;77,78
831;3;Платежный Сервисный Банк;1943;Башкортостан;532 729,00;490 617,00;42 112,00;8,58
832;-12;Северная Клиринговая Палата;3317;Архангельская обл.;530 949,00;538 774,00;-7 825,00;-1,45
833;48;Рингкомбанк;1909;Ингушетия;529 481,00;377 430,00;152 051,00;40,29
834;32;Заубер Банк;1614;Карачаево-Черкесия;523 151,00;410 874,00;112 277,00;27,33
835;51;КБЦ;914;Тверская обл.;522 005,00;352 003,00;170 002,00;48,30
836;-57;Ипозембанк;3026;Самарская обл.;520 936,00;714 257,00;-193 321,00;-27,07
837;-11;Миръ;3089;Москва и обл.;518 754,00;512 835,00;5 919,00;1,15
838;52;АББ;2937;Москва и обл.;517 765,00;339 605,00;178 160,00;52,46
839;-16;Алданзолотобанк;854;Саха (Якутия);516 447,00;534 426,00;-17 979,00;-3,36
840;-16;Вятич;2796;Рязанская обл.;515 941,00;526 787,00;-10 846,00;-2,06
841;28;Банк РСИ;3415;Москва и обл.;513 264,00;403 945,00;109 319,00;27,06
842;33;Энтузиастбанк;3048;Москва и обл.;512 007,00;394 120,00;117 887,00;29,91
843;-1;ИР-Кредит;1724;Москва и обл.;511 471,00;459 897,00;51 574,00;11,21
844;-16;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;510 910,00;503 562,00;7 348,00;1,46
845;-1;Далта-Банк;142;Приморский край;510 053,00;457 269,00;52 784,00;11,54
846;-8;Эко-Инвест;3116;Москва и обл.;495 490,00;478 770,00;16 720,00;3,49
847;-29;Тревел Банк;531;Москва и обл.;492 056,00;540 945,00;-48 889,00;-9,04
848;25;Капиталбанк;2547;Ростовская обл.;491 528,00;397 345,00;94 183,00;23,70
849;60;Еврокапитал-Альянс;2672;Дагестан;487 245,00;275 899,00;211 346,00;76,60
850;-2;Международный Строительный Банк;3484;Москва и обл.;487 139,00;450 495,00;36 644,00;8,13
851;-32;Финчер;3486;Москва и обл.;480 472,00;539 474,00;-59 002,00;-10,94
852;-3;Нафтабанк;715;Дагестан;478 143,00;448 225,00;29 918,00;6,67
853;-21;Надежность;2425;Курганская обл.;478 062,00;492 703,00;-14 641,00;-2,97
854;-17;Евросиб Банк;594;Псковская обл.;477 240,00;483 996,00;-6 756,00;-1,40
855;0;Анталбанк;3115;Москва и обл.;475 529,00;433 888,00;41 641,00;9,60
856;-55;Сетевая Расчетная Палата;3332;Татарстан;474 258,00;625 795,00;-151 537,00;-24,22
857;27;Народный Инвестиционный Банк;2876;Самарская обл.;473 211,00;357 423,00;115 788,00;32,40
858;-17;Принтбанк;546;Москва и обл.;471 133,00;460 903,00;10 230,00;2,22
859;33;АлтайБизнес-Банк;2388;Алтайский край;468 036,00;335 504,00;132 532,00;39,50
860;-20;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;466 327,00;462 917,00;3 410,00;0,74
861;-1;ЮМК Банк;3495;Краснодарский край;463 563,00;424 613,00;38 950,00;9,17
862;-29;Объединенный Национальный Банк;2074;Москва и обл.;461 780,00;490 767,00;-28 987,00;-5,91
863;-5;Имбанк;2098;Дагестан;458 255,00;427 281,00;30 974,00;7,25
864;-8;НКБ;2942;Калмыкия;456 332,00;432 907,00;23 425,00;5,41
865;-15;Внешфинбанк;3173;Дагестан;455 230,00;447 002,00;8 228,00;1,84
866;-13;Индустриальный Сберегательный Банк;3175;Москва и обл.;452 399,00;440 699,00;11 700,00;2,65
867;-8;Майский;1673;Кабардино-Балкария;449 755,00;424 795,00;24 960,00;5,88
868;2;Тальменка-Банк;826;Алтайский край;443 650,00;403 371,00;40 279,00;9,99
869;-1;Холдинвестбанк;2837;Москва и обл.;442 119,00;408 455,00;33 664,00;8,24
870;-27;Дружба;990;Тюменская обл.;441 272,00;457 302,00;-16 030,00;-3,51
871;-20;Информпрогресс;2166;Москва и обл.;440 466,00;445 353,00;-4 887,00;-1,10
872;-26;Русский Финансовый Альянс;2035;Москва и обл.;433 325,00;452 168,00;-18 843,00;-4,17
873;16;Кредо Финанс;793;Дагестан;432 009,00;340 922,00;91 087,00;26,72
874;-10;Гефест;1046;Тверская обл.;430 960,00;420 079,00;10 881,00;2,59
875;-13;Российская Финансовая Корпорация;3099;Москва и обл.;427 991,00;424 282,00;3 709,00;0,87
876;-2;К2 Банк;2851;Дагестан;424 918,00;396 588,00;28 330,00;7,14
877;-38;Конгресс-Банк;2330;Москва и обл.;420 722,00;469 901,00;-49 179,00;-10,47
878;-17;Кредпромбанк;1165;Ярославская обл.;418 123,00;424 383,00;-6 260,00;-1,48
879;-12;Строительно-Коммерческий Банк;3050;Архангельская обл.;413 415,00;408 814,00;4 601,00;1,13
880;-9;Камский Горизонт;2554;Татарстан;402 744,00;401 488,00;1 256,00;0,31
881;-24;Регнум;3373;Москва и обл.;396 778,00;427 605,00;-30 827,00;-7,21
882;3;АвтоКредитБанк;1973;Татарстан;390 089,00;355 702,00;34 387,00;9,67
883;5;Межбанковский Расчетный Центр;3325;Приморский край;383 929,00;348 726,00;35 203,00;10,09
884;13;Мигом;3323;Москва и обл.;382 180,00;313 198,00;68 982,00;22,03
885;-13;Европейский Стандарт;3200;Кабардино-Балкария;381 918,00;398 820,00;-16 902,00;-4,24
886;38;Таганрогбанк;3136;Ростовская обл.;377 832,00;233 265,00;144 567,00;61,98
887;-7;Максимум;466;Ростовская обл.;375 675,00;378 018,00;-2 343,00;-0,62
888;-6;РИТЦ Банк;2677;Москва и обл.;374 194,00;370 893,00;3 301,00;0,89
889;-60;Трастовый Банк;2780;Дагестан;370 513,00;498 707,00;-128 194,00;-25,71
890;26;Эно;1988;Дагестан;368 554,00;267 467,00;101 087,00;37,79
891;42;Дербент-Кредит;2090;Дагестан;359 486,00;207 036,00;152 450,00;73,63
892;-1;Соверен Банк;3206;Татарстан;358 857,00;338 586,00;20 271,00;5,99
893;-104;Южный Региональный Банк;3015;Ростовская обл.;354 274,00;663 971,00;-309 697,00;-46,64
894;21;Универсалтраст;3402;Москва и обл.;350 126,00;268 307,00;81 819,00;30,49
895;1;МВС Банк;2407;Дагестан;344 140,00;313 849,00;30 291,00;9,65
896;25;ПрестижКредитБанк;2922;Дагестан;340 284,00;234 903,00;105 381,00;44,86
897;-18;Трансинвестбанк;3238;Москва и обл.;338 094,00;381 125,00;-43 031,00;-11,29
898;-20;Басманный;2158;Москва и обл.;329 464,00;383 260,00;-53 796,00;-14,04
899;-5;Логос;3233;Москва и обл.;324 889,00;322 528,00;2 361,00;0,73
900;-5;Невастройинвест;1926;Санкт-Петербург и обл.;324 456,00;315 511,00;8 945,00;2,84
901;-1;Региональный Корпоративный Банк;1134;Ивановская обл.;323 087,00;301 171,00;21 916,00;7,28
902;2;Континенталь;3184;Дагестан;321 376,00;288 228,00;33 148,00;11,50
903;17;Континент Финанс;149;Калужская обл.;309 163,00;256 290,00;52 873,00;20,63
904;10;Фреско Банк;1415;Ярославская обл.;302 008,00;272 072,00;29 936,00;11,00
905;-2;Терра;3476;Москва и обл.;300 557,00;289 283,00;11 274,00;3,90
906;2;1Банк;2896;Северная Осетия — Алания;292 779,00;276 981,00;15 798,00;5,70
907;3;Рента-Банк;3095;Москва и обл.;292 210,00;275 712,00;16 498,00;5,98
908;10;Альтернатива;3452;Москва и обл.;291 713,00;263 813,00;27 900,00;10,58
909;10;Межрегиональный Банк Реконструкции;2620;Москва и обл.;288 023,00;257 344,00;30 679,00;11,92
910;-8;Дорис Банк;1679;Москва и обл.;280 448,00;293 510,00;-13 062,00;-4,45
911;0;Онлайн Банк;2462;Москва и обл.;279 422,00;273 661,00;5 761,00;2,11
912;-35;Азия Банк;3183;Москва и обл.;274 528,00;392 820,00;-118 292,00;-30,11
913;-1;Кошелев-Банк;3300;Нижегородская обл.;273 592,00;273 643,00;-51,00;-0,02
914;-1;Городской Расчетный Центр;3346;Курганская обл.;265 057,00;272 439,00;-7 382,00;-2,71
915;2;ГРиС-Банк;1928;Ставропольский край;264 582,00;263 899,00;683,00;0,26
916;-18;ТЭСТ;3440;Москва и обл.;260 560,00;312 486,00;-51 926,00;-16,62
918;13;Лэнд Кредит;1478;Москва и обл.;242 824,00;213 443,00;29 381,00;13,77
919;-14;Народный Банк Тувы;1309;Тыва;242 648,00;284 256,00;-41 608,00;-14,64
920;10;Дальний Восток;3318;Тульская обл.;241 140,00;214 072,00;27 068,00;12,64
921;-14;Инстройбанк;2743;Москва и обл.;240 137,00;283 669,00;-43 532,00;-15,35
922;0;Воронеж;654;Воронежская обл.;234 542,00;234 728,00;-186,00;-0,08
923;0;Тайдон;2085;Кемеровская обл.;234 103,00;233 642,00;461,00;0,20
924;12;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;232 927,00;196 134,00;36 793,00;18,76
925;7;Первый Депозитный Банк;1244;Тверская обл.;230 221,00;211 213,00;19 008,00;9,00
926;19;Майма;1037;Республика Алтай;227 684,00;114 339,00;113 345,00;99,13
927;-1;Межрегиональный центр микрокредитования;3489;Воронежская обл.;227 455,00;226 529,00;926,00;0,41
928;-41;Паритет;1860;Москва и обл.;226 827,00;349 949,00;-123 122,00;-35,18
929;11;Банк Фридом Финанс;1143;Сахалинская обл.;222 238,00;140 737,00;81 501,00;57,91
930;-3;Рунэтбанк;2829;Москва и обл.;218 616,00;221 909,00;-3 293,00;-1,48
931;3;Бизнесбанк;2862;Дагестан;213 543,00;203 166,00;10 377,00;5,11
932;11;Русское Финансовое Общество;3427;Москва и обл.;205 784,00;117 013,00;88 771,00;75,86
933;18;Красноярский Краевой Расчетный Центр;3483;Красноярский край;202 000,00;99 822,00;102 178,00;102,36
934;1;Алжан;2491;Дагестан;201 501,00;201 423,00;78,00;0,04
935;2;Столичная расчетная палата;3419;Вологодская обл.;199 756,00;186 778,00;12 978,00;6,95
936;11;Умут;2435;Дагестан;199 516,00;107 886,00;91 630,00;84,93
937;-31;КредитАльянс;3472;Вологодская обл.;191 341,00;284 061,00;-92 720,00;-32,64
938;-13;Интеррасчет;1618;Карачаево-Черкесия;175 662,00;232 281,00;-56 619,00;-24,38
939;14;Платежный Клиринговый Дом;3343;Москва и обл.;158 584,00;83 397,00;75 187,00;90,16
940;-1;Евроинвест;3383;Москва и обл.;150 353,00;143 637,00;6 716,00;4,68
941;-3;Зеленокумская;1239;Ставропольский край;148 786,00;159 083,00;-10 297,00;-6,47
942;6;Финансовые Услуги;3496;Москва и обл.;148 347,00;104 608,00;43 739,00;41,81
943;-1;Межбанковский Кредитный Союз;3242;Москва и обл.;145 017,00;119 719,00;25 298,00;21,13
944;0;Фидбэк;3502;Воронежская обл.;132 171,00;116 334,00;15 837,00;13,61
945;-4;Расчетный Банковский Центр;3487;Москва и обл.;127 519,00;133 315,00;-5 796,00;-4,35
946;3;Вест;2605;Москва и обл.;113 961,00;104 417,00;9 544,00;9,14
947;7;Уральская Расчетная Палата;3326;Москва и обл.;86 255,00;72 379,00;13 876,00;19,17
948;4;Единая Расчетная Палата;384;Москва и обл.;84 948,00;90 887,00;-5 939,00;-6,53
949;6;РИБ;2749;Москва и обл.;67 227,00;50 406,00;16 821,00;33,37
950;6;Сулак;749;Дагестан;54 322,00;48 543,00;5 779,00;11,90
951;-5;Транзит;2688;Дагестан;52 738,00;108 644,00;-55 906,00;-51,46
952;-2;Объединенная Расчетная Палата;3451;Москва и обл.;49 911,00;103 766,00;-53 855,00;-51,90
953;5;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;38 356,00;25 639,00;12 717,00;49,60
954;3;Первый Земельный Расчетный Центр;3381;Курская обл.;27 175,00;35 641,00;-8 466,00;-23,75
955;4;Тор Кредит;3497;Москва и обл.;23 887,00;23 828,00;59,00;0,25
956;10;Межрегиональный Клиринговый Центр;3424;Москва и обл.;19 993,00;3 979,00;16 014,00;402,46
957;5;Инновационный Расчетный Центр;3447;Москва и обл.;19 719,00;16 320,00;3 399,00;20,83
958;2;Депозитный Кредитный Дом;3474;Москва и обл.;17 961,00;17 959,00;2,00;0,01
959;2;Сибирский Расчетный Центр;3308;Новосибирская обл.;16 771,00;17 304,00;-533,00;-3,08
961;3;Национальная Расчетная Компания;3386;Москва и обл.;7 686,00;8 388,00;-702,00;-8,37
962;3;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 980,00;4 061,00;-81,00;-1,99
963;6;АРБ-Инкасс;3353;Москва и обл.;2 833,00;1 157,00;1 676,00;144,86
964;4;Международная Уральская Расчетная Палата;3322;Свердловская обл.;2 305,00;1 773,00;532,00;30,01
965;2;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 887,00;1 810,00;77,00;4,25
