Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2011, тыс. рублей;Декабрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-14;НОМОС-Банк-Сибирь;410;Новосибирская обл.;7 237 868,00;7 623 426,00;-385 558,00;-5,06
260;5;Русьуниверсалбанк;3293;Москва и обл.;7 230 574,00;6 818 627,00;411 947,00;6,04
261;166;Киви Банк;2241;Москва и обл.;7 163 637,00;2 957 871,00;4 205 766,00;142,19
262;-35;Бэнк оф Чайна;2309;Москва и обл.;7 161 046,00;8 548 355,00;-1 387 309,00;-16,23
263;3;Темпбанк;55;Москва и обл.;7 068 298,00;6 665 686,00;402 612,00;6,04
264;38;Денизбанк Москва;3330;Москва и обл.;7 059 528,00;5 377 598,00;1 681 930,00;31,28
265;26;Русский Земельный Банк;2810;Москва и обл.;7 021 496,00;5 722 009,00;1 299 487,00;22,71
266;1;СтарБанк;548;Тюменская обл.;6 961 542,00;6 586 167,00;375 375,00;5,70
267;7;Огни Москвы;2328;Москва и обл.;6 912 950,00;6 322 455,00;590 495,00;9,34
268;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;6 842 452,00;6 580 892,00;261 560,00;3,97
269;-12;Волго-Камский Банк;282;Самарская обл.;6 823 159,00;7 039 015,00;-215 856,00;-3,07
270;28;Банк Инноваций и Развития;2647;Москва и обл.;6 821 860,00;5 551 053,00;1 270 807,00;22,89
271;2;Банк Акцепт;567;Новосибирская обл.;6 820 925,00;6 375 438,00;445 487,00;6,99
272;-13;МАСТ-Банк;3267;Москва и обл.;6 794 395,00;6 973 536,00;-179 141,00;-2,57
273;7;Адмиралтейский;3054;Москва и обл.;6 784 601,00;6 081 846,00;702 755,00;11,55
274;65;Славия;2664;Москва и обл.;6 739 750,00;4 243 341,00;2 496 409,00;58,83
275;13;Рублев;3098;Москва и обл.;6 719 819,00;5 892 840,00;826 979,00;14,03
276;-47;МАК-Банк;1088;Москва и обл.;6 604 522,00;8 486 219,00;-1 881 697,00;-22,17
277;-1;КС Банк;1752;Мордовия;6 538 377,00;6 151 054,00;387 323,00;6,30
278;12;АктивКапитал Банк;3006;Самарская обл.;6 491 864,00;5 807 636,00;684 228,00;11,78
279;-21;Лада-Кредит;2668;Самарская обл.;6 490 906,00;7 038 172,00;-547 266,00;-7,78
280;-11;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 467 934,00;6 498 659,00;-30 725,00;-0,47
281;2;БайкалБанк;2632;Бурятия;6 446 922,00;5 999 690,00;447 232,00;7,45
282;-1;АФ Банк;991;Башкортостан;6 412 813,00;6 077 474,00;335 339,00;5,52
283;-8;Русь;704;Оренбургская обл.;6 362 855,00;6 158 535,00;204 320,00;3,32
284;0;Евромет;2902;Москва и обл.;6 349 808,00;5 969 367,00;380 441,00;6,37
285;-24;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 337 711,00;6 938 620,00;-600 909,00;-8,66
286;-9;Кредит-Москва;5;Москва и обл.;6 284 404,00;6 150 530,00;133 874,00;2,18
287;-8;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 237 547,00;6 105 488,00;132 059,00;2,16
288;43;Вега-Банк;3270;Москва и обл.;6 233 498,00;4 373 804,00;1 859 694,00;42,52
289;4;Банк Раунд;2506;Москва и обл.;6 221 808,00;5 680 699,00;541 109,00;9,53
290;-20;СЭБ Банк;3235;Санкт-Петербург и обл.;6 194 386,00;6 491 943,00;-297 557,00;-4,58
291;3;Банк ПСА Финанс Рус;3481;Москва и обл.;6 153 671,00;5 669 485,00;484 186,00;8,54
292;-14;Альба Альянс;2593;Москва и обл.;6 125 938,00;6 144 515,00;-18 577,00;-0,30
293;-7;Югра;880;Тюменская обл.;6 084 436,00;5 961 049,00;123 387,00;2,07
294;1;Томскпромстройбанк;1720;Томская обл.;5 979 141,00;5 647 952,00;331 189,00;5,86
295;-6;Пушкино;391;Москва и обл.;5 897 148,00;5 860 102,00;37 046,00;0,63
296;19;Унифин;2654;Москва и обл.;5 864 363,00;4 967 096,00;897 267,00;18,06
297;-5;Датабанк;646;Удмуртия;5 813 218,00;5 697 165,00;116 053,00;2,04
298;-1;Славянский Кредит;2960;Москва и обл.;5 803 603,00;5 590 918,00;212 685,00;3,80
299;1;ПВ-Банк;634;Ульяновская обл.;5 792 668,00;5 511 241,00;281 427,00;5,11
300;7;Данске Банк;3307;Санкт-Петербург и обл.;5 776 147,00;5 152 148,00;623 999,00;12,11
301;0;Волга-Кредит;1153;Самарская обл.;5 774 674,00;5 428 532,00;346 142,00;6,38
302;9;СИАБ;3245;Санкт-Петербург и обл.;5 752 261,00;5 009 525,00;742 736,00;14,83
303;-18;Бинбанк Мурманск;1276;Мурманская обл.;5 745 202,00;5 968 894,00;-223 692,00;-3,75
304;-8;Хованский;2145;Москва и обл.;5 693 496,00;5 607 948,00;85 548,00;1,53
305;-18;Новый Московский Банк;2932;Москва и обл.;5 655 639,00;5 903 967,00;-248 328,00;-4,21
306;-24;Метробанк;2548;Москва и обл.;5 654 762,00;6 067 423,00;-412 661,00;-6,80
307;-4;Белгородсоцбанк;760;Белгородская обл.;5 640 907,00;5 275 335,00;365 572,00;6,93
308;22;Экспресс;3084;Дагестан;5 627 478,00;4 374 849,00;1 252 629,00;28,63
309;7;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 609 174,00;4 924 593,00;684 581,00;13,90
310;-11;ПИР Банк;2655;Москва и обл.;5 596 326,00;5 529 851,00;66 475,00;1,20
311;36;Международный Коммерческий Банк;2524;Москва и обл.;5 594 729,00;4 056 276,00;1 538 453,00;37,93
312;36;Генбанк;2490;Москва и обл.;5 538 353,00;4 035 813,00;1 502 540,00;37,23
313;-8;РусЮгбанк;2093;Волгоградская обл.;5 447 005,00;5 233 453,00;213 552,00;4,08
314;-6;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 446 144,00;5 119 612,00;326 532,00;6,38
315;-43;Русич Центр Банк;2793;Москва и обл.;5 360 928,00;6 426 695,00;-1 065 767,00;-16,58
316;-3;ОПМ-Банк;2734;Москва и обл.;5 356 793,00;4 997 270,00;359 523,00;7,19
317;-3;Бинбанк Тверь;777;Тверская обл.;5 338 040,00;4 995 752,00;342 288,00;6,85
318;-14;Финам Банк;2799;Москва и обл.;5 328 704,00;5 245 756,00;82 948,00;1,58
319;-10;Первый Экспресс;3237;Тульская обл.;5 299 220,00;5 110 822,00;188 398,00;3,69
320;-10;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 223 753,00;5 044 630,00;179 123,00;3,55
321;-15;Региональный Банк Развития;2782;Башкортостан;5 140 713,00;5 202 735,00;-62 022,00;-1,19
322;-3;Рускобанк;138;Санкт-Петербург и обл.;5 110 015,00;4 883 591,00;226 424,00;4,64
323;-6;Потенциал;1019;Самарская обл.;5 049 479,00;4 905 097,00;144 382,00;2,94
324;1;Тусар;2712;Москва и обл.;4 930 016,00;4 616 685,00;313 331,00;6,79
325;-13;Ишбанк;2867;Москва и обл.;4 877 970,00;5 006 245,00;-128 275,00;-2,56
326;-5;Северный Народный Банк;2721;Коми;4 876 780,00;4 725 226,00;151 554,00;3,21
327;-3;Банк Казани;708;Татарстан;4 871 768,00;4 666 962,00;204 806,00;4,39
328;57;Аверс;415;Татарстан;4 842 635,00;3 508 395,00;1 334 240,00;38,03
329;14;Банк Торгового Финансирования;1982;Москва и обл.;4 826 225,00;4 136 006,00;690 219,00;16,69
330;27;Западный;2598;Москва и обл.;4 811 559,00;3 868 651,00;942 908,00;24,37
331;24;Сиббизнесбанк;2539;Тюменская обл.;4 798 767,00;3 885 176,00;913 591,00;23,51
332;20;Банк Заречье;817;Татарстан;4 721 507,00;3 999 847,00;721 660,00;18,04
333;-1;Банк на Красных Воротах;2472;Москва и обл.;4 657 789,00;4 359 965,00;297 824,00;6,83
334;-16;Русский Ипотечный Банк;1968;Москва и обл.;4 629 282,00;4 889 877,00;-260 595,00;-5,33
335;3;Юг-Инвестбанк;2772;Краснодарский край;4 575 927,00;4 256 090,00;319 837,00;7,51
336;9;Енисейский Объединенный Банк;2645;Красноярский край;4 531 666,00;4 088 834,00;442 832,00;10,83
337;45;Ури Банк;3479;Москва и обл.;4 528 114,00;3 552 556,00;975 558,00;27,46
338;6;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;4 476 186,00;4 113 891,00;362 295,00;8,81
339;-4;Актив Банк;2529;Мордовия;4 453 879,00;4 325 852,00;128 027,00;2,96
340;18;Холдинг-Кредит;3030;Москва и обл.;4 443 166,00;3 848 738,00;594 428,00;15,44
341;49;ЕвроситиБанк;1869;Ставропольский край;4 440 309,00;3 443 082,00;997 227,00;28,96
342;-14;НИКО-Банк;702;Оренбургская обл.;4 437 265,00;4 445 696,00;-8 431,00;-0,19
343;-3;Автоградбанк;1455;Татарстан;4 437 247,00;4 204 960,00;232 287,00;5,52
344;2;Башинвестбанк;2189;Башкортостан;4 409 009,00;4 066 353,00;342 656,00;8,43
345;-4;Сибнефтебанк;385;Тюменская обл.;4 382 195,00;4 187 120,00;195 075,00;4,66
346;3;Экспресс-Кредит;210;Москва и обл.;4 375 926,00;4 029 548,00;346 378,00;8,60
347;-24;Сибирьгазбанк;3042;Тюменская обл.;4 368 841,00;4 678 062,00;-309 221,00;-6,61
348;-77;Кузнецкий Мост;2254;Москва и обл.;4 347 784,00;6 487 728,00;-2 139 944,00;-32,98
349;-13;Трансстройбанк;2807;Москва и обл.;4 311 570,00;4 323 741,00;-12 171,00;-0,28
350;0;Монолит;1967;Москва и обл.;4 309 597,00;4 019 210,00;290 387,00;7,22
351;-24;Росавтобанк;2767;Москва и обл.;4 291 509,00;4 585 332,00;-293 823,00;-6,41
352;-10;Солид Банк;1329;Камчатская обл.;4 272 077,00;4 138 112,00;133 965,00;3,24
353;-16;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;4 266 618,00;4 309 559,00;-42 941,00;-1,00
354;17;Московский Нефтехимический Банк;1411;Москва и обл.;4 185 299,00;3 667 901,00;517 398,00;14,11
355;22;Руссобанк;2313;Москва и обл.;4 169 210,00;3 590 454,00;578 756,00;16,12
356;0;Риабанк;3434;Москва и обл.;4 162 794,00;3 875 677,00;287 117,00;7,41
357;-24;Автоторгбанк;2776;Москва и обл.;4 144 060,00;4 349 600,00;-205 540,00;-4,73
358;-29;Сибсоцбанк;2015;Алтайский край;4 122 349,00;4 432 337,00;-309 988,00;-6,99
359;-6;Национальный Залоговый Банк;2944;Москва и обл.;4 111 234,00;3 937 776,00;173 458,00;4,40
360;2;Банк Кремлевский;2905;Москва и обл.;4 107 914,00;3 788 482,00;319 432,00;8,43
361;-27;ФДБ;3071;Москва и обл.;4 107 234,00;4 334 461,00;-227 227,00;-5,24
362;-11;Мир Бизнес Банк;3396;Москва и обл.;4 103 664,00;4 016 610,00;87 054,00;2,17
363;2;Уралкапиталбанк;2519;Башкортостан;4 073 397,00;3 720 491,00;352 906,00;9,49
364;-10;Хлебобанк;1812;Москва и обл.;4 045 848,00;3 911 194,00;134 654,00;3,44
365;4;Промтрансбанк;2638;Башкортостан;3 996 932,00;3 691 934,00;304 998,00;8,26
366;12;Волжский Социальный Банк;2428;Самарская обл.;3 989 214,00;3 588 136,00;401 078,00;11,18
367;19;Рост;2589;Москва и обл.;3 972 024,00;3 501 532,00;470 492,00;13,44
368;132;Социум-Банк;2881;Москва и обл.;3 965 609,00;2 154 087,00;1 811 522,00;84,10
369;55;Миллениум Банк;3423;Москва и обл.;3 948 418,00;2 971 246,00;977 172,00;32,89
370;34;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;3 939 840,00;3 233 476,00;706 364,00;21,85
371;5;Агросоюз;1459;Оренбургская обл.;3 934 571,00;3 599 349,00;335 222,00;9,31
372;44;Донинвест;1617;Ростовская обл.;3 921 660,00;3 057 696,00;863 964,00;28,26
373;-10;Чувашкредитпромбанк;1280;Чувашия;3 909 232,00;3 755 792,00;153 440,00;4,09
374;23;Стратегия;2801;Москва и обл.;3 890 841,00;3 311 010,00;579 831,00;17,51
375;-16;Витас Банк;1955;Москва и обл.;3 861 457,00;3 846 080,00;15 377,00;0,40
376;35;Приоритет;3135;Самарская обл.;3 821 584,00;3 164 005,00;657 579,00;20,78
377;19;Дагэнергобанк;3286;Дагестан;3 814 586,00;3 314 474,00;500 112,00;15,09
378;20;Голдман Сакс Банк;3490;Москва и обл.;3 803 979,00;3 310 773,00;493 206,00;14,90
379;73;Орловский Социальный Банк;2921;Орловская обл.;3 801 670,00;2 632 033,00;1 169 637,00;44,44
380;-12;Международный Инвестиционный Банк;2742;Москва и обл.;3 747 781,00;3 693 895,00;53 886,00;1,46
381;-21;РАМ Банк;3480;Москва и обл.;3 735 674,00;3 840 510,00;-104 836,00;-2,73
382;-16;Лайтбанк;3177;Москва и обл.;3 734 841,00;3 719 866,00;14 975,00;0,40
383;6;Межрегиональный промышленно-строительный банк;752;Мордовия;3 725 500,00;3 457 411,00;268 089,00;7,75
384;-20;Зернобанк;2337;Алтайский край;3 724 113,00;3 728 147,00;-4 034,00;-0,11
385;-63;Бланк Банк;2368;Москва и обл.;3 713 584,00;4 681 135,00;-967 551,00;-20,67
386;-19;Белгородпромстройбанк;1816;Белгородская обл.;3 709 951,00;3 694 062,00;15 889,00;0,43
387;-12;Софрино;2972;Москва и обл.;3 709 445,00;3 604 470,00;104 975,00;2,91
388;-27;Бинбанк Столица;3052;Москва и обл.;3 683 409,00;3 833 983,00;-150 574,00;-3,93
389;26;Банк Развития Региона;3315;Северная Осетия — Алания;3 666 046,00;3 061 060,00;604 986,00;19,76
390;-7;ВостСибтранскомбанк;2731;Иркутская обл.;3 658 686,00;3 539 744,00;118 942,00;3,36
391;-10;Бинбанк Смоленск;1957;Смоленская обл.;3 653 557,00;3 553 355,00;100 202,00;2,82
392;33;Экси-Банк;2530;Санкт-Петербург и обл.;3 638 321,00;2 968 052,00;670 269,00;22,58
393;63;Банк БКФ;2684;Москва и обл.;3 622 706,00;2 568 722,00;1 053 984,00;41,03
394;-20;Вокбанк;312;Нижегородская обл.;3 587 832,00;3 628 768,00;-40 936,00;-1,13
395;-15;Экономикс-Банк;2136;Москва и обл.;3 587 190,00;3 554 228,00;32 962,00;0,93
396;-5;Международный Банк Развития;2704;Москва и обл.;3 561 564,00;3 441 290,00;120 274,00;3,50
397;3;Проминвестбанк;2433;Москва и обл.;3 547 502,00;3 300 167,00;247 335,00;7,49
398;11;Банкхаус Эрбе;1717;Москва и обл.;3 540 536,00;3 191 103,00;349 433,00;10,95
399;-4;Анкор Банк;889;Татарстан;3 519 171,00;3 374 912,00;144 259,00;4,27
400;-16;Роял Кредит Банк;783;Хабаровский край;3 511 936,00;3 530 528,00;-18 592,00;-0,53
401;-28;Дил-Банк;3384;Москва и обл.;3 488 998,00;3 635 176,00;-146 178,00;-4,02
402;8;;;;3 468 315,00;3 190 176,00;278 139,00;8,72
403;2;Лесбанк;1598;Москва и обл.;3 460 922,00;3 222 819,00;238 103,00;7,39
404;-34;Евроальянс;1781;Ивановская обл.;3 444 993,00;3 668 186,00;-223 193,00;-6,08
405;-13;Реалист Банк;1067;Иркутская обл.;3 439 790,00;3 401 545,00;38 245,00;1,12
406;-19;Азия-Инвест Банк;3303;Москва и обл.;3 383 159,00;3 497 493,00;-114 334,00;-3,27
407;-5;Новобанк;1352;Новгородская обл.;3 377 695,00;3 259 113,00;118 582,00;3,64
408;-7;Профессионал Банк;3296;Москва и обл.;3 368 218,00;3 262 612,00;105 606,00;3,24
409;-16;Ассоциация;732;Нижегородская обл.;3 367 212,00;3 390 064,00;-22 852,00;-0,67
410;147;Тендер-Банк;2252;Москва и обл.;3 337 644,00;1 670 572,00;1 667 072,00;99,79
411;12;Банк Развития Технологий;3441;Москва и обл.;3 328 041,00;2 976 381,00;351 660,00;11,82
412;17;Тюменьагропромбанк;917;Тюменская обл.;3 317 555,00;2 898 971,00;418 584,00;14,44
413;-10;Горбанк;2982;Санкт-Петербург и обл.;3 307 303,00;3 248 075,00;59 228,00;1,82
414;-6;Промрегионбанк;2123;Томская обл.;3 303 507,00;3 191 438,00;112 069,00;3,51
415;-2;Кранбанк;2271;Ивановская обл.;3 290 381,00;3 115 451,00;174 930,00;5,61
416;-10;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 287 483,00;3 206 074,00;81 409,00;2,54
417;13;Банк БФТ;2273;Москва и обл.;3 271 549,00;2 891 716,00;379 833,00;13,14
418;15;Транспортный;3174;Москва и обл.;3 253 282,00;2 882 135,00;371 147,00;12,88
419;-12;Профит Банк;3234;Москва и обл.;3 247 519,00;3 201 402,00;46 117,00;1,44
420;-3;АйСиБиСи Банк;3475;Москва и обл.;3 245 253,00;3 057 090,00;188 163,00;6,15
421;26;Бинбанк Сургут;1701;Тюменская обл.;3 198 912,00;2 686 573,00;512 339,00;19,07
422;-3;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 193 423,00;3 046 239,00;147 184,00;4,83
423;39;Интеркредит;3047;Москва и обл.;3 183 951,00;2 503 400,00;680 551,00;27,19
424;-12;Камский Коммерческий Банк;438;Татарстан;3 173 619,00;3 141 334,00;32 285,00;1,03
425;-26;Донкомбанк;492;Ростовская обл.;3 168 716,00;3 310 090,00;-141 374,00;-4,27
426;-6;Хакасский Муниципальный Банк;1049;Хакасия;3 161 618,00;3 024 912,00;136 706,00;4,52
427;-5;Преодоление;2649;Москва и обл.;3 149 395,00;3 009 482,00;139 913,00;4,65
428;-14;Баренцбанк;2188;Мурманская обл.;3 121 596,00;3 112 379,00;9 217,00;0,30
429;-57;ЕвроАксис Банк;3273;Москва и обл.;3 115 988,00;3 637 013,00;-521 025,00;-14,33
430;-12;Уралпромбанк;2964;Челябинская обл.;3 104 118,00;3 056 558,00;47 560,00;1,56
431;74;Торгово-Строительный Банк;1250;Москва и обл.;3 094 884,00;2 128 381,00;966 503,00;45,41
432;18;Камчаткомагропромбанк;545;Камчатская обл.;3 087 946,00;2 654 929,00;433 017,00;16,31
433;-7;Инкаробанк;2696;Москва и обл.;3 067 913,00;2 958 056,00;109 857,00;3,71
434;-3;Ермак;1809;Тюменская обл.;3 061 530,00;2 888 315,00;173 215,00;6,00
435;23;2Т Банк;625;Москва и обл.;3 040 115,00;2 548 461,00;491 654,00;19,29
436;0;Московский Коммерческий Банк;3172;Москва и обл.;3 035 785,00;2 852 839,00;182 946,00;6,41
437;-16;Крокус-Банк;2682;Москва и обл.;3 018 893,00;3 019 841,00;-948,00;-0,03
438;0;Транснациональный Банк;2108;Москва и обл.;3 017 383,00;2 829 940,00;187 443,00;6,62
439;-2;Капитал;575;Москва и обл.;2 991 656,00;2 836 368,00;155 288,00;5,47
440;4;Интерактивный Банк;3378;Москва и обл.;2 970 513,00;2 745 203,00;225 310,00;8,21
441;-9;Нефтепромбанк;2156;Москва и обл.;2 941 977,00;2 884 588,00;57 389,00;1,99
442;-48;РНКБ;1354;Москва и обл.;2 940 309,00;3 388 613,00;-448 304,00;-13,23
443;-15;ИТ Банк;2609;Омская обл.;2 929 569,00;2 938 838,00;-9 269,00;-0,32
444;116;Крыловский;456;Краснодарский край;2 921 878,00;1 660 121,00;1 261 757,00;76,00
445;-5;Первый Инвестиционный Банк;604;Москва и обл.;2 917 930,00;2 802 166,00;115 764,00;4,13
446;-11;Стромкомбанк;404;Красноярский край;2 916 982,00;2 856 441,00;60 541,00;2,12
447;19;Промэнергобанк;2728;Вологодская обл.;2 862 353,00;2 454 565,00;407 788,00;16,61
448;1;Ураллига;1626;Челябинская обл.;2 808 895,00;2 664 499,00;144 396,00;5,42
449;41;Океан Банк;1697;Москва и обл.;2 806 041,00;2 282 867,00;523 174,00;22,92
450;4;ПК-Банк;2652;Нижегородская обл.;2 786 544,00;2 616 495,00;170 049,00;6,50
451;-8;ВЕБРР;3418;Москва и обл.;2 780 706,00;2 748 879,00;31 827,00;1,16
452;11;Джей энд Ти Банк;3061;Москва и обл.;2 778 430,00;2 484 657,00;293 773,00;11,82
453;18;Аспект;608;Москва и обл.;2 753 446,00;2 415 961,00;337 485,00;13,97
454;10;Алтайкапиталбанк;2659;Алтайский край;2 744 374,00;2 481 461,00;262 913,00;10,60
455;-10;ОФК Банк;2270;Москва и обл.;2 724 277,00;2 711 388,00;12 889,00;0,48
456;33;Инкредбанк;3405;Москва и обл.;2 701 440,00;2 289 164,00;412 276,00;18,01
457;-4;Ипотека-Инвест;3070;Татарстан;2 700 483,00;2 625 847,00;74 636,00;2,84
458;39;Новопокровский;467;Краснодарский край;2 690 570,00;2 198 561,00;492 009,00;22,38
459;35;Зенит Сочи;232;Краснодарский край;2 687 150,00;2 242 510,00;444 640,00;19,83
460;0;РБА;3413;Ярославская обл.;2 686 543,00;2 520 880,00;165 663,00;6,57
461;-15;Аскольд;2480;Смоленская обл.;2 676 824,00;2 707 734,00;-30 910,00;-1,14
462;22;Объединенный Банк Развития;3345;Москва и обл.;2 667 231,00;2 333 031,00;334 200,00;14,32
463;5;Банк Город;2644;Коми;2 661 948,00;2 435 867,00;226 081,00;9,28
464;22;Долинск;857;Сахалинская обл.;2 659 123,00;2 322 872,00;336 251,00;14,48
465;-17;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 654 734,00;2 683 677,00;-28 943,00;-1,08
466;10;Эксперт Банк;2949;Омская обл.;2 647 450,00;2 399 033,00;248 417,00;10,35
467;18;Тульский Промышленник;2382;Тульская обл.;2 642 519,00;2 332 819,00;309 700,00;13,28
468;6;Тагилбанк;1635;Свердловская обл.;2 642 011,00;2 403 640,00;238 371,00;9,92
469;56;Союзпромбанк;2965;Москва и обл.;2 639 757,00;1 926 002,00;713 755,00;37,06
470;-1;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 637 124,00;2 434 823,00;202 301,00;8,31
471;-14;Газстройбанк;2919;Москва и обл.;2 633 481,00;2 561 263,00;72 218,00;2,82
472;141;Объединенная Расчетная Система;3342;Москва и обл.;2 633 259,00;1 371 135,00;1 262 124,00;92,05
473;26;Нацпромбанк;2360;Москва и обл.;2 629 463,00;2 178 460,00;451 003,00;20,70
474;-35;Итуруп;2390;Сахалинская обл.;2 615 619,00;2 825 052,00;-209 433,00;-7,41
475;-16;Оргбанк;3312;Москва и обл.;2 609 999,00;2 544 192,00;65 807,00;2,59
476;-15;НОКССбанк;3202;Волгоградская обл.;2 566 930,00;2 520 282,00;46 648,00;1,85
477;6;Гагаринский;606;Москва и обл.;2 561 078,00;2 352 382,00;208 696,00;8,87
478;-11;Вкабанк;1027;Астраханская обл.;2 556 956,00;2 441 183,00;115 773,00;4,74
479;8;Живаго Банк;2065;Рязанская обл.;2 552 012,00;2 313 270,00;238 742,00;10,32
480;-46;Мосводоканалбанк;2863;Москва и обл.;2 505 551,00;2 856 735,00;-351 184,00;-12,29
481;28;Нейва;1293;Свердловская обл.;2 498 292,00;2 076 143,00;422 149,00;20,33
482;-10;Мастер-Капитал;3011;Москва и обл.;2 497 814,00;2 409 853,00;87 961,00;3,65
483;-42;Универсальный Кредит;2903;Москва и обл.;2 486 174,00;2 793 522,00;-307 348,00;-11,00
484;-14;Земский Банк;2900;Самарская обл.;2 468 451,00;2 431 671,00;36 780,00;1,51
485;-34;Траст Капитал Банк;2741;Москва и обл.;2 457 337,00;2 644 809,00;-187 472,00;-7,09
486;25;ИРС;272;Москва и обл.;2 447 354,00;2 035 556,00;411 798,00;20,23
487;9;Енисей;474;Красноярский край;2 435 313,00;2 239 029,00;196 284,00;8,77
488;-33;Национальный Республиканский Банк;3359;Москва и обл.;2 419 215,00;2 608 301,00;-189 086,00;-7,25
489;-8;Совинком;2302;Москва и обл.;2 414 451,00;2 353 166,00;61 285,00;2,60
490;-10;Клиентский;2324;Москва и обл.;2 406 012,00;2 359 560,00;46 452,00;1,97
491;-18;Уралприватбанк;153;Свердловская обл.;2 404 616,00;2 409 262,00;-4 646,00;-0,19
492;10;Росбизнесбанк;1405;Москва и обл.;2 389 900,00;2 151 293,00;238 607,00;11,09
493;2;Мультибанк;2235;Москва и обл.;2 389 198,00;2 239 390,00;149 808,00;6,69
494;-6;Стройлесбанк;2995;Тюменская обл.;2 377 841,00;2 306 936,00;70 905,00;3,07
495;-30;Союзный;3236;Москва и обл.;2 371 641,00;2 459 555,00;-87 914,00;-3,57
496;52;Москва-Сити;3247;Москва и обл.;2 347 271,00;1 722 869,00;624 402,00;36,24
497;-19;Финансовый Стандарт;1053;Москва и обл.;2 341 350,00;2 374 860,00;-33 510,00;-1,41
498;8;Нэклис-Банк;1671;Москва и обл.;2 315 674,00;2 122 790,00;192 884,00;9,09
499;5;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 283 533,00;2 131 325,00;152 208,00;7,14
500;-18;Милбанк;3256;Москва и обл.;2 263 637,00;2 352 598,00;-88 961,00;-3,78
501;-9;Уссури;596;Хабаровский край;2 262 643,00;2 252 956,00;9 687,00;0,43
502;14;Республиканский Банк;3277;Москва и обл.;2 248 434,00;1 981 608,00;266 826,00;13,47
503;-24;Век;2299;Москва и обл.;2 244 988,00;2 361 694,00;-116 706,00;-4,94
504;3;Кузнецкий;609;Пензенская обл.;2 244 141,00;2 100 046,00;144 095,00;6,86
505;-30;Система;2846;Москва и обл.;2 235 559,00;2 401 400,00;-165 841,00;-6,91
506;-15;Норвик Банк;1407;Москва и обл.;2 214 453,00;2 253 665,00;-39 212,00;-1,74
507;-14;РН Банк;170;Омская обл.;2 170 774,00;2 248 787,00;-78 013,00;-3,47
508;6;Вологжанин;1896;Вологодская обл.;2 147 630,00;2 014 898,00;132 732,00;6,59
509;-121;Городской Ипотечный Банк;1627;Москва и обл.;2 144 613,00;3 485 658,00;-1 341 045,00;-38,47
510;-33;Коммерческий Индо Банк;3446;Москва и обл.;2 135 738,00;2 378 901,00;-243 163,00;-10,22
511;27;Банк Экономический Союз;2798;Москва и обл.;2 123 434,00;1 789 908,00;333 526,00;18,63
512;14;Региональный Кредитный Банк;1608;Калининградская обл.;2 093 869,00;1 925 729,00;168 140,00;8,73
513;4;Бум-Банк;1137;Кабардино-Балкария;2 092 473,00;1 976 846,00;115 627,00;5,85
514;83;Русский Торговый Банк;2842;Москва и обл.;2 091 941,00;1 471 559,00;620 382,00;42,16
515;15;Новый Символ;370;Москва и обл.;2 088 335,00;1 838 452,00;249 883,00;13,59
516;13;Констанс-Банк;2228;Санкт-Петербург и обл.;2 082 240,00;1 842 864,00;239 376,00;12,99
517;1;НБК-Банк;3283;Москва и обл.;2 079 325,00;1 966 166,00;113 159,00;5,76
518;38;Агророс;2860;Саратовская обл.;2 069 515,00;1 690 199,00;379 316,00;22,44
519;159;Кредитинвест;1197;Дагестан;2 068 584,00;1 019 081,00;1 049 503,00;102,99
520;13;Финтрастбанк;3104;Москва и обл.;2 062 816,00;1 818 427,00;244 389,00;13,44
521;131;Невский Банк;1068;Санкт-Петербург и обл.;2 040 865,00;1 175 888,00;864 977,00;73,56
522;44;Банк Расчетов и Сбережений;2617;Москва и обл.;2 020 269,00;1 610 535,00;409 734,00;25,44
523;-10;Синко-Банк;2838;Москва и обл.;2 012 508,00;2 020 434,00;-7 926,00;-0,39
524;-16;Спецсетьстройбанк;3062;Москва и обл.;1 991 754,00;2 078 053,00;-86 299,00;-4,15
525;-27;Еврокредит;2957;Москва и обл.;1 990 982,00;2 191 627,00;-200 645,00;-9,16
526;-3;Аксонбанк;680;Костромская обл.;1 988 595,00;1 932 148,00;56 447,00;2,92
527;-12;Витабанк;356;Санкт-Петербург и обл.;1 986 854,00;1 981 914,00;4 940,00;0,25
